Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,228.31400,66.20900,162.10500,18.57200,90.43500,71.67000,-17.59900,54.07100,54.07100,,54.07100,,49.02800,144.59800,71.67000,115.22600,115.66800,0.42000,0.42000,0.42760,0.74710,31.39100,31.39100,23.68270,21.47390,0.02290,1.02950,1.02950,0.54150,0.58930,45.57140,1.2079,0.3351
2020-06-30,219.42300,63.34300,156.08000,38.59700,118.68200,37.39800,-13.04600,24.35200,24.35200,,24.35200,,19.07600,123.29500,37.39800,115.08500,115.54000,0.17000,0.17000,0.41030,0.69580,17.04380,17.04380,11.09820,8.69370,0.02270,0.46350,0.46350,0.25210,0.27330,45.61320,0.7941,-0.4772
2020-03-31,221.32800,64.95800,156.37000,19.01000,93.38000,62.99000,-17.57200,45.41800,45.41800,,45.41800,,39.81700,137.64200,62.99000,106.87500,107.39000,0.37000,0.37000,0.41130,0.69870,28.46000,28.46000,20.52070,17.99000,0.02270,0.86060,0.86060,0.46650,0.50660,45.86430,1.14480,-0.82380
2019-12-31,220.23500,67.57200,152.66290,22.36500,91.87800,60.78500,17.13700,77.92200,77.92200,,77.92200,,70.38100,130.41300,60.78500,103.20100,103.84900,0.69000,0.68000,0.43730,0.77730,27.60010,27.60010,35.38130,31.95720,0.02470,1.70480,1.70480,0.87550,0.95920,43.11480,0.8614,-4.5388
2019-09-30,215.52500,64.54700,150.97800,22.57600,91.80600,59.17200,-10.87400,48.29800,48.29800,,48.29800,,43.84600,126.12200,59.17200,104.84100,105.36000,0.41000,0.41000,0.42150,0.72850,27.45480,27.45480,22.40950,20.34380,0.02500,1.06390,1.06390,0.56010,0.61550,42.82070,1.2335,-1.0977
2019-06-30,200.49200,61.22600,139.26600,19.85700,88.10900,51.15700,-3.94200,47.21500,47.21500,,47.21500,,42.19400,120.17700,51.15700,100.97200,101.81000,0.41000,0.41000,0.43230,0.76140,25.51570,25.51570,23.54960,21.04520,0.02480,1.12770,1.12770,0.58330,0.64020,41.46600,0.6434,-1.3479
2019-03-31,201.20200,60.51700,140.68500,23.34100,89.47600,51.20900,-9.41500,41.79400,41.79400,,41.79400,,36.90300,118.77900,51.20900,100.90100,101.44300,0.36000,0.36000,0.41750,0.71660,25.45150,25.45150,20.77220,18.34130,0.02550,0.99910,0.99910,0.53010,0.58200,41.43120,0.98370,-1.12120
2018-12-31,190.84190,54.23500,136.60690,32.84300,97.70300,38.90400,-26.76500,12.13900,12.13900,,166.89000,,158.72300,106.21400,38.90400,99.97200,100.48200,1.59000,1.59000,0.41110,0.69800,20.38540,20.38550,6.36080,83.16990,0.02460,3.97240,3.97240,2.14910,2.33940,41.70110,0.9471,0.7011
2018-09-30,186.56200,54.20400,132.35800,20.61500,83.31500,49.04300,-10.73300,38.31000,38.31000,,38.31000,,33.89300,111.63400,49.04300,100.67700,101.22800,0.34000,0.33000,0.41360,0.70530,26.28780,26.28780,20.53470,18.16720,0.02470,0.94010,0.94010,0.50660,0.55130,40.44710,1.2481,-0.0709
2018-06-30,187.07200,51.96600,135.10600,27.40400,91.41000,43.69600,-11.94100,31.75500,31.75500,,31.75500,,27.54900,109.11200,43.69600,99.69200,100.15100,0.27000,0.27000,0.40700,0.68650,23.35790,23.35790,16.97480,14.72640,0.02530,0.78140,0.78140,0.43000,0.46330,40.41240,0.9371,-3.4589
2018-03-31,182.82200,50.37800,132.44400,15.29400,78.00900,54.43500,-13.46400,40.97100,40.97100,,40.97100,,36.24600,114.23900,54.43500,98.74400,99.21400,0.36000,0.36000,0.39200,0.64480,29.77490,29.77490,22.41030,19.82580,0.02620,1.03790,1.03790,0.58820,0.63100,39.93800,0.94850,-1.64940
2017-12-31,177.56100,49.51300,128.04800,17.35700,77.50600,50.54200,-18.00200,32.54000,32.54000,,32.54000,,29.03000,110.09400,50.54200,98.11400,98.72700,0.28000,0.28000,0.37210,0.59260,28.46460,28.46460,18.32610,16.34930,0.02610,0.82170,0.82170,0.47830,0.51590,40.15730,0.719,-1.0359
2017-09-30,181.53400,51.00300,130.53100,15.55000,78.11700,52.41400,-14.62500,37.78900,37.78900,37.69900,75.48800,,66.05700,113.98700,52.41400,98.35210,98.91160,0.67000,0.67000,0.38460,0.62510,28.87280,28.87280,20.81650,36.38820,0.02650,1.93760,1.93760,1.10390,1.19230,39.59950,0.9906,1.3935
2017-06-30,180.59800,51.39400,129.20400,14.71200,76.96300,52.24100,-16.93500,35.30600,35.30600,,35.30600,,29.83300,114.31600,52.24100,98.27500,98.82700,0.30000,0.30000,0.39290,0.64730,28.92670,28.92670,19.54950,16.51900,0.02580,0.91320,0.89100,0.50470,0.54090,40.28910,0.8221,-0.3086
2017-03-31,179.30800,50.84700,128.46100,16.23100,77.15000,51.31100,-16.28700,35.02400,35.02400,2.25700,37.28100,,26.32900,110.99500,51.31100,97.38800,98.01800,0.27000,0.26000,0.39280,0.64700,28.61610,28.61610,19.53290,14.68370,0.02560,0.96340,0.94000,0.53310,0.57070,40.35760,0.98320,0.19220
2016-12-31,168.64500,45.45700,123.18800,16.08000,73.80000,49.38800,-13.97000,35.41800,35.41800,,35.41800,,29.42600,107.08900,49.38800,92.34200,93.02300,0.29000,0.28000,0.38160,0.61720,29.28520,29.28520,21.00150,17.44850,0.02510,0.99300,0.94210,0.52810,0.58260,40.32780,0.9908,-4.3502
2016-09-30,168.34800,45.46000,122.88800,13.53300,70.38700,52.50100,-14.43800,38.06300,38.06300,18.31200,56.37500,,50.58200,109.62500,52.50100,92.22700,92.92000,0.54000,0.54000,0.37840,0.60880,31.18600,31.18600,22.60970,30.04610,0.02660,1.63430,1.54800,0.89030,0.96220,39.46920,1.2358,0.9313
2016-06-30,160.13300,43.83400,116.29900,13.97900,68.03900,48.26000,-14.07300,34.18700,34.18700,-0.29500,33.89200,,29.53500,102.78200,48.26000,92.21000,92.82500,0.32000,0.31000,0.41590,0.71190,30.13750,30.13750,21.34910,18.44400,0.02540,1.04790,0.98910,0.53810,0.57780,37.14310,0.6394,-1.2929
2016-03-31,145.44600,37.82600,107.62000,13.43700,63.93900,43.68100,-11.55800,32.12300,32.12300,145.99000,178.11300,,170.99500,94.94200,43.68100,92.22500,92.73500,1.85000,1.84000,0.40160,0.67110,30.03250,30.03250,22.08590,117.56600,0.02340,5.51040,5.20080,2.87090,3.11220,37.13260,0.84330,2.34500
2015-12-31,147.41310,40.75000,106.66310,12.32100,64.14800,42.51510,-13.05500,29.46000,29.46000,-0.15200,29.30800,,25.32300,93.88710,42.51500,89.85400,90.39600,0.28000,0.27000,0.40760,0.68800,28.84080,28.84070,19.98470,17.17830,0.02490,0.96340,0.90610,0.49450,0.53680,35.05980,0.822,-0.7966
2015-09-30,141.55300,39.63300,101.92000,10.79900,60.22500,41.69500,-13.51300,28.18200,28.18200,78.52200,106.70400,,101.44600,89.86900,41.69500,92.15000,92.63900,1.10000,1.09000,0.45080,0.82090,29.45540,29.45540,19.90920,71.66640,0.02230,3.50460,3.29630,1.67950,1.81030,35.10150,0.8692,0.3098
2015-06-30,146.22700,40.10900,106.11800,12.68000,64.60300,41.51500,-14.35300,27.16200,27.16200,31.42800,58.59000,,54.18800,91.29500,41.51500,88.12600,88.64600,0.61000,0.61000,0.44780,0.81110,28.39080,28.39080,18.57520,37.05750,0.02570,2.15350,2.01130,1.03030,1.11050,32.95140,0.6891,0.7375
2015-03-31,146.08200,38.20500,107.87700,13.01000,64.62500,43.25200,-16.51800,26.73400,26.73400,17.26800,44.00200,,39.87400,93.82300,43.25200,86.89700,87.43400,0.45000,0.45000,0.45940,0.84990,29.60800,29.60800,18.30070,27.29560,0.02550,1.65000,1.53900,0.76850,0.83190,32.47950,0.62880,-0.96130
2014-12-31,141.76500,38.30400,103.46100,12.34600,66.32700,37.13400,-17.71700,19.41700,19.41700,,19.41700,12.01300,25.84100,89.63700,37.13400,83.09000,84.96800,0.31000,0.31000,0.47550,0.90660,26.19400,26.19400,13.69660,18.22810,0.02520,0.76700,0.71280,0.34470,0.37390,31.57820,0.5686,-2.3991
2014-09-30,129.02400,37.58000,91.44400,11.19600,61.65900,29.78500,-16.61700,13.16800,13.16800,,13.16800,6.13500,15.66900,80.47900,29.78500,83.16100,85.11000,0.18000,0.18000,0.48100,0.92690,23.08490,23.08490,10.20590,12.14430,0.02350,0.54230,0.50250,0.24000,0.26080,31.42380,1.0547,-0.6333
2014-06-30,127.17800,36.66800,90.51000,11.85700,62.54500,27.96500,-15.60100,12.36400,12.36400,3.49000,15.85400,15.28900,27.22800,77.47600,27.96500,82.27800,84.60200,0.33000,0.32000,0.46120,0.85590,21.98890,21.98890,9.72180,21.40940,0.02410,0.65220,0.60430,0.30060,0.32560,31.63850,0.7273,-1.3615
2014-03-31,123.75800,36.23400,87.52400,10.81100,59.57500,27.94900,-17.07500,10.87400,10.87400,,10.87400,91.05800,96.53200,76.82200,27.94900,82.12500,84.14000,1.17000,1.14000,0.45490,0.83450,22.58360,22.58360,8.78650,78.00060,0.02420,0.45440,0.42060,0.21260,0.22920,31.44820,0.53580,1.70120
2013-12-31,114.76700,33.79600,80.97100,10.11000,59.54000,21.43100,-17.29800,4.13300,4.13300,,4.13300,18.91400,17.62700,71.11300,21.43100,77.34400,77.34400,0.24000,0.24000,0.46700,0.87630,18.67350,18.67350,3.60120,15.35900,0.02250,0.17790,0.16430,0.08090,0.08750,30.62740,0.6836,-2.1965
2013-09-30,113.54500,35.48700,78.05800,10.32700,56.69900,21.35900,-18.18000,3.17900,3.17900,,3.17900,5.84800,5.58400,71.00100,21.35900,76.76900,76.76900,0.07000,0.07000,0.46140,0.85660,18.81100,18.81100,2.79980,4.91790,0.02230,0.13630,0.12590,0.06250,0.06780,30.73930,1.0454,-2.3487
2013-06-30,117.83500,34.43700,83.39800,9.85500,56.54600,26.85200,-19.41500,7.43700,7.43700,,7.43700,2.66600,6.63300,74.90700,26.85200,75.48600,77.45400,0.08000,0.08000,0.49180,0.96770,22.78780,22.78780,6.31140,5.62910,0.02470,0.36350,0.33220,0.15570,0.16880,29.56480,0.6279,-0.1291
2013-03-31,110.96400,33.31600,77.64800,9.76400,58.12000,19.52800,-19.34200,0.18600,0.18600,,0.18600,2.20200,-0.90300,69.07700,19.52800,74.97700,74.97700,-0.02000,-0.02000,0.49250,0.97050,17.59850,17.59850,0.16760,-0.81380,0.02330,0.00910,0.00830,0.00390,0.00420,29.62890,0.75360,-1.70900
2012-12-31,84.82500,24.82200,60.00300,9.59400,46.71400,13.28900,-18.79800,-5.50900,-5.50900,,-5.50900,199.14000,184.23700,58.65200,13.28900,69.64000,69.64000,2.56000,2.56000,0.47720,0.91280,15.66640,15.66640,-6.49460,217.19660,0.01840,-0.26960,-0.24640,-0.11930,-0.12880,29.84150,0.5457,-2.0811
2012-09-30,98.98500,30.62100,68.36400,8.72700,51.00700,17.35700,-19.52400,-2.16700,-2.16700,,-2.16700,4.68900,-2.75300,63.10600,17.35700,71.88900,71.88900,-0.04000,-0.04000,0.47180,0.89340,17.53500,17.53500,-2.18920,-2.78120,0.02350,-0.11590,-0.10510,-0.05140,-0.05550,27.59900,0.8989,-2.4356
2012-06-30,97.11100,28.68100,68.43000,9.25100,49.12900,19.30100,-19.26500,0.03600,0.03600,,0.03600,2.24100,-0.80000,60.12800,19.30100,68.34500,68.34500,-0.02000,-0.02000,0.50610,1.02460,19.87520,19.87520,0.03710,-0.82380,0.02520,0.00220,0.00210,0.00090,0.00100,25.14310,0.3847,-2.1807
2012-03-31,92.39700,24.60400,67.79300,8.76900,44.94900,22.84400,-20.67900,2.16500,2.16500,,2.16500,76.50600,67.54000,61.07300,22.84400,63.64900,63.64900,1.06000,1.06000,0.50850,1.03450,24.72380,24.72380,2.34310,73.09760,0.02330,0.13250,0.12520,0.05470,0.06150,25.31060,0.76580,-0.68590
2011-12-31,51.86200,14.63600,37.22600,8.19800,31.95800,5.26800,-20.48600,-15.21800,-15.21800,,-15.21800,60.07800,39.90700,45.74000,5.26800,56.71700,56.71700,0.70000,0.70000,0.57840,1.37200,10.15780,10.15770,-29.34330,76.94840,0.01500,-1.26200,-1.14640,-0.44150,-0.48330,22.56860,0.5388,-1.5612
2011-09-30,86.39900,25.98700,60.41200,6.49900,40.93700,19.47500,-22.86600,-3.39100,-3.39100,,-3.39100,17.68100,10.19500,57.91700,19.47500,60.07300,60.07300,0.17000,0.17000,0.57620,1.35950,22.54080,22.54080,-3.92480,11.79990,0.02570,-0.28910,-0.26200,-0.10070,-0.11100,22.13910,0.92,-0.8288
2011-06-30,88.39000,25.90700,62.48300,7.56000,40.13200,22.35100,-21.17000,1.18100,1.18100,,1.18100,2.29100,-0.31700,57.56900,22.35100,57.68600,57.68600,-0.01000,-0.01000,0.56310,1.28890,25.28680,25.28680,1.33610,-0.35860,0.02710,0.09990,0.09060,0.03620,0.03960,22.29630,0.1414,-6.0593
2011-03-31,83.77300,25.73800,58.03500,6.58600,35.49900,22.53600,-20.69200,1.84400,1.84400,,1.84400,3.02300,1.03400,54.73000,22.53600,52.30200,52.30200,0.01000,0.01000,0.56990,1.32520,26.90130,26.90130,2.20120,1.23430,0.02950,0.18800,0.16730,0.06490,0.07190,21.03290,0.83740,-0.22760
2010-12-31,36.48300,12.51400,23.96900,7.77500,24.62400,-0.65500,-13.92400,-14.57900,-14.57900,,-14.57900,19.96300,0.38400,30.63500,-0.65500,49.49700,49.49700,0.01000,0.01000,0.56090,1.27740,-1.79540,-1.79530,-39.96110,1.05250,0.01300,-1.46350,-1.30430,-0.51760,-0.57270,21.35110,0.6049,-5.3459
2010-09-30,79.27600,23.72000,55.55600,6.41600,36.72100,18.83500,-15.51600,3.31900,3.31900,,3.31900,0.35000,-0.12600,52.37700,18.83500,52.27400,52.27400,-0.01000,-0.01000,0.50350,1.01410,23.75880,23.75880,4.18660,-0.15890,0.03130,0.32800,0.29280,0.13090,0.14540,21.65110,0.675,0.4255
2010-06-30,72.41600,21.39500,51.02100,6.71600,31.39500,19.62600,-17.67000,1.95600,1.95600,,1.95600,,-1.78300,45.62400,19.62600,50.29700,50.29700,-0.04000,-0.04000,0.50070,1.00260,27.10170,27.10170,2.70110,-2.46220,0.02830,0.18980,0.16980,0.07650,0.08480,22.02970,0.3606,-7.0468
2010-03-31,66.81900,17.99800,48.82100,7.12100,28.37200,20.44900,-11.57200,8.87700,8.87700,,8.87700,,4.88600,43.63700,20.44900,43.01200,43.01400,0.11000,0.11000,0.53350,1.14390,30.60360,30.60360,13.28510,7.31230,0.03160,1.17970,1.01560,0.42030,0.47370,20.28250,0.78040,-0.06880
2009-12-31,52.74800,15.11400,37.63400,17.94300,35.62500,2.00900,-9.06200,-7.05300,-7.05300,,-7.05300,7.72200,-3.01100,27.65900,2.00900,38.70500,38.73200,-0.12000,-0.12000,0.52380,1.09980,3.80860,3.80860,-13.37110,-5.70830,0.02530,-0.92530,-0.79800,-0.33840,-0.38000,20.48340,0.9439,0.4936
2009-09-30,68.49400,19.08500,49.40900,7.90500,29.87300,19.53600,-7.30600,12.23000,12.23000,,12.23000,,8.11100,44.06200,19.53600,42.93500,42.93500,0.17000,0.17000,0.51940,1.08090,28.52220,28.52220,17.85560,11.84190,0.03290,1.58560,1.36970,0.58830,0.65820,20.69340,0.5891,0.4287
2009-06-30,71.05000,19.15700,51.89300,6.03600,29.50600,22.38700,-11.39400,10.99300,10.99300,,10.99300,2.35000,9.11700,48.17900,22.38700,35.96500,35.96500,0.25000,0.25000,0.52010,1.08360,31.50880,31.50880,15.47220,12.83180,0.03400,1.41590,1.22420,0.52660,0.58750,20.81170,0.8082,0.6045
2009-03-31,72.51200,18.85500,53.65700,8.47700,29.64700,24.01000,-12.14800,11.86200,11.86200,,11.86200,-0.08900,7.57700,48.00200,24.01000,32.82700,32.87900,0.23000,0.23000,0.62130,1.64040,33.11180,33.11180,16.35870,10.44930,0.03450,2.01760,1.67180,0.56390,0.63320,21.46730,0.88520,0.42850
