Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-09-30,33.85800,10.17000,23.68800,2.92000,,17.07600,6.61200,-5.49500,1.11700,1.11700,1.11700,0.94200,18.78000,6.61200,39.96200,41.90400,0.02000,0.02000,0.41070,0.69700,19.52860,19.52860,3.29910,2.78220,0.02470,0.14520,0.17520,0.08170,0.08560,17.53050,0.406,-1.5725
2017-06-30,30.60300,8.81600,21.78700,3.14200,,16.87000,4.91700,-3.71400,1.20300,1.20300,1.20300,0.98200,16.29900,4.91700,37.40900,39.84500,0.03000,0.02000,0.44540,0.80300,16.06710,16.06710,3.93100,3.20880,0.02400,0.17710,0.21780,0.09420,0.09820,17.73680,0.342,-4.9119
2017-03-31,29.88700,9.08400,20.80300,3.44400,,16.84500,3.95800,-2.41700,1.54100,1.54100,1.54100,1.23700,14.91800,3.95800,36.89200,39.14400,0.03000,0.03000,0.32900,0.49030,13.24320,13.24320,5.15610,4.13890,0.02770,0.22400,0.26720,0.14290,0.15030,18.59920,0.27400,-0.85440
2016-12-31,28.75100,9.01500,19.73600,3.13500,,15.30300,4.43300,-2.21000,2.22300,2.22300,2.22300,1.64200,14.41500,4.43300,30.64500,32.37300,0.06000,0.05000,0.29560,0.41960,15.41860,15.41860,7.73190,5.71110,0.02750,0.31830,0.38100,0.21230,0.22430,18.93700,0.4819,-0.9517
2016-09-30,26.97500,7.84100,19.13400,3.06600,,15.96300,3.17100,-2.04300,1.12800,1.12800,1.12800,0.87000,13.76100,3.17100,34.96700,36.90500,0.02000,0.02000,0.29860,0.42580,11.75530,11.75530,4.18160,3.22520,0.02640,0.16660,0.20110,0.11050,0.11690,19.25220,0.2626,0.8802
2016-06-30,24.92100,7.41700,17.50400,3.05200,,14.47200,3.03200,-1.99500,1.03700,1.03700,1.03700,0.67400,12.56200,3.03200,27.48400,29.26700,0.02000,0.02000,0.29040,0.40920,12.16640,12.16640,4.16110,2.70450,0.02450,0.15130,0.18080,0.10190,0.10740,19.77900,0.3354,-2.7714
2016-03-31,23.97100,6.70100,17.27000,3.03600,,14.23200,3.03800,-1.92900,1.10900,1.10900,1.10900,0.67500,12.37500,3.03800,24.14200,25.74500,0.03000,0.03000,0.30380,0.43630,12.67370,12.67370,4.62640,2.81590,0.02560,0.18090,0.22280,0.11870,0.12600,25.36180,0.38360,-0.95360
2015-12-31,22.17400,6.50300,15.67100,2.70500,,13.21400,2.45700,-1.61000,0.84700,0.84700,0.84700,0.48900,10.63500,2.45700,21.43000,21.43000,0.12000,0.12000,0.27760,0.38430,11.08050,11.08060,3.81980,2.20530,0.02430,0.13660,0.16830,0.09290,0.09870,25.64940,0.6532,-5.2204
2015-09-30,19.85700,5.81800,14.03900,2.30100,,11.88000,2.15900,-1.34100,0.81800,0.81800,0.81800,0.47400,10.31100,2.15900,24.14200,25.21700,0.02000,0.02000,0.15930,0.18950,10.87270,10.87270,4.11950,2.38710,0.02500,0.13030,0.15640,0.10310,0.10960,25.96760,0.4687,-0.2657
2015-06-30,19.25600,5.31300,13.94300,2.23900,-0.07200,11.65700,2.28600,-1.32100,0.96500,0.96500,0.96500,0.57500,10.32400,2.28600,24.14200,25.43500,0.02000,0.02000,0.13940,0.16200,11.87160,11.87160,5.01140,2.98610,0.02460,0.15210,0.18300,0.12320,0.13090,26.25200,0.38,0.5616
2015-03-31,10.09100,2.68900,7.40200,1.64700,-1.59400,9.58100,-2.17900,-5.82200,-8.00100,-8.00100,-8.00100,-2.88500,2.14900,-2.17900,13.14400,13.14400,-0.22000,-0.22000,0.13670,0.15830,-21.59350,-21.59350,-79.28850,-28.58980,0.01290,-1.25520,-1.50520,-1.02560,-1.08370,26.37430,-0.10430,-1.64060
2014-12-31,1.74000,,1.74000,4.64000,0.00000,,-2.90000,-0.47000,-3.38000,-3.38000,-3.38000,7.04000,-2.90000,-2.90000,,,,0.00000,,,-166.66670,-166.66670,-194.25290,404.59770,0.00580,-1.13730,-1.13730,-1.12480,-1.13730,12.29660,0,0
2014-09-30,1.85900,,1.85900,3.47200,,,-1.61300,24.64500,23.03200,23.03200,23.03200,-3.30900,-1.61300,-1.61300,,,,0.00000,,,-86.76710,-86.76710,1238.94600,-177.99890,,,,,,,0,0
2014-06-30,1.62600,,1.62600,0.65300,,,0.97300,39.74000,40.71300,40.71300,40.71300,-7.87500,0.97300,0.97300,,,,0.00000,,,59.84010,59.84010,2503.87500,-484.31740,,,,,,,0,0
2014-03-31,1.11600,,1.11600,1.17500,,,-0.05900,7.48000,7.42100,7.42100,7.42100,6.52000,-0.05900,-0.05900,,,,0.00000,,,-5.28670,-5.28670,664.96410,584.22940,,,,,,,0.00000,
2013-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
