Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-04-30,0.57940,0.30120,,-0.88120,-0.00150,-0.88210,-0.88210,-0.88210,-0.88210,-0.88030,-0.88060,0.33910,0.33910,-4.55010,-4.55010,114.83320,,-54.59790,-54.59790,-54.12290,-54.59790,6.15960,-2.183,-2.183
2017-01-31,0.16120,0.17100,,-0.33100,0.02140,-0.31080,-0.31080,-0.31080,-0.31080,-0.33190,-0.33220,0.33010,0.33010,-2.27190,-2.27190,181.79360,,-23.23370,-23.23370,-23.10600,-23.23370,5.40070,-0.7922,-0.7922
2016-10-31,0.20160,0.12990,,-0.32990,-0.00240,-0.33390,-0.33390,-0.33390,-0.33390,-0.33130,-0.33150,0.30430,0.30430,-2.30390,-2.30390,49.98010,,-20.29070,-20.29070,-19.88520,-20.29070,6.55980,-1.08040,-1.08040
2016-07-31,0.39250,-0.12950,,-0.50050,-0.01230,-0.29670,-0.29670,-0.29670,-0.29670,-0.26260,-0.26310,-0.14280,-0.14280,4.65010,4.65010,17.15010,,-37.61050,-37.61050,-35.42370,-37.61050,3.41230,-1.0961,-1.0961
2016-04-30,0.02020,0.24230,,-0.26230,-0.06570,-0.32810,-0.32810,-0.32810,-0.32810,-0.26250,-0.26250,0.28110,0.28110,-2.32500,-2.32500,15.65010,,-29.99150,-29.99160,-28.07960,-29.99150,4.73290,-1.0778,-1.0778
2016-01-31,0.15340,0.63570,,-0.66570,0.06280,-0.72630,-0.72630,-0.72630,-0.72630,-0.78890,-0.78910,0.27960,0.27960,-2.20650,-2.20650,7.15670,,-136.67660,-136.67680,-118.36800,-136.67660,2.60990,-0.9615,-0.9615
2015-10-31,0.14910,0.16120,,-0.19120,0.00420,-0.30600,-0.30600,-0.30600,-0.30600,-0.31010,-0.31030,0.27960,0.27960,-2.30150,-2.30150,8.79900,,-35.29130,-35.29130,-31.49790,-35.29130,4.08340,-1.07260,-1.07260
2015-07-31,0.23600,0.10700,0.04820,-0.13700,0.04400,-0.29910,-0.29910,-0.29910,-0.29910,-0.34280,-0.34300,-0.12340,-0.12340,,0.00000,10.63360,,-24.66120,-24.66120,-22.39710,-24.66120,5.39240,-1.4664,-1.4673
2015-04-30,0.02200,0.35150,,-0.37150,0.00040,-0.37310,-0.37310,-0.37310,-0.37310,-0.37350,-0.37350,0.27870,0.27870,-2.43720,-2.43720,13.37090,,-24.94770,-24.94770,-23.12930,-24.94770,6.64940,-0.2191,-0.2256
2015-01-31,0.05820,1.99720,-1.34410,-2.05720,-0.12260,-2.17810,-2.17810,-2.17810,-2.17810,-2.05540,-2.05540,0.19630,0.19630,-10.18590,-10.18590,14.74820,,-123.39540,-123.39550,-115.13490,-123.39540,7.55900,-2.2492,-2.2492
2014-10-31,,0.05530,-0.05380,-0.05530,0.00040,-0.05500,-0.05500,-0.05500,-0.05500,-0.05530,-0.05530,0.17530,0.17530,0.00000,0.00000,1.27000,,-8.96280,-8.96280,-2.02740,-8.96280,,-0.03180,-0.03180
2014-07-31,,0.17090,-0.10430,-0.17170,-0.10530,-7.27350,-7.27350,-7.27350,-7.27350,-0.17090,-0.17180,-0.09490,-0.09490,76.67030,76.67030,1.38000,,-982.09060,-982.09090,-285.00220,-982.09110,,-0.6754,-0.1154
2014-04-30,,0.09880,-0.05810,-0.09890,-0.43390,-0.53290,-0.53290,-0.53290,-0.53290,-0.09880,-0.09890,0.18990,0.18990,-2.73820,-2.73820,12.22390,,-6.65950,-6.65950,-6.59470,-6.65950,46.63690,-0.5028,-0.2758
2014-01-31,,0.08600,-0.03780,-0.08610,0.00370,-0.08240,-0.08240,-0.08240,-0.08240,-0.08600,-0.08610,0.18990,0.18990,0.00000,0.00000,12.76000,,-0.93910,-0.93910,-0.93040,-0.93910,49.78530,-0.3377,-1.3199
2013-10-31,,0.08140,-0.03550,-0.08150,-0.07150,-0.15300,-0.15300,-0.15300,-0.15300,-0.08140,-0.08150,0.18990,0.18990,0.00000,0.00000,16.69540,,-1.66800,-1.66800,-1.65460,-1.66800,50.24200,-0.37380,-0.66640
2013-07-31,,0.09920,-0.05000,-0.09930,0.01860,-0.10220,-0.10220,-0.10220,-0.10220,-0.09920,-0.09930,-0.09490,-0.09490,,0.00000,19.90590,,-1.08380,-1.08380,-1.07520,-1.08380,50.65230,-0.9608,-0.0416
2013-04-30,,0.11790,-0.05970,-0.11800,0.00830,-0.10970,-0.10970,-0.10970,-0.10970,-0.11790,-0.11800,0.18940,0.18940,0.00000,0.00000,44.20360,,-1.14920,-1.14920,-1.14490,-1.14920,51.26910,-0.4848,-0.4714
2013-01-31,,0.10980,-0.05340,-0.10990,0.02420,-0.08570,-0.08570,-0.08570,-0.08570,-0.10980,-0.10990,0.18940,0.18940,0.00000,0.00000,60.57620,,-0.86330,-0.86330,-0.86080,-0.86330,51.92940,-0.1638,0.5628
2012-10-31,,0.11000,-0.05150,-0.11000,0.01000,-0.07950,-0.07950,-0.07950,-0.07950,-0.10740,-0.10750,0.18980,0.18980,0.00000,0.00000,14.40630,,-0.79040,-0.79040,-0.78130,-0.79040,52.43690,-0.35140,-2.40990
2012-07-31,,0.15000,-0.10530,-0.15000,-0.35000,-0.50990,-0.50990,-0.50990,-0.50990,-0.14660,-0.14710,-0.09470,-0.09470,6.10130,6.10130,7.50530,,-5.03850,-5.03850,-4.89990,-5.03850,52.95680,-0.5798,-6.4072
2012-04-30,,0.11000,-0.05800,-0.11000,-0.25000,-0.37020,-0.37020,-0.37020,-0.37020,-0.11130,-0.11170,0.18930,0.18930,-3.05060,-3.05060,40.89870,,-3.48610,-3.48610,-3.45890,-3.48610,55.71730,-0.6916,-1.2695
2012-01-31,,0.14000,-0.08610,-0.14000,0.15000,0.01090,0.01090,0.01090,0.01090,-0.13980,-0.14020,0.18930,0.18930,0.00000,0.00000,99.32000,,0.10100,0.10100,0.10070,0.10100,57.87860,-0.5023,-1.6109
2011-10-31,,0.15000,-0.08590,-0.15000,0.01000,-0.13300,-0.13300,-0.13300,-0.13300,-0.15170,-0.15220,0.18890,0.18890,0.00000,0.00000,11.24750,,-1.22630,-1.22630,-1.18780,-1.22630,57.84340,-0.25870,-5.47560
2011-07-31,,0.50000,-0.12480,-0.50000,-0.02000,-0.52220,-0.52220,-0.52220,-0.53260,-0.50330,-0.50390,-0.05260,-0.05260,,0.00000,7.24920,,-4.53450,-4.53450,-4.27130,-4.53450,58.84770,-0.5125,-13.3221
2011-04-30,,0.23000,-0.11630,-0.23000,,-0.24290,-0.24290,-0.24290,-0.23250,-0.23420,-0.23480,0.08040,0.08040,-3.14560,-3.14560,,,,,,,,-2.901,-11.3042
2011-01-31,,0.18000,-0.13750,-0.18000,,-0.18180,-0.18180,-0.18180,-0.18180,-0.18300,-0.18360,0.07580,0.07580,-3.00030,-3.00030,,,,,,,,-2.4212,-2.6224
2010-10-31,,0.10000,-0.06190,-0.10000,,-0.10440,-0.10440,-0.10440,-0.10440,-0.10500,-0.10550,0.07550,0.07550,-2.91380,-2.91380,,,,,,,,-0.67230,-1.43000
2010-07-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
