Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.79500,1.79500,27.68800,8.56700,-34.46000,0.22500,-34.23500,-34.23500,-34.23500,-34.23500,-33.98200,-34.46000,48.24600,48.24600,-0.71000,-0.71000,13.09190,100.00000,-1919.77700,-1919.77700,-1907.24300,-1907.24200,0.00430,-9.11210,-9.11210,-8.12920,-9.11210,7.62380,-0.61300,-0.62870
2021-12-31,1.85200,1.85200,32.96800,7.43100,-38.54700,0.00900,-38.53800,-38.53800,-38.53800,-38.53800,-38.24700,-38.54700,41.42800,41.42800,-0.83000,-0.83000,13.86270,100.00000,-2081.37200,-2081.37200,-2080.88600,-2080.88600,0.00430,-10.10360,-10.10360,-9.01310,-10.10360,7.98740,-0.7031,-0.7464
2021-09-30,2.16300,2.16300,24.83100,6.61200,-29.28000,0.00600,-29.27400,-29.27400,-29.27400,-29.27400,-29.08600,-29.28000,43.26500,43.26500,-0.68000,-0.68000,18.82230,100.00000,-1353.67500,-1353.67500,-1353.39800,-1353.39800,0.00510,-7.41340,-7.41340,-6.87320,-7.41340,8.42010,-0.3132,-0.3274
2021-06-30,2.60700,2.60700,22.70600,6.26800,-26.36700,0.01400,-26.35300,-26.35300,-26.35300,-26.35300,-26.19100,-26.36700,37.58300,37.58300,-0.70000,-0.70000,17.58530,100.00000,-1011.39200,-1011.39200,-1010.85500,-1010.85500,0.00900,-9.96410,-9.96410,-9.07090,-9.96410,7.02190,-0.7478,-0.7666
2021-03-31,2.70400,2.70400,20.67700,5.88400,-23.85700,0.01300,-23.84400,-23.84400,-23.84400,-23.84400,-23.70900,-23.85700,37.52100,37.52100,-0.64000,-0.64000,17.81150,100.00000,-882.28550,-882.28550,-881.80470,-881.80470,0.00860,-8.33370,-8.33370,-7.57550,-8.33370,7.60950,-0.52450,-0.53850
2020-12-31,2.14200,2.14200,13.61900,4.81600,-16.29300,0.01800,-16.27500,-16.27500,-16.27500,-16.27500,-16.19800,-16.29300,21.66300,21.66300,1.63000,1.63000,22.73790,100.00000,-760.64430,-760.64420,-759.80390,-759.80380,0.00640,-5.31480,-5.31480,-4.87420,-5.31480,8.15090,-1.0709,-1.0984
2020-09-30,1.74600,1.74600,9.45500,3.75700,-11.46600,0.02700,-11.43900,-11.43900,-11.43900,-11.43900,-11.36500,-11.46600,37.42000,37.42000,-0.31000,-0.31000,25.16790,100.00000,-656.70100,-656.70100,-655.15450,-655.15460,0.00500,-3.57290,-3.57290,-3.30480,-3.57290,8.53160,1.0965,1.0748
2020-06-30,1.54100,1.54100,8.98400,2.92500,-10.36800,-0.18800,-10.55600,-10.55600,-10.55600,-10.55600,-10.27400,-10.36800,8.58600,8.58600,-1.23000,-1.23000,30.44900,100.00000,-672.80980,-672.80980,-685.00970,-685.00970,0.00430,-3.19590,-3.19590,-2.97060,-3.19590,8.80160,0.7707,0.773
2020-03-31,1.35800,1.35800,5.54400,1.96400,-6.15000,0.06500,-6.08500,-6.08500,-6.08500,-6.08500,-6.05800,-6.15000,2.84500,2.84500,-2.14000,-2.14000,,100.00000,-452.87190,-452.87190,-448.08540,-448.08540,,,,,,,-2.50970,-2.51320
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-2.7415,-2.6889
2019-09-30,0.65000,0.65000,5.09900,0.75700,-5.20600,-1.46200,-6.66800,-6.66800,-6.66800,-6.66800,-5.09500,-5.20600,2.73900,2.73900,-2.43000,-2.43000,,100.00000,-800.92300,-800.92300,-1025.84600,-1025.84600,,,,,,,-2.2119,-2.2164
2019-06-30,0.22400,0.22400,2.53300,1.59600,-3.90500,-1.21100,-5.11600,-5.11600,-5.11600,-5.11600,-3.90500,-3.90500,2.70400,2.70400,-1.89000,-1.89000,,100.00000,-1743.30300,-1743.30300,-2283.92800,-2283.92800,,,,,,,4.9534,4.9053
2018-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
