Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-06-30,2.15600,2.15600,12.02600,3.78200,,-13.65200,0.50200,-13.15000,,-13.15000,-13.15000,-13.15000,-13.46400,-13.65200,17.66800,17.66800,-0.74000,-0.74000,13.66110,100.00000,-633.20970,-633.20970,-609.92580,-609.92580,0.01760,0.72010,124.98150,-11.99060,-11.99060,-10.73570,-11.99060,5.88040,-0.6671,-0.672
2019-03-31,7.71800,7.71800,9.52600,3.88800,,-5.69600,0.62400,-5.07200,,-5.07200,-5.07200,-5.07200,-5.51200,-5.69600,17.22100,17.22100,-0.29000,-0.29000,17.48290,100.00000,-73.80150,-73.80150,-65.71650,-65.71650,0.06190,5.57660,16.13890,-4.47550,-4.47550,-4.06900,-4.47550,6.53760,-0.63430,-0.63900
2018-12-31,1.69200,1.69200,9.12700,3.64900,,-11.08400,0.48500,-10.59900,,-10.59900,-10.59900,-10.59900,-10.94500,-11.08400,16.00180,16.00180,-0.57000,-0.57000,10.08440,100.00000,-655.08280,-655.08280,-626.41820,-626.41820,0.01310,1.30350,69.04260,-9.14850,-9.14850,-8.21590,-9.14850,6.73340,-0.9815,-1.1324
2018-09-30,0.65800,0.65800,8.45900,3.13400,,-10.93500,0.47200,-10.46300,,-10.46300,-10.46300,-10.46300,-10.85400,-10.93500,17.47100,17.47100,-0.60000,-0.60000,13.01060,100.00000,-1661.85400,-1661.85400,-1590.12200,-1590.12200,0.00480,0.51570,174.52890,-8.33360,-8.33360,-7.68660,-8.33360,6.90530,-0.0618,-0.0631
2018-06-30,0.46300,0.46300,7.37400,3.06000,,-9.97100,0.01500,-9.95600,,-9.95600,-9.95600,-9.95600,-9.87700,-9.97100,14.37700,14.37700,-0.69000,-0.69000,10.67900,100.00000,-2153.56400,-2153.56400,-2150.32400,-2150.32400,0.00640,0.17640,510.06480,-15.16110,-15.16110,-13.71500,-15.16110,4.56730,-0.6006,-0.6006
2018-03-31,1.15300,1.15300,8.92500,3.04400,,-10.81600,0.17200,-10.64400,,-10.64400,-10.64400,-10.64400,-10.72100,-10.81600,14.36900,14.36900,-0.74000,-0.74000,13.66780,100.00000,-938.07460,-938.07460,-923.15700,-923.15700,0.01420,0.36940,243.61660,-14.21130,-14.21130,-13.13120,-14.21130,5.21250,-0.83240,-0.83240
2017-12-31,0.99300,0.99300,12.50300,2.49000,,-14.00000,0.13200,-13.86800,,-13.86800,-13.86800,-14.77000,-13.90100,-14.00000,2.58690,2.58690,76.01000,76.01000,11.28590,100.00000,-1409.86900,-1409.86900,-1396.57600,-1487.41200,0.01060,0.33740,266.73720,-16.32360,-16.32360,-14.83540,-16.32360,5.91250,63.5334,63.523
2017-09-30,0.59700,0.59700,6.91000,3.65300,,-9.96600,0.12200,-9.84400,,-9.84400,-9.84400,-12.07600,-9.87200,-9.96600,0.33530,0.33530,-36.02000,-36.02000,3.92190,100.00000,-1669.34700,-1669.34700,-1648.91100,-2022.78100,0.01890,1.11170,80.95480,12.02940,-40.54870,-31.20130,-40.54870,72.46870,-31.2912,-31.2912
2017-06-30,0.24900,0.24900,7.45700,2.95700,,-10.16500,0.40200,-9.76300,,-9.76300,-9.76300,-12.12100,-10.08200,-10.16500,0.33480,0.33480,-36.21000,-36.21000,,100.00000,-4082.32900,-4082.32900,-3920.88400,-4867.87200,,,,,,,,,-26.2176,-26.2176
2017-03-31,0.14000,0.14000,5.99900,1.74000,,-7.59900,1.18800,-6.41100,,-6.41100,-6.41100,-7.13000,-7.51200,-7.59900,0.33010,0.33010,-21.60000,-21.60000,,100.00000,-5427.85700,-5427.85700,-4579.28600,-5092.85700,,,,,,,,,-21.14370,-21.14370
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,61.938,63.722
2016-09-30,,,6.00500,1.90900,,-7.91400,-0.00400,-7.91800,,-7.91800,-7.91800,-7.41000,-7.91400,-7.91400,0.31890,0.31890,-23.23000,-23.23000,,,,,,,,,,,,,,,-61.938,-63.722
2015-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
