Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.46800,0.46800,8.50500,3.88800,,-11.92500,0.01400,-11.91100,,-11.91100,-11.91100,-11.91100,-11.64500,-11.92500,13.00900,13.00900,-0.92000,-0.92000,1.84630,100.00000,-2548.07700,-2548.07700,-2545.08500,-2545.08500,0.00990,0.09360,961.53850,-51.21470,-51.21470,-25.15790,-51.21470,1.78760,-0.91510,-0.92230
2021-12-31,0.27100,0.27100,10.34200,3.56700,,-13.63800,0.02100,-13.61700,,-13.61700,-13.61700,-13.61700,-13.36000,-13.63800,12.98600,12.98600,-1.05000,-1.05000,2.62620,100.00000,-5032.47200,-5032.47200,-5024.72400,-5024.72400,0.00490,,,-39.68120,-39.68120,-24.81820,-39.68120,2.63830,-0.8713,-0.955
2021-09-30,0.01400,0.01400,7.07700,4.01800,,-11.08100,0.02600,-11.05500,,-11.05500,-11.05500,-11.05500,-10.73100,-11.08100,13.00200,13.00200,-0.85000,-0.85000,3.42580,100.00000,-79150.00000,-79150.00000,-78964.29000,-78964.29000,0.00020,,,-23.42760,-23.42760,-16.31450,-23.42760,3.62850,-0.793,-0.8326
2021-06-30,,,7.50500,3.56000,,-11.06500,0.02600,-11.03900,,-11.03900,-11.03900,-11.03900,-10.76200,-11.06500,12.99200,12.99200,-0.85000,-0.85000,11.86870,,,,,,,,,-19.19860,-19.19860,-14.46180,-19.19860,4.42270,0.2623,0.2145
2021-03-31,,,4.77000,3.06100,,-7.83100,0.02900,-7.80200,,-7.80200,-7.80200,-7.80200,-7.76100,-7.83100,12.94600,12.94600,-0.60000,-0.60000,16.15130,,,,,,,,,-11.54980,-11.54980,-10.69980,-11.54980,5.21110,-0.58630,-0.67590
2020-12-31,,,3.74300,3.31000,,-7.05300,0.03200,-7.02100,,-7.02100,-7.02100,-7.02100,-7.01200,-7.05300,8.59000,8.59000,17.16000,17.16000,15.54400,,,,,,,,,-9.42520,-9.42520,-8.68610,-9.42520,5.76030,-1.2796,-1.434
2020-09-30,,,3.71200,2.65100,,-6.36300,0.02900,-6.33400,,-6.33400,-6.33400,-6.33400,-6.33000,-6.36300,12.92500,12.92500,-0.49000,-0.49000,17.74750,,,,,,,,,-7.82810,-7.82810,-7.25290,-7.82810,6.26030,0.2229,0.1811
2020-06-30,,,2.10300,2.44200,,-4.54500,0.00500,-4.54000,,-4.54000,-4.54000,-4.54000,-4.53200,-4.54500,8.18300,8.18300,-0.56000,-0.56000,22.65600,,,,,,,,,-5.22900,-5.22900,-4.89630,-5.22900,6.71740,15.9849,16.0091
2020-03-31,,,2.96400,1.28400,,-4.24800,0.01600,-4.23200,,-4.23200,-4.23200,-4.23200,-4.24000,-4.24800,0.23100,0.23100,-18.70000,-18.70000,6.89030,,,,,,,,,3.33800,-12.66460,-10.38120,-12.66460,144.65800,-17.38960,-17.42420
2019-12-31,,,3.01100,1.37700,,-4.38800,0.03500,-4.35300,0.00000,-4.35300,-4.35300,-4.35300,-4.38100,-4.38800,0.20200,0.20200,-18.45000,-18.45000,1.94300,,,,,,,,,3.52930,-59.40230,-29.09180,-59.40230,31.72290,-23.5823,-24.0341
2019-09-30,,,2.84100,1.38500,,-4.22600,0.06300,-4.16300,,-4.16300,-4.16300,-4.16300,-4.22000,-4.22600,0.22100,0.22100,-19.20000,-19.20000,,,,,,,,,,,,,,,-12.2003,-12.1426
2019-06-30,,,3.41600,0.86500,,-4.28100,0.08000,-4.20100,,-4.20100,-4.20100,-4.20100,-4.27500,-4.28100,0.18600,0.18600,-23.04000,-23.04000,,,,,,,,,,,,,,,-14.63,-14.9746
2019-03-31,,,2.76400,0.86000,,-3.62400,0.03500,-3.58900,,-3.58900,-3.58900,-3.58900,-3.61600,-3.62400,0.17000,0.17000,-21.54000,-21.54000,,,,,,,,,,,,,,,-17.67650,-17.98240
