Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1248.04600,546.62200,701.42400,280.72300,0.70500,479.29400,222.13000,-170.34300,51.78700,10.08000,41.70700,,41.70700,,42.29900,410.13400,222.13000,290.32800,291.84600,0.15000,0.14000,0.89840,0.93040,13.48790,56.20180,17.79820,17.79820,4.14940,3.38920,0.07990,1.17330,76.70800,5.49670,-0.71340,0.26690,0.38260,2.61150,0.18680,-0.34670
2021-12-31,1159.58700,479.07810,680.50890,262.46100,37.72000,484.10670,196.40210,-111.72400,84.67800,23.21700,61.46110,,61.46110,,61.64800,373.75710,196.40200,289.45700,290.97500,0.22000,0.21000,0.71400,0.91270,10.81820,58.68550,16.93730,16.93720,7.30240,5.31640,0.08020,1.20610,74.61940,7.17110,-1.28380,0.42530,0.62590,2.95790,1.0185,0.5753
2021-09-30,1130.14800,481.66300,648.48500,241.59600,0.93500,467.04900,181.43600,-85.30800,96.12800,28.01700,68.11100,,68.11100,,67.68300,360.28100,181.43600,289.76200,291.48200,0.23000,0.23000,0.69490,0.90040,9.36620,57.38050,16.05420,16.05420,8.50580,5.98890,0.07940,1.27790,70.42560,6.98470,-1.44060,0.47850,0.69570,3.36780,0.2525,-0.1527
2021-06-30,1119.75600,474.57900,645.17700,259.77900,128.93500,339.24910,305.92790,81.01000,386.93800,110.41600,276.52200,,276.52200,,275.28500,476.92890,305.92790,289.24700,291.07900,0.95000,0.95000,0.79550,0.88420,7.72560,57.61760,27.32100,27.32100,34.55560,24.58440,0.07820,1.31360,68.51530,24.09270,-5.98900,1.93180,2.79080,3.96510,1.0994,1.2639
2021-03-31,1082.04000,451.90900,630.13100,258.72300,4.45100,459.72500,170.40600,-109.13500,61.27100,14.64000,46.63100,,46.63100,,45.60300,340.17500,170.40600,288.75600,289.52800,0.16000,0.16000,0.60940,0.89910,9.29070,58.23550,15.74860,15.74860,5.66250,4.21450,0.07760,1.32770,67.78720,4.85890,-0.96490,0.33440,0.49020,3.32390,0.23770,-0.22190
2020-12-31,1059.65300,449.22310,610.43010,236.44000,285.36700,185.13720,425.29280,-182.23300,243.06000,-3.69500,246.75500,,246.75500,,247.41000,597.90080,425.29280,288.18300,288.64300,0.86000,0.86000,0.63630,0.88220,7.65650,57.60660,40.13510,40.13510,22.93770,23.34820,0.07490,1.23310,72.98710,21.70750,-5.19720,1.74390,2.55800,3.94320,1.25,2.3534
2020-09-30,1036.64700,434.50500,602.14200,232.09500,75.84000,361.87810,240.26390,-187.76800,52.49600,13.93400,38.56200,,38.56200,,38.39400,401.66600,240.26390,288.40300,288.81100,0.13000,0.13000,0.59970,0.90190,9.61480,58.08550,23.17700,23.17700,5.06400,3.70370,0.07580,1.30910,68.74790,4.11440,-0.79650,0.28180,0.40350,3.25250,0.6475,0.6425
2020-06-30,982.23900,406.69300,575.54600,241.94700,1.27500,443.81990,131.72610,-129.15600,2.57000,9.68300,-7.11300,,-7.11300,,-7.08600,300.06410,131.72610,288.07100,288.07100,-0.02000,-0.02000,0.79610,0.89520,9.40160,58.59530,13.41080,13.41080,0.26160,-0.72140,0.06840,1.21880,73.84260,-0.69440,0.15000,-0.04950,-0.07280,3.55490,1.0893,0.7613
2020-03-31,1068.73100,466.92100,601.80990,238.73300,-21.94500,464.30810,137.50190,-62.92300,74.57900,9.68700,64.89200,,64.89200,,63.97500,327.59890,137.50190,287.84000,288.35900,0.22000,0.22000,0.75830,0.88570,7.86190,56.31070,12.86590,12.86590,6.97830,5.98610,0.07880,1.28530,70.02290,5.77410,-1.40680,0.47830,0.66000,3.90390,0.43490,0.10240
2019-12-31,1079.59000,459.48790,620.10190,233.64600,46.73700,414.02800,206.07400,-152.16600,53.90800,16.80400,37.10400,,37.10400,0.00000,37.70000,384.35400,206.07410,286.97100,287.68700,0.14000,0.14000,0.63420,0.84970,5.91750,57.43870,19.08820,19.08820,4.99340,3.49210,0.07810,1.26910,70.91870,2.53400,-0.84060,0.26850,0.38100,5.09650,1.1072,0.8452
2019-09-30,1062.22400,449.37200,612.85200,237.15100,9.28400,389.37800,223.47400,-93.26200,130.21200,21.92800,108.28400,,108.28400,,107.67500,385.11300,223.47400,287.15200,287.69100,0.37000,0.37000,0.65780,0.84470,5.69840,57.69520,21.03830,21.03830,12.25840,10.13680,0.07820,1.29240,69.64010,7.16240,-2.50340,0.79750,1.11260,5.26530,0.7581,0.3029
2019-06-30,1066.90700,463.80900,603.09800,252.15600,8.40500,409.98300,193.11500,-90.12200,102.99300,10.64600,92.34700,,92.34700,0.12800,92.44100,361.54600,193.11500,286.92500,287.48100,0.32000,0.32000,0.75160,0.83490,5.13190,56.52770,18.10050,18.10050,9.65340,8.66440,0.07780,1.25180,71.89920,5.56650,-2.15690,0.67300,0.91900,5.77920,1.0876,0.6158
2019-03-31,1053.86300,460.64600,593.21700,268.71100,-0.60200,434.54200,158.67500,-117.64600,41.02900,10.55300,30.47600,,30.47600,-0.02400,29.56100,325.26610,158.67500,286.52800,287.49200,0.10000,0.10000,0.79850,0.82610,4.82240,56.28980,15.05650,15.05650,3.89320,2.80500,0.07700,1.25830,71.52440,1.73090,-0.72560,0.22260,0.30100,6.13860,0.40720,-0.23510
2018-12-31,1061.48900,445.75100,615.73820,225.09890,71.55800,369.12500,246.61330,-92.77600,153.83700,1.50500,152.33200,,152.33200,0.00000,151.61900,415.67020,246.61330,285.91300,286.65300,0.53000,0.52000,0.81040,0.81150,4.37210,58.00700,23.23280,23.23280,14.49260,14.28360,0.08950,1.25340,71.80480,8.17910,-3.72900,1.28470,1.54200,6.50480,1.0875,0.9303
2018-09-30,1060.99100,448.01800,612.97300,259.92900,0.38800,417.33800,195.63490,-104.26300,91.37200,14.02300,77.34900,,77.34900,-11.60500,65.86900,357.38900,195.63490,286.15900,286.98200,0.23000,0.23000,0.97480,0.80700,4.24520,57.77360,18.43890,18.43890,8.61190,6.20830,0.08990,1.25200,71.88630,3.98940,-1.90670,0.65520,0.76980,6.77410,0.8037,0.4151
2018-06-30,1060.82300,451.46400,609.35900,252.22500,0.54600,407.89890,201.46010,-83.14000,118.32000,26.05700,92.26300,,92.26300,-0.36000,91.76100,361.70710,201.46010,285.98400,286.56900,0.32000,0.32000,0.97740,0.79460,3.92990,57.44210,18.99090,18.99090,11.15360,8.65000,0.08980,1.22350,73.55960,4.48430,-2.34190,0.78110,0.92090,7.19140,1.0523,0.6958
2018-03-31,1042.45800,448.72100,593.73700,269.73000,1.13000,429.17800,164.55900,-117.77700,46.78200,1.16800,45.61400,,45.61400,-0.46200,44.68400,328.68990,164.55900,285.25900,285.99300,0.16000,0.16000,1.23870,0.78010,3.60770,56.95550,15.78570,15.78570,4.48770,4.28640,0.08690,1.21340,74.17040,2.01720,-1.24740,0.38020,0.44360,7.90870,0.32020,-0.08190
2017-12-31,991.23500,405.50690,585.72800,217.21200,-3.21200,446.38180,139.34630,-134.31490,5.03100,-6.53500,11.56600,,10.64100,-2.87000,9.01300,286.47220,139.34600,265.89800,266.84500,0.03000,0.03000,1.46620,0.75000,3.06380,59.09070,14.05780,14.05780,0.50750,0.90930,0.09030,1.18610,75.88190,0.46290,-0.33550,0.09700,0.11570,8.12000,0.7522,0.3836
2017-09-30,965.66100,418.32700,547.33400,242.35700,0.29200,370.57800,176.75600,-148.46800,28.28800,2.26800,26.02000,-0.63800,25.38200,-1.05800,24.34500,309.29810,176.75600,265.19800,266.13900,0.09000,0.09000,1.07780,0.78190,3.68210,56.67970,18.30420,18.30420,2.92940,2.52110,0.09410,1.23030,73.15150,1.35830,-0.70760,0.24740,0.29620,7.00180,0.743,0.452
2017-06-30,949.80600,414.28400,535.52200,237.44500,0.21600,365.32800,170.19400,-70.60000,99.59400,18.00900,81.58500,1.56300,83.14800,-2.02600,78.63000,302.26100,170.19400,264.21700,264.93000,0.30000,0.30000,0.81780,0.76450,3.47400,56.38220,17.91880,17.91880,10.48570,8.27850,0.09680,1.30050,69.20670,4.47680,-2.42520,0.84720,1.05430,7.02510,0.7465,0.4314
2017-03-31,938.87600,426.70700,512.16890,240.16600,0.45900,364.41400,147.75490,-79.69100,68.06400,9.22000,58.84400,,58.84400,-0.33700,58.12500,276.36900,147.75490,263.85500,264.81000,0.22000,0.22000,0.84500,0.75680,3.33230,54.55130,15.73740,15.73740,7.24950,6.19090,0.09710,1.30210,69.11740,3.09090,-1.76700,0.60840,0.75190,7.20830,0.46010,0.18390
2016-12-31,934.19280,416.21500,517.97780,250.54490,-2.54300,378.51820,139.45970,-92.72800,46.73200,-1.21300,47.94500,1.85500,49.80000,-0.27500,48.93800,268.79970,139.45970,246.17800,247.26700,0.16000,0.15000,1.06260,0.75840,3.22780,55.44660,14.92840,14.92840,5.00240,5.23850,0.09850,1.35150,66.59480,2.57140,-1.54620,0.52490,0.62130,7.34470,0.6019,0.2271
2016-09-30,942.82200,429.80800,513.01400,252.94400,0.05400,377.56000,135.45400,-106.60200,28.85200,23.41800,5.43400,0.32500,5.75900,2.04100,7.08000,263.71300,135.45400,263.26900,264.50200,0.03000,0.03000,1.43290,0.74670,3.00390,54.41260,14.36690,14.36690,3.06020,0.75090,0.09520,1.34640,66.84340,0.26780,-0.19080,0.05810,0.06780,8.16270,0.7586,0.4994
2016-06-30,883.74800,395.64900,488.09900,277.07700,0.62600,391.47300,96.62600,-100.50700,-3.88100,10.83900,-14.72000,,-14.72000,1.58700,-13.96800,214.55100,96.62600,246.38700,246.38700,-0.06000,-0.06000,1.31300,0.73100,2.76740,55.23060,10.93370,10.93370,-0.43920,-1.58050,0.09070,1.24380,72.35930,-0.65540,0.50670,-0.15110,-0.17630,8.53930,0.4573,0.1744
2016-03-31,750.69000,326.10500,424.58500,207.76600,0.45100,294.51900,130.06600,-55.12500,74.94100,11.90000,63.04100,,63.04100,,62.77400,220.01900,130.06600,211.52600,212.47100,0.30000,0.30000,1.11140,0.90440,9.63510,56.55930,17.32620,17.32620,9.98290,8.36220,0.11690,1.30620,68.90270,12.09670,-2.52370,0.98160,1.15620,2.45950,0.38180,0.00200
2015-12-31,752.42700,324.42510,428.00190,216.96800,-2.29300,304.73290,123.26900,-106.74200,16.52700,10.58700,5.94000,,5.94000,,5.70500,211.54700,123.26910,210.76400,212.11800,0.02000,0.02000,1.01910,0.90000,9.16690,56.88290,16.38290,16.38290,2.19650,0.75820,0.11850,1.33310,67.50970,1.12370,-0.24390,0.09350,0.11240,2.50120,1.0436,0.6323
2015-09-30,746.52900,317.66300,428.86600,215.69300,0.14100,302.04400,126.82200,-100.38100,26.44100,3.77400,22.66700,0.85000,23.51700,,23.11000,215.39700,126.82200,210.91200,211.91700,0.11000,0.11000,1.34860,0.88810,8.34860,57.44800,16.98820,16.98820,3.54190,3.09570,0.11190,1.30080,69.18690,3.79440,-1.02130,0.35260,0.42450,2.93620,0.663,0.3699
2015-06-30,759.73400,326.28300,433.45100,215.88500,-0.51500,303.94900,129.50200,-68.09100,61.41100,7.40400,54.00700,,54.00700,,53.33000,219.31900,129.50200,210.69900,212.07700,0.25000,0.25000,1.16300,0.86730,6.63110,57.05300,17.04570,17.04570,8.08320,7.01960,0.11830,1.27420,70.63350,7.47790,-2.38760,0.84090,0.99260,3.42610,0.8215,0.5186
2015-03-31,749.28600,321.65400,427.63200,196.41400,-0.33300,282.69800,144.93400,-87.24700,57.68700,15.94800,41.73900,,41.73900,,41.09600,232.97700,144.93400,210.23700,212.24900,0.20000,0.20000,1.23200,0.86050,6.24170,57.07190,19.34300,19.34300,7.69890,5.48470,0.11760,1.26990,70.87060,5.51740,-1.91240,0.65510,0.76950,3.59340,0.02600,-0.32440
2014-12-31,777.97800,337.02400,440.95400,224.64800,0.16400,313.05900,127.89500,-115.18400,12.71100,0.87600,11.83500,0.83900,12.67400,0.72900,12.74900,218.94400,127.89510,195.27800,196.74900,0.04000,0.03970,1.07120,0.83990,5.30650,56.67950,16.43940,16.43940,1.63390,1.63870,0.11930,1.28750,69.90410,1.45690,-0.58630,0.19430,0.23320,4.14620,0.8551,0.5709
2014-09-30,782.69700,335.50600,447.19100,216.33700,-0.18400,305.71500,141.47600,-85.72800,55.74800,54.89000,0.85800,,0.85800,,0.06600,232.50400,141.47600,193.36000,194.90500,0.00000,0.00030,0.61090,0.90260,9.39240,57.13460,18.07550,18.07550,7.12260,0.00840,0.11790,1.26450,71.17650,0.18350,-0.03360,0.01290,0.01790,2.41460,0.538,0.0931
2014-06-30,786.89200,336.96100,449.93100,213.80700,0.10700,302.64100,147.29000,-57.36300,89.92700,-182.77500,272.70200,,272.70200,-0.32600,271.63700,238.02610,147.29000,192.38100,193.52600,1.41000,1.40000,1.06780,0.76820,3.35700,57.17820,18.71800,18.71800,11.42810,34.52020,0.11680,1.23540,72.85370,21.02320,-15.15150,4.04900,4.87400,6.72120,0.7225,0.3042
2014-03-31,770.12600,335.14500,434.98100,214.78000,-1.15200,302.36500,132.61600,-67.62900,64.98700,29.73400,35.25300,7.46800,42.72100,-0.61200,41.66700,220.95500,132.61600,191.87900,193.06900,0.22000,0.22000,1.13800,0.80310,4.13220,56.48180,17.22000,17.22000,8.43850,5.41040,0.11480,1.23000,73.17040,4.06410,-2.09990,0.63700,0.80010,5.47710,0.28820,-0.17780
2013-12-31,767.88210,336.08100,431.80110,250.84400,-2.80500,336.89800,94.90310,-74.75300,20.15000,-26.57400,46.72400,,48.14100,-0.68400,46.86100,180.12710,94.90300,190.99400,192.41200,0.25000,0.24000,0.96340,0.79660,3.96650,56.23270,12.35910,12.35910,2.62410,6.10260,0.11540,1.24500,72.29200,4.57730,-2.38660,0.72360,0.93100,5.49420,0.8976,0.4684
2013-09-30,755.31400,310.66500,444.64900,225.20500,0.17300,304.69100,139.95800,-110.43800,29.52000,24.19000,5.33000,,5.33000,-0.57100,3.84900,221.12600,139.95800,191.33200,192.26800,0.02000,0.02000,1.13760,0.78750,3.75440,58.86940,18.52980,18.52980,3.90830,0.50960,0.11840,1.22890,73.23900,0.49710,-0.29740,0.08350,0.10560,5.60720,0.6294,0.383
2013-06-30,754.39600,321.05600,433.34000,224.53100,1.66300,301.79600,131.54400,-78.26400,53.28000,25.94000,27.34000,,27.34000,-0.09800,26.36600,212.33600,131.54400,190.82300,192.56900,0.14000,0.14000,0.97490,0.76770,3.60180,57.44200,17.43700,17.43700,7.06260,3.49500,0.11910,1.29740,69.37110,2.50010,-1.62610,0.43160,0.58080,5.72200,0.5559,0.2486
2013-03-31,747.03100,321.07600,425.95500,223.45100,0.53900,303.11300,122.84200,-65.92100,56.92100,38.57100,18.35000,,18.35000,2.18400,19.38600,204.95300,122.84200,190.21300,192.11000,0.10000,0.10000,1.18540,0.76910,3.41260,57.01970,16.44400,16.44400,7.61960,2.59510,0.11860,1.30740,68.84080,1.62670,-1.12790,0.29140,0.37560,5.91820,0.55490,0.05550
2012-12-31,757.16710,338.41100,418.75600,231.69800,-6.17600,317.75610,101.00000,-65.77200,35.22800,8.96000,26.26800,,26.47400,-1.07400,24.70800,182.70900,101.00010,173.60400,174.86700,0.13000,0.13000,1.13170,0.76250,3.29050,55.30560,13.33920,13.33920,4.65260,3.26320,0.11910,1.32330,68.01410,2.27740,-1.62570,0.41640,0.54090,6.11800,0.7368,0.3149
2012-09-30,748.12500,310.34400,437.78100,204.49800,1.62700,283.81500,153.96600,-69.12700,84.83900,31.12000,53.71900,,53.71900,0.03200,52.80900,236.58700,153.96600,171.77600,173.04700,0.31000,0.31000,1.37970,0.73850,2.87840,58.51710,20.58030,20.58030,11.34020,7.05880,0.11820,1.29770,69.35340,4.13500,-3.62870,0.84900,1.08150,7.54720,0.5059,0.1722
2012-06-30,752.16500,313.06000,439.10500,203.51500,0.60700,280.41800,158.68700,-68.28200,90.40500,48.96400,41.44100,,41.44100,-2.52400,38.05500,237.89900,158.68700,171.29600,172.23100,0.22000,0.22000,1.14140,0.73290,2.79370,58.37880,21.09740,21.09740,12.01930,5.05940,0.12360,1.31410,68.48760,3.31440,-2.72870,0.68080,0.88540,7.28480,0.7972,0.4986
2012-03-31,746.49800,315.29800,431.20000,210.66000,-0.71900,289.38700,141.81300,-55.48000,86.33300,25.26000,61.07300,,61.07300,-5.09300,55.35000,221.56300,141.81300,171.32000,172.22300,0.32000,0.32000,1.19770,0.72770,2.72200,57.76310,18.99710,18.99710,11.56510,7.41460,0.12260,1.33700,67.31720,4.81340,-4.27040,1.00340,1.31080,7.41200,0.43480,0.12090
2011-12-31,741.83700,315.30700,426.53000,189.44400,-4.05900,277.06720,149.46280,-60.73600,88.72700,41.34500,47.38200,,47.38200,-13.38100,32.05600,238.82480,149.46270,194.77700,195.93800,0.22000,0.22000,1.07710,0.72340,2.67380,57.49650,20.14770,20.14770,11.96040,4.32120,0.12280,1.36500,65.93370,3.77770,-3.36000,0.78430,1.04490,7.28620,1.0519,0.7378
2011-09-30,768.30600,306.36100,461.94500,209.00300,-40.83900,326.74600,135.19900,-66.67800,68.52100,18.12700,50.39400,,50.39400,-12.46900,37.33800,256.26610,135.19900,195.61000,196.71700,0.19000,0.19000,1.66950,0.65530,1.93760,60.12510,17.59700,17.59700,8.91850,4.85980,0.12020,1.40090,64.24260,2.94070,-5.23190,0.78850,1.01380,9.18300,0.8936,0.6495
2011-06-30,758.55100,307.57700,450.97400,223.38900,0.22000,302.03700,148.93700,-51.22500,97.71200,30.25200,67.46000,,67.46000,185.58700,252.68400,229.23600,148.93700,201.65300,203.31100,1.25000,1.24000,1.33980,0.58160,1.42240,59.45200,19.63440,19.63440,12.88140,33.31140,0.11830,1.31320,68.53260,3.27140,-9.04140,1.05230,1.36860,10.16460,0.6025,0.3734
2011-03-31,746.00900,315.95500,430.05400,212.75500,0.46400,292.45400,137.60000,-39.66000,97.94000,16.76400,81.17600,,81.17600,-6.55700,73.46000,219.18900,137.60000,200.22800,201.25100,0.37000,0.37000,1.26070,0.59350,1.48210,57.64730,18.44480,18.44480,13.12850,9.84710,0.11530,1.22270,73.60960,4.00280,-9.80350,1.25460,1.62710,10.12690,0.59300,0.33440
2010-12-31,659.92810,273.32710,386.60100,162.02800,-85.49300,236.70780,149.89320,-40.98300,108.91000,44.42800,64.48200,,64.48200,-33.93400,29.33200,236.53130,149.89320,201.99100,201.99100,0.14000,0.15000,1.38610,0.59860,1.54040,58.58230,22.71360,22.71360,16.50330,4.44470,0.10290,1.25860,71.50680,3.30190,-9.12690,1.00500,1.32540,9.76120,0.8835,0.5681
2010-09-30,731.13200,299.62200,431.51000,180.15600,9.37900,324.51200,106.99800,-50.19800,56.80000,29.31000,27.49000,,27.49000,-178.30700,-153.77600,262.07100,106.99800,201.24900,201.24900,-0.76000,-0.76000,1.33120,0.60180,1.52990,59.01940,14.63460,14.63460,7.76880,-21.03260,0.11510,1.23870,72.65540,1.39740,-3.48120,0.43290,0.55650,9.81480,0.8985,0.6322
2010-06-30,724.78300,294.68100,430.10200,196.77500,0.13900,272.13500,157.96700,-56.76500,101.20200,52.27400,48.92800,,48.92800,-7.17600,41.29200,224.62200,157.96700,203.00600,204.21000,0.20000,0.20000,1.53790,0.59660,1.49660,59.34220,21.79510,21.79510,13.96310,5.69720,0.10900,1.24710,72.16760,2.31220,-5.79640,0.73610,0.93280,10.47680,0.6721,0.4634
2010-03-31,776.50600,325.23200,451.27400,233.85200,1.05300,318.58300,132.69100,-65.38100,67.31000,41.47100,25.83900,,25.83900,,25.56600,219.79600,132.69100,203.58100,204.70500,0.13000,0.12000,1.50200,0.59670,1.49690,58.11600,17.08820,17.08820,8.66830,3.29240,0.11520,1.33280,67.52540,1.20070,-2.96900,0.38340,0.48430,10.57820,0.64080,0.26130
2009-12-31,540.12490,250.72300,289.40190,105.05400,-0.22500,146.07690,143.32510,-39.63000,103.69500,29.81100,73.88400,,73.88400,,58.32700,185.44210,143.32510,202.81200,204.27100,0.29000,0.29000,1.48690,0.59810,1.50720,53.58060,26.53550,26.53550,19.19830,10.79880,0.07890,0.92270,97.54010,3.42460,-9.05380,1.07910,1.37620,10.59940,0.9025,0.5625
2009-09-30,764.88500,321.47000,443.41500,218.63300,-0.70500,300.76600,142.64900,-60.85900,81.79000,38.61300,43.17700,,43.17700,,43.18600,225.35800,142.64900,203.21600,204.89300,0.21000,0.21000,1.66000,0.61510,1.61290,57.97150,18.64970,18.64970,10.69310,5.64610,0.11410,1.28240,70.17840,2.10610,-4.81730,0.64380,0.81070,10.08240,0.9017,0.5013
2009-06-30,746.02800,312.69800,433.33000,215.85400,-0.74200,295.27600,138.05400,-36.78100,101.27300,13.76100,87.51200,,87.51200,,87.63800,218.01100,138.05400,202.50200,204.19900,0.43000,0.43000,1.64400,0.62180,1.65970,58.08500,18.50520,18.50520,13.57500,11.74730,0.11530,1.26630,71.07510,4.48420,-9.40650,1.35210,1.69600,9.62700,0.5888,0.2884
2009-03-31,723.34600,316.98000,406.36600,210.39300,1.50400,285.16900,121.19700,-62.67600,58.52100,31.57700,26.94400,,26.94400,,28.79900,198.71700,121.19700,202.06600,203.31200,0.14000,0.14000,1.46740,0.63260,1.73840,56.17870,16.75510,16.75510,8.09030,3.98140,0.11580,1.28560,70.00670,1.48200,-2.63550,0.43150,0.54450,8.99200,0.62710,0.28090
