Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,278.98300,278.98300,244.77900,14.38200,6.16000,20.54200,5.19300,15.34900,15.34900,15.31800,24.85100,14.38200,15.41680,15.46390,0.99000,0.99000,1.77390,0.00510,0.01030,100.00000,5.15520,5.15520,7.36320,5.49070,0.20560,2.74190,32.82390,1.68470,2.08620,1.13110,1.67620,58.88800,-1.77560,-2.35510
2021-12-31,283.43400,283.43400,245.34300,9.33390,11.70500,21.03900,5.04400,15.99500,15.99500,15.78800,19.48490,9.33400,15.34700,15.41700,1.03000,1.03000,1.62100,0.00640,0.01160,100.00000,3.29320,3.29320,7.42290,5.57030,0.20200,2.94860,30.52270,1.76070,2.18170,1.13970,1.74940,58.79240,0.9964,0.1184
2021-09-30,276.73700,276.73700,243.34400,12.96000,-20.59600,-7.63600,-4.09000,-3.54600,-3.54600,-3.34800,23.18900,12.96000,15.36400,15.36400,-0.22000,-0.22000,1.64870,0.00780,0.01290,100.00000,4.68310,4.68310,-2.75930,-1.20980,0.19550,2.79480,32.20280,-0.39320,-0.48810,-0.25050,-0.39010,58.47700,0.4486,-0.3766
2021-06-30,263.15800,263.15800,228.84700,14.01000,94.08400,108.09400,2.76400,105.33000,105.33000,104.88300,24.14100,14.01000,15.34900,15.41900,6.83000,6.80000,1.70650,0.00890,0.01400,100.00000,5.32380,5.32380,41.07570,39.85550,0.18060,2.69050,33.45140,11.53350,14.27390,7.22740,11.43050,59.21360,1.7841,1.2129
2021-03-31,250.97300,250.97300,215.28300,15.46600,13.07500,28.54100,7.23300,21.30800,21.30800,21.26700,25.62700,15.46600,15.32800,15.39000,1.39000,1.38000,1.74770,0.01150,0.01710,100.00000,6.16240,6.16240,11.37210,8.47380,0.18520,2.66170,33.81350,2.63000,2.70120,1.57220,2.59990,52.64380,0.81800,0.53680
2020-12-31,259.82510,259.82510,226.78800,13.02810,24.02100,37.04900,9.63300,27.41600,27.41600,27.55000,23.51510,13.02800,15.30600,15.37000,1.81000,1.80000,1.62410,0.01300,0.01870,100.00000,5.01420,5.01410,14.25920,10.60330,0.19070,2.89760,31.06050,3.43450,3.52880,2.01270,3.38970,51.93620,1.2603,0.9898
2020-09-30,250.62600,250.62600,222.45100,7.30700,5.95200,13.25900,0.39100,12.86800,12.86800,12.84900,17.85500,7.30700,15.31100,15.37100,0.84000,0.84000,1.62600,0.01480,0.02060,100.00000,2.91550,2.91550,5.29040,5.12680,0.18720,2.96270,30.37810,1.65570,1.70250,0.96120,1.63120,50.60080,1.8986,1.9927
2020-06-30,261.64200,261.64200,227.77500,13.00200,25.55400,38.55600,10.03400,28.52200,28.52200,28.32400,23.54700,13.00200,15.30700,15.37200,1.85000,1.84000,1.48850,0.01630,0.02220,100.00000,4.96940,4.96940,14.73620,10.82550,0.19600,3.04770,29.53050,3.70760,3.81340,2.13610,3.64700,50.09360,9.5585,8.7452
2020-03-31,256.12400,256.12400,219.13700,16.21700,-52.65800,-36.44100,-9.62500,-26.81600,-26.81600,-26.85200,26.65500,16.21700,15.29500,15.29500,-1.76000,-1.76000,1.40690,0.01830,0.09160,100.00000,6.33170,6.33170,-14.22790,-10.48400,0.20390,2.55080,35.28370,-3.60740,-3.71410,-2.13450,-3.54130,48.43970,0.50700,0.07360
2019-12-31,253.88000,253.88000,216.07190,16.98800,1.45400,18.44200,4.75500,13.68700,13.68700,13.77000,27.89200,16.98810,15.27000,15.36000,0.91000,0.89000,1.75110,0.01880,0.03740,100.00000,6.69140,6.69140,7.26410,5.42380,0.19730,2.73060,32.95950,1.75680,1.80550,1.06380,1.72370,50.81330,1.6463,1.207
2019-09-30,247.06700,247.06700,218.90500,7.33200,15.21100,22.54300,3.16700,19.37600,19.37600,19.46100,17.99500,7.33200,15.27600,15.37400,1.27000,1.27000,1.93930,0.02030,0.02610,100.00000,2.96760,2.96760,9.12420,7.87680,0.18900,2.61810,34.37650,2.50970,2.57990,1.48220,2.45870,50.39700,2.3194,1.9511
2019-06-30,247.15100,247.15100,215.47600,11.14300,7.26400,18.40700,4.72500,13.68200,13.68200,13.71100,21.47800,11.14300,15.26700,15.35300,0.90000,0.89000,1.87300,0.02200,0.02780,100.00000,4.50860,4.50860,7.44770,5.54760,0.18800,2.53620,35.48570,1.79970,1.85080,1.04080,1.76010,49.62770,1.7944,1.2666
2019-03-31,248.28500,248.28500,210.82000,16.71000,11.91300,28.62300,7.39200,21.23100,21.23100,21.26900,27.22700,16.71000,15.25600,15.32400,1.39000,1.39000,1.92460,0.02360,0.03320,100.00000,6.73020,6.73020,11.52830,8.56640,0.18920,2.46760,36.47310,2.82810,2.90950,1.61790,2.76150,49.05350,0.75700,0.37370
2018-12-31,248.92000,248.92000,209.74200,18.22800,6.30100,24.52900,6.39300,18.13600,18.13600,18.15200,28.94600,18.22800,15.22500,15.23700,1.18000,1.19000,2.03900,0.02540,0.03140,100.00000,7.32290,7.32280,9.85420,7.29230,0.23030,2.55900,35.17060,2.46930,2.54200,1.67780,2.40660,48.14530,1.4041,0.94
2018-09-30,246.32600,246.32600,213.69500,12.00400,10.78300,22.78700,1.70000,21.08700,21.08700,21.14200,22.44100,12.00400,15.22600,15.24200,1.39000,1.39000,2.14110,0.02720,0.03330,100.00000,4.87320,4.87320,9.25070,8.58290,0.22710,2.75330,32.68820,2.92380,3.01150,1.94410,2.84440,47.36750,1.8139,1.339
2018-06-30,242.14200,242.14200,208.05500,13.41800,16.84900,30.26700,7.89200,22.37500,22.37500,22.46100,23.81500,13.41800,15.22100,15.22800,1.48000,1.47000,2.22030,0.02900,0.03530,100.00000,5.54140,5.54140,12.49970,9.27600,0.22610,2.94470,30.56350,3.16580,3.24670,2.08970,3.07400,46.41860,2.3679,1.8195
2018-03-31,242.96100,242.96100,205.26700,17.12300,-19.82200,-2.69900,0.20000,-2.89900,-2.89900,-2.79100,27.46500,17.12300,15.21700,15.21700,-0.18000,-0.18000,2.31790,0.03100,0.03740,100.00000,7.04760,7.04760,-1.11090,-1.14870,0.22940,2.80770,32.05440,-0.41920,-0.43010,-0.27370,-0.40620,45.44260,0.87440,0.40780
2017-12-31,245.46600,245.46600,206.71510,17.61400,3.10100,20.71500,-0.58100,21.29600,21.29600,21.47000,28.65700,17.61400,15.19000,15.21900,1.41000,1.40000,2.12370,0.03170,0.03800,100.00000,7.17570,7.17570,8.43910,8.74660,0.22390,2.66140,33.81680,3.02740,3.10510,1.94210,2.93140,46.24190,1.5428,1.0157
2017-09-30,241.19600,241.19600,209.15000,11.10700,4.76800,15.87500,4.69100,11.18400,11.18400,11.35200,21.94000,11.10700,15.19500,15.22100,0.75000,0.75000,2.27690,0.03350,0.04000,100.00000,4.60500,4.60500,6.58180,4.70650,0.21710,2.79900,32.15390,1.61740,1.65960,1.00680,1.56310,45.50170,2.0161,1.5138
2017-06-30,238.69500,238.69500,204.77800,13.35700,3.97000,17.32700,6.75800,10.56900,10.56900,10.65500,23.83800,13.35700,15.19000,15.22000,0.70000,0.70000,2.39870,0.03490,0.04140,100.00000,5.59580,5.59580,7.25910,4.46390,0.21690,2.90780,30.95090,1.53290,1.57310,0.96060,1.47950,45.37400,1.7929,1.2271
2017-03-31,238.53800,238.53800,201.23300,16.92200,3.71000,20.63200,7.99900,12.63300,12.63300,12.72800,27.21700,16.92200,15.17300,15.21200,0.84000,0.84000,2.30540,0.03680,0.08120,100.00000,7.09400,7.09400,8.64940,5.33580,0.22110,2.86230,31.44370,1.86680,1.91660,1.17080,1.79810,44.58000,0.85530,0.32510
2016-12-31,234.94300,234.94300,195.72000,18.71500,3.84800,22.56300,8.70000,13.86300,13.86300,13.86300,28.89100,18.71500,15.13500,15.20700,0.91000,0.90000,1.92710,0.03840,0.04510,100.00000,7.96580,7.96580,9.60360,5.90060,0.21610,2.69440,33.40230,2.07030,2.12620,1.27480,1.99080,44.16090,1.7208,0.9193
2016-09-30,231.28100,231.28100,199.35900,11.61000,4.07100,15.68100,4.57100,11.11000,11.11000,11.11000,21.60800,11.61000,15.19900,15.22300,0.73000,0.73000,2.01140,0.03960,0.04630,100.00000,5.01990,5.01990,6.78010,4.80370,0.21250,2.86030,31.46560,1.65620,1.70080,1.02080,1.59070,44.28110,1.2188,0.2666
2016-06-30,227.76800,227.76800,192.37400,15.58000,3.98600,19.56600,7.70000,11.86600,11.86600,11.86600,25.07500,15.58000,15.26700,15.28900,0.78000,0.78000,2.11090,0.04070,0.04750,100.00000,6.84030,6.84030,8.59030,5.20970,0.20940,2.91480,30.87730,1.76700,1.81450,1.09110,1.69500,43.95200,1.4345,-0.041
2016-03-31,229.58800,229.58800,191.32900,18.57800,3.81900,22.39700,8.69800,13.69900,13.69900,13.69900,27.93200,18.57800,14.91700,15.13500,0.92000,0.91000,2.13440,0.04300,0.05000,100.00000,8.09190,8.09190,9.75530,5.96680,0.21500,2.80900,32.03950,2.09280,2.15060,1.28260,2.00290,42.88380,1.60220,0.71480
2015-12-31,233.92700,233.92700,193.21100,21.04910,4.42000,25.46900,10.49300,14.97600,14.97600,14.64400,30.72110,21.04900,13.88900,14.49100,1.05000,1.00000,1.85150,0.04570,0.05310,100.00000,8.99810,8.99810,10.88760,6.26010,0.22380,2.67960,33.58660,2.37340,2.44150,1.43270,2.26490,42.06360,1.3613,0.0309
2015-09-30,225.38600,225.38600,191.75200,14.35500,3.95600,18.31100,5.74400,12.56700,12.56700,10.41500,23.62800,14.35500,13.80100,14.42300,0.75000,0.72000,1.69130,0.04000,0.04600,100.00000,6.36910,6.36910,8.12430,4.62100,0.20820,2.73300,32.93030,2.17780,1.72440,1.16110,1.61650,52.17460,1.5974,0.499
2015-06-30,224.90200,224.90200,189.38100,16.30400,3.53200,19.83600,7.47800,12.35800,12.35800,10.19100,25.54000,16.30400,13.77300,14.38200,0.74000,0.71000,1.80230,0.04120,0.04720,100.00000,7.24940,7.24940,8.81980,4.53130,0.20950,2.88490,31.19640,2.15630,1.70450,1.15110,1.59560,52.11620,1.0873,0.3653
2015-03-31,222.40700,222.40700,185.46300,18.02600,3.63200,21.65800,8.41600,13.24200,13.24200,11.07400,26.95900,18.02600,13.76200,14.29000,0.80000,0.77000,1.84090,0.04190,0.04790,100.00000,8.10500,8.10500,9.73800,4.97920,0.20370,2.72660,33.00840,2.29140,1.81200,1.21280,1.69530,52.63380,1.70620,0.82580
2014-12-31,226.37400,226.37400,186.31200,20.80300,3.79300,24.59600,9.79600,14.80000,14.80000,12.63200,30.04300,20.80300,13.81600,14.22200,0.92000,0.89000,1.75710,0.04360,0.04980,100.00000,9.18970,9.18970,10.86520,5.58010,0.21080,2.70880,33.22510,2.62570,2.06550,1.37790,1.92790,52.02670,1.6913,0.5235
2014-09-30,218.22300,218.22300,184.30300,15.36800,3.30500,18.67300,5.84400,12.82900,12.82900,10.66200,24.00700,15.36800,13.80500,14.23700,0.77000,0.75000,1.79650,0.04610,0.05260,100.00000,7.04230,7.04230,8.55680,4.88580,0.20920,2.74940,32.73400,2.37740,1.85250,1.23000,1.72340,50.37010,2.1801,1.2081
2014-06-30,216.55500,216.55500,181.31000,16.72700,3.63700,20.36400,7.85300,12.51100,12.51100,10.34400,25.33200,16.72700,13.86800,14.28300,0.75000,0.72000,1.94360,0.04660,0.05310,100.00000,7.72410,7.72410,9.40360,4.77660,0.20730,2.58820,34.77360,2.29010,1.78930,1.19770,1.66400,50.38360,0.821,-0.1324
2014-03-31,210.53100,210.53100,175.46700,17.27800,4.28200,21.56000,8.33100,13.22900,13.22900,11.06100,25.17800,17.27800,13.84300,14.17000,0.80000,0.78000,1.82220,0.04820,0.05480,100.00000,8.20690,8.20690,10.24080,5.25390,0.20300,2.42130,37.16990,2.46350,1.91750,1.27530,1.77970,49.75390,1.06900,0.41470
2013-12-31,206.79590,206.79590,169.49800,19.90190,5.59100,25.49300,8.90400,16.58900,16.58900,14.42100,27.47590,19.90200,13.83000,16.69900,1.05000,1.00000,1.78630,,,100.00000,9.62390,9.62400,12.32760,6.97350,0.21010,2.58960,34.75430,3.20500,2.47410,1.68530,2.41080,48.87850,0.7258,0.1609
2013-09-30,195.77200,195.77200,159.49100,19.34700,11.08900,30.43600,10.55900,19.87700,19.87700,17.71000,26.39200,19.34700,13.82000,16.68700,1.28000,1.19000,1.71890,,,100.00000,9.88240,9.88240,15.54670,9.04620,0.20060,2.45250,36.69790,3.90400,3.00230,2.03660,2.92460,48.32940,2.5812,1.7495
2013-06-30,192.01100,192.01100,158.08600,17.08300,6.55000,23.63300,9.29100,14.34200,14.34200,12.17400,24.05500,17.08300,13.81700,16.68300,0.88000,0.86000,1.85700,,,100.00000,8.89690,8.89690,12.30820,6.34030,0.20370,2.50960,35.86250,2.87810,2.20230,1.52180,2.14440,47.55230,1.0612,0.3077
2013-03-31,194.37800,194.37800,161.47400,16.08000,6.53400,22.61400,8.80900,13.80500,13.80500,11.63700,23.03600,16.08000,13.86200,14.11200,0.84000,0.82000,1.85480,0.01850,0.01890,100.00000,8.27260,8.27260,11.63400,5.98680,0.20460,2.56820,35.04420,2.77040,2.11990,1.45340,2.02590,47.57510,1.76080,1.30970
2012-12-31,193.97700,193.97700,155.86500,20.64000,6.58900,27.22900,11.33400,15.89500,15.89500,13.72700,28.26400,20.64000,13.85300,16.59900,0.99000,0.97000,1.82390,,,100.00000,10.64040,10.64050,14.03720,7.07660,0.20980,2.34010,38.45960,3.27300,2.48920,1.71890,2.42250,46.34470,0.1847,-0.2442
2012-09-30,189.30700,189.30700,155.36300,16.72900,6.65200,23.38100,6.18500,17.19600,17.19600,15.02900,24.13100,16.72900,13.85200,16.60500,1.08000,1.04000,1.81900,,,100.00000,8.83700,8.83700,12.35080,7.93900,0.20890,3.00110,29.98940,3.56770,2.70850,1.89780,2.63540,46.63060,1.4555,1.0055
2012-06-30,187.66800,187.66800,153.93700,16.49800,5.79900,22.29700,8.74200,13.55500,13.55500,11.38700,23.88400,16.49800,13.84600,13.97500,0.82000,0.81000,1.83600,,,100.00000,8.79110,8.79110,11.88110,6.06760,0.21180,2.95040,30.50400,2.88740,2.17800,1.52960,2.11810,45.76790,1.9829,1.75
2012-03-31,190.05000,190.05000,157.99900,14.82400,5.75000,20.57400,7.92000,12.65400,12.65400,10.48600,22.20400,14.82400,13.84000,13.90800,0.76000,0.75000,1.81230,,,100.00000,7.80010,7.80010,10.82560,5.51750,0.21740,2.70110,33.31970,2.75980,2.06960,1.44740,2.01170,44.98550,0.25500,0.04130
2011-12-31,192.44700,192.44700,156.80200,18.09590,5.56700,23.66300,8.21900,15.44400,15.44400,13.27600,25.65290,18.09600,13.77500,16.41400,0.96000,0.93000,1.66860,,,100.00000,9.40310,9.40310,12.29590,6.89850,0.22110,2.46200,36.55520,3.50030,2.61140,1.77430,2.52460,44.12730,1.7476,1.411
2011-09-30,197.06400,197.06400,161.67700,18.08000,5.00400,23.08400,5.87300,17.21100,17.21100,15.04400,25.38700,18.08000,13.80800,16.44500,1.09000,1.05000,1.66390,,,100.00000,9.17470,9.17470,11.71400,7.63410,0.23280,2.94680,30.54210,4.01670,2.97420,2.03360,2.87330,43.30510,1.3042,1.1833
2011-06-30,190.78300,190.78300,156.68100,17.14800,5.04700,22.19500,8.58400,13.61100,13.61100,11.44300,24.22300,17.14800,13.79700,13.81600,0.83000,0.83000,1.65180,,,100.00000,8.98820,8.98820,11.63360,5.99790,0.22890,2.88720,31.17170,3.24080,2.38710,1.63290,2.30500,42.69120,1.2678,0.6787
2011-03-31,192.94800,192.94800,150.15100,25.97000,4.47200,30.44200,11.71800,18.72400,18.72400,16.55600,32.93200,25.97000,13.68000,16.32700,1.21000,1.15000,1.59590,,,100.00000,13.45960,13.45960,15.77730,8.58060,0.22980,2.82740,31.83130,4.52300,3.31870,2.22970,3.20330,42.34100,0.69790,0.32060
2010-12-31,193.14310,193.14310,158.34200,16.61710,8.26500,24.88200,9.52700,15.35500,15.35500,13.18700,23.86810,16.61700,13.67100,13.67600,0.97000,0.97000,1.43830,,,100.00000,8.60350,8.60350,12.88270,6.82760,0.23280,2.50680,35.90300,3.93120,2.83920,1.85110,2.73640,41.14880,1.278,0.3026
2010-09-30,178.55100,178.55100,147.82700,14.40600,5.28800,19.69400,4.61100,15.08300,15.08300,12.91400,21.20600,14.40600,13.64900,13.65100,0.95000,0.95000,1.46380,,,100.00000,8.06830,8.06830,11.02990,7.23270,0.22030,2.78250,32.34490,3.97510,2.84760,1.86130,2.74240,40.45230,1.9318,1.3944
2010-06-30,176.92200,176.92200,146.03800,14.76400,4.81300,19.57700,7.72700,11.85000,11.85000,9.68200,21.42700,14.76400,13.74600,13.74700,0.70000,0.70000,1.43350,,,100.00000,8.34490,8.34490,11.06530,5.47250,0.22080,2.52670,35.61960,3.20930,2.28120,1.47900,2.19530,39.17460,1.5407,1.0566
2010-03-31,172.03700,172.03700,145.07900,12.35300,4.46100,16.81400,6.40700,10.40700,10.40700,8.23900,18.78000,12.35300,13.72200,13.72500,0.60000,0.60000,1.48900,,,100.00000,7.18040,7.18040,9.77350,4.78910,0.21780,2.53310,35.52930,2.86940,1.97380,1.31750,1.95160,38.81530,-0.11750,-0.48190
2009-12-31,173.48000,173.48000,141.83000,11.81810,4.00900,15.82700,8.67300,7.15400,7.15400,4.98600,18.38210,11.81800,13.56300,13.57800,0.37000,0.37000,1.41490,,,100.00000,6.81230,6.81230,9.12320,2.87410,0.22000,2.64460,34.03220,2.01390,1.37630,0.90730,1.36060,38.32770,2.2877,1.414
2009-09-30,167.38600,167.38600,139.03300,13.98600,4.08500,18.07100,5.72700,12.34400,12.34400,10.17500,20.32100,13.98600,13.67500,13.68600,0.74000,0.74000,1.33820,,0.09750,100.00000,8.35550,8.35550,10.79600,6.07880,0.20660,2.58220,34.85350,3.55340,2.41110,1.52380,2.38330,37.85280,2.2753,1.1947
2009-06-30,167.64700,167.64700,139.29600,14.00000,4.20100,18.20100,6.83400,11.36700,11.36700,9.19900,20.35500,14.00000,13.65800,13.67500,0.67000,0.67000,1.34210,,0.10010,100.00000,8.35090,8.35090,10.85670,5.48710,0.21130,2.35080,38.28550,3.40140,2.27900,1.43290,2.25200,36.94250,1.3703,0.8211
2009-03-31,164.68900,164.68900,138.69400,11.78400,3.77300,15.55700,6.37300,9.18400,9.18400,7.01600,17.95900,11.78400,13.22900,13.25400,0.53000,0.53000,1.33570,,0.10150,100.00000,7.15530,7.15530,9.44630,4.26020,0.21010,2.43780,36.91890,2.80900,1.86850,1.17180,1.84600,36.45530,0.33790,-0.37560
