Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,11855.00000,9070.00000,2785.00000,3588.00000,145.00000,3443.00000,-658.00000,-658.00000,-144.00000,-514.00000,-506.00000,,-493.00000,-643.00000,-658.00000,376.10000,376.10000,-1.33000,-1.33000,0.30590,0.45290,-5.55040,-5.55040,-5.55040,-4.15860,0.01350,-1.13250,-1.13250,-0.05760,-0.78610,118.92000,0.00270,0.00270
2021-12-31,16737.00000,9372.00000,7365.00000,3498.00000,,4523.00000,2842.00000,2842.00000,491.00000,2351.00000,2386.00000,,2352.00000,4021.00000,2842.00000,387.20000,390.10000,6.18000,6.12000,0.22930,0.30900,16.98030,16.98030,16.98030,14.05270,0.01790,3.81100,3.81100,0.25450,2.93730,166.38410,8.4022,8.4022
2021-09-30,21641.00000,15920.00000,5721.00000,3915.00000,,3915.00000,1806.00000,1806.00000,259.00000,1547.00000,1565.00000,,1530.00000,1848.00000,1806.00000,383.80000,386.80000,3.92000,3.90000,0.23000,0.31320,8.34530,8.34530,8.34530,7.06990,0.02320,2.50160,2.50160,0.16780,1.92620,165.08820,14.0556,14.0556
2021-06-30,15917.00000,9522.00000,6395.00000,3622.00000,,3622.00000,2773.00000,2773.00000,609.00000,2164.00000,2183.00000,,2158.00000,2788.00000,2773.00000,391.10000,394.10000,5.44000,5.40000,0.23600,0.32310,17.42160,17.42160,17.42160,13.55780,0.01720,3.42790,3.42790,0.23560,2.61900,164.65560,10.962,10.962
2021-03-31,16952.00000,9482.00000,7470.00000,4056.00000,,4056.00000,3414.00000,3414.00000,636.00000,2778.00000,2804.00000,,2828.00000,3444.00000,3414.00000,396.30000,398.80000,7.02000,6.98000,0.25130,0.35040,20.13920,20.13920,20.13920,16.68240,0.01870,4.77070,4.77070,0.30910,3.57170,149.07360,-8.26730,-8.26730
2020-12-31,16029.00000,11071.00000,4958.00000,4058.00000,,4058.00000,900.00000,900.00000,-88.00000,988.00000,1022.00000,,819.00000,909.00000,900.00000,395.80000,395.80000,2.10000,2.12000,0.22430,0.30260,5.61480,5.61480,5.61480,5.10950,0.01700,1.49830,1.49830,0.10860,1.16230,172.05760,-11.2957,-11.2957
2020-09-30,15425.00000,10017.00000,5408.00000,3961.00000,,3961.00000,1447.00000,1447.00000,-50.00000,1497.00000,1507.00000,,1487.00000,1512.00000,1447.00000,395.30000,397.10000,3.72000,3.70000,0.23170,0.31820,9.38090,9.38090,9.38090,9.64020,0.01690,2.25300,2.25300,0.16530,1.73100,169.15680,-1.7209,-1.7209
2020-06-30,12115.00000,10813.00000,1302.00000,3634.00000,,3634.00000,-2332.00000,-2332.00000,115.00000,-2447.00000,-2405.00000,,-2409.00000,-2278.00000,-2332.00000,394.60000,394.60000,-6.12000,-6.12000,0.23260,0.32010,-19.24890,-19.24890,-19.24890,-19.88440,0.01320,-3.61610,-3.61610,-0.26270,-2.77490,168.54070,-3.0354,-3.0354
2020-03-31,13464.00000,9321.00000,4143.00000,4481.00000,,4481.00000,-338.00000,-338.00000,-58.00000,-280.00000,-270.00000,,-271.00000,-9.00000,-338.00000,397.00000,397.00000,-0.70000,-0.70000,0.24810,0.37150,-2.51040,-2.51040,-2.51040,-2.01280,0.01540,-0.44210,-0.44210,-0.03090,-0.33240,155.06450,37.19400,37.19400
2019-12-31,19223.00000,13527.00000,5696.00000,4352.00000,,4352.00000,1344.00000,1344.00000,221.00000,1123.00000,1138.00000,,1128.00000,1452.00000,1344.00000,404.80000,410.90000,2.78000,2.74000,0.22640,0.32300,6.99160,6.99160,6.99160,5.86800,0.02140,1.78600,1.78600,0.12690,1.38170,159.76400,9.4746,9.4746
2019-09-30,15105.00000,9495.00000,5610.00000,3885.00000,,3885.00000,1725.00000,1725.00000,332.00000,1393.00000,1425.00000,,1418.00000,2166.00000,1725.00000,404.10000,408.50000,3.47000,3.44000,0.22410,0.31130,11.42010,11.42010,11.42010,9.38760,0.01710,2.14890,2.14890,0.16090,1.66730,166.49800,18.1753,18.1753
2019-06-30,15388.00000,10592.00000,4796.00000,3920.00000,,3920.00000,876.00000,876.00000,162.00000,714.00000,738.00000,,708.00000,767.00000,876.00000,405.30000,413.90000,1.73000,1.71000,0.22300,0.32980,5.69270,5.69270,5.69270,4.60100,0.01760,1.18740,1.18740,0.08450,0.92260,154.23310,12.7236,12.7236
2019-03-31,15091.00000,10360.00000,4731.00000,3591.00000,,3591.00000,1140.00000,1140.00000,232.00000,908.00000,937.00000,,932.00000,1160.00000,1140.00000,409.20000,417.60000,2.25000,2.22000,0.24820,0.37620,7.55420,7.55420,7.55420,6.17590,0.01780,1.68980,1.68980,0.11030,1.27040,136.12370,7.38750,7.38750
2018-12-31,18432.00000,13650.00000,4782.00000,3729.00000,,3729.00000,1053.00000,1053.00000,218.00000,835.00000,849.00000,,842.00000,1169.00000,1053.00000,417.60000,426.20000,2.02000,2.00000,0.26170,0.40440,5.71290,5.71290,5.71290,4.56810,0.02260,1.73160,1.73160,0.10420,1.27840,119.38050,26.6535,26.6535
2018-09-30,16148.00000,10787.00000,5361.00000,3523.00000,,3523.00000,1838.00000,1838.00000,184.00000,1654.00000,1675.00000,,1672.00000,1835.00000,1838.00000,416.20000,424.70000,3.97000,3.90000,0.27010,0.42080,11.38220,11.38220,11.38220,10.35420,0.01960,3.55760,3.55760,0.20360,2.59680,113.61730,8.5813,8.5813
2018-06-30,14655.00000,10946.00000,3709.00000,3459.00000,,3459.00000,250.00000,250.00000,68.00000,182.00000,200.00000,,197.00000,320.00000,250.00000,419.50000,428.00000,0.46000,0.46000,0.25610,0.38660,1.70590,1.70590,1.70590,1.34430,0.01790,0.41160,0.41160,0.02440,0.30620,116.32920,10.2558,10.2558
2018-03-31,13757.00000,8553.00000,5204.00000,3511.00000,,3511.00000,1693.00000,1693.00000,352.00000,1341.00000,1364.00000,,1363.00000,1671.00000,1693.00000,422.00000,430.90000,3.19000,3.14000,0.25800,0.37420,12.30650,12.30650,12.30650,9.90770,0.01660,2.61430,2.61430,0.16440,1.93980,123.92430,5.34000,5.34000
2017-12-31,16265.00000,11633.00000,4632.00000,3516.00000,,3516.00000,1116.00000,1116.00000,-2758.00000,3874.00000,3865.00000,,3765.00000,1067.00000,1116.00000,427.00000,436.00000,8.73000,8.56000,0.23960,0.34030,6.86140,6.86140,6.86140,23.14790,0.01950,7.09030,7.09030,0.46450,5.39180,129.00420,10.6739,10.6739
2017-09-30,16313.00000,9728.00000,6585.00000,3564.00000,,3564.00000,3021.00000,3021.00000,800.00000,2221.00000,2241.00000,,2238.00000,3185.00000,3021.00000,426.20000,435.00000,5.19000,5.09000,0.25330,0.38590,18.51900,18.51900,18.51900,13.71910,0.01990,4.43190,4.43190,0.27290,3.30930,119.05130,9.4223,9.4223
2017-06-30,13441.00000,9766.00000,3675.00000,3067.00000,,3067.00000,608.00000,608.00000,125.00000,483.00000,496.00000,,491.00000,765.00000,608.00000,428.30000,437.20000,1.13000,1.12000,0.26600,0.39900,4.52350,4.52350,4.52350,3.65300,0.01650,1.01970,1.01970,0.06100,0.74850,113.89930,7.0223,7.0223
2017-03-31,13670.00000,8580.00000,5090.00000,3348.00000,,3348.00000,1742.00000,1742.00000,395.00000,1347.00000,1372.00000,,1369.00000,1692.00000,1742.00000,429.90000,439.10000,3.14000,3.09000,0.27580,0.41100,12.74320,12.74320,12.74320,10.01460,0.01710,2.92080,2.92080,0.17210,2.11510,109.42100,3.75310,3.75310
2016-12-31,13050.00000,9642.00000,3408.00000,3091.00000,,3091.00000,317.00000,317.00000,35.00000,282.00000,293.00000,,284.00000,233.00000,317.00000,438.20000,446.60000,0.68000,0.67000,0.28130,0.41600,2.42910,2.42910,2.42910,2.17620,0.01660,0.63570,0.63570,0.03740,0.45690,107.28770,-5.1195,-5.1195
2016-09-30,16961.00000,11548.00000,5413.00000,3098.00000,,3098.00000,2315.00000,2315.00000,501.00000,1814.00000,1832.00000,,1827.00000,2293.00000,2315.00000,435.90000,444.30000,4.14000,4.07000,0.24770,0.34520,13.64900,13.64900,13.64900,10.77180,0.02070,3.21550,3.21550,0.22350,2.41910,131.97470,8.3288,8.3288
2016-06-30,14439.00000,9645.00000,4794.00000,3453.00000,,3453.00000,1341.00000,1341.00000,431.00000,910.00000,925.00000,,921.00000,1598.00000,1341.00000,441.10000,449.30000,2.06000,2.04000,0.25600,0.35630,9.28730,9.28730,9.28730,6.37860,0.01810,1.67640,1.67640,0.11610,1.24720,125.76500,16.1395,16.1395
2016-03-31,14329.00000,8583.00000,5746.00000,4014.00000,,4014.00000,1732.00000,1732.00000,368.00000,1364.00000,1369.00000,,1336.00000,1899.00000,1732.00000,445.30000,453.20000,2.97000,2.93000,0.28470,0.41770,12.08740,12.08740,12.08740,9.32370,0.01850,2.77880,2.77880,0.17710,1.98770,111.17100,13.96070,13.96070
2015-12-31,14256.00000,10245.00000,4011.00000,3168.00000,,3168.00000,843.00000,843.00000,110.00000,733.00000,740.00000,,735.00000,830.00000,843.00000,451.70000,460.40000,1.64000,1.61000,0.31850,0.49640,5.91330,5.91330,5.91330,5.15570,0.01880,1.76510,1.76510,0.09770,1.20290,93.76630,4.5482,4.5482
2015-09-30,13599.00000,7855.00000,5744.00000,3695.00000,,3695.00000,2049.00000,2049.00000,584.00000,1465.00000,1467.00000,0.00000,1465.00000,2223.00000,2049.00000,451.00000,459.70000,3.22000,3.16000,0.32220,0.51820,15.06730,15.06730,15.06730,10.77290,0.01800,3.43000,3.43000,0.19440,2.32490,95.16200,18.2028,18.2028
2015-06-30,13712.00000,8965.00000,4747.00000,2618.00000,,2618.00000,2129.00000,2129.00000,679.00000,1450.00000,1459.00000,0.00000,1406.00000,1911.00000,2129.00000,452.60000,461.40000,3.07000,3.03000,0.32390,0.56480,15.52660,15.52660,15.52660,10.25380,0.01800,3.44980,3.44980,0.19130,2.33230,93.58460,-4.4081,-4.4081
2015-03-31,15552.00000,9253.00000,6299.00000,3551.00000,,3551.00000,2748.00000,2748.00000,699.00000,2049.00000,2046.00000,,2036.00000,2918.00000,2748.00000,454.30000,463.00000,4.44000,4.37000,0.30180,0.49840,17.66980,17.66980,17.66980,13.09160,0.02000,4.48940,4.48940,0.26280,3.13430,100.48910,11.93950,11.93950
2014-12-31,15725.00000,13249.00000,2476.00000,4226.00000,,4226.00000,-1750.00000,-1750.00000,-294.00000,-1456.00000,-1451.00000,4.00000,-1459.00000,-1573.00000,-1750.00000,458.50000,467.70000,-2.64000,-2.57000,0.31890,0.55890,-11.12880,-11.12880,-11.12880,-9.27820,0.02050,-3.42630,-3.42630,-0.18930,-2.33350,93.10890,17.0232,17.0232
2014-09-30,12380.00000,8961.00000,3419.00000,3135.00000,,3135.00000,284.00000,284.00000,-234.00000,518.00000,523.00000,,512.00000,559.00000,284.00000,458.00000,467.20000,1.00000,0.99000,0.34790,0.63810,2.29400,2.29400,2.29400,4.13570,0.01620,1.23490,1.23490,0.06840,0.80520,92.25130,12.5908,12.5908
2014-06-30,13146.00000,8355.00000,4791.00000,3284.00000,,3284.00000,1507.00000,1507.00000,404.00000,1103.00000,1109.00000,4.00000,1090.00000,1645.00000,1507.00000,459.40000,468.50000,2.26000,2.22000,0.35970,0.65280,11.46360,11.46360,11.46360,8.29150,0.01720,2.65270,2.65270,0.14490,1.69840,90.80500,7.649,7.649
2014-03-31,12854.00000,8001.00000,4853.00000,3135.00000,,3135.00000,1718.00000,1718.00000,473.00000,1245.00000,1245.00000,4.00000,1238.00000,1759.00000,1718.00000,460.90000,470.30000,2.63000,2.59000,0.36730,0.68400,13.36550,13.36550,13.36550,9.63120,0.01720,3.20350,3.20350,0.16670,2.02670,84.04350,4.20800,4.20800
2013-12-31,9939.00000,7624.00000,2315.00000,3197.00000,,3197.00000,-882.00000,-882.00000,-453.00000,-429.00000,-424.00000,-4.00000,-460.00000,-809.00000,-882.00000,463.10000,463.10000,-0.92000,-0.89000,0.39630,0.73080,-8.87410,-8.87410,-8.87410,-4.62820,0.01360,-1.18170,-1.18170,-0.05790,-0.71340,77.82370,6.6193,6.6193
2013-09-30,11310.00000,7578.00000,3732.00000,2206.00000,,2206.00000,1526.00000,1526.00000,497.00000,1029.00000,1032.00000,8.00000,1027.00000,1703.00000,1526.00000,462.60000,472.00000,2.07000,2.04000,0.40240,0.76200,13.49250,13.49250,13.49250,9.08050,0.01560,2.93880,2.93880,0.14270,1.75640,75.69950,6.4754,6.4754
2013-06-30,10041.00000,7863.00000,2178.00000,2947.00000,,2947.00000,-769.00000,-769.00000,-275.00000,-494.00000,-489.00000,2.00000,-514.00000,-717.00000,-769.00000,464.10000,464.10000,-1.12000,-1.12000,0.39700,0.73140,-7.65860,-7.65860,-7.65860,-5.11900,0.01420,-1.36180,-1.36180,-0.06930,-0.82120,77.22880,4.7383,4.7383
2013-03-31,10171.00000,8829.00000,1342.00000,2901.00000,,2901.00000,-1559.00000,-1559.00000,-827.00000,-732.00000,-686.00000,1.00000,-720.00000,-1450.00000,-1559.00000,464.30000,464.30000,-1.58000,-1.58000,0.38530,0.68160,-15.32790,-15.32790,-15.32790,-7.07900,0.01400,-1.68690,-1.68690,-0.09470,-1.03700,87.01700,0.40280,0.40280
2012-12-31,45944.00000,43262.00000,2682.00000,3250.00000,,3250.00000,-568.00000,-568.00000,-381.00000,-187.00000,-185.00000,3.00000,-181.00000,-496.00000,-568.00000,465.60000,468.10000,-0.32000,-0.27000,0.38740,0.69580,-1.23630,-1.23630,-1.23630,-0.39400,0.06480,-0.47300,-0.47300,-0.02610,-0.28980,84.10590,19.3685,19.3685
2012-09-30,13144.00000,11150.00000,1994.00000,2924.00000,,2924.00000,-930.00000,-930.00000,-328.00000,-602.00000,-557.00000,-2.00000,-584.00000,-903.00000,-930.00000,464.40000,464.40000,-1.34000,-1.34000,0.37720,0.68230,-7.07550,-7.07550,-7.07550,-4.44310,0.01960,-1.41490,-1.41490,-0.08290,-0.88120,84.83630,12.5517,12.5517
2012-06-30,16136.00000,9278.00000,6858.00000,3889.00000,,3889.00000,2969.00000,2969.00000,743.00000,2226.00000,2232.00000,7.00000,2224.00000,3067.00000,2969.00000,466.10000,473.50000,4.75000,4.69000,0.38610,0.71250,18.39990,18.39990,18.39990,13.78290,0.02490,5.77790,5.77790,0.34470,3.54690,82.89200,11.1129,11.1129
2012-03-31,9623.00000,7851.00000,1772.00000,2535.00000,,2535.00000,-763.00000,-763.00000,179.00000,-942.00000,-935.00000,7.00000,-939.00000,-658.00000,-763.00000,469.20000,469.20000,-2.03000,-2.03000,0.40690,0.78880,-7.92890,-7.92890,-7.92890,-9.75790,0.01510,-2.63100,-2.63100,-0.14660,-1.56050,75.60710,1.63470,1.63470
2011-12-31,11740.00000,7707.00000,4033.00000,3187.00000,,3187.00000,846.00000,846.00000,203.00000,643.00000,644.00000,14.00000,688.00000,934.00000,846.00000,480.20000,488.70000,1.27000,1.26000,0.41410,0.77370,7.20610,7.20610,7.20610,5.86030,0.01890,1.84840,1.84840,0.10380,1.08300,74.12360,3.2111,3.2111
2011-09-30,14931.00000,8350.00000,6581.00000,4175.00000,,4175.00000,2406.00000,2406.00000,860.00000,1546.00000,1613.00000,-9.00000,1594.00000,2441.00000,2406.00000,481.20000,489.30000,3.22000,3.18000,0.38750,0.70940,16.11410,16.11410,16.11410,10.67580,0.02440,4.26670,4.26670,0.26380,2.61320,79.89180,11.6585,11.6585
2011-06-30,12244.00000,7960.00000,4284.00000,3200.00000,,3200.00000,1084.00000,1084.00000,292.00000,792.00000,802.00000,16.00000,789.00000,1270.00000,1084.00000,486.00000,494.80000,1.60000,1.58000,0.40820,0.75010,8.85330,8.85330,8.85330,6.44400,0.02000,2.25050,2.25050,0.13080,1.33190,73.00660,5.9397,5.9397
2011-03-31,10170.00000,6804.00000,3366.00000,2738.00000,,2738.00000,628.00000,628.00000,160.00000,468.00000,572.00000,14.00000,561.00000,609.00000,628.00000,484.90000,493.90000,1.12000,1.10000,0.41960,0.79600,6.17500,6.17500,6.17500,5.51620,0.01700,1.72050,1.72050,0.09550,0.99860,68.18980,4.51710,4.51710
2010-12-31,8066.00000,5828.00000,2238.00000,2363.00000,,2363.00000,-125.00000,-125.00000,-58.00000,-67.00000,-18.00000,13.00000,-17.00000,-173.00000,-125.00000,466.80000,475.40000,0.00000,0.01000,0.41800,0.77850,-1.54970,-1.54970,-1.54970,-0.21080,0.01490,-0.05470,-0.05470,-0.00330,-0.03180,67.78110,4.0315,4.0315
2010-09-30,9917.00000,6224.00000,3693.00000,1943.00000,,1943.00000,1750.00000,1750.00000,524.00000,1226.00000,1240.00000,2.00000,1244.00000,1733.00000,1750.00000,464.80000,473.20000,2.50000,2.46000,0.39600,0.73120,17.64650,17.64650,17.64650,12.54410,0.01880,3.63980,3.63980,0.23530,2.19840,72.95860,4.3397,4.3397
2010-06-30,10987.00000,6636.00000,4351.00000,2845.00000,,2845.00000,1506.00000,1506.00000,426.00000,1080.00000,1089.00000,15.00000,1077.00000,1498.00000,1506.00000,464.30000,473.30000,1.72000,1.70000,0.42530,0.81330,13.70710,13.70710,13.70710,9.80250,0.02220,3.59770,3.59770,0.21960,2.06770,64.89060,5.498,5.498
2010-03-31,9247.00000,5995.00000,3252.00000,2243.00000,,2243.00000,1009.00000,1009.00000,351.00000,658.00000,668.00000,3.00000,697.00000,978.00000,1009.00000,463.00000,471.50000,1.16000,1.15000,0.44030,0.89820,10.91170,10.91170,10.91170,7.53760,0.01880,2.42860,2.42860,0.13580,1.35920,59.07510,-0.10820,-0.10820
2009-12-31,8433.00000,5549.00000,2884.00000,707.00000,,2201.00000,683.00000,683.00000,256.00000,427.00000,1920.00000,-45.00000,1865.00000,700.00000,683.00000,444.60000,448.20000,4.06000,4.02000,0.44980,0.93900,8.09910,8.09910,8.09910,22.11550,0.01760,7.46240,7.46240,0.39980,4.10550,55.43720,2.9072,2.9072
2009-09-30,8543.00000,5808.00000,2735.00000,1887.00000,,1887.00000,848.00000,848.00000,-153.00000,1001.00000,1032.00000,0.00000,1082.00000,814.00000,848.00000,461.20000,464.60000,2.36000,2.35000,0.47810,1.00380,9.92630,9.92630,9.92630,12.66530,0.01800,4.15340,4.15340,0.21700,2.16780,53.63010,1.4674,1.4674
2009-06-30,6879.00000,5262.00000,1617.00000,1627.00000,,1627.00000,-10.00000,-10.00000,-163.00000,153.00000,158.00000,22.00000,163.00000,40.00000,-10.00000,432.90000,434.30000,1.25000,1.25000,0.52910,1.31860,-0.14540,-0.14540,-0.14540,2.36950,0.01550,0.84610,0.84610,0.03550,0.39840,40.37990,2.6629,2.6629
2009-03-31,8525.00000,5509.00000,3016.00000,3013.00000,,3013.00000,3.00000,3.00000,-2.00000,5.00000,-1.00000,4.00000,14.00000,145.00000,3.00000,422.10000,423.20000,0.01000,0.01000,0.60470,2.02230,0.03520,0.03520,0.03520,0.16420,0.01990,-0.00740,-0.00740,-0.00020,-0.00290,31.79210,5.99240,5.99240
