Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,166.10200,91.37600,74.72600,105.67700,-17.34200,123.99800,-49.27200,-11.67700,-60.94900,-0.35100,-60.59800,-60.59800,-60.59800,-48.10900,-49.27200,542.56600,542.56600,-0.11000,-0.11000,7.52380,0.08420,44.98800,-29.66370,-29.66370,-36.69370,-36.48240,0.09260,2.60220,34.58590,-3.92570,-3.92570,-3.37880,-3.92570,2.83960,-0.08620,-0.08730
2021-12-31,155.41400,79.61500,75.79900,95.51100,-17.05100,113.52890,-37.72990,0.14200,-37.58800,-0.78100,-36.80700,-36.80700,-36.80700,-36.57490,-37.73000,362.75650,362.75650,0.02000,0.02000,7.55870,0.07700,48.77230,-24.27710,-24.27710,-24.18570,-23.68320,0.08490,2.83330,31.76470,-2.33930,-2.33930,-2.01090,-2.33930,2.90630,0.1546,0.1512
2021-09-30,131.51200,72.43800,59.07400,89.65600,-14.27000,104.71200,-45.63800,-0.05700,-45.69500,0.03500,-45.73000,-45.73000,-45.73000,-44.59400,-45.63800,538.89650,538.89650,-0.08000,-0.08000,9.33470,0.05600,44.91910,-34.70260,-34.70260,-34.74590,-34.77250,0.07380,2.09370,42.98600,-2.90660,-2.90660,-2.56460,-2.90660,2.91480,-0.0223,-0.0218
2021-06-30,122.26600,75.29100,46.97500,102.08100,-12.00600,114.96100,-67.98600,-0.48100,-68.46700,0.08700,-68.55400,-68.55400,-68.55400,-66.75600,-67.98600,234.66970,234.66970,-0.29000,-0.29000,10.23240,0.05170,38.42030,-55.60500,-55.60500,-55.99840,-56.06960,0.06870,2.30840,38.98830,-4.32250,-4.32250,-3.85060,-4.32250,2.94310,-0.1118,-0.1119
2021-03-31,107.98300,58.12600,49.85700,51.59500,-8.00700,60.50900,-10.65200,-2.16700,-12.81900,0.01900,-12.83800,-12.83800,-12.83800,-9.38500,-10.65200,130.84130,130.84130,-0.10000,-0.10000,2.76130,-0.43220,46.17120,-9.86450,-9.86450,-11.87130,-11.88890,0.22410,2.30740,39.00450,6.01100,6.01100,-2.66460,6.01100,-1.61170,0.13660,0.13200
2020-12-31,88.19600,51.75000,36.44600,48.66100,-7.12400,49.55100,-13.10500,-0.63800,-13.74300,0.01700,-13.76000,-13.76000,-13.76000,-11.90300,-13.10500,122.93260,122.93260,-0.11000,-0.11000,3.05390,-0.36590,41.32390,-14.85900,-14.85900,-15.58230,-15.60160,0.19270,2.13500,42.15400,6.43840,6.43840,-3.00650,6.43840,-1.64000,0.1789,0.1769
2020-09-30,84.30600,49.02400,35.28200,40.73400,-5.81900,47.45400,-12.17200,-0.08300,-12.25500,0.04300,-12.29800,-12.29800,-12.29800,-11.12700,-12.17200,124.22550,124.22550,-0.10000,-0.10000,,,41.84990,-14.43790,-14.43790,-14.53630,-14.58730,,,,,,,,,0.1075,0.1027
2020-06-30,69.40200,41.78500,27.61700,28.72300,-4.84100,34.41400,-6.79700,-0.29500,-7.09200,0.01500,-7.10700,-7.10700,-7.10700,-5.86700,-6.79700,120.05160,120.05160,-0.06000,-0.06000,,,39.79280,-9.79370,-9.79370,-10.21870,-10.24030,,,,,,,,,0.1944,0.1864
2020-03-31,48.38800,29.82600,18.56200,27.66600,-5.05200,33.57500,-15.01300,0.49500,-14.51800,0.01200,-14.53000,-14.53000,-14.53000,-14.14900,-15.01300,118.47780,118.47780,-0.12000,-0.12000,,,38.36080,-31.02630,-31.02630,-30.00330,-30.02810,,,,,,,,,-0.07190,-0.07640
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
