Date,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.30470,-1.33530,0.05850,-1.27690,,-1.27690,-1.27690,-1.27690,-1.30470,-1.33530,151.43200,151.43200,-0.00790,-0.00790,18.25700,0.00200,0.00360,-1.45280,-1.45280,-1.41870,-1.44990,0.58020,-0.00640,-0.01870
2021-12-31,1.09830,-1.12900,0.71650,-0.41250,,-0.41250,-0.41250,-0.41250,-1.09780,-1.12900,144.26600,144.26600,0.00010,0.00010,15.42300,0.00230,0.00390,-0.46130,-0.46130,-0.44760,-0.46020,0.59050,-0.006,-0.0303
2021-09-30,1.10540,-1.13620,0.41340,-0.72280,,-0.72280,-0.72280,-0.72280,-1.10590,-1.13620,150.31700,150.31700,-0.00790,-0.00790,13.62540,0.00270,0.00410,-0.81000,-0.81000,-0.78100,-0.80790,0.58930,-0.0036,-0.0296
2021-06-30,0.97300,-0.99400,0.03620,-0.95770,,-0.95770,-0.95770,-0.95770,-0.99400,-0.99400,139.80100,139.80100,-0.00810,-0.00810,30.07360,0.00310,0.00470,-1.10830,-1.10830,-1.08760,-1.10490,0.58420,-0.0032,-0.0138
2021-03-31,0.86640,-0.86640,0.00000,-0.86630,,-0.86630,-0.86630,-0.86630,-0.86640,-0.86640,135.66990,135.66990,-0.00790,-0.00790,40.29690,,,-1.33820,-1.33820,-1.32690,-1.33820,0.47670,-0.00860,-0.01080
2020-12-31,0.61170,-0.61170,-0.55190,2.72190,,2.72190,2.72190,2.72190,-0.61170,-0.61170,114.92910,114.92910,0.02240,0.02240,25.40580,,,4.41290,4.41290,4.35060,4.41290,0.45490,-0.0044,-0.0124
2020-09-30,0.47490,-0.47490,0.14530,-0.32950,,-0.32950,-0.32950,-0.32950,-0.47490,-0.47490,115.26400,115.26400,0.00000,0.00000,3.18590,,,-0.78700,-0.78700,-0.77090,-0.78700,0.36180,-0.0042,-0.0251
2020-06-30,0.39780,-0.39780,0.09090,-0.30690,,-0.30690,-0.30690,-0.30690,-0.39780,-0.39780,111.92000,111.92000,0.00000,0.00000,8.59350,,,-0.77020,-0.77020,-0.76010,-0.77020,0.34750,-0.0034,-0.0078
2020-03-31,0.56480,-0.56480,-0.00280,-0.56750,,-0.56750,-0.56750,-0.56750,-0.56480,-0.56480,108.69100,108.69100,-0.00750,-0.00750,5.05680,,,-1.48670,-1.48670,-1.46920,-1.48670,0.34500,-0.00340,-0.00460
2019-12-31,0.45310,-0.45310,0.59970,0.14700,,0.14700,0.14700,0.14700,-0.45310,-0.45310,104.20100,104.20100,0.00750,0.00750,4.50470,,,0.39000,0.39000,0.38650,0.39000,0.35000,-0.0039,-0.0067
2019-09-30,0.43660,-0.43660,-0.02300,-0.45960,,-0.45960,-0.45960,-0.45960,-0.43660,-0.43660,105.65700,105.65700,-0.00760,-0.00760,6.74160,,,-1.20130,-1.20130,-1.19140,-1.20130,0.35560,-0.0028,-0.0195
2019-06-30,0.48420,-0.48420,-0.01770,-0.50190,,-0.50190,-0.50190,-0.50190,-0.48420,-0.48420,102.63600,102.63600,-0.00750,-0.00750,8.10560,,,-1.39340,-1.39340,-1.37310,-1.39340,0.34450,-0.0028,-0.0098
2019-03-31,0.50740,-0.50740,-0.00930,-0.51670,,-0.51670,-0.51670,-0.51670,-0.50740,-0.50740,100.80600,100.80600,-0.00750,-0.00750,10.66270,,,-1.50270,-1.50270,-1.49040,-1.50270,0.34100,-0.00520,-0.00690
2018-12-31,0.50110,-0.50110,-0.00110,-0.50220,,-0.50220,-0.50220,-0.50220,-0.50110,-0.50110,99.88700,99.88700,-0.01560,-0.01560,8.20800,,,-1.40640,-1.40640,-1.38830,-1.40640,0.35430,-0.0024,-0.0052
2018-09-30,0.48400,-0.48400,-0.02700,-0.51110,,-0.51110,-0.51110,-0.51110,-0.48400,-0.48400,100.75000,100.75000,-0.00770,-0.00770,8.76100,,,-1.42750,-1.42750,-1.40790,-1.42750,0.35520,-0.0059,-0.0076
2018-06-30,0.67230,-0.67230,-0.07390,-0.74620,,-0.74620,-0.74620,-0.74620,-0.67230,-0.67230,99.67600,99.67600,-0.00780,-0.00780,6.44590,,,-2.05400,-2.05400,-2.01180,-2.05400,0.36270,-0.0031,-0.0069
2018-03-31,0.58130,-0.58130,0.13720,-0.44410,,-0.44410,-0.44410,-0.44410,-0.58130,-0.58130,98.30010,98.30010,0.00790,0.00790,9.03100,,,-1.18710,-1.18710,-1.16770,-1.18710,0.37570,-0.00500,-0.00720
2017-12-31,0.41250,-0.41250,-0.06260,-0.47510,,-0.47510,-0.47510,-0.47510,-0.41250,-0.41250,95.85600,95.85600,-0.00010,-0.00010,6.77890,,,-1.38280,-1.38280,-1.36230,-1.38280,0.35550,-0.0039,-0.0075
2017-09-30,0.44570,-0.44570,-0.03710,-0.48290,,-0.48290,-0.48290,-0.48290,-0.44570,-0.44570,96.48400,96.48400,-0.00800,-0.00800,7.32920,,,-1.34260,-1.34260,-1.32010,-1.34260,0.37210,-0.0016,-0.0038
2017-06-30,0.51610,-0.51610,0.00160,-0.51450,,-0.51450,-0.51450,-0.51450,-0.51610,-0.51610,70.78540,70.78540,-0.00740,-0.00740,7.10930,,,-1.53760,-1.53760,-1.50860,-1.53760,0.34880,-0.0076,-0.0131
2017-03-31,0.57930,-0.57930,-0.00140,-0.58070,,-0.58070,-0.58070,-0.58070,-0.57930,-0.57930,95.08200,95.08200,-0.00760,-0.00760,9.68680,,,-1.71140,-1.71140,-1.68640,-1.71140,0.35680,-0.00530,-0.00830
2016-12-31,0.55710,-0.55710,0.18000,-0.37720,,-0.37720,-0.37720,-0.37720,-0.55710,-0.55710,94.40360,94.40360,-0.01470,-0.01470,10.42230,,,-1.10060,-1.10060,-1.08380,-1.10060,0.36300,-0.0048,-0.0089
2016-09-30,0.39490,-0.39490,-0.05050,-0.44540,,-0.44540,-0.44540,-0.44540,-0.39490,-0.39490,94.43700,94.43700,-0.00770,-0.00770,14.57580,,,-1.28590,-1.28590,-1.27010,-1.28590,0.36670,-0.0031,-0.006
2016-06-30,0.39040,-0.39040,0.14780,-0.24260,,-0.24260,-0.24260,-0.24260,-0.39040,-0.39040,94.24240,94.24240,0.00000,0.00000,16.68630,,,-0.68540,-0.68540,-0.67730,-0.68540,0.37510,-0.0043,-0.0076
2016-03-31,0.48430,-0.48430,-0.02780,-0.51200,,-0.51200,-0.51200,-0.51200,-0.48430,-0.48430,94.19490,94.19490,0.00730,0.00730,21.89660,,,-1.53420,-1.53420,-1.51980,-1.53420,0.35430,-0.00520,-0.00800
2015-12-31,0.43000,-0.43000,0.04000,-0.40000,0.00000,-0.40000,-0.39500,-0.39500,-0.43000,-0.43000,94.19500,94.19500,0.00000,0.00000,16.43140,,,-1.08580,-1.08580,-1.07080,-1.08580,,-0.0041,-0.0109
2015-09-30,0.42000,-0.42000,0.05000,-0.36000,0.00000,-0.36000,-0.36500,-0.36500,-0.42000,-0.42000,94.19500,94.19500,-0.01000,-0.01000,12.77470,,,-1.01670,-1.01640,-0.99670,-1.01670,,-0.0029,-0.0105
2015-06-30,0.56000,-0.56000,0.02000,-0.54000,0.00000,-0.54000,-0.54600,-0.54600,-0.56000,-0.56000,94.19500,94.19500,-0.01000,-0.01000,17.54840,,,-1.41890,-1.41860,-1.39610,-1.41890,,-0.0045,-0.0147
2015-03-31,0.62000,-0.62000,0.26000,-0.35000,0.00000,-0.35000,-0.36800,-0.36800,-0.62000,-0.62000,94.19500,94.19500,0.00000,0.00000,17.06940,,,-0.95070,-0.95070,-0.93330,-0.95090,,-0.00340,-0.01490
2014-12-31,0.58000,-0.58000,0.14000,-0.43000,0.00000,-0.43000,-0.38200,-0.38200,-0.58000,-0.58000,48.16500,48.16500,-0.01000,-0.01000,13.70540,,,-0.87370,-0.87370,-0.85190,-0.87370,,-0.0188,-0.0841
2014-09-30,0.46000,-0.46000,0.26000,-0.20000,0.00000,-0.20000,-0.20200,-0.20200,-0.46000,-0.46000,94.14800,94.14800,0.00000,0.00000,15.81080,,,-0.45180,-0.45180,-0.44090,-0.45190,,-0.0016,-0.0151
2014-06-30,0.59000,-0.59000,-0.09000,-0.69000,0.00000,-0.69000,-0.69500,-0.69500,-0.59000,-0.59000,93.96000,93.96000,-0.01000,-0.01000,22.73490,,,-1.55620,-1.55590,-1.52750,-1.55620,,-0.0057,-0.0127
2014-03-31,0.66000,-0.66000,0.25000,-0.41000,0.00000,-0.41000,-0.41100,-0.41100,-0.66000,-0.66000,93.68400,93.68400,0.00000,0.00000,37.77360,,,-0.92190,-0.92190,-0.91110,-0.92190,,-0.00300,-0.01680
2013-12-31,0.70000,-0.70000,0.22000,-0.47000,0.00000,-0.47000,-0.42000,-0.42000,-0.70000,-0.70000,93.69800,93.69800,0.00000,0.00000,16.13190,,,-0.87430,-0.87410,-0.84870,-0.87430,,-0.0047,-0.0354
2013-09-30,0.57000,-0.57000,-0.03000,-0.61000,0.00000,-0.61000,-0.61500,-0.61500,-0.57000,-0.57000,93.68400,93.68400,-0.01000,-0.01000,12.37800,,,-1.28370,-1.28340,-1.22980,-1.28340,,-0.0066,-0.0341
2013-06-30,0.70000,-0.70000,0.58000,-0.11000,0.00000,-0.11000,-0.11500,-0.11500,-0.70000,-0.70000,93.73800,93.73800,0.00000,0.00000,16.30390,,,-0.23400,-0.23400,-0.22570,-0.23400,,-0.0007,-0.028
2013-03-31,0.90000,-0.90000,0.77000,-0.13000,0.00000,-0.13000,-0.13800,-0.13800,-0.90000,-0.90000,93.78200,93.78200,0.00000,0.00000,20.96130,,,-0.27720,-0.27720,-0.26880,-0.27720,,0.00060,-0.01100
2012-12-31,-0.96000,0.96000,5.89000,6.84000,0.00000,6.84000,-0.93200,-0.93200,0.96000,0.96000,95.40000,95.40000,-0.01000,-0.01000,20.93830,,,-1.86250,-1.86250,-1.80410,-1.86250,,-0.0004,-0.0757
2012-09-30,0.90000,-0.90000,0.16000,-0.74000,0.00000,-0.74000,0.74200,0.74200,-0.90000,-0.90000,93.28300,93.28300,0.01000,0.01000,3.04800,,,1.47400,1.47370,1.43800,1.47400,,-0.0038,0.0403
2012-06-30,1.02000,-1.02000,0.01000,-1.00000,0.00000,-1.00000,1.01900,1.01900,-1.02000,-1.02000,93.28300,93.28300,0.01000,0.01000,4.97250,,,2.04290,2.04250,1.99880,2.04250,,-0.0039,-0.0253
2012-03-31,1.18000,-1.18000,-0.01000,-1.19000,0.00000,-1.19000,-1.19700,-1.19700,-1.18000,-1.18000,93.26400,93.26400,-0.01000,-0.01000,7.63460,,,-2.36510,-2.36470,-2.31710,-2.36470,,-0.00620,-0.02360
2011-12-31,1.18000,-1.18000,-20.09000,-21.27000,-1.96000,-19.31000,-19.32500,-19.32500,-1.18000,-1.18000,92.02500,92.02500,-0.21000,-0.21000,8.35830,,,-37.50240,-37.50240,-36.64900,-37.50240,,-0.0053,-0.1054
2011-09-30,1.04000,-1.04000,-0.46000,-1.50000,0.00000,-1.50000,-1.50700,-1.50700,-1.04010,-1.04000,92.97800,92.97800,-0.02000,-0.02000,7.73040,,,-1.55110,-1.55110,-1.48550,-1.55110,,-0.0113,-0.0113
2011-06-30,0.84000,-0.84000,0.07000,-0.77000,0.00000,-0.77000,-0.77400,-0.77400,-0.83680,-0.84000,92.40800,92.40800,-0.01000,-0.01000,16.64030,,,-0.78180,-0.78170,-0.75580,-0.78180,,-0.0096,-0.0096
2011-03-31,0.76000,-0.76000,0.07000,-0.69000,0.00000,-0.69000,-0.69700,-0.69700,-0.75800,-0.76000,91.61400,91.61400,-0.01000,-0.01000,23.51040,,,-0.73130,-0.73120,-0.70940,-0.73130,,-0.00650,-0.00650
2010-12-31,0.68000,-0.68000,0.02040,-0.66000,0.00000,-0.66000,-0.64700,-0.64700,-0.68000,-0.68000,66.59900,66.59900,-0.01000,-0.01000,19.27500,,,-0.69650,-0.69650,-0.60920,-0.69660,,0.0047,0.0076
2010-09-30,0.56000,-0.56000,0.00960,-0.55000,0.00000,-0.55000,-0.55200,-0.55200,-0.55880,-0.56000,57.37200,57.37200,-0.01000,-0.01000,2.81480,,,-0.76880,-0.76880,-0.64830,-0.76880,,-0.013,-0.1146
2010-06-30,0.77000,-0.77000,0.01000,-0.75000,0.00000,-0.75000,-0.74000,-0.74000,-0.76500,-0.77000,80.33000,80.33000,-0.01000,-0.01000,3.93840,,,-1.01290,-1.01290,-0.84760,-1.01300,,-0.0046,-0.0653
2010-03-31,0.74000,-0.74000,0.01000,-0.73000,0.00000,-0.73000,-0.73200,-0.73200,-0.73620,-0.74000,79.35100,79.35100,-0.01000,-0.01000,6.73460,,,-1.04590,-1.04570,-0.87560,-1.04570,,-0.01310,-0.03550
2009-12-31,0.64000,-0.64000,0.04000,-0.59000,0.00000,-0.59000,-0.22100,-0.22100,-0.64000,-0.64000,79.40400,79.40400,0.00000,0.00000,12.64580,,,-0.32990,-0.32990,-0.28900,-0.32990,,-0.0002,-0.0316
2009-09-30,0.51000,-0.51000,0.05000,-0.46000,0.00000,-0.46000,-0.46400,-0.46400,-0.51000,-0.51000,76.38700,76.38700,-0.01000,-0.01000,4.93690,,,-0.71880,-0.71870,-0.61170,-0.71880,,-0.0082,-0.0344
2009-06-30,0.55000,-0.55000,0.04000,-0.51000,0.00000,-0.51000,-0.51000,-0.51000,-0.53890,-0.55000,72.81900,72.81900,-0.01000,-0.01000,12.61330,,,-0.87920,-0.87900,-0.75770,-0.87920,,-0.0066,-0.0159
2009-03-31,0.48000,-0.48000,0.06000,-0.42000,0.00000,-0.42000,-0.42100,-0.42100,-0.47110,-0.48000,72.81900,72.81900,-0.01000,-0.01000,25.97370,,,-0.76810,-0.76800,-0.66590,-0.76810,,-0.00480,-0.01030
