Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,40.33200,5.89100,34.44100,25.09300,25.09300,9.34800,-3.03000,6.31800,0.88600,5.43200,5.43200,5.40700,26.34410,26.34410,0.21000,0.21000,0.07520,18.54040,15.86700,0.00830,1.36100,1.36100,0.13180,1.36100,15.07950,0.8759,0.8145
2021-03-31,41.90900,6.42800,35.48100,24.71000,25.13700,10.34400,-0.04300,10.30100,0.92600,9.37500,9.37500,9.32900,26.27690,26.27690,0.36000,0.36000,0.07730,30.38110,27.51430,0.00820,2.41690,2.41690,0.22630,2.41690,14.65500,0.01370,-0.04810
2020-12-31,38.95400,7.34900,31.60500,29.53000,30.34600,1.25900,1.82100,3.08000,0.13800,2.94200,2.94200,2.94200,26.37980,26.37980,0.11000,0.11000,0.07950,11.49940,10.98420,0.00640,0.66840,0.66840,0.07040,0.66840,16.68270,0.7159,0.6505
2020-09-30,41.96100,8.55000,33.41100,26.44500,88.63700,-55.22600,-1.57700,-56.80300,0.87500,-57.67800,-57.67800,-57.67800,26.38520,26.38520,-2.19000,-2.19000,,-186.25770,-189.12680,,,,,,,-0.7644,-0.8213
2020-06-30,41.81800,9.35500,32.46300,28.16500,28.43700,4.02600,-0.05900,3.96700,-0.48800,4.45500,4.45500,4.45500,26.29640,26.29640,0.17000,0.17000,,14.69800,16.50610,,,,,,,0.5293,0.4395
2020-03-31,44.78800,10.57200,34.21600,29.26200,29.26200,4.95400,-0.28400,4.67000,0.24700,4.42300,4.42300,4.42300,26.36270,26.46050,0.17000,0.17000,,15.87460,15.03500,,,,,,,-0.18880,-0.36030
2019-03-31,42.94300,11.24300,31.70000,23.00400,23.56700,8.13300,-0.17000,7.96300,0.42200,7.54100,7.54100,7.54100,26.00350,26.00350,0.29000,0.29000,,26.47890,25.07570,0.00740,1.67660,1.92840,0.18470,1.67660,17.09630,0.69870,0.60820
2018-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,-0.5686,-0.4332
2018-03-31,40.31900,8.15100,32.16800,23.05900,24.07400,8.09400,,8.09400,-0.73500,8.82900,8.82900,8.82900,25.96770,25.96770,0.34000,0.34000,,26.40520,28.80310,,,,,,,0.56860,0.43320
2017-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
2016-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
