Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,13.62460,3.89830,9.72630,2.64200,11.13890,-3.17500,19.46680,-9.74050,-5.21930,-14.95980,-0.06000,-14.89980,-14.89980,-14.89980,-7.22960,-9.74050,25.56210,25.56210,-0.59230,-0.59230,2.03660,0.13430,0.35030,71.38800,-71.49230,-71.49230,-109.80000,-109.35960,0.04570,-7.40610,-14.19980,-4.99530,-6.41180,7.89540,-0.35190,-0.36040
2021-12-31,13.48410,3.75250,9.73160,0.45770,10.50100,-2.82850,18.61880,-8.88720,-15.16190,-24.04910,-0.20750,-23.84160,-23.84160,-23.84160,-5.91770,-8.88720,20.99960,20.99960,-1.15170,-1.13220,2.22550,0.12850,0.31420,72.17090,-65.90880,-65.90880,-178.35140,-176.81250,0.04290,-11.07600,-20.27700,-7.58640,-9.65220,8.45430,-0.3921,-0.3964
2021-09-30,12.26470,2.59050,9.67420,1.65390,9.82510,-3.21180,17.60240,-7.92810,0.14060,-7.78750,0.00790,-7.79540,-7.79540,-7.79540,-5.12330,-7.92810,23.29700,23.29700,-0.32180,-0.32180,1.95110,0.12930,0.31960,78.87820,-64.64150,-64.64150,-63.49500,-63.55980,0.04050,-3.63880,-6.63770,-2.57590,-3.16820,9.15100,-0.2762,-0.2833
2021-06-30,11.12600,1.27910,9.84690,2.83830,9.94300,-2.78460,17.98490,-8.13790,15.51050,7.37260,0.00810,7.36440,7.36440,7.36440,-5.65990,-8.13790,21.19690,22.44840,0.34680,0.32730,2.25050,0.12600,0.29440,88.50350,-73.14310,-73.14310,66.26420,66.19100,0.03500,3.25510,5.77860,2.31840,2.84500,9.86590,-0.263,-0.2642
2021-03-31,9.01950,1.53770,7.48180,3.56120,5.59970,-1.71860,10.87950,-3.39770,1.17920,-2.21850,0.00630,-2.22490,-2.22490,-2.22490,-1.48800,-3.39770,15.31750,15.31750,-0.14220,-0.14220,3.17450,0.22350,0.58690,82.95100,-37.67080,-37.67080,-24.59720,-24.66730,0.04550,-2.00850,-4.19710,-1.12140,-1.55960,5.86540,-0.19510,-0.20010
2020-12-31,7.70050,1.21250,6.48800,2.09830,3.77890,-1.41340,7.29060,-0.80260,-1.37530,-2.17790,,-2.17790,-2.17790,-2.17790,0.37370,-0.80260,9.62340,9.62340,-0.19820,-0.19820,1.62140,0.90420,16.62590,84.25420,-10.42260,-10.42260,-28.28190,-28.28190,0.09870,-55.71860,21.33250,-2.79270,-5.33890,0.35830,0.1459,0.1459
2020-09-30,7.33730,0.49320,6.84410,2.36320,2.26790,-0.72520,5.35630,1.48790,-0.72290,0.76500,,0.76500,0.76500,0.76500,3.33720,1.48790,9.68840,9.83900,0.07890,0.07890,1.61120,1.06650,-27.24740,93.27810,20.27830,20.27830,10.42560,10.42560,0.09630,-30.70210,-4.55480,1.00430,2.04100,-0.25430,0.3708,0.3707
2020-06-30,7.61830,0.71210,6.90620,2.40190,2.23590,-0.87300,5.51080,1.39540,-2.51370,-1.11830,,-1.11830,-1.11830,-1.11830,2.99160,1.39540,9.36940,9.36940,-0.11910,-0.11910,1.48720,1.12290,-15.39840,90.65250,18.31610,18.31610,-14.67940,-14.67940,0.10250,24.77230,5.86030,-1.50430,-3.04390,-0.46970,0.5196,0.5179
2020-03-31,10.37270,4.11250,6.26020,2.83290,3.05220,-1.60550,7.49060,-1.23040,-6.27510,-7.50550,,-7.50550,-7.50550,-7.50550,0.42880,-1.23040,9.21640,9.21640,-0.81430,-0.81430,1.36600,1.14920,-13.79160,60.35230,-11.86200,-11.86200,-72.35800,-72.35800,0.12440,134.82920,35.05870,-9.00290,-20.11110,-0.59920,2.36170,2.36170
2019-12-31,7.95760,0.46450,7.49310,2.02020,4.23580,-1.83900,8.09500,-0.60190,-4.82840,-5.43040,,-5.43040,-5.43040,-5.43040,0.47800,-0.60190,8.51410,8.51410,-0.66410,-0.66410,1.32620,0.96990,75.84700,94.16300,-7.56400,-7.56400,-68.24140,-68.24140,0.06990,-411.29310,36.94380,-4.76900,-12.38890,0.14370,-0.0798,-0.086
2019-09-30,12.56480,4.92140,7.64340,2.72660,4.05160,-1.69550,8.47370,-0.83030,-3.74030,-4.57060,,-4.57060,-4.57060,-4.57060,0.83190,-0.83030,9.10640,9.10640,-0.50230,-0.50230,1.13620,0.87110,16.43280,60.83210,-6.60840,-6.60840,-36.37620,-36.37620,0.10370,-74.69360,47.91900,-3.77400,-9.62910,0.67160,-0.3246,-0.3255
2019-06-30,12.24580,4.49070,7.75510,3.27640,4.03760,-1.60310,8.91710,-1.16190,6.77040,5.60850,,5.60850,5.60850,5.60850,0.42150,-1.16190,8.00050,8.00050,0.69990,0.69990,1.18120,0.79690,9.48460,63.32890,-9.48830,-9.48830,45.79920,45.79920,0.09850,54.15100,-119.10150,4.50940,10.99660,1.13870,-0.5093,-0.5546
2019-03-31,12.30090,4.28130,8.01950,3.27250,3.42220,-1.48430,8.17910,-0.15950,-3.60580,-3.76530,,-3.76530,-3.76530,-3.76530,1.58060,-0.15950,7.79390,7.79390,-0.48300,-0.48300,1.13860,1.31460,-10.25190,65.19480,-1.29650,-1.29650,-30.60970,-30.60970,0.11830,38.96760,15.47810,-3.62120,-12.26090,-1.23250,-0.43260,-0.43740
2018-12-31,12.18510,4.62870,7.55640,2.86690,2.98910,-1.93130,7.78720,-0.23090,-3.54820,-3.77910,,-3.77910,-3.77910,-3.77910,1.42890,-0.23090,7.57060,7.57060,-0.50860,-0.50860,1.27730,1.19440,-14.87690,62.01330,-1.89460,-1.89460,-31.01410,-31.01410,0.11940,56.34190,17.90860,-3.70430,-10.95540,-0.86640,-0.9789,-1.0714
2018-09-30,11.80170,4.48070,7.32110,2.89240,4.04210,-1.47110,8.40560,-1.08460,-4.30770,-5.39220,,-5.39220,-5.39220,-5.39220,0.56510,-1.08460,7.65360,7.65360,-0.70510,-0.70510,1.32520,1.10490,-24.74330,62.03390,-9.19000,-9.19000,-45.69040,-45.69040,0.11840,144.12860,31.59900,-5.41050,-15.11740,-0.48820,-0.6479,-0.7741
2018-06-30,11.94820,4.26640,7.68180,3.08140,4.17880,-1.51360,8.77380,-1.09200,-3.60140,-4.69340,,-4.69340,-4.69340,-4.69340,0.51030,-1.09200,7.58590,7.58590,-0.61870,-0.61870,1.41940,0.96850,69.53790,64.29270,-9.13930,-9.13930,-39.28130,-39.28130,0.11800,-361.55190,40.89130,-4.63620,-11.40380,0.16990,-0.5964,-0.7188
2018-03-31,11.34030,3.92590,7.41430,2.53660,4.18070,-1.55150,8.26890,-0.85450,-2.27070,-3.12520,,-3.12520,-3.12520,-3.12520,-0.00160,-0.85450,7.54690,7.54690,-0.41310,-0.41310,1.58840,0.88400,16.70460,65.38060,-7.53510,-7.53510,-27.55880,-27.55880,0.11220,-58.81480,44.55720,-3.09320,-6.82400,0.70310,-0.75280,-0.75910
2017-09-30,10.03690,3.20210,6.83480,2.15780,3.53160,-1.38320,7.07260,-0.23780,-2.72840,-2.96620,,-2.96620,-2.96620,-2.96620,0.78470,-0.23780,6.11310,6.11310,-0.48570,-0.48570,1.50170,1.13210,-16.93630,68.09710,-2.36910,-2.36910,-29.55280,-29.55280,0.11760,60.94140,18.22260,-3.47580,-8.04770,-0.79570,-1.1178,-1.13
2017-06-30,8.54530,2.83650,5.70880,2.12830,2.99220,-1.35200,6.47250,-0.76370,-3.20020,-3.96390,0.00560,-3.96950,-3.96950,-3.96950,-0.06090,-0.76370,6.10070,6.10070,-0.65170,-0.65170,1.58520,1.05370,-37.91660,66.80610,-8.93760,-8.93760,-46.38710,-46.45240,0.10680,203.04200,32.43660,-4.96240,-10.89800,-0.32010,-0.528,-0.5454
2017-03-31,8.52380,2.88820,5.63560,2.09960,2.71610,-1.46670,6.28230,-0.64670,-2.81470,-3.46140,-0.00610,-3.45530,-3.45530,-3.45530,-0.00650,-0.64670,6.09870,6.09870,-0.56680,-0.56680,1.47030,0.96590,60.81710,66.11620,-7.58750,-7.58750,-40.60860,-40.53720,0.11730,-323.89670,38.98840,-4.75470,-11.03200,0.17490,-0.11530,-0.13820
2016-12-31,8.86200,,8.86200,,,,,8.86200,,8.86200,,8.86200,-2.41800,-2.41800,8.86200,8.86200,5.97540,5.97540,-0.39000,-0.39000,1.56790,0.87550,15.08920,100.00000,100.00000,100.00000,100.00000,-27.28500,0.11850,-56.15420,48.90780,-3.23330,-6.99170,,-1.6076,-1.7257
