Date,revenue,cost-goods-sold,gross-profit,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2015-06-30,145.12700,130.48600,14.64100,4.86900,9.77200,,9.77200,-1.34500,11.11700,11.11700,11.11700,22.44200,10.30700,25.45500,25.68100,0.44000,0.43000,0.16750,0.20120,6.73340,7.10210,6.73340,7.66020,0.06420,1.19380,1.24420,0.49180,0.99380,36.19900,0.5246,0.5246
2015-03-31,133.16000,117.87700,15.28300,12.04500,3.23800,,3.23800,-3.55600,6.79400,6.79400,6.79400,19.87300,3.74300,25.44900,25.64200,0.27000,0.26000,0.18280,0.23830,2.43170,2.81090,2.43170,5.10210,0.05860,0.73310,0.77110,0.29880,0.59910,36.02100,0.22370,0.22370
2014-12-31,69.00300,52.57000,16.43300,5.13900,11.29400,,11.29400,0.23000,11.06400,11.06400,11.06400,15.70700,11.48800,25.13200,25.33100,0.44000,0.43000,0.16130,0.19230,16.36740,16.64860,16.36740,16.03410,0.03580,1.21810,1.24900,0.57330,1.02160,35.86110,-0.1951,-0.1951
2014-09-30,75.83900,64.11200,11.72700,3.59900,8.12800,,8.12800,-1.63300,9.76100,9.76100,9.76100,11.09000,8.24600,25.13800,25.33500,0.39000,0.39000,0.06480,0.07250,10.71740,10.87300,10.71740,12.87070,0.04030,1.08690,1.11480,0.51930,1.01640,35.47120,0.2532,0.2532
2014-06-30,113.73000,65.44100,48.28900,3.49100,44.79800,,44.79800,11.59000,33.20800,33.20800,33.20800,47.88000,45.11700,25.12800,25.31300,1.32000,1.31000,0.13720,0.15900,39.38980,39.67030,39.38980,29.19900,0.05750,3.70280,3.79870,1.67910,3.19500,35.43510,-0.1087,-0.1087
2014-03-31,75.18300,65.05700,10.12600,3.15200,6.97400,,6.97400,-1.84900,8.82300,8.82300,8.82300,9.90800,7.16500,25.12300,25.27900,0.35000,0.35000,0.10800,0.12100,9.27600,9.53010,9.27600,11.73540,0.03910,1.00170,1.02820,0.45860,0.89360,34.82250,-0.42320,-0.42320
2013-12-31,101.02500,59.47000,41.55500,4.40000,37.15500,,37.15500,3.44200,33.71300,33.71300,33.71300,40.32100,37.38500,25.07270,25.17400,1.34000,1.34000,0.10270,0.11450,36.77800,37.00570,36.77800,33.37090,0.05280,3.86050,3.96400,1.76340,3.46390,34.65120,-0.1578,-0.1578
2013-09-30,74.77900,63.51100,11.26800,6.21200,5.05600,,5.05600,-1.89200,6.94800,6.94800,6.94800,11.34000,8.64100,25.08200,25.18900,0.28000,0.28000,0.07690,0.10790,6.76130,11.55540,6.76130,9.29140,0.03900,0.82820,0.85150,0.36220,0.76450,33.29910,0.2288,0.2288
2013-06-30,71.48900,59.39600,12.09300,3.65300,8.44000,,8.44000,-0.22400,8.66400,8.66400,8.66400,12.95500,9.62100,25.05000,25.11900,0.35000,0.34000,,0.10310,11.80600,13.45800,11.80600,12.11940,0.03730,1.05150,1.08170,0.45250,1.05150,32.73930,0.1488,0.1488
2013-03-31,71.84100,56.26500,15.57600,3.51800,12.05800,,12.05800,-0.30700,12.36500,12.36500,12.36500,14.84200,13.23100,25.05500,25.09900,0.49000,0.49000,0.00150,0.10410,16.78430,18.41710,16.78430,17.21160,0.03750,1.49400,1.53680,0.64480,1.49170,32.90720,-0.41530,-0.41530
2012-12-31,71.47100,65.30700,6.16400,4.00800,2.15600,,2.15600,-2.22200,4.37800,4.37800,4.37800,6.02000,3.33600,26.72300,26.74900,0.18000,0.18000,0.00330,0.10860,3.01660,4.66760,3.01660,6.12560,0.03750,0.54280,0.55880,0.23000,0.54100,32.14640,-0.2896,-0.2896
2012-09-30,73.41800,58.63000,14.78800,3.30400,11.48400,,11.48400,1.57100,9.91300,9.91300,9.91300,14.86400,12.74900,25.39200,25.41200,0.39000,0.39000,0.01950,0.12510,15.64190,17.36500,15.64190,13.50210,0.03740,1.22780,1.26420,0.50460,1.20380,32.02270,-0.1896,-0.1896
2012-06-30,70.83100,59.91800,10.91300,3.80600,7.10700,,7.10700,-2.49700,9.60400,9.60400,9.60400,10.93500,8.57700,27.82900,27.83600,0.35000,0.35000,0.01190,0.14150,10.03380,12.10910,10.03370,13.55900,0.03560,1.20780,1.24430,0.48220,1.19330,31.19250,-0.1854,-0.1854
2012-03-31,77.29600,65.17600,12.12000,3.96600,8.15400,,8.15400,-2.70800,10.86200,10.86200,10.86200,11.79700,9.63200,28.61700,28.63900,0.38000,0.38000,0.02390,0.14430,10.54910,12.46120,10.54910,14.05250,0.03710,1.26390,1.29940,0.52200,1.23370,30.19500,-0.64430,-0.64430
2011-12-31,78.47200,101.03600,-22.56400,4.56000,-27.12400,,-27.12400,-3.61400,-23.51000,-23.51000,-23.51000,-23.02100,-25.66800,30.24600,30.24600,-0.78000,-0.78000,,0.12280,-34.56520,-32.70980,-34.56520,-29.95970,0.03790,-2.80190,-2.88280,-1.13420,-2.80190,29.06150,-0.3032,-0.3032
2011-09-30,91.63000,119.56100,-27.93100,4.59200,-32.52300,,-32.52300,0.89900,-33.42200,-33.42200,-33.42200,-28.55200,-30.99800,30.33800,30.35300,-1.10000,-1.10000,,0.11750,-35.49380,-33.82950,-35.49380,-36.47500,0.04300,-3.80880,-3.91420,-1.56700,-3.80880,28.83910,-0.1657,-0.1657
2011-06-30,100.74600,91.84200,8.90400,6.64200,2.26200,,2.26200,-2.02200,4.28400,4.28400,4.28400,5.92600,4.00500,30.32200,30.36800,0.14000,0.14000,0.00480,0.13320,2.24530,3.97540,2.24530,4.25230,0.04500,0.45420,0.46590,0.19140,0.45200,31.01140,-0.0257,-0.0257
2011-03-31,114.17200,87.73600,26.43600,4.65500,21.78100,,21.78100,7.52400,14.25700,14.31000,14.31000,25.01500,23.53300,30.30100,30.33800,0.47000,0.47000,0.01150,0.14040,19.07740,20.61190,19.07740,12.53370,0.04960,1.52010,1.55960,0.62170,1.50270,30.96290,0.23880,0.23880
2010-12-31,89.80500,56.62300,33.18200,7.32500,25.85700,,25.85700,4.16800,21.68900,21.69600,21.69600,31.01300,27.48000,30.23800,30.27400,0.72000,0.71000,0.00510,0.13570,28.79240,30.59960,28.79240,24.15900,0.03910,2.33620,2.39800,0.94550,2.32430,30.58760,0.4905,0.4905
2010-09-30,86.16900,58.33000,27.83900,6.93100,20.90800,,20.90800,1.14600,19.76200,19.76200,19.76200,24.35800,22.73300,30.27400,30.30800,0.65000,0.65000,0.01180,0.14510,24.26390,26.38190,24.26400,22.93400,0.03660,2.16870,2.22740,0.83990,2.14320,30.01130,-0.0291,-0.0291
2010-06-30,94.58200,61.68300,32.89900,6.89600,26.00300,,26.00300,1.49100,24.51200,24.51200,24.51200,29.47200,27.83600,30.20700,30.23300,0.81000,0.81000,0.01020,0.14950,27.49250,29.43050,27.49260,25.91610,0.04010,2.81010,2.89000,1.04030,2.78150,28.72800,-0.1364,-0.1364
2010-03-31,99.57100,71.93700,27.63400,6.63500,20.99900,,20.99900,2.06900,18.93000,18.90100,18.90100,23.94300,22.73800,30.18400,30.20400,0.63000,0.63000,0.04060,0.18510,21.08950,22.83600,21.08950,18.98240,0.04120,2.22210,2.24640,0.78210,2.13190,28.05790,-0.35890,-0.35890
2009-12-31,104.12100,70.28700,33.83400,6.19200,27.64200,,27.64200,3.50200,24.14000,24.67400,24.67400,29.88500,29.39600,25.85600,25.88100,0.97000,0.96000,0.04290,0.19090,26.54800,28.23250,26.54800,23.69740,0.04260,2.96570,2.99900,1.00880,2.83860,27.47970,-1.3863,-1.3863
2009-09-30,94.77300,66.45100,28.32200,6.45200,21.87000,,21.87000,-2.67300,24.54300,27.35200,27.35200,23.93900,23.64600,30.14500,30.15600,0.91000,0.91000,,0.14870,23.07620,24.95010,23.07620,28.86050,0.03790,3.34450,3.38270,1.09390,3.34450,27.02640,0.665,0.665
2009-06-30,96.73500,74.01900,22.71600,5.49500,17.22100,,17.22100,2.75800,14.46300,16.26100,16.26100,18.92000,19.05300,25.40100,25.42000,0.64000,0.64000,,0.15940,17.80220,19.69610,17.80220,16.80980,0.03860,2.13020,2.15640,0.64900,2.13020,25.24640,-0.5906,-0.5906
2009-03-31,92.12100,78.55400,13.56700,5.82900,7.73800,,7.73800,0.72300,7.01500,7.15000,7.15000,11.09400,9.59200,17.51800,17.54100,0.40000,0.40000,,0.19070,8.39980,10.41240,8.39980,7.76150,0.03810,1.11930,1.13580,0.29600,1.11930,40.21510,-0.72210,-0.72210
