Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-10-31,1450.42100,621.02800,829.39300,545.12400,-24.12700,571.44600,257.94700,0.01500,257.96200,70.17400,187.78800,187.78800,,187.78800,315.91000,257.94700,129.68400,130.18900,1.45000,1.44000,2.06730,,57.18290,17.78430,17.78430,17.78530,12.94710,0.31720,0.65790,19.25090,4.67510,7.06380,8.54400,4.10730,7.06380,20.55430,1.2251,0.2817
2021-07-31,1450.61800,607.93200,842.68600,541.31700,-8.14300,551.65500,291.03100,0.09600,291.12700,83.05300,208.07400,208.07400,,208.07400,344.66900,291.03100,130.00700,130.49000,1.60000,1.59000,2.31850,,58.09150,20.06260,20.06260,20.06920,14.34380,0.32930,0.76970,25.83470,3.48370,7.78960,9.42170,4.72350,7.78960,20.57160,2.1954,1.5783
2021-04-30,1226.46500,526.15100,700.31400,496.63400,-7.66400,506.49300,193.82100,0.22700,194.04800,49.09200,144.95600,144.95600,,144.95600,244.30600,193.82100,130.35800,130.98400,1.11000,1.11000,2.33560,,57.10020,15.80320,15.80320,15.82170,11.81900,0.28330,0.71790,21.53360,4.17950,5.49110,6.66510,3.34780,5.49110,20.26420,1.63460,1.14430
2021-01-31,1729.54900,716.81490,1012.73400,544.83110,-7.80200,554.82810,457.90550,-0.88600,457.02000,127.18300,329.83700,329.83700,,329.83700,510.17450,457.90580,130.28900,130.87100,2.53000,2.52000,2.40540,,58.55480,26.47540,26.47550,26.42420,19.07070,0.41330,1.10750,27.71760,3.24700,12.89150,15.76950,7.88100,12.89150,19.62800,5.4861,5.0393
2020-10-31,1117.42600,490.07200,627.35400,411.70800,-8.53100,422.43400,204.92000,-0.58000,204.34000,60.69700,143.64300,143.64300,,143.64300,253.95300,204.92000,130.31800,130.92400,1.10000,1.10000,2.19030,,56.14280,18.33860,18.33860,18.28670,12.85480,0.30800,0.63560,18.69480,4.81420,6.64110,8.47930,3.95940,6.64110,16.59510,0.1931,-0.3111
2020-07-31,902.94200,413.44100,489.50100,352.88100,-11.46400,365.09200,124.40900,-0.34400,124.06500,37.26400,86.80100,86.80100,,86.80100,165.05300,124.40900,130.24500,130.79900,0.67000,0.66000,1.95170,,54.21180,13.77820,13.77820,13.74010,9.61310,0.25840,0.61450,18.45680,4.87630,4.33770,5.67310,2.48430,4.33770,15.35650,1.3861,0.9838
2020-04-30,651.96200,317.56000,334.40200,299.58300,-2.04500,301.65100,32.75100,1.17400,33.92500,5.29300,28.63200,28.63200,,28.63200,76.28300,32.75100,130.25100,130.80300,0.22000,0.22000,2.68340,,51.29170,5.02340,5.02340,5.20350,4.39170,0.20360,0.50740,13.39170,6.72060,1.55970,1.58040,0.89430,1.55970,14.09990,-0.92690,-1.32520
2020-01-31,1397.49100,586.66500,810.82590,394.31700,,394.33900,416.48700,2.12900,418.61600,120.59500,298.02100,298.02100,,298.02100,463.97600,416.48680,130.39300,130.95500,2.28000,2.27000,2.91410,,58.02010,29.80250,29.80250,29.95480,21.32540,0.42590,1.13140,34.74700,2.59010,15.26580,15.45920,9.08230,15.26580,14.97690,4.3839,3.8602
2019-10-31,916.13800,411.09400,505.04400,329.20800,,329.21500,175.82900,1.92500,177.75400,51.77200,125.98200,125.98200,,125.98200,219.85100,175.82900,130.28200,130.80500,0.97000,0.96000,2.52570,,55.12750,19.19240,19.19240,19.40250,13.75140,0.32090,0.65550,25.63050,3.51140,7.64110,7.75630,4.41250,7.64110,12.65380,0.3445,-0.2551
2019-07-31,883.35200,397.55600,485.79600,317.81400,,317.81400,167.98200,1.85000,169.83200,44.84200,124.99000,124.99000,,124.99000,205.58100,167.98200,130.28500,130.78300,0.96000,0.96000,2.41220,,54.99460,19.01640,19.01640,19.22590,14.14950,0.32780,0.80430,31.93720,2.81800,8.29190,8.42710,4.63830,8.29190,11.56840,0.8608,0.3437
2019-04-30,782.31500,360.59500,421.72000,292.90800,,292.90800,128.81200,2.37900,131.19100,34.58800,96.60300,96.60300,,96.60300,161.63500,128.81200,130.69400,131.33700,0.74000,0.74000,2.32950,,53.90670,16.46550,16.46550,16.76960,12.34840,0.31760,0.81400,38.91150,2.31290,7.06820,7.19510,3.92210,7.06820,10.49060,-0.47820,-0.99920
2019-01-31,1167.45800,498.87500,668.58300,337.16310,,337.16300,331.42000,2.86100,334.28100,115.81600,218.46500,218.46500,,218.46500,366.78910,331.42010,133.41300,133.97100,1.66000,1.64000,2.85580,,57.26830,28.38820,28.38820,28.63320,18.71290,0.56000,1.23230,32.62330,2.75880,15.10850,15.36610,10.47940,15.10850,11.04370,3.1632,2.6555
2018-10-31,747.65500,340.87800,406.77700,270.87400,,270.87400,135.90310,2.04400,137.94700,43.53400,94.41300,94.41300,,94.41300,167.58910,135.90310,132.40600,133.07700,0.71000,0.71000,3.07310,,54.40700,18.17720,18.17720,18.45060,12.62790,0.37740,0.68730,25.38900,3.54480,6.71140,6.82910,4.76590,6.71140,10.62160,0.8199,0.2666
2018-07-31,723.50000,327.30600,396.19400,261.98600,,261.98600,134.20800,1.59100,135.79900,40.02900,95.77000,95.77000,,95.77000,162.86400,134.20800,133.98600,134.53000,0.71000,0.71000,2.91220,0.07570,54.76080,18.54980,18.54980,18.76970,13.23700,0.38460,0.83350,30.74150,2.92760,7.25410,7.38990,5.09100,7.25410,9.96820,1.2976,0.9255
2018-04-30,649.70600,304.97300,344.73300,240.42800,,240.42800,104.30500,2.91800,107.22300,32.07000,75.15300,75.15300,,75.15300,131.07800,104.30500,135.50200,135.93100,0.55000,0.55000,5.43450,,53.05980,16.05420,16.05420,16.50330,11.56720,0.32300,0.81660,29.70090,3.03020,4.59300,4.66250,3.73580,4.59300,12.05890,0.26360,0.01120
2018-01-31,928.80190,406.29100,522.51090,264.23200,-2.00100,266.23300,256.27790,1.22600,257.50400,137.74300,119.76100,119.76100,,119.76100,284.38390,256.27790,135.98800,136.19800,0.87000,0.88000,4.90870,,56.25650,27.59230,27.59230,27.72430,12.89410,0.46480,1.23280,48.44320,1.85780,7.49930,7.61700,5.99260,7.49930,11.79170,2.6243,2.2554
2017-10-31,619.01800,297.05600,321.96200,215.36700,-21.00700,236.37400,85.58800,1.05200,86.64000,27.69600,58.94400,58.94400,,58.94400,114.14800,85.58800,135.36400,135.57800,0.44000,0.43000,4.93960,,52.01170,13.82640,13.82640,13.99640,9.52220,0.35980,0.74850,29.08780,3.09410,4.14730,4.21990,3.42610,4.14730,10.49900,0.2199,-0.2042
2017-07-31,581.05400,283.63200,297.42200,225.52400,-3.18600,228.71000,68.71200,0.81200,69.52400,20.81300,48.71100,48.71100,,48.71100,97.11800,68.71200,136.17100,136.30300,0.36000,0.36000,5.22100,,51.18660,11.82540,11.82540,11.96520,8.38320,0.34440,0.89650,36.60640,2.45860,3.48480,3.54760,2.88760,3.48480,10.31760,0.6072,0.3861
2017-04-30,520.30700,263.41200,256.89500,199.14100,-12.33100,211.47200,45.42300,0.90700,46.33000,15.08400,31.24600,31.24600,,31.24600,68.58600,45.42300,137.03700,137.19200,0.23000,0.23000,5.49920,,49.37370,8.73000,8.73000,8.90440,6.00530,0.32330,0.86660,48.59500,1.85200,2.31850,2.36100,1.94150,2.31850,9.84350,0.14140,-0.00350
2017-01-31,789.94010,362.04100,427.89900,231.27000,,231.27000,196.62900,0.85700,197.48600,61.35100,136.13500,136.13500,,136.13500,220.68500,196.62910,137.08600,137.30200,0.99000,0.99000,4.80490,,54.16850,24.89160,24.89160,25.00010,17.23360,0.47660,1.21310,85.86310,1.04820,10.01010,10.19420,8.21310,10.01010,9.92070,2.0953,1.78
2016-10-31,544.41600,265.99000,278.42600,185.45100,,185.45100,92.97500,0.62800,93.60300,25.31800,68.28500,68.28500,,68.28500,116.93300,92.97500,137.03300,137.23700,0.50000,0.50000,4.80900,,51.14210,17.07790,17.07790,17.19330,12.54280,0.36810,0.72970,45.71080,1.96890,5.66930,5.78730,4.61720,5.66930,8.78660,-0.0185,-0.2728
2016-07-31,514.52000,260.35900,254.16100,180.20200,,180.20200,73.95900,0.57800,74.53700,20.91200,53.62500,53.62500,,53.62500,94.45700,73.95900,136.98700,137.22900,0.39000,0.39000,4.87590,,49.39770,14.37440,14.37440,14.48670,10.42230,0.36350,0.93900,50.46290,1.78350,4.63800,4.74010,3.78840,4.63800,8.43680,0.4463,0.1208
2016-04-30,495.51600,256.38500,239.13100,181.54200,,181.54200,57.58900,-0.48600,57.10300,11.76700,45.33600,45.33600,,45.33600,76.77400,57.58900,137.26300,137.49600,0.33000,0.33000,4.79770,,48.25900,11.62200,11.62200,11.52400,9.14930,0.35350,0.89570,52.14860,1.72580,3.99010,4.08100,3.23450,3.99010,8.28380,0.29110,0.09730
2016-01-31,704.27590,349.80910,354.46690,188.18400,,188.18390,166.28300,0.93800,167.22100,49.80500,117.41600,117.41600,,117.41600,187.16800,166.28290,140.36500,140.61000,0.84000,0.83000,4.06660,,50.33070,23.61050,23.61050,23.74370,16.67190,0.53590,1.23170,53.72870,1.67510,11.42760,11.70990,8.93520,11.42760,7.48420,1.9399,1.6888
2015-10-31,479.69300,254.89600,224.79700,156.61900,,156.61900,68.17800,-2.89000,65.28800,12.13500,53.15300,53.15300,,53.15300,87.88500,68.17800,140.28200,140.45700,0.38000,0.38000,4.45690,,46.86270,14.21280,14.21280,13.61040,11.08060,0.36300,0.71250,38.48940,2.33830,5.01460,5.13780,4.02200,5.01460,7.60450,-0.0424,-0.352
2015-07-31,453.01000,240.98500,212.02500,145.44600,,145.44600,66.57900,0.84200,67.42100,19.75300,47.66800,47.66800,,47.66800,83.27400,66.57900,141.37200,141.64400,0.34000,0.34000,6.20000,,46.80360,14.69700,14.69700,14.88290,10.52250,0.35000,0.85880,37.10460,2.42560,4.35140,4.45550,3.68310,4.35140,7.77280,0.08,-0.1835
2015-04-30,423.54400,217.66700,205.87700,137.84100,,137.84100,68.03600,0.52900,68.56500,20.75500,47.81000,47.81000,,47.81000,84.13200,68.03600,141.96700,142.33700,0.34000,0.34000,6.77990,,48.60820,16.06350,16.06350,16.18840,11.28810,0.31660,0.92040,31.87660,2.82340,4.17550,4.27360,3.57400,4.17550,8.07420,0.14710,-0.04920
2015-01-31,602.49100,292.45000,310.04090,152.85300,,152.85290,157.18800,1.75500,158.94300,48.09000,110.85300,110.85300,,110.85300,173.84300,157.18800,143.93500,144.29800,0.77000,0.78000,5.94820,,51.45990,26.08970,26.08970,26.38100,18.39910,0.46480,1.40520,43.83030,2.05340,10.17400,10.42430,8.55210,10.17400,7.67600,1.0161,0.8093
2014-10-31,419.39600,208.30800,211.08800,129.93200,,129.93200,81.15600,1.81400,82.97000,22.51900,60.45100,60.45100,,60.45100,96.76800,81.15600,143.18000,143.44100,0.42000,0.42000,6.39360,,50.33140,19.35070,19.35070,19.78320,14.41380,0.32650,0.90620,39.12640,2.30020,5.57020,5.71480,4.70620,5.57020,7.62600,0.3112,0.0462
2014-07-31,390.70800,193.40100,197.30700,129.41900,,129.41900,67.88800,1.89000,69.77800,21.03000,48.74800,48.74800,,48.74800,81.52500,67.88800,145.18000,145.54400,0.34000,0.33000,8.47780,,50.49990,17.37560,17.37560,17.85940,12.47680,0.30100,1.09570,44.22280,2.03520,4.32670,4.43680,3.75590,4.32670,9.86700,0.3653,0.1818
2014-04-30,384.61800,188.87400,195.74400,125.94300,,125.94300,69.80100,1.64300,71.44400,52.46300,18.98100,18.98100,,18.98100,82.26100,69.80100,145.38300,145.86100,0.13000,0.13000,9.30370,,50.89310,18.14810,18.14810,18.57530,4.93500,0.29790,1.06480,49.00220,1.83670,1.68210,1.72510,1.47030,1.68210,9.76920,0.48660,0.31210
2014-01-31,520.99290,242.20300,278.78990,124.64300,,124.64300,154.14690,1.51900,155.66600,45.97400,109.69200,109.69200,,109.69200,166.49190,154.14700,144.91300,146.04300,0.75000,0.75000,5.94820,,53.51130,29.58710,29.58720,29.87870,21.05440,0.40190,1.16380,37.90140,2.37460,10.06750,10.31520,8.46250,10.06750,7.67600,1.2566,1.0207
2013-10-31,379.90000,175.29400,204.60600,112.27000,,112.27000,92.33600,1.45300,93.78900,27.67800,66.11100,66.11100,,66.11100,105.25200,92.33600,145.12000,146.01400,0.46000,0.45000,9.30720,,53.85790,24.30530,24.30530,24.68780,17.40220,0.32340,0.85030,31.38370,2.86770,6.34000,6.52130,5.62860,6.34000,9.04990,0.1632,-0.0279
2013-07-31,344.51300,158.55800,185.95500,106.96900,,106.96900,78.98600,1.29500,80.28100,23.81600,56.46500,56.46500,,56.46500,91.06400,78.98600,144.81800,145.91600,0.39000,0.39000,8.30330,,53.97620,22.92690,22.92690,23.30280,16.38980,0.30920,0.97270,29.70710,3.02960,5.76590,5.94330,5.06810,5.76590,6.75190,0.3138,0.156
2013-04-30,345.78200,175.05700,170.72500,104.83600,,104.83600,65.88900,1.50100,67.39000,20.11100,47.27900,47.27900,,47.27900,77.61800,65.88900,144.48200,145.84900,0.33000,0.32000,8.46590,,49.37360,19.05510,19.05510,19.48920,13.67310,0.32820,1.21810,44.59400,2.01820,5.08340,5.25180,4.48790,5.08340,6.43420,0.17230,0.02850
2013-01-31,485.48900,210.98200,274.50700,121.93200,,121.93190,152.57510,1.45700,154.03200,44.65700,109.37500,109.37500,,109.37500,164.61310,152.57510,144.00000,145.80600,0.76000,0.75000,5.90190,,56.54240,31.42710,31.42710,31.72720,22.52880,0.46190,1.35920,76.44290,1.17730,12.32670,12.76110,10.40600,12.32670,7.89620,1.1441,0.999
2012-10-31,316.53700,141.23700,175.30000,94.68900,,94.68900,80.61100,1.42400,82.03500,24.65500,57.38000,57.38000,,57.31600,92.09400,80.61100,144.05700,145.74800,0.40000,0.39000,7.03020,,55.38060,25.46650,25.46650,25.91640,18.10720,0.35610,0.85740,39.36540,2.28630,7.47310,7.78250,6.45600,7.47310,6.86920,0.341,0.1147
2012-07-31,282.63400,126.87900,155.75500,85.56700,,85.56700,70.18800,1.16600,71.35400,13.65200,57.70200,57.70200,,57.22200,79.86900,70.18800,143.97200,145.67800,0.40000,0.39000,8.04960,,55.10840,24.83350,24.83350,25.24610,20.24600,0.34090,1.01200,42.57180,2.11410,7.94420,8.29710,6.95930,7.94420,6.50650,0.3265,0.1456
2012-04-30,285.69800,128.43400,157.26400,84.19900,,84.19900,73.06500,0.91000,73.97500,27.00100,46.97400,46.97400,,46.64300,82.86300,73.06500,143.67800,145.63700,0.32000,0.32000,7.87910,,55.04550,25.57420,25.57420,25.89270,16.32600,0.37070,1.19270,58.93110,1.52720,6.97560,7.31820,6.09560,6.97560,6.03860,0.10950,0.02240
2012-01-31,371.52000,162.47600,209.04400,92.97700,,92.97700,116.06700,0.38000,116.44700,42.55800,73.88900,73.88900,,73.51800,125.43800,116.06700,143.19600,145.27800,0.52000,0.51000,5.09570,,56.26720,31.24110,31.24110,31.34340,19.78840,0.50570,1.56080,71.41870,1.26020,12.18930,12.86570,10.05790,12.18930,4.22290,1.0334,0.9231
2011-10-31,230.21600,101.70300,128.51300,68.79200,,68.79200,59.72100,0.61900,60.34000,21.39900,38.94100,38.94100,,38.79400,67.04800,59.72100,143.37000,145.34900,0.27000,0.27000,5.18480,,55.82280,25.94130,25.94130,26.21020,16.85110,0.36190,0.78740,21.28870,4.22760,7.36000,7.83930,6.12210,7.36000,3.68740,0.2337,0.1423
2011-07-31,212.32300,90.25600,122.06700,62.58400,,62.58400,59.48300,0.59700,60.08000,21.46200,38.61800,38.61800,,38.37900,67.00300,59.48300,143.16300,145.22800,0.27000,0.26000,5.91110,,57.49120,28.01530,28.01530,28.29650,18.07580,0.36200,1.01540,21.84390,4.12010,7.72860,8.19490,6.58490,7.72860,3.48700,0.0955,0.0106
2011-04-30,186.78000,77.05300,109.72700,58.04000,,58.04000,51.68700,0.90400,52.59100,19.07500,33.51600,33.51600,,33.37200,57.72800,51.68700,142.76000,144.91000,0.23000,0.23000,5.93300,,58.74670,27.67270,27.67270,28.15670,17.86700,0.34820,1.19600,15.37410,5.85400,7.35220,7.84750,6.24760,7.35220,3.18630,0.03900,-0.47740
2011-01-31,245.39900,101.93900,143.46000,72.16200,,72.16200,71.29800,0.54200,71.84000,16.87300,54.96700,54.96700,,54.76600,77.49600,71.29800,141.72000,143.85800,0.39000,0.38500,4.56020,,58.45990,29.05390,29.05390,29.27480,22.31710,0.49150,1.77380,26.91960,3.34330,13.94070,14.97000,11.00880,13.94070,3.69340,0.6393,0.5811
2010-10-31,175.80000,78.96800,96.83200,54.45600,,54.45600,42.37600,0.09100,42.46700,16.53200,25.93500,25.93500,,25.70100,48.80200,42.37600,141.87600,143.67000,0.18000,0.18000,4.84970,,55.08080,24.10470,24.10470,24.15640,14.61950,0.41960,1.08140,19.27420,4.66950,7.93910,8.63970,6.19020,7.93910,2.30050,0.3711,0.299
2010-07-31,152.20800,71.91000,80.29800,46.05500,,46.05500,34.24300,2.09200,36.33500,14.62800,21.70700,21.70700,,21.79200,40.84500,34.24300,141.64000,143.50000,0.15000,0.15000,5.54560,,52.75540,22.49750,22.49750,23.87190,14.31730,0.41850,1.08100,19.38710,4.64230,7.40060,8.08220,5.96840,7.40060,2.06870,0.153,0.1133
2010-04-30,138.29700,63.94000,74.35700,41.88300,,41.88300,32.47400,0.16100,32.63500,13.04700,19.58800,19.58800,,19.58800,37.86200,32.47400,141.19800,143.16400,0.14000,0.13500,5.11660,,53.76620,23.48140,23.48140,23.59780,14.16370,0.41520,1.25990,15.07000,5.97210,7.31450,7.54250,5.88070,7.31450,1.89250,0.08780,0.04680
2010-01-31,160.60600,74.04600,86.56000,44.74600,,45.12500,41.43500,0.06600,41.50100,13.05000,28.45100,28.45100,,28.45100,47.03100,41.43500,140.50200,141.89800,0.20000,0.20000,3.68810,,53.89590,25.79920,25.79920,25.84030,17.71480,0.52270,1.68020,19.49580,4.61640,12.20510,12.64160,9.25960,12.20510,1.65300,0.4672,0.4215
2009-10-31,112.89100,56.55300,56.33800,35.41200,,35.41200,20.92600,-0.00300,20.92300,6.85500,14.06800,14.06800,,14.06800,26.61000,20.92600,140.55800,142.20000,0.10000,0.10000,4.20990,,49.90480,18.53650,18.53650,18.53380,12.46160,0.45750,1.08540,17.32790,5.19390,7.30430,7.63150,5.70090,7.30430,1.36950,0.16,0.1345
2009-07-31,97.72100,52.55700,45.16400,30.83200,,30.83200,14.33200,0.02300,14.35500,5.11100,9.24400,9.24400,,9.24400,19.60600,14.33200,139.89600,140.80200,0.06500,0.06500,4.04710,,46.21730,14.66620,14.66620,14.68980,9.45960,0.43270,1.12920,16.88050,5.33160,5.22030,5.48430,4.09340,5.22030,1.26040,0.1841,0.1623
2009-04-30,81.68000,46.65600,35.02400,25.17100,,25.17100,9.85300,0.07800,9.93100,3.41300,6.51800,6.51800,,6.51800,14.13100,9.85300,140.26200,140.66200,0.04500,0.04500,4.16110,,42.87950,12.06290,12.06290,12.15840,7.97990,0.39310,1.04530,21.11690,4.26200,3.87350,4.07110,3.13690,3.87350,1.19830,0.02000,0.00380
2009-01-31,103.92700,52.23000,51.69700,31.27400,,35.67900,16.01800,0.18800,16.20600,5.34600,10.86000,10.86000,0.04500,10.90500,20.73900,16.01800,137.42200,141.88400,0.07500,0.07000,2.58050,,49.74360,15.41270,15.41270,15.59360,10.49290,0.49110,1.00340,25.79470,3.48910,7.01360,7.40380,5.13150,7.01360,1.10700,0.3273,0.0416
