Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.38900,0.38900,1.10140,0.90730,-1.61970,0.02610,-1.59360,,-1.59360,-1.59360,-1.59360,-1.61020,-1.61970,1.34400,1.34400,-1.20000,-1.20000,15.88380,,100.00000,-416.38670,-416.38670,-409.67600,-409.67600,0.02160,,,-9.41990,-9.41840,-8.86150,-9.41840,12.58830,-1.55330,-1.55330
2021-12-31,0.33260,0.33260,1.22910,0.97760,-1.87400,0.03230,-1.84170,,-1.84170,-1.84170,-1.84170,-1.86470,-1.87400,1.02790,1.02790,-1.40000,-1.40000,13.17530,,100.00000,-563.44020,-563.44020,-553.71560,-553.71560,0.01680,,,-10.01380,-10.01230,-9.29420,-10.01230,13.68660,-1.3823,-1.3823
2021-09-30,0.34930,0.34930,0.78020,0.94510,-1.37600,0.02510,-1.35090,,-1.35090,-1.35090,-1.35090,-1.36700,-1.37600,1.01620,1.01620,-1.30000,-1.30000,18.35140,,100.00000,-393.96540,-393.96540,-386.77240,-386.77240,0.01640,,,-6.70040,-6.69950,-6.34650,-6.69950,15.06340,-0.6592,-0.6592
2021-06-30,0.28760,0.28760,0.52460,0.89070,-1.12770,0.02100,-1.10670,,-1.10670,-1.10670,-1.10670,-1.11890,-1.12770,0.87470,0.87470,-1.30000,-1.30000,10.64420,,100.00000,-392.08600,-392.08600,-384.79360,-384.79360,0.02630,,,-11.12650,-11.12340,-10.13880,-11.12340,11.37430,-0.8308,-0.8308
2021-03-31,0.19120,0.19120,0.62970,0.93060,-1.36910,0.02310,-1.34590,,-1.34590,-1.34590,-1.34590,-1.36070,-1.36910,0.87460,0.87460,-1.50000,-1.50000,13.82640,,100.00000,-715.99180,-715.99180,-703.88720,-703.88720,0.01630,,,-12.29950,-12.29640,-11.44350,-12.29640,12.51390,-1.73700,-1.73700
2020-12-31,0.15130,0.15130,0.49080,0.88060,-1.22000,0.02000,-1.20000,,-1.20000,-1.20000,-1.20000,-10.45510,-1.22000,0.63920,0.63920,-1.60000,-1.60000,13.20220,,100.00000,-806.18660,-806.18680,-792.97520,-792.97490,0.01150,,,-9.82600,-9.82380,-9.10520,-9.82380,13.96830,-1.4127,-1.4127
2020-09-30,0.11590,0.11590,0.57310,0.80410,-10.50440,0.02550,-10.47890,-2.91850,-7.56040,-7.56040,-7.56040,-1.25500,-10.50440,0.62960,0.62960,-12.00000,-12.00000,10.13600,,100.00000,-9060.67500,-9060.67500,-9038.66700,-6521.27100,0.01330,,,-95.63830,-95.60480,-86.93660,-95.60480,12.56030,-1.6028,-1.6028
2020-06-30,0.11290,0.11290,0.30790,0.78750,-0.98250,0.02880,-0.95360,,-0.95360,-0.95360,-0.95360,-0.97540,-0.98250,0.62880,0.62880,-1.50000,-1.50000,11.57820,,100.00000,-869.99480,-869.99480,-844.47650,-844.47650,0.00590,,,-6.21070,-15.59670,-5.00250,-6.20960,24.39160,-2.0545,-2.0545
2020-03-31,0.05670,0.05670,0.35970,0.92790,-1.23080,0.05140,-1.17940,,-1.17940,-1.17940,-1.17940,-1.22340,-1.23080,0.62330,0.62330,-1.90000,-1.90000,7.08390,,100.00000,-2168.81700,-2168.81700,-2078.32600,-2078.32600,0.00280,,,-7.28190,-16.95490,-5.71840,-7.28070,25.77470,-1.60540,-1.60540
2019-12-31,,,0.41740,0.83450,-1.25190,0.06460,-1.17020,,-1.17020,-1.17020,-1.17020,-1.24440,-1.23490,0.28520,0.28520,43.50000,43.50000,7.83660,,,,,,,,,,-6.79960,-14.68290,-5.43120,-6.79850,28.37920,-10.2117,-10.2098
2019-09-30,,,3.52060,2.14250,-8.94650,0.04640,-8.90010,,-8.90010,-8.90010,-10.30510,-5.65570,-8.94650,0.38630,0.38630,-26.70000,-26.70000,7.61290,,,,,,,,,,-48.75040,-98.71280,-38.90750,-48.74300,32.41210,13.9128,13.8953
2019-06-30,,,0.48750,0.89080,-1.37830,0.00090,-1.37740,,-1.37740,-1.37740,-1.37740,-1.36720,-1.37830,0.08820,0.08820,-15.60000,-15.60000,1.03070,,,,,,,,,,-13.25950,64.49360,-8.81070,-13.25600,112.69840,-10.5903,-10.5924
2019-03-31,,,0.46380,0.86340,-1.32720,-0.00010,-1.32730,,-1.32730,-1.32730,-5.20670,-1.32570,-1.32720,0.08070,0.08070,-64.50000,-64.50000,1.59590,,,,,,,,,,-11.52550,131.67440,-8.06540,-11.52270,132.39910,-15.54550,-15.52070
2018-12-31,,,0.51470,1.12480,-1.63950,0.00030,-1.63920,,-1.63920,-1.63920,-1.63920,-1.63620,-1.63950,0.07560,0.07560,-20.48990,-20.48990,0.74630,,,,,,,,,,-16.54110,62.71630,-11.35900,-16.53650,126.43860,-16.3183,-16.3077
2018-09-30,,,0.73590,1.07900,-1.81490,0.00240,-1.81250,,-1.81250,-1.81250,-1.81250,-1.81370,-1.81490,0.07840,0.07840,-23.10000,-23.10000,1.73460,,,,,,,,,,-16.05050,147.24130,-11.66840,-16.04650,144.19430,-17.6707,-17.3837
2018-06-30,,,0.92710,1.06650,-1.99360,-0.03260,-2.02620,,-2.02620,-2.02620,-2.02620,-1.98790,-1.99360,0.07290,0.07290,-27.80000,-27.80000,2.57400,,,,,,,,,,-15.85210,-785.15550,-11.74110,-15.84860,163.20310,-28.561,-28.561
2018-03-31,,,0.70630,1.12210,-1.82830,0.00580,-1.82250,,-1.82250,-1.82250,-1.82250,-1.82260,-1.82830,0.07260,0.07260,-25.21010,-25.21010,2.45850,,,,,,,,,,-14.14780,-508.19000,-10.38890,-14.14440,177.45040,-22.95210,-22.95210
2017-12-31,7.50000,7.50000,0.92410,1.98900,4.43080,0.01330,4.44410,,4.44410,4.44410,4.44530,4.43530,4.43080,0.07220,0.07220,63.62540,63.62540,3.02760,,97.91840,59.07750,59.07750,59.25520,59.27090,0.39140,,,31.08150,250.38100,23.19050,31.07480,196.93300,66.7482,66.7475
2017-09-30,0.08500,0.08500,0.98180,1.34370,-2.24050,-0.01540,-2.25590,,-2.25590,-2.25590,-2.25590,-2.23520,-2.24050,0.07260,0.07260,-31.21250,-31.21250,0.94810,,100.00000,-2635.87800,-2635.87800,-2654.00000,-2654.00000,0.00580,2.00000,45.00000,-23.61750,75.91520,-15.40950,-23.60990,131.57230,-22.512,-22.5119
2017-06-30,,,0.93290,1.97050,-2.90340,-0.01550,-2.91890,,-2.91890,-2.91890,-2.91890,-2.89710,-2.90340,0.07250,0.07250,-40.81630,-40.81630,1.91440,,,,,,,,,,-25.36940,286.81770,-17.75670,-25.36260,158.47780,-27.4941,-27.5453
2017-03-31,,,1.22110,1.63450,-2.85570,-0.00880,-2.86440,,-2.86440,-2.86440,-2.86560,-2.84800,-2.85570,0.07100,0.07100,-40.81630,-40.81630,3.11420,,,,,,,,,,-20.60650,-207.96510,-15.21090,-20.60180,192.89640,3.95720,3.88070
2016-12-31,,,0.71150,2.35290,-3.06440,-0.32690,-0.39130,,-0.39130,-0.39130,-4.42660,-3.02990,-0.06440,0.06190,0.06190,-79.23180,-79.23180,4.46870,,,,,,,,,,-2.42070,-10.74200,-1.86580,-2.42020,230.89250,-86.3527,-86.4288
2016-09-30,,,0.89180,1.35980,-2.25160,-0.22040,-2.47200,,-2.47200,-2.47200,-2.47200,-1.92750,-2.25160,0.07490,0.07490,-33.61340,-33.61340,0.24330,0.19060,,,,,,,,,-41.52530,37.61050,-17.82760,-41.51180,86.24350,-7.397,-7.3674
2016-06-30,,,41.70520,1.55770,-43.26290,-4.50830,-47.77120,,-47.77120,-47.77120,-47.77120,-43.18970,-43.26290,0.06500,0.06500,-734.69380,-734.69380,0.12590,,,,,,,,,,-745.00000,781.30670,-362.98310,-744.99950,85.29380,-1.8036,-1.6463
2016-03-31,,,0.42930,1.42240,-1.85160,-1.72000,-3.57160,,-3.57160,-3.57160,-3.57160,-1.70270,-1.85160,0.03820,0.03820,-93.63740,-93.63740,0.54630,1.38370,,,,,,,,,-70.57290,47.84130,-19.45330,-70.57280,131.92150,-46.41190,-46.79400
2015-12-31,,,1.02690,1.66490,-2.69180,-0.93560,-3.62740,,-3.62740,-3.62740,-3.62740,-2.62530,-2.69180,0.03520,0.03520,-92.42910,-92.42910,0.57070,0.55270,,,,,,,,,-54.88830,61.29580,-21.45320,-54.88830,172.99550,-31.8437,-31.797
2015-09-30,,,0.81630,2.98450,-3.80080,-1.52290,-5.32370,,-5.32370,-5.32370,-5.32370,-3.74140,-3.80080,0.03520,0.03520,-151.26050,-151.26050,0.24670,0.54300,,,,,,,,,-102.71460,72.49540,-37.34920,-102.71450,146.86200,-55.3874,-55.3876
2015-06-30,,,0.55570,0.80340,-1.35910,0.23400,-1.12520,,-1.12520,-1.12520,-1.12520,-1.48360,-1.35910,0.03520,0.03520,-32.41300,-32.41300,0.14370,,,,,,,,,,-16.46290,19.76730,-8.47910,-16.46290,194.39150,-5.5008,-5.5482
2015-03-31,,,1.03510,0.93520,-1.97030,-0.46090,-2.43120,,-2.43120,-2.43120,-2.43120,-1.80700,-1.97030,0.03520,0.03520,-79.23960,-79.23960,0.41180,,,,,,,,,,-29.61820,55.33450,-17.31460,-29.61820,233.47360,-57.91720,-57.73950
2014-12-31,,,2.82110,1.39630,-4.21740,-0.08560,-4.30300,,-4.30300,-4.30300,-4.30300,-4.18780,-4.21740,0.03430,0.03430,-158.47920,-158.47920,1.02910,,,,,,,,,,-41.05610,157.08520,-26.37260,-41.05620,298.10050,-78.0163,-78.3576
2014-09-30,,,1.90520,1.20310,-3.10840,-0.07390,-3.18220,,-3.18220,-3.18220,-3.18220,-3.08400,-3.10840,0.03430,0.03430,-79.23960,-79.23960,2.62110,,,,,,,,,,-22.70540,-1094.79900,-16.47300,-22.70540,408.13870,-78.1316,-78.3187
2014-06-30,,,1.03270,1.60720,-2.63990,-0.11900,-2.75890,,-2.75890,-2.75890,-2.75890,-2.62110,-2.63990,0.03430,0.03430,-79.23960,-79.23960,3.91780,,,,,,,,,,-15.77100,-92.29630,-11.96770,-15.77100,509.42340,-93.5265,-94.1849
2014-03-31,,,0.56490,2.39420,-2.95910,-1.10390,-4.06300,,-4.06300,-4.06300,-4.06300,-2.94310,-2.95910,0.03430,0.03430,-118.85940,-118.85940,4.25920,,,,,,,,,,-20.50890,-71.23890,-15.70660,-20.50890,576.91970,-120.09360,-120.42820
2013-12-31,,,0.46000,3.14000,-3.60000,0.06000,-3.55000,0.00000,-3.55000,-3.55000,-3.55000,-3.58430,-3.60000,0.03020,0.03020,-118.85940,-118.85940,1.48460,,,,,,,,,,-28.13510,259.97630,-18.23730,-28.13510,416.98470,-66.4248,-68.2498
2013-09-30,,,1.03780,1.49220,-2.53000,-0.19880,-2.72880,,-2.72880,-2.72880,-2.72880,-2.51890,-2.53000,0.03020,0.03020,-79.23960,-79.23960,,,,,,,,,,,,,,,,-74.6837,-74.8482
2013-06-30,1.00000,1.00000,0.95640,1.07600,-1.03240,0.09410,-0.93830,,-0.93830,-0.93830,-0.93830,-1.02480,-1.03240,0.03020,0.03020,-39.61980,-39.61980,,,100.00000,-103.24030,-103.24030,-93.83310,-93.83310,,,,,,,,,-27.767,-27.9566
2013-03-31,,,0.62210,0.76420,-1.38630,0.01070,-1.37560,,-1.37560,-1.37560,-1.37560,-1.37070,-1.38630,0.03020,0.03020,-39.61980,-39.61980,,,,,,,,,,,,,,,,-31.15440,-31.28970
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
