Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,15.64600,10.51900,5.12700,5.10600,,12.08700,-6.96000,-4.75200,-11.71200,,-11.71200,-11.71200,-11.71200,0.35500,-6.96000,1.66200,1.66200,-7.07000,-7.07000,1.14380,-44.48420,-44.48420,-74.85620,-74.85620,0.01930,-3.40860,-3.40860,-1.44560,-3.40860,205.56330,1.31050,1.06620
2021-12-31,24.20800,10.21300,13.99500,4.22300,-1.03900,12.91900,1.07600,-4.80800,-3.73200,0.02300,-3.75500,-3.75500,-3.75500,1.25500,1.07600,1.62300,1.62300,-2.18000,-2.18000,1.13380,4.44480,4.44480,-15.41640,-15.51140,0.02940,-1.06940,-1.06940,-0.45620,-1.06940,211.52770,-2.2433,-3.102
2021-09-30,15.84800,9.89100,5.95700,4.00500,-0.41300,12.26900,-6.31200,-4.79800,-11.11000,0.01400,-11.12400,-11.12400,-11.12400,1.55800,-6.31200,1.63660,1.63660,-6.80000,-6.80000,1.12470,-39.82840,-39.82840,-70.10350,-70.19180,0.01900,-3.14580,-3.14580,-1.33680,-3.14580,213.05500,0.7393,0.2148
2021-06-30,14.97700,10.17000,4.80700,4.10400,,11.12700,-6.32000,-4.73200,-11.05200,,-11.05200,-11.05200,-11.05200,0.86400,-6.32000,1.59990,1.59990,-6.96000,-6.96000,1.09750,-42.19800,-42.19800,-73.79320,-73.79320,0.01780,-3.05260,-3.05260,-1.31350,-3.05260,221.67760,-4.7161,-5.3855
2021-03-31,15.18600,10.64300,4.54300,4.84700,,13.37300,-8.83000,-4.70500,-13.53500,,-13.53500,-13.53500,-13.53500,-0.13400,-8.83000,1.59750,1.59750,-8.48000,-8.48000,1.07510,-58.14570,-58.14570,-89.12810,-89.12810,0.01780,-3.66570,-3.66570,-1.59020,-3.66570,231.20410,1.34270,1.31580
2020-12-31,9.85900,10.60600,-0.74700,3.96000,,11.63700,-12.38400,-4.21600,-16.60000,,-16.60000,-16.60000,-16.60000,-4.54000,-12.38400,1.59600,1.59600,-10.47000,-10.47000,1.03930,-125.61110,-125.61110,-168.37410,-168.37410,0.01140,-4.35050,-4.35050,-1.92610,-4.35050,238.42350,-4.7374,-5.1096
2020-09-30,16.99700,10.17900,6.81800,2.94500,-2.45200,14.03600,-7.21800,-5.07000,-12.28800,,-12.28800,-12.28800,-12.28800,1.25200,-7.21800,1.59650,1.59650,-7.68000,-7.68000,0.99950,-42.46630,-42.46630,-72.29510,-72.29510,0.01940,-3.10010,-3.10010,-1.39960,-3.10010,247.67630,-1.1806,-2.2508
2020-06-30,18.56200,9.06100,9.50100,2.52100,,10.43300,-0.93200,-4.35400,-5.28600,,-5.28600,-5.28600,-5.28600,5.47500,-0.93200,1.59380,1.59380,-3.28000,-3.28000,0.97520,-5.02100,-5.02100,-28.47750,-28.47750,0.02090,-1.30240,-1.30240,-0.59550,-1.30240,254.51940,-5.3679,-5.6539
2020-03-31,17.47700,10.01400,7.46300,2.01900,,9.53800,-2.07500,-4.71300,-6.78800,,-6.78800,-6.78800,-6.78800,5.46800,-2.07500,1.59380,1.59380,-4.24000,-4.24000,0.96160,-11.87280,-11.87280,-38.83960,-38.83960,0.01950,-1.65080,-1.65080,-0.75660,-1.65080,106.13140,2.77840,2.15400
2019-12-31,18.31100,12.41600,5.89500,1.43400,,7.87900,-1.98400,-4.68600,-6.67000,0.00000,-6.67000,-6.67000,-6.67000,6.68700,-1.98400,1.59360,1.59360,-5.84000,-5.84000,0.93930,-10.83500,-10.83500,-36.42620,-36.42620,0.02030,-1.58600,-1.58600,-0.74000,-1.58600,263.77040,-0.7198,-2.0639
2019-09-30,18.64300,9.98800,8.65500,1.20000,,9.00400,-0.34900,-4.46000,-4.80900,,-4.80900,-4.80900,-4.80900,7.26900,-0.34900,1.59360,1.59360,-3.04000,-3.04000,,-1.87200,-1.87200,-25.79520,-25.79520,,,,,,,-1.1201,-2.8726
2019-06-30,16.52500,9.16100,7.36400,1.86200,-0.01800,9.43300,-2.06900,-3.75800,-5.82700,,-5.82700,-5.82700,-5.82700,5.37600,-2.06900,1.59350,1.59350,-3.68000,-3.68000,,-12.52040,-12.52040,-35.26170,-35.26170,,,,,,,0.2147,-1.344
2019-03-31,17.05100,8.88400,8.16700,1.93100,,9.34500,-1.17800,-3.40600,-4.58400,,-4.58400,-4.58400,-4.58400,5.99000,-1.17800,3.87230,3.87230,-1.20000,-1.20000,,-6.90870,-6.90870,-26.88410,-26.88410,,,,,,,0.61930,0.43720
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,0,0
2017-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,0,0
