Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,244.51300,92.61400,151.89900,20.51200,112.70500,39.19400,-46.80900,-7.61500,,-7.61500,-7.61500,,-19.79300,135.07700,39.19400,149.18800,149.18800,-0.13000,-0.13000,0.51370,1.05650,16.02940,16.02940,-3.11440,-8.09490,0.02720,-0.21640,-0.21710,-0.08460,-0.09390,27.27930,0.63980,0.26180
2021-12-31,240.48200,92.34600,148.13600,17.50000,105.60710,42.52890,-25.77600,16.75300,,16.75300,16.75300,,8.06200,134.00790,42.52890,151.61800,151.94300,0.05000,0.05000,0.48350,0.93600,17.68490,17.68490,6.96640,3.35240,0.02670,0.44410,0.44720,0.18630,0.20620,27.77170,0.1978,-1.0602
2021-09-30,227.63200,83.90900,143.72300,18.28800,106.85600,36.86700,-43.04900,-6.18200,,-6.18200,-6.18200,,-9.29500,129.31600,36.86700,152.32000,152.32000,-0.06000,-0.06000,0.51590,1.06570,16.19590,16.19590,-2.71580,-4.08330,0.02590,-0.16050,-0.18120,-0.07020,-0.07770,25.29140,0.7418,0.198
2021-06-30,215.60200,81.57700,134.02500,17.10900,101.28700,32.73800,-25.70800,7.03000,,7.03000,7.03000,,2.31500,121.58000,32.73800,151.17000,152.68300,0.02000,0.02000,0.48310,0.93440,15.18450,15.18450,3.26060,1.07370,0.02560,0.17820,0.19130,0.08340,0.09210,25.90490,0.3737,-0.2429
2021-03-31,213.11900,78.01500,135.10400,18.44900,101.21000,33.89400,-22.48300,11.41100,,11.41100,11.41100,,4.98200,118.73800,33.89400,150.82400,151.14100,0.03000,0.03000,0.48130,0.92770,15.90380,15.90380,5.35430,2.33770,0.02540,0.28990,0.31220,0.13580,0.15040,25.99880,0.75890,0.12450
2020-12-31,203.84310,77.59800,126.24510,23.93900,101.29000,24.95510,-28.12300,-3.16800,,-3.16800,-3.16800,,-8.71200,109.50910,24.95500,153.12600,153.16900,-0.05000,-0.05000,0.47550,0.90660,12.24230,12.24230,-1.55410,-4.27390,0.02440,-0.07980,-0.08620,-0.03790,-0.04190,26.20840,0.3538,-4.1339
2020-09-30,196.28500,75.10900,121.17600,17.42800,92.48000,28.69600,-30.05800,-1.36200,,-1.36200,-1.36200,,-5.43600,107.14200,28.69600,153.19600,153.19600,-0.04000,-0.04000,0.45500,0.83470,14.61960,14.61960,-0.69390,-2.76940,0.02470,-0.03490,-0.03740,-0.01710,-0.01900,25.62260,0.7347,-0.1939
2020-06-30,198.61000,72.56200,126.04800,17.89700,91.41300,34.63500,-27.62400,7.01100,,7.01100,7.01100,,3.69100,111.49800,34.63500,153.30700,155.62200,0.02000,0.02000,0.46840,0.88100,17.43870,17.43870,3.53000,1.85840,0.02610,0.19470,0.21020,0.09220,0.10350,23.49110,0.3114,-0.2745
2020-03-31,206.22700,74.51000,131.71700,18.61800,92.38100,39.33600,-25.38700,13.94900,,13.94900,13.94900,,10.84000,116.51000,39.33600,155.34400,157.50100,0.07000,0.07000,0.48620,0.94620,19.07410,19.07410,6.76390,5.25630,0.02630,0.38430,0.41590,0.17780,0.19750,23.67810,0.57200,0.07010
2019-12-31,216.57500,80.75400,135.82100,17.84800,92.04400,43.77700,-26.81400,16.96300,,16.96300,16.96300,,13.80500,120.26300,43.77700,155.09500,156.11300,0.10000,0.10000,0.44870,0.81390,20.21330,20.21330,7.83240,6.37420,0.02900,0.45730,0.49540,0.22720,0.25210,23.97920,0.3522,-0.3589
2019-09-30,207.56200,78.40900,129.15300,17.66100,87.44200,41.71100,21.24400,62.95500,,62.95500,62.95500,,58.75500,114.97100,41.71100,154.41400,156.49900,0.38000,0.38000,0.43990,0.78520,20.09570,20.09570,30.33070,28.30720,0.02790,1.68700,1.83180,0.84750,0.94500,24.16750,0.5507,0.9613
2019-06-30,196.65600,70.43500,126.22100,18.34400,87.95000,38.27100,-25.44800,12.82300,,12.82300,12.82300,,9.78600,111.07200,38.27100,154.38500,154.68700,0.06000,0.06000,0.45030,0.81900,19.46090,19.46090,6.52050,4.97620,0.02630,0.34570,0.37610,0.17130,0.19010,24.02110,0.3627,-0.2481
2019-03-31,197.38900,71.92400,125.46500,18.09400,86.59900,38.86600,-75.76100,-36.89500,,-36.89500,-36.89500,,-39.39200,109.28300,38.86600,154.39600,154.39600,-0.26000,-0.26000,0.43800,0.77940,19.69010,19.69010,-18.69150,-19.95650,0.02680,-0.98640,-1.06630,-0.50040,-0.55440,24.22850,0.57930,-0.03350
2018-12-31,198.43300,74.52100,123.91200,14.98000,82.50000,41.41200,-22.15500,19.25700,,19.25700,19.25700,,15.94400,106.76300,41.41200,155.44500,155.69600,0.11000,0.11000,0.42480,0.73840,20.86950,20.86950,9.70450,8.03500,0.02810,0.50280,0.54240,0.27230,0.28920,24.81100,0.1155,-2.2234
2018-09-30,180.69800,67.80600,112.89200,14.28000,76.50400,36.38800,-16.11800,20.27000,,20.27000,20.27000,,17.36700,100.61400,36.38800,155.64900,156.66900,0.11000,0.11000,0.38720,0.63190,20.13750,20.13750,11.21760,9.61110,0.02680,0.51820,0.55450,0.30050,0.31750,25.13180,0.6083,1.0575
2018-06-30,175.16900,62.47900,112.69000,16.20300,76.90900,35.78100,-16.09000,19.69100,,19.69100,19.69100,,16.20200,98.52100,35.78100,155.63700,156.59000,0.10000,0.10000,0.37560,0.60160,20.42660,20.42660,11.24120,9.24940,0.02670,0.50150,0.53370,0.30020,0.31320,25.22390,0.2435,-0.3849
2018-03-31,174.11800,62.90400,111.21400,15.56400,76.11700,35.09700,17.46600,52.56300,,52.56300,52.56300,,48.57700,97.10400,35.09700,155.62600,156.71500,0.31000,0.31000,0.36260,0.56890,20.15700,20.15700,30.18820,27.89890,0.02700,1.33450,1.42180,0.81510,0.85060,25.30980,0.41120,1.26310
2017-12-31,189.33300,66.14100,123.19200,13.13000,79.36000,43.83200,5.12400,48.95600,,48.95600,48.95600,,32.83000,110.99100,43.83200,154.27700,154.67100,0.21000,0.21000,0.38240,0.61910,23.15070,23.15070,25.85710,17.33980,0.02860,1.25180,1.33320,0.73930,0.77310,25.13430,0.3591,0.6774
2017-09-30,190.02100,69.69000,120.33100,13.01300,84.17100,36.16000,-21.65000,14.51000,,14.51000,14.51000,,11.06400,107.84600,36.16000,155.30300,156.09400,0.07000,0.07000,0.37960,0.61180,19.02950,19.02950,7.63600,5.82250,0.02750,0.36610,0.39160,0.21010,0.22720,25.51740,0.6315,0.1361
2017-06-30,180.50000,62.47100,118.02900,14.50600,89.92100,28.10800,-21.15400,6.95400,,6.95400,6.95400,,3.55300,103.94800,28.10800,155.29100,156.09600,0.02000,0.02000,0.39480,0.65220,15.57230,15.57230,3.85260,1.96840,0.02630,0.17450,0.18830,0.10130,0.10560,25.65590,0.3318,-1.7771
2017-03-31,168.28500,55.20500,113.08000,13.81000,84.57700,28.50300,-4.36200,24.14100,,24.14100,24.14100,,20.51500,98.45600,28.50300,147.95100,149.95000,0.14000,0.14000,0.37230,0.59320,16.93730,16.93730,14.34530,12.19060,0.02510,0.59960,0.64880,0.36020,0.37630,25.92860,0.57170,0.60820
2016-12-31,167.19800,59.23000,107.96800,13.92600,81.12300,26.84500,1.68500,28.53000,,28.53000,28.53000,,22.27900,89.97400,26.84500,106.18900,110.36900,0.20000,0.19000,0.40050,0.66800,16.05580,16.05580,17.06360,13.32490,0.02500,0.77050,0.83570,0.42720,0.46190,27.12800,0.3271,-2.5697
2016-09-30,164.58300,60.47400,104.10900,12.95500,80.36900,23.74000,-18.52300,5.21700,,5.21700,5.21700,,1.84700,92.18800,23.74000,115.08400,116.26300,0.02000,0.02000,0.39770,0.66040,14.42430,14.42430,3.16980,1.12220,0.02590,0.14310,0.15580,0.08200,0.08620,30.70710,0.5935,-3.0624
2016-06-30,154.32100,55.38600,98.93500,13.01600,79.12400,19.81100,-15.77600,4.03500,,4.03500,4.03500,,0.83900,86.79000,19.81100,95.14500,95.99500,0.01000,0.01000,0.38990,0.63910,12.83750,12.83750,2.61470,0.54370,0.02460,0.11030,0.12020,0.06430,0.06730,36.82270,0.4768,0.5833
2016-03-31,153.53700,53.65500,99.88200,12.50300,80.87100,19.01100,-13.03500,5.97600,,5.97600,5.97600,,2.25300,87.50000,19.01100,89.19100,89.59800,0.03000,0.03000,0.36040,0.56350,12.38200,12.38200,3.89220,1.46740,0.02540,0.16190,0.17730,0.09900,0.10360,41.36050,0.65730,2.42320
2015-12-31,154.65100,57.13900,97.51200,9.58300,83.70900,13.80300,-16.54800,-2.74500,,-2.74500,-2.74500,,-6.46000,81.94300,13.80300,85.92700,85.92700,-0.12000,-0.12000,0.37740,0.60620,8.92530,8.92530,-1.77500,-4.17710,0.02470,-0.07360,-0.08060,-0.04390,-0.04580,41.82690,0.6843,-0.6624
2015-09-30,151.55600,57.81800,93.73800,9.37800,89.57300,4.16500,-5.99300,-1.82800,,-1.82800,-1.82800,,-3.90500,84.05600,4.16500,88.98400,88.98400,-0.04000,-0.04000,0.34870,0.53530,2.74820,2.74820,-1.20620,-2.57660,0.02420,-0.04870,-0.05170,-0.02920,-0.03050,43.79160,0.6465,0.7194
2015-06-30,151.81900,51.76000,100.05900,10.37300,83.96500,16.09400,-52.17700,-36.08300,,-36.08300,-36.08300,,-25.24300,83.23800,16.09400,88.89400,88.89400,-0.28000,-0.28000,0.34990,0.53820,10.60080,10.60080,-23.76710,-16.62700,0.02400,-0.95140,-1.01710,-0.57160,-0.59570,44.20560,0.3641,-20.0292
2015-03-31,62.82400,23.14000,39.68400,9.20000,26.35800,13.32600,11.24800,24.57400,,24.57400,24.57400,,19.21100,31.79300,13.32600,76.78300,77.33000,0.25000,0.25000,0.29460,0.41770,21.21160,21.21160,39.11560,30.57910,0.02240,1.41250,1.38610,0.87710,0.91970,23.70150,0.35080,1.09670
2014-12-31,67.53500,26.55600,40.97900,9.09600,29.33900,11.64000,-10.75700,0.88300,,0.88300,0.88500,,-2.29000,33.43700,11.64000,65.79200,66.50900,-0.03000,-0.03000,0.41720,0.71580,17.23550,17.23550,1.30740,-3.39080,0.02890,0.07830,0.07600,0.03790,0.04050,19.08760,0.0725,-1.1625
2014-09-30,68.15500,31.37000,36.78500,6.80200,24.16300,12.62200,-1.16900,11.45300,,11.45300,11.45300,-0.03800,7.62000,30.96900,12.62200,66.50600,66.50600,0.11000,0.11000,0.41670,0.71450,18.51960,18.51960,16.80430,11.18040,0.02940,1.00130,0.97840,0.49420,0.51830,19.29500,0.3603,0.1444
2014-06-30,62.12900,24.41100,37.71800,6.57900,24.52300,13.19500,-6.44600,6.74900,,6.74900,6.74900,-0.06000,3.36500,31.76200,13.19500,66.48600,69.42200,0.05000,0.05000,0.39830,0.66200,21.23810,21.23810,10.86290,5.41620,0.02780,0.59060,0.57630,0.30200,0.31530,19.27880,0.2121,-1.224
2014-03-31,55.59600,21.93200,33.66400,5.77600,22.44400,11.22000,-6.61900,4.60100,,4.60100,4.59900,-0.06600,1.26000,28.11500,11.22000,63.62600,63.62600,0.02000,0.02000,0.39040,0.64050,20.18130,20.18130,8.27580,2.26640,0.02510,0.40100,0.39210,0.20750,0.21700,19.34010,0.30490,-0.08960
2013-12-31,57.43600,25.34000,32.09600,4.75700,21.75100,10.34500,-7.10100,3.24400,,3.24400,3.24400,0.02500,-0.08300,27.26100,10.34500,55.18300,55.18300,0.00000,0.00000,0.44610,0.80550,18.01140,18.01140,5.64800,-0.14450,0.02690,0.33870,0.32910,0.15220,0.16290,19.27080,-0.0296,-0.7592
2013-09-30,53.34800,22.90200,30.44600,5.02000,25.27600,5.17000,-7.76700,-2.59700,,-2.59700,-2.59700,-0.15500,-5.69400,25.32600,5.17000,56.14400,56.14400,-0.10000,-0.10000,0.44800,0.81160,9.69110,9.69110,-4.86800,-10.67330,0.02540,-0.27250,-0.26440,-0.12350,-0.13060,19.36240,0.2298,-5.8579
2013-06-30,47.39000,20.50800,26.88200,5.18600,19.56800,7.31400,-6.19000,1.12400,,1.12400,1.12400,-4.55200,-6.18400,22.79500,7.31400,56.07600,56.07600,-0.11000,-0.11000,0.36440,0.57340,15.43360,15.43360,2.37180,-13.04920,0.02590,0.11630,0.11700,0.06140,0.06430,19.59380,0.2632,-0.2293
2013-03-31,47.38400,18.83300,28.55100,4.98900,23.42000,5.13100,-5.48700,-0.35600,,-0.35600,-0.35600,0.67300,-2.87200,24.62500,5.13100,52.18400,52.18400,-0.06000,-0.06000,0.32950,0.49150,10.82860,10.82860,-0.75130,-6.06110,0.02810,-0.03810,-0.03600,-0.02110,-0.02210,19.01840,0.28950,-0.08500
2012-12-31,42.57000,20.32200,22.24800,3.74900,20.37500,1.87300,-5.11600,-3.24300,,-3.24300,-3.24300,0.27200,-5.94000,19.61500,1.87300,41.64100,41.64100,-0.13000,-0.13000,0.39350,0.64880,4.39980,4.39980,-7.61800,-13.95350,0.02730,-0.43110,-0.40160,-0.20790,-0.21920,18.89010,0.1778,-5.6537
2012-09-30,40.56600,19.14500,21.42100,4.08300,16.89100,4.53000,-4.69900,-0.16900,,-0.16900,-0.16900,-0.10500,-3.39500,18.35800,4.53000,46.66900,46.66900,-0.07000,-0.07000,0.28360,0.39580,11.16700,11.16700,-0.41660,-8.36910,0.03020,-0.02210,-0.02050,-0.01260,-0.01330,19.23290,0.2873,-1.3524
2012-06-30,39.09400,19.34600,19.74800,4.15100,17.34300,2.40500,-4.91800,-2.51300,,-2.51300,-2.51300,0.28400,-5.21700,16.66500,2.40500,39.77200,39.77200,-0.13000,-0.13000,0.27640,0.38200,6.15180,6.15180,-6.42810,-13.34480,0.02920,-0.32550,-0.30250,-0.18750,-0.19830,19.42370,0.2035,-2.3065
2012-03-31,38.23100,16.12600,22.10500,4.51400,16.64600,5.45900,-4.99100,0.46800,,0.46800,0.46800,,-2.63800,18.76500,5.45900,33.32000,33.32000,-0.08000,-0.08000,0.32850,0.48920,14.27900,14.27900,1.22410,-6.90020,0.03290,0.07890,0.07200,0.04030,0.04260,21.70890,0.35970,0.26750
2011-12-31,28.59500,15.09300,13.50200,3.98600,12.94600,0.55600,-5.23500,-4.67900,,-4.67900,-4.67900,,-3.15100,12.91700,0.55600,29.39300,29.39300,-0.09000,-0.09000,0.36730,0.58060,1.94440,1.94440,-16.36300,-11.01940,0.02480,-0.77830,-0.78540,-0.40590,-0.42980,20.35010,0.2441,-2.1686
2011-09-30,36.91700,18.90800,18.00900,2.84400,13.88000,4.12900,-4.93200,-0.80300,,-0.80300,-0.80300,,-2.67200,16.16900,4.12900,33.14600,33.14600,-0.08000,-0.08000,0.30000,0.42850,11.18450,11.18450,-2.17520,-7.23790,0.03470,-0.13180,-0.13180,-0.07540,-0.08070,20.76090,0.3508,-1.4514
2011-06-30,33.40700,15.30400,18.10300,3.06200,13.68800,4.41500,-4.62500,-0.21000,,-0.21000,-0.21000,,-2.10100,15.87900,4.41500,29.16100,29.16100,-0.07000,-0.07000,0.28070,0.39030,13.21580,13.21580,-0.62860,-6.28910,0.03210,-0.03400,-0.03390,-0.02020,-0.02140,20.98970,-0.0304,-0.0925
2011-03-31,34.80400,15.45300,19.35100,3.14600,14.50700,4.84400,-4.75100,0.09300,,0.09300,0.09300,,-2.51000,17.33700,4.84400,21.94900,21.94900,-0.11000,-0.11000,0.37410,0.59780,13.91790,13.91790,0.26720,-7.21180,0.03500,0.01990,0.02000,0.00940,0.01050,24.74750,0.52700,0.36060
2010-12-31,21.06600,9.16000,11.90600,2.11400,8.04100,3.86500,-4.39600,-0.53100,,-0.53100,-0.53100,,-1.18100,10.80400,3.86500,,,,0.00000,0.37860,0.60920,18.34710,18.34710,-2.52060,-5.60620,0.02100,-0.11200,-0.11390,-0.05290,-0.05880,25.02700,-0.1559,2.4261
2010-09-30,17.50500,8.78100,8.72400,2.37900,6.69600,2.02800,-2.00100,0.02700,,0.02700,0.02700,,-0.17200,7.09400,2.02800,21.94700,21.94700,-0.01000,-0.01000,0.16350,0.19550,11.58530,11.58530,0.15420,-0.98260,0.02810,0.00560,0.00620,0.00430,0.00470,21.66350,0.1559,-2.4261
2010-06-30,11.08700,6.35800,4.72900,,2.95500,1.77400,-4.62100,-2.84700,,-2.84700,-2.84700,,-2.56300,4.87600,1.77400,,,,0.00000,0.16280,0.19450,16.00070,16.00070,-25.67870,-23.11720,0.01780,-0.58890,-0.62940,-0.45790,-0.49310,21.76330,0,0
2010-03-31,10.98200,5.72800,5.25400,,2.71300,2.54100,-1.87200,0.66900,,0.66900,0.66900,,0.66600,5.57000,2.54100,,,,0.00000,,,23.13790,23.13790,6.09180,6.06450,,,,,,,0.00000,
2009-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2009-09-30,11.55600,6.63300,4.92300,,2.72900,2.19400,-2.09700,0.09700,,0.09700,0.09700,,0.09500,5.34400,2.19400,,,,0.00000,,,18.98580,18.98580,0.83940,0.82210,,,,,,,0,0
2009-06-30,10.82800,6.09500,4.73300,,2.68800,2.04500,-2.11600,-0.07100,,-0.07100,-0.07100,,-0.06800,2.04500,2.04500,,,,0.00000,,,18.88620,18.88620,-0.65570,-0.62800,,,,,,,0,0
