Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,196.83300,125.41800,71.41500,-24.31600,57.00400,14.41100,-4.40500,10.00600,-0.05400,10.06000,10.06000,,7.57400,41.67900,14.41100,212.49200,213.15100,0.04000,0.04000,0.43430,0.76760,7.32140,7.32140,5.08350,3.84790,0.06370,0.65800,0.65800,0.32560,0.37220,7.25080,0.06170,0.00720
2021-12-31,189.93400,67.12300,122.81100,-82.09900,116.61500,6.19600,-7.31000,-1.11400,1.83400,-2.94800,-2.94800,,-5.39400,32.57800,6.19600,212.05700,212.05700,-0.02000,-0.02000,0.41230,0.70170,3.26220,3.26220,-0.58650,-2.83990,0.06410,-0.19380,-0.19380,-0.09940,-0.11390,7.21700,0.0943,0.0274
2021-09-30,179.47200,134.91300,44.55900,,33.89600,10.66300,-10.06300,0.60000,2.37100,-1.77100,-1.77100,,-4.21900,36.86300,10.66300,212.25700,212.25700,-0.02000,-0.02000,0.39200,0.64480,5.94130,5.94130,0.33430,-2.35080,0.06250,-0.11620,-0.11620,-0.06170,-0.07060,7.23710,0.0667,0.0034
2021-06-30,124.79100,98.93900,25.85200,-4.14500,37.12700,-11.27500,-10.39500,-21.67000,-2.55100,-19.11900,-19.11900,,-21.48700,14.02000,-11.27500,211.96600,211.96600,-0.10000,-0.10000,0.39250,0.64610,-9.03510,-9.03510,-17.36500,-17.21840,0.04350,-1.25260,-1.25250,-0.66640,-0.76090,7.25810,-0.0068,0.966
2021-03-31,72.93700,77.89000,-4.95300,-122.55200,156.67300,-161.62600,-8.32800,-169.95400,1.61300,-171.56700,-171.56700,,-173.30100,-134.09600,-161.62600,211.67200,211.67200,-0.82000,-0.82000,0.41360,0.70520,-221.59670,-221.59670,-233.01480,-237.60370,0.02440,-11.10350,-11.10320,-5.73030,-6.51140,7.34960,-0.16510,-0.22160
2020-12-31,59.04700,71.09600,-12.04900,,206.98200,-219.03100,-9.88100,-228.91200,-20.59900,-208.31300,-208.31300,,-209.89700,-194.95200,-219.03100,201.67100,201.67100,-1.04000,-1.04000,0.37890,0.61010,-370.94340,-370.94340,-387.67750,-355.47430,0.01880,-12.11910,-12.11880,-6.61990,-7.52680,8.18250,-0.1428,-0.1902
2020-09-30,50.06700,76.08900,-26.02200,,35.78100,-61.80300,-10.62700,-72.43000,7.20500,-79.63500,-79.63500,,-80.43700,-29.04200,-61.80300,200.97800,200.97800,-0.40000,-0.40000,0.37390,0.59720,-123.44060,-123.44060,-144.66620,-160.65870,0.01490,-4.32300,-4.32280,-2.37420,-2.70650,9.23320,-0.1719,-0.2149
2020-06-30,20.37900,53.29300,-32.91400,,35.60900,-68.52300,-11.47900,-80.00200,-6.61500,-73.38700,-73.38700,,-72.78200,-39.29800,-68.52300,200.79700,200.79700,-0.36000,-0.36000,0.38940,0.63780,-336.24330,-336.24330,-392.57080,-357.14220,0.00610,-4.06220,-4.06220,-2.19840,-2.48030,9.05470,-0.1513,-0.2551
2020-03-31,169.99500,153.85600,16.13900,,35.65700,-19.51800,-21.61700,-41.13500,-6.44300,-34.69200,-34.69200,,-34.55900,10.99400,-19.51800,201.20800,201.20800,-0.17000,-0.17000,0.42930,0.75240,-11.48150,-11.48150,-24.19780,-20.32940,0.04630,-1.84870,-1.84870,-0.94500,-1.05490,9.41860,0.05100,-0.19140
2019-12-31,237.51900,181.65510,55.86390,144.19200,-106.44100,162.30490,-7.63300,154.67200,20.08900,134.58300,134.58300,,134.05300,193.02290,162.30490,202.01000,202.74200,0.67000,0.66000,0.36200,0.56740,68.33350,68.33340,65.11980,56.43880,0.06930,7.00570,7.00570,3.92860,4.46950,9.59530,0.2816,-0.0042
2019-09-30,240.27900,175.24100,65.03800,,35.79200,29.24600,-16.45500,12.79100,1.21700,11.57400,11.57400,,11.52900,59.15300,29.24600,201.44800,201.99200,0.06000,0.06000,0.37660,0.60410,12.17170,12.17170,5.32340,4.79820,0.07250,0.63930,0.63930,0.34910,0.39860,9.04290,0.2731,0.0161
2019-06-30,257.91800,175.22200,82.69600,,36.73800,45.95800,-12.31300,33.64500,4.57100,29.07400,29.07400,,28.96000,75.72700,45.95800,202.40600,202.90100,0.14000,0.14000,0.37100,0.58970,17.81890,17.81890,13.04480,11.22840,0.07830,1.59240,1.59240,0.88220,1.00170,9.10730,0.2913,0.0001
2019-03-31,202.37500,158.64700,43.72800,8.82200,27.23800,16.49000,-11.35900,5.13100,-3.84900,8.98000,8.98000,,8.94500,45.92400,16.49000,202.81700,203.53800,0.04000,0.04000,0.36120,0.56550,8.14830,8.14830,2.53540,4.42000,0.06240,0.49070,0.49070,0.27710,0.31350,9.08390,0.10740,-0.04140
2018-12-31,223.40700,158.50600,64.90100,3.11900,30.52490,34.37600,-10.20800,24.16800,0.16200,24.00600,24.00600,,23.99400,62.03000,34.37600,205.46300,206.13100,0.12000,0.12000,0.34090,0.51730,15.38720,15.38720,10.81790,10.74000,0.06990,1.26980,1.26980,0.75080,0.83690,9.24330,0.3401,0.1476
2018-09-30,220.81800,155.65600,65.16200,9.95700,20.93300,44.22900,-9.61200,34.61700,3.17400,31.44300,31.44300,,31.44300,71.02200,44.22900,208.75900,209.59700,0.15000,0.15000,0.32710,0.48620,20.02960,20.02960,15.67670,14.23930,0.06950,1.64090,1.64090,0.98930,1.10410,9.21960,0.3823,0.321
2018-06-30,237.94900,168.14700,69.80200,2.00000,31.86500,37.93700,-9.97800,27.95900,-0.05000,28.00900,28.00900,,28.00900,64.38000,37.93700,203.57400,204.51600,0.14000,0.14000,0.32840,0.48890,15.94330,15.94330,11.75000,11.77100,0.07520,1.46540,1.46540,0.88570,0.98420,9.19600,0.1666,-0.0104
2018-03-31,181.53000,139.35000,42.18000,6.02700,28.66100,13.51900,-9.36600,4.15300,-0.18500,4.33800,4.33800,,4.33800,36.66300,13.51900,201.14500,201.77600,0.02000,0.02000,0.34030,0.51580,7.44730,7.44730,2.28780,2.38970,0.05850,0.23860,0.23860,0.13990,0.15740,9.06320,0.16650,0.03860
2017-12-31,207.03700,143.14690,63.89010,3.19900,28.37210,35.51800,-9.55800,25.96000,1.18800,24.77200,24.77200,,24.77200,58.79100,35.51800,200.78400,201.52100,0.13000,0.13000,0.33840,0.51140,17.15540,17.15540,12.53880,11.96500,0.06680,1.35100,1.35100,0.79890,0.89380,9.15420,0.2705,0.1647
2017-09-30,223.48600,155.86400,67.62200,-2.35700,33.30400,34.31800,-9.32000,24.99800,3.37500,21.62300,21.62300,,21.62300,57.41000,34.31800,200.83500,201.42400,0.11000,0.11000,0.33920,0.51340,15.35580,15.35580,11.18550,9.67530,0.07210,1.17990,1.17990,0.69750,0.77960,9.14920,0.3185,0.2291
2017-06-30,243.27200,160.18600,83.08600,,32.43500,50.65100,-9.66700,40.98400,4.38900,36.59500,36.59500,,36.59500,75.92700,50.65100,200.81000,201.74100,0.18000,0.18000,0.33970,0.51440,20.82070,20.82070,16.84700,15.04280,0.07860,1.99460,1.99460,1.18160,1.31710,9.15970,0.2903,0.1484
2017-03-31,196.21000,144.03800,52.17200,,32.87600,19.29600,-9.15400,10.14200,1.25500,8.88700,8.88700,,8.88700,43.03000,19.29600,200.65400,201.83800,0.04000,0.04000,0.33510,0.50400,9.83440,9.83440,5.16900,4.52930,0.06390,0.48790,0.48790,0.28960,0.32440,9.09440,0.12300,-0.02710
2016-12-31,206.62100,142.94800,63.67290,,29.92200,33.75100,-8.80300,24.94800,1.04200,23.90600,23.90600,,23.90600,56.83700,33.75100,201.08000,201.67600,0.12000,0.12000,0.33390,0.50120,16.33470,16.33470,12.07430,11.57000,0.06770,1.30150,1.30150,0.78360,0.86700,9.17470,0.3126,0.1521
2016-09-30,220.23900,150.64700,69.59200,0.00000,28.28900,41.30300,-6.97300,34.33000,4.39300,29.93700,29.93700,,29.93700,64.28100,41.30300,201.29800,201.74000,0.15000,0.15000,0.33350,0.50040,18.75370,18.75370,15.58760,13.59300,0.07150,1.62320,1.62320,0.97250,1.08180,9.18530,0.2874,0.4889
2016-06-30,256.66400,166.81800,89.84600,,31.74100,58.10500,-2.88500,55.22000,11.04500,44.17500,44.17500,,44.17500,83.14700,58.10500,201.27400,201.82700,0.22000,0.22000,0.33490,0.50350,22.63850,22.63850,21.51450,17.21120,0.08340,2.40370,2.40370,1.43570,1.59880,9.14820,0.3215,0.7757
2016-03-31,213.03400,157.60200,55.43200,,31.12100,24.31100,-11.61400,12.69700,-4.08100,16.77800,16.77800,,16.77800,48.25400,24.31100,200.99300,201.59500,0.08000,0.08000,0.36080,0.56450,11.41180,11.41180,5.96010,7.87570,0.06750,0.92350,0.92350,0.53170,0.59030,9.04600,0.14720,0.01120
2015-12-31,233.79900,163.11000,70.68900,0.00000,32.40100,38.28800,-9.58600,28.70200,2.99900,25.70300,25.70300,,25.70300,66.11200,38.28800,200.79700,201.46000,0.14000,0.14000,0.39070,0.64110,16.37650,16.37650,12.27640,10.99360,0.07060,1.40870,1.40870,0.77590,0.85840,9.08930,0.345,0.2619
2015-09-30,238.50200,165.47800,73.02400,,31.60800,41.41600,-12.78100,28.63500,4.17100,24.46400,24.46400,,24.46400,65.83100,41.41600,200.85200,201.16800,0.12000,0.12000,0.36690,0.57950,17.36510,17.36510,12.00620,10.25740,0.07480,1.34210,1.34210,0.76680,0.84980,9.08010,0.2876,0.2184
2015-06-30,249.80100,163.79700,86.00400,-9.67500,41.84000,44.16400,-12.61100,31.55300,6.73100,24.82200,24.82200,,24.82200,69.11700,44.16400,200.83000,201.14300,0.12000,0.12000,0.37590,0.60220,17.67970,17.67970,12.63130,9.93670,0.07740,1.36230,1.36230,0.76910,0.85020,9.07700,0.3259,0.2663
2015-03-31,208.88800,156.71700,52.17100,-0.78600,30.76500,21.40600,-13.09100,8.31500,-2.32600,10.64100,10.64100,,10.64100,45.14600,21.40600,200.64600,201.12200,0.05000,0.05000,0.36240,0.56830,10.24760,10.24760,3.98060,5.09410,0.06640,0.58440,0.58440,0.33820,0.37270,9.07120,0.17100,0.07050
2014-12-31,223.62700,158.35700,65.27000,0.00000,31.07400,34.19600,33.85300,68.04900,4.43300,63.61600,63.61600,,63.61600,57.67200,34.19600,195.94400,196.68300,0.32000,0.33000,0.36210,0.56770,15.29150,15.29150,30.42970,28.44740,0.07080,3.47820,3.47820,2.01420,2.21870,9.14660,0.3256,1.0988
2014-09-30,229.21700,158.70600,70.51100,0.55400,32.33900,38.17200,9.36900,47.54100,3.73300,43.80800,43.80800,,43.80800,62.89900,38.17200,195.79700,196.43500,0.22000,0.22000,0.39520,0.65340,16.65320,16.65320,20.74060,19.11200,0.07330,2.54370,2.54370,1.40160,1.53850,8.80020,0.2536,0.1736
2014-06-30,229.93400,156.68800,73.24600,11.60700,18.20900,55.03700,1.19700,56.23400,4.31800,51.91600,51.91600,,51.91600,79.18500,55.03700,195.77700,196.24700,0.27000,0.26000,0.39880,0.66330,23.93600,23.93600,24.45660,22.57870,0.07440,3.05910,3.05910,1.67920,1.83910,8.67210,0.2799,0.3267
2014-03-31,190.08400,150.37400,39.71000,0.66300,29.64800,10.06200,-12.87300,-2.81100,-6.84800,4.03700,4.03700,,4.03700,33.89100,10.06200,195.62400,196.40500,0.02000,0.02000,0.39540,0.65410,5.29340,5.29340,-1.47880,2.12380,0.06300,0.24260,0.24260,0.13380,0.14670,8.50230,0.05520,-0.07700
2013-12-31,201.46600,149.63000,51.83600,,30.34500,21.49100,-14.53600,6.95500,0.12700,6.82800,6.82800,22.72700,29.55500,44.40500,21.49090,195.47800,195.86300,0.15000,0.15000,0.39380,0.64970,10.66730,10.66730,3.45220,14.67000,0.06610,0.40630,0.40630,0.22400,0.24630,8.59820,0.2223,0.4489
2013-09-30,204.34500,152.78200,51.56300,,30.61800,20.94500,-12.81200,8.13300,0.45400,7.67900,7.67900,0.88500,8.56400,45.91700,20.94500,195.54600,195.86000,0.04000,0.04000,0.38880,0.63610,10.24980,10.24980,3.98000,4.19100,0.06820,0.46070,0.46070,0.25620,0.28160,8.52690,0.2406,0.074
2013-06-30,218.01400,154.73800,63.27600,,31.90800,31.36800,-12.79700,18.57100,4.45100,14.12000,14.12000,0.95200,15.07200,57.29000,31.36800,195.51500,195.69400,0.08000,0.08000,0.38860,0.63570,14.38810,14.38810,8.51830,6.91330,0.07260,0.84350,0.84350,0.46990,0.51570,8.56360,0.1776,0.0314
2013-03-31,175.86300,140.41300,35.45000,,34.09600,1.35400,-12.29800,-10.94400,-6.14500,-4.79900,-4.79900,0.67300,-4.12600,27.06100,1.35400,195.30100,195.30100,-0.02000,-0.02000,0.39160,0.64360,0.76990,0.76990,-6.22300,-2.34610,0.05830,-0.28660,-0.28660,-0.15910,-0.17440,8.56890,0.09330,0.02190
2012-12-31,243.64100,174.33700,69.30410,0.00000,39.83090,29.47310,-17.03400,12.43900,-1.79900,14.23800,14.23800,2.39000,16.62800,65.93410,29.47310,180.82600,180.82600,0.08000,0.08000,0.36840,0.58330,12.09690,12.09690,5.10550,6.82480,0.08280,0.83990,0.83990,0.48360,0.53050,8.68640,0.2763,0.377
2012-09-30,183.87300,135.27800,48.59500,-30.37600,67.52900,-18.93400,-12.67200,-31.60600,-0.91600,-30.69000,-30.69000,-14.08900,-44.77900,3.48400,-18.93400,187.01000,187.01000,-0.24000,-0.24000,0.37450,0.59860,-10.29730,-10.29730,-17.18900,-24.35320,0.06180,-1.80380,-1.80380,-1.03220,-1.12840,8.71880,0.1269,0.0184
2012-06-30,180.95000,130.77400,50.17600,-0.46800,27.59700,22.57900,-12.35500,10.22400,1.73900,8.48500,8.48500,0.45900,8.94400,42.52400,22.57900,167.96900,168.32600,0.05000,0.05000,0.37730,0.60600,12.47800,12.47800,5.65020,4.94280,0.06920,0.57100,0.57100,0.32430,0.35550,8.84950,0.1015,0.0513
2012-03-31,118.42300,98.51000,19.91300,,24.57700,-4.66400,-11.26100,-15.92500,-5.81700,-10.10800,-10.10800,12.72300,2.61500,15.23400,-4.66400,167.66700,168.17300,0.02000,0.02000,0.37750,0.60650,-3.93840,-3.93840,-13.44760,2.20820,0.04500,-0.67870,-0.67870,-0.38430,-0.42250,8.86920,0.01040,0.52080
2011-12-31,189.32500,139.97700,49.34810,,30.43700,18.91100,-15.25800,3.65300,0.73100,2.92200,2.92200,2.01500,4.93700,50.51100,18.91100,166.66700,166.66700,0.03330,0.03330,0.40980,0.69430,9.98870,9.98870,1.92950,2.60770,0.06760,0.19450,0.19450,0.10440,0.11480,8.96800,0.367,0.2499
2011-09-30,156.83700,116.63400,40.20300,,27.47500,12.72800,-11.25700,1.47100,2.23900,-0.76800,-0.76800,-0.24700,-1.01500,36.10600,12.72800,167.43200,167.43200,-0.01000,-0.01000,0.41610,0.71270,8.11540,8.11540,0.93790,-0.64720,0.05530,-0.05090,-0.05090,-0.02710,-0.02970,9.01220,0.1488,0.065
2011-06-30,150.16800,112.70300,37.46500,,25.16400,12.30100,-9.75200,2.54900,3.27800,-0.72900,-0.72900,0.17300,-0.55600,33.30400,12.30100,167.40400,167.40400,-0.00330,-0.00330,0.40470,0.68000,8.19150,8.19150,1.69740,-0.37030,0.05360,-0.04780,-0.04780,-0.02600,-0.02850,9.10320,0.0629,-0.0166
2011-03-31,103.75300,86.93700,16.81600,,22.87900,-6.06300,-8.52700,-14.59000,-3.72700,-10.86300,-10.86300,-0.18100,-11.04400,14.75200,-6.06300,163.99800,163.99800,-0.07000,-0.07000,0.33650,0.50710,-5.84370,-5.84370,-14.06220,-10.64450,0.04070,-0.70700,-0.70700,-0.42620,-0.46910,9.18040,0.04670,-0.00140
2010-12-31,108.82900,81.77500,27.05400,,21.03700,6.01700,-4.83700,1.18000,0.93800,0.24200,0.24200,,1.86900,34.55500,6.01700,144.46400,144.46400,0.02000,0.02000,0.35590,0.55240,5.52890,5.52890,1.08430,1.71740,0.04510,0.01710,0.01710,0.01000,0.01100,9.14480,0.3139,0.2001
2010-09-30,151.11300,118.20600,32.90700,,26.14400,6.76300,-10.95700,-4.19400,-0.66000,-3.53400,-3.53400,,-3.53400,27.56100,6.76300,154.58600,154.58600,-0.02000,-0.02000,0.35680,0.55480,4.47550,4.47550,-2.77540,-2.33860,0.06240,-0.25050,-0.25050,-0.14590,-0.16110,9.12590,0.1759,0.1462
2010-06-30,151.12500,113.42000,37.70500,,22.97100,14.73400,-10.80300,3.93100,3.09200,0.83900,0.83900,,0.83900,33.31700,14.73400,137.76000,138.80600,0.01000,0.01000,0.35680,0.55460,9.74950,9.74950,2.60120,0.55520,0.06260,0.05940,0.05940,0.03480,0.03820,9.14340,0.0945,0.0558
2010-03-31,112.82800,92.49900,20.32900,,22.25800,-1.92900,-8.04500,-9.97400,-1.62800,-8.34600,-8.34600,,-8.34600,16.48500,-1.92900,127.74800,127.74800,-0.07000,-0.07000,0.39040,0.64040,-1.70970,-1.70970,-8.84000,-7.39710,0.05100,-0.68060,-0.68060,-0.37700,-0.41490,9.35660,0.00460,-0.03150
2009-12-31,93.69100,79.01900,14.67200,-1.25600,22.18300,-7.51100,-6.65000,-14.16100,-6.57100,-7.59000,-7.59000,,-9.01500,17.24700,-7.51100,107.40400,107.40400,-0.07000,-0.07000,0.40090,0.66930,-8.01670,-8.01670,-15.11460,-9.62210,0.04230,-0.64570,-0.64570,-0.34260,-0.38680,9.45710,0.3017,0.2312
2009-09-30,137.80000,108.04800,29.75200,,22.54100,7.21100,-11.00800,-3.79700,-4.55800,0.76100,0.76100,,0.76100,25.58400,7.21100,110.42700,111.30200,0.01000,0.01000,0.41570,0.71130,5.23290,5.23290,-2.75540,0.55220,0.06370,0.06590,0.06590,0.03520,0.03850,9.97850,0.1597,0.1268
2009-06-30,143.60700,108.81800,34.78900,-1.28600,24.66600,10.12300,-10.98500,-0.86200,-3.31900,2.45700,2.45700,,2.45700,29.35800,10.12300,104.19500,104.86200,0.02000,0.02000,0.42710,0.74540,7.04910,7.04910,-0.60020,1.71090,0.06810,0.22350,0.22350,0.11650,0.12810,10.18090,0.1356,0.0897
2009-03-31,118.54400,95.91400,22.63000,,22.48600,0.14400,-11.41500,-11.27100,-5.97800,-5.29300,-5.29300,,-5.29300,18.36800,0.14400,90.55200,90.55200,-0.06000,-0.06000,0.46260,0.86090,0.12150,0.12150,-9.50790,-4.46500,0.05700,-0.52230,-0.52230,-0.25430,-0.28070,11.24060,0.15290,0.07230
