Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,0.18500,0.18500,0.06770,-0.03700,0.07960,-0.36150,-0.28190,,-0.28190,-0.28190,-0.28190,0.08020,0.07960,11.06700,11.06700,-0.03000,-0.03000,70.74750,,100.00000,43.02490,43.02490,-152.40540,-152.40540,0.01880,3.73910,24.07020,-2.88060,-2.88060,-2.85850,-2.88060,0.88430,-0.27460,-0.27460
2019-12-31,0.03630,0.03630,0.12770,-0.03710,-0.12920,-0.04570,-0.17490,,-0.17490,-0.17490,-0.17490,-0.12850,-0.12920,11.06700,11.06700,-0.02000,-0.02000,119.98590,,100.00000,-355.91290,-355.91280,-481.90820,-481.90820,0.00360,5.58260,16.12150,-1.73680,-1.73680,-1.72480,-1.73680,0.90980,0.2008,0.2008
2019-09-30,0.04300,0.04300,0.15220,-0.03690,-0.14670,-0.19860,-0.34530,,-0.34530,-0.34530,-0.34530,-0.14610,-0.14670,11.06700,11.06700,-0.03000,-0.03000,56.08290,,100.00000,-341.10490,-341.10490,-802.86000,-802.86000,0.00420,0.38080,236.36220,-3.37080,-3.37080,-3.33420,-3.37080,0.92560,0.3117,0.3117
2019-06-30,0.04290,0.04290,0.24380,-0.03750,-0.23900,-1.06250,-1.30150,,-1.30150,-1.30150,-1.30150,-0.23840,-0.23900,11.06700,11.06700,-0.12000,-0.12000,27.33070,,100.00000,-556.47860,-556.47860,-3030.33600,-3030.33600,0.00400,0.20670,435.37340,-12.29140,-12.29140,-12.16620,-12.29140,0.95680,-0.0487,-0.0487
2019-03-31,0.03940,0.03940,0.15170,-0.04500,-0.15790,1.32260,1.16470,,1.16470,1.16470,1.16470,-0.15730,-0.15790,11.06700,11.06700,0.11000,0.11000,21.69190,,100.00000,-400.61140,-400.61140,2954.58800,2954.58800,0.00330,0.49080,183.36080,9.79520,9.79520,9.66600,9.79520,1.07440,0.22780,0.22780
2018-12-31,0.04510,0.04510,0.14800,-0.03080,-0.13580,0.51850,0.38270,,0.38270,0.38270,0.38270,-0.13370,-0.13580,11.06700,11.06700,0.03000,0.03000,32.95260,,100.00000,-300.85490,-300.85500,847.65110,847.65110,0.00400,0.49130,183.20160,3.39300,3.39300,3.38060,3.39300,1.01910,-0.0007,-0.0007
2018-09-30,0.03200,0.03200,0.10280,-0.04390,-0.11730,0.64210,0.52480,,0.52480,0.52480,0.52480,-0.11470,-0.11730,11.06700,11.06700,0.05000,0.05000,29.56500,,100.00000,-366.68750,-366.68750,1639.97500,1639.97500,0.00290,0.50750,177.35620,4.81630,4.81630,4.79980,4.81630,0.98460,-0.0138,-0.0138
2018-06-30,0.03910,0.03910,0.11940,-0.04210,-0.12510,0.32770,0.20260,,0.20260,0.20260,0.20260,-0.12240,-0.12510,11.06700,11.06700,0.02000,0.02000,30.22050,,100.00000,-320.36110,-320.36110,518.82970,518.82970,0.00370,0.70180,128.23330,1.95350,1.95350,1.94560,1.95350,0.93710,-0.0577,-0.0577
2018-03-31,0.03450,0.03450,0.14230,-0.04160,-0.15210,0.69160,0.53960,,0.53960,0.53960,0.53960,-0.14940,-0.15210,11.06700,11.06700,0.05000,0.05000,10.78020,,100.00000,-440.42290,-440.42290,1562.89600,1562.89600,0.00330,0.76620,117.46270,5.30630,5.30630,5.21850,5.30630,0.91880,-0.03550,-0.03550
2017-12-31,0.04860,0.04860,0.13110,-0.04100,-0.12610,0.54670,0.42060,,0.42060,0.42060,0.42060,-0.12340,-0.12610,11.86300,11.86300,0.03000,0.03000,16.41530,,100.00000,-259.21340,-259.21340,864.84710,864.84710,0.00500,0.15860,567.52960,4.36820,4.36820,4.29950,4.36820,0.87010,-0.0144,-0.0144
2017-09-30,0.05240,0.05240,0.11070,-0.04630,-0.10730,0.19400,0.08670,,0.08670,0.08670,0.08670,-0.10460,-0.10730,12.09300,12.09300,0.01000,0.01000,80.08170,,100.00000,-204.90890,-204.90890,165.55180,165.55180,0.00570,1.86070,48.36940,0.94120,0.94120,0.93810,0.94120,0.83210,-0.0588,-0.0588
2017-06-30,0.03650,0.03650,0.14460,-0.04120,-0.15200,0.34070,0.18870,,0.18870,0.18870,0.18870,-0.14930,-0.15200,12.15100,12.15100,0.02000,0.02000,15.81390,,100.00000,-416.40140,-416.40140,516.75200,516.75200,0.00370,1.89810,47.41460,1.97440,1.97440,1.92850,1.97440,0.78640,-0.0481,-0.0481
2017-03-31,0.03660,0.03660,0.12620,-0.03730,-0.12970,0.10910,-0.02050,,-0.02050,-0.02050,-0.02050,-0.12690,-0.12970,12.15100,12.15100,0.00000,0.00000,16.62430,,100.00000,-354.58370,-354.58370,-56.11530,-56.11530,0.00380,2.85540,31.51870,-0.21900,-0.21900,-0.21340,-0.21900,0.77090,0.14210,0.14210
2016-12-31,0.10940,0.10940,0.09450,-0.07950,-0.06740,0.94730,0.88000,,0.88000,0.88000,0.88000,-0.06460,-0.06740,12.15100,12.15100,0.07000,0.07000,66.11640,,100.00000,-61.57500,-61.57500,804.50990,804.50990,0.01160,22.53910,3.99310,9.37410,9.37410,9.33790,9.37410,0.77260,0.0223,0.0223
2016-09-30,0.11320,0.11320,0.10880,-0.04040,-0.03920,0.18140,0.14230,,0.14230,0.14230,0.14230,-0.03600,-0.03920,12.15100,12.15100,0.01000,0.01000,82.06570,,100.00000,-34.58740,-34.58740,125.63060,125.63060,0.01330,4.45780,20.18940,1.67210,1.67210,1.66700,1.67210,0.70010,-0.0416,-0.0416
2016-06-30,0.07970,0.07970,0.10670,-0.03320,-0.06340,-0.29190,-0.35530,,-0.35530,-0.35530,-0.35530,-0.06020,-0.06340,12.15100,12.15100,-0.03000,-0.03000,120.13340,,100.00000,-79.48020,-79.48020,-445.61890,-445.61890,0.00950,5.95470,15.11400,-4.24720,-4.24720,-4.23590,-4.24720,0.68840,-0.0454,-0.0454
2016-03-31,0.08630,0.08630,0.09800,-0.04550,-0.06040,0.03960,-0.02080,,-0.02080,-0.02080,-0.02080,-0.05720,-0.06040,12.15100,12.15100,0.00000,0.00000,100.66870,,100.00000,-69.96280,-69.96280,-24.14190,-24.14190,0.00990,14.07060,6.39630,-0.23900,-0.23900,-0.23810,-0.23900,0.71770,0.01240,0.01240
2015-12-31,0.13780,0.13780,0.11420,-0.04440,-0.02400,0.31460,0.29060,,0.29060,0.29060,0.29060,-0.02080,-0.02400,12.15100,12.15100,0.03000,0.03000,32.84040,,100.00000,-17.42390,-17.42400,210.89150,210.89150,0.01560,5.78040,15.56980,3.32470,3.32470,3.28970,3.32470,0.71940,0.0442,0.0442
2015-09-30,0.11940,0.11940,0.12330,-0.04450,-0.05160,-2.58400,-2.63560,,-2.63560,-2.63560,-2.63560,-0.04840,-0.05160,12.15100,12.15100,-0.22000,-0.22000,47.54070,,100.00000,-43.24690,-43.24690,-2208.29300,-2208.29300,0.01400,1.10970,81.10200,-31.18860,-31.18860,-30.98720,-31.18860,0.69550,-0.1041,-0.1041
2015-06-30,0.14710,0.14710,0.09590,-0.04440,0.00350,-0.54410,-0.54060,,-0.54060,-0.54060,-0.54060,0.00670,0.00350,12.15100,12.15100,-0.04000,-0.04000,89.10560,,100.00000,2.39320,2.39320,-367.52400,-367.52400,0.01320,1.30960,68.72400,-4.87590,-4.87590,-4.85670,-4.87590,0.91240,0.0762,0.0762
2015-03-31,0.16380,0.16380,0.11270,-0.04740,0.00060,0.15260,0.15320,,0.15320,0.15320,0.15320,0.00380,0.00060,12.15100,12.15100,0.01000,0.01000,45.49760,,100.00000,0.36800,0.36800,93.49080,93.49080,0.01400,1.16420,77.30450,1.31750,1.31750,1.31020,1.31750,0.95690,-0.10890,-0.10890
2014-12-31,0.12120,0.12120,0.31540,-0.04710,-0.24450,-0.87000,-1.11450,,-1.11450,-1.11450,-1.11450,-0.24130,-0.24450,12.16700,12.16700,-0.09000,-0.09000,93.23190,,100.00000,-201.71850,-201.71860,-919.53770,-919.53770,0.01050,0.85420,105.36300,-9.71390,-9.71390,-9.67500,-9.71390,0.94290,-0.0968,-0.0968
2014-09-30,0.09240,0.09240,0.08990,-0.04640,-0.04710,1.57410,1.52700,,1.52700,1.52700,1.52700,-0.04380,-0.04710,12.16700,12.16700,0.13000,0.13000,223.41060,,100.00000,-50.95010,-50.95010,1653.23700,1653.23700,0.00730,1.17150,76.82520,12.12230,12.12230,12.09890,12.12230,1.03520,0.0206,0.0204
2014-06-30,0.08500,0.08500,0.09430,-0.04560,-0.05800,-0.16260,-0.22060,,-0.22060,-0.22060,-0.22060,-0.05480,-0.05800,12.16900,12.16900,-0.02000,-0.02000,226.20490,,100.00000,-68.20440,-68.20440,-259.45070,-259.45070,0.00770,3.19160,28.19890,-1.99150,-1.99150,-1.98740,-1.99150,0.91020,-0.1082,-0.1081
2014-03-31,0.04180,0.04180,0.09750,-0.05070,-0.10950,0.88410,0.77460,,0.77460,0.77460,0.77460,-0.10640,-0.10950,12.16900,12.16900,0.06000,0.06000,47.67820,,100.00000,-262.26900,-262.26900,1854.62600,1854.62600,0.00370,,,6.85680,6.85680,6.77510,6.85680,0.92830,-0.05910,-0.05940
2013-12-31,0.02170,0.02170,0.03990,-0.06310,-0.08420,0.08840,0.00420,,0.00420,0.00420,0.00420,-0.08420,-0.08420,10.22000,10.22000,0.03000,0.03000,268.23710,,100.00000,-387.55620,-387.55630,19.44770,19.44770,0.00210,4.78210,18.82010,0.04020,0.04020,0.04010,0.04020,0.86460,-0.2115,-0.2124
2013-09-30,0.00300,0.00300,0.10700,-0.04290,-0.14680,-0.03950,-0.18630,,-0.18630,-0.18630,-0.18630,-0.14680,-0.14680,12.16900,12.16900,-0.02000,-0.02000,101.45260,,100.00000,-4830.56900,-4830.56900,-6130.83300,-6130.83300,0.00030,,,-1.77150,-1.77150,-1.75650,-1.77150,0.86430,-0.0394,-0.0404
2013-06-30,0.00690,0.00690,0.12210,-0.03880,-0.15400,0.31750,0.16350,,0.16350,0.16350,0.16350,-0.15400,-0.15400,12.16900,12.16900,0.01000,0.01000,81.75000,,100.00000,-2248.68600,-2248.68600,2386.39400,2386.39400,0.00060,,,1.52720,1.52720,1.51060,1.52720,0.87960,0.0335,0.0335
2013-03-31,0.00360,0.00360,0.16520,-0.02590,-0.18760,,-0.18760,,-0.18760,-0.18760,-0.18760,-0.18760,-0.18760,4.26200,4.26200,-0.04000,-0.04000,34.65930,,100.00000,-5267.35000,-5267.35000,-5267.35000,-5267.35000,0.00030,,,-1.78000,-1.78000,-1.73120,-1.78000,0.86620,-0.13790,-0.13790
2012-12-31,,,0.00290,,-0.00290,,-0.00290,0.00000,-0.00290,-0.00290,-0.00290,-0.00290,-0.00290,,,,0.00000,14.88730,0.00150,,,,,,,,,-4.59770,-4.59770,-0.48040,-4.59770,0.04190,0,0
2012-09-30,,,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2012-06-30,,,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2012-03-31,,,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,0.00000,
