Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-03-31,44.17400,44.17400,0.26600,17.68500,-37.14700,-37.30300,-9.93400,-47.23700,,-47.23700,-47.23700,,-47.23700,-10.31600,-37.30300,49.13100,49.13100,-0.96000,-0.96000,2.50360,0.86900,6.63300,100.00000,-84.44560,-84.44560,-106.93390,-106.93390,0.03110,1.31850,68.25690,-28.63800,-28.63800,-3.32460,-3.75190,373.38120,0.54000,-0.17960
2015-12-31,57.03200,57.03200,2.60200,14.02700,-607.20010,-624.15410,-9.56200,-633.71590,-60.05600,-573.65990,-573.65990,,-573.66300,-566.20900,-624.15410,47.87400,47.87400,376.56480,376.56480,0.88310,0.80630,4.16250,100.00000,-1094.39300,-1094.39300,-1111.15900,-1005.86200,0.04530,1.00860,89.23310,-273.94500,-273.94500,-45.54150,-53.06390,474.94710,-393.4872,462.6492
2015-09-30,72.14900,72.14900,6.97900,17.81800,-191.05700,-202.34000,21.74400,-180.59600,-68.29700,-112.29900,-112.29900,,-112.29900,-143.12300,-202.34000,0.43580,0.43580,-252.80900,-252.80900,0.87850,0.52900,1.12330,100.00000,-280.44740,-280.44740,-250.30980,-155.64870,0.03710,1.13580,79.23980,-14.40560,-14.40560,-5.77760,-6.78440,1759.96400,171.2569,-15.1255
2015-06-30,90.42200,90.42200,5.74800,21.60200,-39.57000,-46.42300,-19.74800,-66.17100,-25.00700,-41.16400,-41.16400,,-41.16400,24.55400,-46.42300,0.43540,0.43540,-93.25840,-93.25840,0.98250,0.48890,0.95670,100.00000,-51.34040,-51.34040,-73.18020,-45.52430,0.04320,1.23100,73.11420,-4.63290,-4.63290,-1.96690,-2.36780,2006.66300,56.4537,-200.4065
2015-03-31,73.07600,73.07600,0.49800,16.87200,-31.22900,-34.52700,4.56900,-29.95800,-11.53700,-18.42100,-18.42100,,-18.42100,25.34900,-34.52700,0.39620,0.39620,-46.06740,-46.06740,1.53680,0.46580,0.87200,100.00000,-47.24810,-47.24810,-40.99570,-25.20800,0.03460,0.96820,92.95830,-1.98980,-1.98980,-0.87110,-1.06290,2096.38900,170.49780,-251.69350
2014-12-31,123.18500,123.18500,0.87600,18.49600,-194.77000,-161.25600,92.35000,-68.90600,-26.18600,-42.72000,-42.72000,-0.46800,-43.18800,-89.81900,-161.25600,0.35720,0.35860,-117.97750,-119.10110,1.05050,0.53180,1.13590,100.00000,-130.90550,-130.90550,-55.93700,-35.05950,0.06140,1.34220,67.05230,-5.77240,-5.77240,-2.12950,-2.70260,2014.04900,186.3726,-370.9912
2014-09-30,156.37100,156.37100,3.29100,14.81400,-33.55100,41.47400,37.79900,79.27300,30.41900,48.85400,48.85400,-0.07200,48.78200,105.39500,41.47400,0.36090,0.36230,132.58430,132.58430,0.92870,0.50860,1.03510,100.00000,26.52280,26.52280,50.69550,31.19630,0.07570,1.65930,54.23850,6.25900,6.25900,2.36440,3.07550,2126.45400,316.367,-633.2309
2014-06-30,151.68200,151.68200,0.09600,24.54700,-34.28100,38.64100,-36.57400,2.06700,0.79600,1.27100,1.27100,-0.11300,1.15800,93.23600,38.64100,0.35380,0.35470,3.37080,3.37080,0.64400,0.42770,0.74730,100.00000,25.47500,25.47500,1.36270,0.76340,0.09210,1.47570,60.98710,0.18690,0.18690,0.07720,0.10700,1891.43200,225.8056,-216.4643
2014-03-31,127.39500,127.39500,1.08300,23.71400,-27.83100,33.63500,-18.06200,15.57300,5.99600,9.57700,9.57700,3.95400,13.53100,75.27900,33.63500,0.35250,0.35390,38.20230,38.20230,1.03180,0.43080,0.75690,100.00000,26.40210,26.40210,12.22420,10.62130,0.07860,1.53260,58.72270,1.42540,1.42540,0.59110,0.81130,1868.84400,219.51960,-119.77160
2013-12-31,133.06300,133.06300,0.69000,15.24200,-19.73700,46.84800,-6.02800,40.82000,15.31900,25.50100,25.50100,-0.06900,25.87400,98.07300,46.84800,0.35010,0.35070,71.91010,70.78650,1.50760,0.43680,0.77560,100.00000,35.20740,35.20740,30.67720,19.44490,0.08610,1.89010,47.61660,3.88720,3.88720,1.64960,2.18920,1829.69300,330.087,-0.4995
2013-09-30,125.97300,125.97300,2.09900,13.81100,-21.04400,52.26900,-23.12300,29.14600,11.22100,17.92500,17.92500,-0.14400,17.33900,89.72600,52.26900,0.35030,0.35040,49.43820,49.43820,0.69850,0.35010,0.53860,100.00000,41.49220,41.49220,23.13670,13.76410,0.09690,1.65390,54.41580,2.85210,2.85210,1.37910,1.85370,1753.17100,286.0318,-136.4148
2013-06-30,84.51700,84.51700,0.86200,13.28300,-18.25000,22.60500,1.60600,24.21100,9.32800,14.88300,14.88300,-0.16800,14.71500,52.86000,22.60500,0.35010,0.35020,40.44940,40.44940,1.05020,0.33020,0.49310,100.00000,26.74610,26.74610,28.64630,17.41070,0.07070,1.58190,56.89470,2.44620,2.44620,1.24530,1.63830,1696.88100,145.5196,-161.7468
2013-03-31,78.30700,78.30700,0.56200,13.16600,-15.94300,25.27300,-6.94200,18.33100,7.05800,11.27300,11.27300,-0.01700,11.25600,49.14900,25.27300,0.34940,0.34960,31.46070,31.46070,0.65760,0.24470,0.32390,100.00000,32.27430,32.27430,23.40920,14.37420,0.07470,1.53550,58.61220,1.90670,1.90670,1.07490,1.44020,1649.70100,113.82970,-86.17520
2012-12-31,73.59170,73.59170,1.15110,8.99460,-12.81830,26.17690,-2.72800,23.44900,10.19360,13.25530,13.25530,-0.20550,12.18790,51.23680,26.17690,0.34760,0.34760,35.95510,35.95510,0.53900,0.21450,0.27310,100.00000,35.57050,35.57050,31.86360,16.56150,0.07340,1.66930,53.91450,2.29130,2.29130,1.32220,1.79970,1620.35000,189.8524,-103.1789
2012-09-30,58.32780,58.32780,6.35920,9.33530,-11.73480,13.18280,-10.31610,2.86670,1.22250,1.64420,1.64420,1.77660,3.42090,31.50600,13.18280,0.35130,0.35130,10.11240,10.11240,0.58500,0.17810,0.21670,100.00000,22.60120,22.60120,4.91480,5.86490,0.06300,1.40210,64.18970,0.29130,0.29130,0.17770,0.23950,1583.03800,103.1865,-163.4442
2012-06-30,51.45510,51.45510,2.01450,7.11040,-9.72380,19.57190,14.88930,34.46120,13.26760,21.19360,21.19360,0.31260,21.50610,33.53430,19.57190,0.35130,0.35130,60.67420,60.67420,0.67380,0.10060,0.11190,100.00000,38.03680,38.03680,66.97330,41.79590,0.06350,1.41520,63.59630,3.78790,3.78790,2.61630,3.40680,1571.15800,110.1733,-108.6653
2012-03-31,47.83040,47.83040,1.19010,5.96470,-10.70310,18.97140,-5.18620,13.78520,5.30730,8.47790,8.47790,0.06830,8.54620,31.08790,18.97140,0.35140,0.35140,24.71910,24.71910,0.65130,0.03870,0.04020,100.00000,39.66390,39.66390,28.82100,17.86760,0.06600,1.25570,71.67250,1.57820,1.57820,1.16920,1.51720,1528.93600,50.33470,-48.14300
2011-12-31,36.92700,36.92700,0.33000,15.90000,-7.39950,12.00700,-8.86000,-0.30000,-0.22000,-0.08000,-0.17700,,-0.17700,22.73140,12.00700,0.15750,0.15750,-1.12360,-1.12360,0.83380,0.01230,0.01250,108.83630,32.51550,32.51550,-0.81240,-0.47930,0.05560,1.56820,57.39100,-0.03350,-0.03350,-0.02660,-0.03310,1502.70400,221.678,-350.4564
2011-09-30,25.91530,25.91530,0.01860,4.17930,-6.65200,8.73540,6.62360,15.35910,8.52760,6.83140,6.83140,-1.99810,4.83340,16.29470,8.73540,0.25920,0.25920,19.10110,19.10110,,,,100.00000,33.70750,33.70750,59.26630,18.65060,,,,,,,,,59.8276,-146.3479
2011-06-30,24.15170,24.15170,0.02280,2.69810,-5.07610,9.73070,2.20690,11.93760,4.40050,7.53710,7.53710,0.17070,7.70770,17.36770,9.73070,0.25920,0.25920,29.21350,29.21350,,,,100.00000,40.28990,40.28990,49.42750,31.91390,,,,,,,,,44.9096,-112.8127
2011-03-31,22.21260,22.21260,0.52550,2.23860,-5.66690,7.39420,-6.87530,0.51890,0.19200,0.32690,0.32690,,0.32690,13.98340,7.39420,0.25920,0.25920,1.12360,1.12360,,,,100.00000,33.28840,33.28840,2.33620,1.47180,,,,,,,,,39.29910,-28.28780
2010-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2009-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
