Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-09-30,116.84400,119.56100,-2.71700,7.27300,34.15700,41.43000,-44.14700,15.46100,-28.68600,1.09600,-29.78200,,-30.47400,1.61200,-28.76000,-44.14700,-44.14700,23.03340,23.03340,-1.26010,-1.26010,1.26220,0.13560,0.39420,-2.32530,-37.78290,-37.78290,-24.55070,-24.61400,0.28280,1.99540,16.28720,5.52580,-14.48380,-33.72360,-7.37620,-12.52010,,0,0
2018-06-30,129.74600,125.50300,4.24300,6.13100,30.02900,36.16000,-31.91700,30.32600,-1.59100,0.11600,-1.70700,,-2.32800,168.34700,166.11900,-31.91700,-31.91700,23.00090,25.11480,7.23070,6.63070,1.54550,0.14200,0.39030,3.27020,-24.59960,-24.59960,-1.22620,128.03400,0.26730,1.66860,6.07540,14.81390,-0.96340,-1.98190,-0.47960,-0.82660,,0,0
2018-03-31,133.95400,123.51900,10.43500,6.39400,27.75000,34.14400,-23.70900,-11.13700,-34.84600,0.83100,-35.67700,,-36.48500,-5.08500,-41.55000,-23.70900,-23.70900,22.96370,22.96370,-1.80020,-1.80020,1.28420,0.06420,0.28380,7.79000,-17.69940,-17.69940,-26.01340,-31.01810,0.11740,1.24400,2.06200,43.64690,-5.22800,-6.23250,-3.19860,-4.89220,,0.00000,
2017-12-31,73.69400,79.11100,-5.41700,0.76000,11.66400,12.42400,-17.84100,1.31200,-16.52900,1.93600,-18.46500,,-22.92600,-31.26400,-54.28900,-17.84100,-17.84100,22.85410,22.85410,-2.49020,-2.49020,1.26300,0.06300,0.15400,-7.35070,-24.20960,-24.20960,-22.42920,-73.66820,0.06170,0.83260,0.55930,160.91900,-3.23470,-3.79220,-1.91980,-3.03090,30.90950,-5.0304,-5.0335
2017-09-30,60.19600,54.59700,5.59900,6.28500,26.49200,32.77700,-27.17800,36.09400,8.91600,1.07500,7.84100,,6.52400,-29.46400,-22.76500,-27.17800,-27.17800,22.86710,22.86710,-0.99010,-0.99010,1.51200,0.10100,0.23830,9.30130,-45.14920,-45.14920,14.81160,-37.81810,0.05140,0.72660,0.31040,289.94930,0.91160,0.91870,0.55690,0.81950,,0,0
2017-06-30,19.78800,15.10700,4.68100,4.60600,15.14800,19.75400,-15.07300,-0.57800,-15.65100,0.68800,-16.33900,,41.32900,-58.52400,-17.19500,-15.07300,-15.07300,22.83800,22.83800,-0.75010,-0.75010,1.45900,0.10150,0.23780,23.65580,-76.17240,-76.17240,-79.09340,-86.89610,0.01690,1.04700,0.07560,1190.72600,5.79330,5.79330,3.53830,5.20500,,0,0
2017-03-31,20.94600,14.49900,6.44700,5.78400,18.26000,24.04400,-17.59700,-1.89600,-19.49300,0.78000,-20.27300,,-16.17800,,-16.17800,-17.59700,-17.59700,22.80610,22.80610,-0.72010,-0.72010,1.68530,0.09990,0.17210,30.77920,-84.01130,-84.01130,-93.06310,-77.23670,0.01830,,0.07140,1259.90600,-2.21960,-2.21960,-1.41690,-1.99780,,0.00000,
2016-12-31,20.32400,15.88300,4.44100,5.32300,15.53300,20.85600,-16.41500,-69.57900,-85.99400,0.89800,-86.89200,,-93.29400,,-93.29400,-16.41500,-16.41500,22.72360,22.72360,-4.05040,-4.05040,1.66830,0.11440,0.17960,21.85100,-80.76660,-80.76660,-423.11550,-459.03370,0.01730,,0.06350,1416.57400,-12.63350,-12.63350,-7.92750,-11.18830,32.42050,-0.4843,-0.4938
2016-09-30,17.88600,14.35200,3.53400,5.47800,16.66400,22.14200,-18.60800,-2.25200,-20.86000,0.62600,-21.48600,,-22.81000,,-22.81000,-18.60800,-18.60800,22.73870,22.73870,-0.99010,-0.99010,1.51420,0.10690,0.11970,19.75850,-104.03670,-104.03670,-116.62750,-127.52990,0.01510,,0.06260,1438.63100,-2.81110,-2.81110,-1.92880,-2.51050,,0,0
2016-06-30,14.37500,13.11800,1.25700,4.61000,15.46000,20.07000,-18.81300,-28.33000,-47.14300,0.36400,-47.50700,,-46.09800,0.00000,-46.09800,-18.81300,-18.81300,22.59470,22.59470,-2.04020,-2.04020,1.69850,0.10540,0.12750,8.74430,-130.87300,-130.87300,-327.95130,-320.68170,0.01260,,0.06580,1367.12400,-5.58060,-5.58060,-4.04210,-4.99250,,0,0
2016-03-31,10.77900,8.41400,2.36500,5.33900,16.20300,21.54200,-19.17700,-0.22600,-19.40300,0.58200,-19.98500,,-31.85100,8.70100,-23.15000,-19.17700,-19.17700,22.69370,22.69370,-1.02010,-1.02010,1.98130,0.09740,0.11660,21.94080,-177.91070,-177.91070,-180.00740,-214.76950,0.00910,,0.06180,1455.86400,-3.48340,-3.48340,-2.68180,-3.14410,,0.00000,
2015-12-31,13.57100,13.79400,-0.22300,6.37900,22.44200,28.82100,-29.04400,-14.51200,-43.55600,-1.36100,-42.19500,,-52.78800,-1.35600,-52.96300,-29.04400,-29.04400,22.65070,22.65070,-2.40020,-2.40020,1.93500,0.11610,0.24640,-1.64320,-214.01510,-214.01510,-320.94920,-390.26600,0.01070,,0.08230,1094.14600,-5.67990,-5.67990,-4.16360,-5.02040,41.01620,-2.2093,-2.197
2015-09-30,8.81900,7.63300,1.18600,8.63900,15.76700,24.40600,-23.22000,-49.28000,-72.50000,1.62600,-74.12600,,-72.85100,-0.35100,-73.12000,-23.22000,-23.22000,22.61690,22.61690,-3.30030,-3.30030,3.30760,,0.00360,13.44820,-263.29520,-263.29520,-822.08860,-829.11890,0.00850,,0.07590,1185.11400,-7.92530,-7.92800,-7.04930,-7.92530,,0,0
2015-06-30,10.38000,7.47700,2.90300,8.61600,19.54100,28.15700,-25.25400,-48.27000,-73.52400,2.15000,-75.67400,,-72.34100,1.85600,-70.29400,-25.25400,-25.25400,22.31310,22.31310,-3.15030,-3.15030,5.86120,,0.00030,27.96730,-243.29480,-243.29480,-708.32370,-677.20610,0.00970,,0.13860,649.56070,-7.22590,-7.22850,-6.76220,-7.22590,,0,0
2015-03-31,8.34100,7.81600,0.52500,8.75800,19.55500,28.31300,-27.78800,2.78300,-25.00500,0.70900,-25.71400,,-25.19700,1.37100,-23.75100,-27.78800,-27.78800,22.61770,22.61770,-1.05010,-1.05010,10.56040,,,6.29420,-333.14960,-333.14960,-299.78420,-284.75000,0.00740,,0.40520,222.13520,-2.33300,-2.33300,-2.23620,-2.33300,,0.00000,
2014-12-31,17.17900,12.25000,4.92900,10.60900,22.50800,37.36100,-32.43200,23.27200,-9.16000,5.87000,-15.03000,,37.08300,-2.38300,34.95900,32.92000,-32.43200,22.99620,23.12770,1.50020,1.50020,16.57550,,,28.69200,-188.78860,-188.78860,-53.32090,203.49840,0.01490,,0.90970,98.93770,3.36390,3.36390,3.22700,3.36390,48.38170,2.4403,2.1099
2014-09-30,19.52900,12.40200,7.12700,12.14700,23.22000,37.47700,-30.35000,-37.06100,-67.41100,0.00600,-67.41700,,-20.20000,-18.04500,-38.12300,-30.35000,-30.35000,23.50670,23.50670,-1.65020,-1.65020,17.32400,,,36.49450,-155.40990,-155.40990,-345.18410,-195.21220,0.01680,,1.21150,74.28950,-1.81180,-1.85610,-1.73460,-1.81180,,0,0
2014-06-30,25.00900,15.93000,9.07900,13.37000,25.64000,39.01000,-29.93100,89.01000,59.06000,0.59000,58.47000,,31.03700,0.00000,31.03700,-29.93100,-29.93100,23.61200,23.84100,1.35010,1.35010,14.17470,,,36.26690,-119.68090,-119.68090,236.15500,124.10330,0.02020,,1.62500,55.38410,2.64900,2.85870,2.50770,2.64890,,0,0
2014-03-31,24.89500,16.16000,8.73500,15.66000,22.21000,37.87000,-29.13500,27.49000,-1.65000,-0.01000,-1.64000,,-24.77500,57.09200,32.31700,-29.13500,-29.13500,24.06100,24.06100,1.35010,1.35010,16.79220,,,35.06730,-117.03150,-117.03150,-6.62780,129.81320,0.01850,,2.08330,43.20150,-1.92930,-2.06800,-1.84070,-1.92930,,0.00000,
2013-12-31,30.68600,-19.04000,49.72600,11.99000,-39.70300,-27.71300,77.43900,-11.64700,-18.78000,-3.56500,-15.21500,20.31000,-28.40500,129.94500,101.53500,77.43900,77.43900,24.59200,24.83100,4.20040,4.05040,9.73940,,,-12.22060,252.35940,252.35940,-61.20060,330.88380,0.02210,,0.39160,229.85110,-2.22560,-2.40420,-2.04990,-2.23610,52.19070,-2.9411,-4.0981
2013-09-30,47.56400,17.56000,30.00400,22.36000,43.17000,65.53000,-35.52600,35.14000,-0.40000,-0.00400,-0.39600,,-24.63400,0.00000,-24.63400,-35.52600,-35.52600,24.60000,24.60000,-1.05010,-1.05010,12.36970,,,63.07290,-74.69090,-74.69090,-0.84100,-51.79130,0.03730,,2.25740,39.86840,-2.07400,-2.23850,-1.93290,-2.07400,,0,0
2013-06-30,49.61800,17.87000,31.74800,22.20000,44.26000,66.46000,-34.71200,3.57000,-31.14000,-0.31000,-30.83000,,-9.32600,0.00000,-9.32600,-34.71200,-34.71200,25.02100,25.02100,-0.30000,-0.30000,8.88390,,,63.96870,-69.95850,-69.95850,-62.75950,-18.79560,0.04060,,2.47840,36.31340,-0.83740,-0.90870,-0.76260,-0.83740,,0,0
2013-03-31,46.59100,16.58000,30.01100,23.98000,33.46000,57.44000,-27.42900,19.06000,-8.38000,-0.08000,-8.30000,,-3.13700,0.00000,-3.13700,-27.42900,-27.42900,25.17100,25.17100,-0.15000,-0.15000,8.52190,,,64.39010,-58.87190,-58.87190,-17.98630,-6.73310,0.03890,,3.29960,27.27570,-0.28900,-0.31410,-0.26170,-0.28900,,0.00000,
2012-12-31,48.81700,0.99400,47.82300,25.55000,-6.33700,19.21300,28.61000,4.28300,19.62500,0.97400,18.65100,0.27000,-21.08400,0.00000,-21.08400,28.61000,28.61000,25.11800,25.11800,-0.90010,-0.90010,10.57300,,,63.54340,58.60660,58.60660,40.20120,-43.18990,0.04060,,2.65310,33.92260,-1.90780,-2.06980,-1.75440,-1.90780,,-0.4411,-2.0189
2012-09-30,44.82400,19.44000,25.38400,20.84000,30.71000,51.55000,-26.16600,8.93000,-11.69000,0.11000,-11.80000,,-24.93900,0.00000,-24.93900,-26.16600,-26.16600,25.95200,25.95200,-0.90010,-0.90010,12.09780,,,68.98090,-58.37500,-58.37500,-26.07980,-55.63760,0.03790,,2.17380,41.40190,-2.27250,-2.46600,-2.10940,-2.27250,,0,0
2012-06-30,44.82400,16.89000,27.93400,17.82000,32.30000,50.12000,-22.18600,4.46000,-17.74000,0.17000,-17.91000,,-24.93900,0.00000,-24.93900,-22.18600,-22.18600,25.95200,25.95200,-0.90010,-0.90010,14.93770,,,62.28810,-49.49580,-49.49580,-39.57700,-55.63760,0.03620,,2.67610,33.63150,-2.14840,-2.31980,-2.01360,-2.14840,,0,0
2012-03-31,32.07900,12.47000,19.60900,15.33000,24.83000,40.16000,-20.55100,7.35000,-13.20000,0.13000,-13.33000,-0.27000,-13.60300,0.00000,-13.60300,-20.55100,-20.55100,25.92700,25.92700,-0.45000,-0.45000,17.71490,,,61.09920,-64.06370,-64.06370,-41.14840,-42.40470,0.02530,,3.63300,24.77320,-1.13490,-1.22350,-1.07300,-1.13490,,0.00000,
2011-12-31,32.80600,9.70000,23.10600,13.88000,26.65000,40.53000,-17.42400,60.46000,43.05000,-1.12000,44.17000,0.00000,44.29000,0.00000,44.29000,-17.42400,-17.42400,26.22600,26.99300,1.65020,1.65020,18.46840,,,70.47490,-53.11220,-53.11220,131.22600,135.00580,0.02570,,2.20030,40.90410,3.65870,3.94230,3.46560,3.65870,,-0.1185,-0.8187
2011-09-30,34.21400,6.70000,27.51400,10.31000,23.64000,33.95000,-6.43600,5.84000,-0.60000,0.71000,-1.31000,,-1.18500,0.00000,-1.18500,-6.43600,-6.43600,26.16600,26.16600,0.00000,0.00000,25.82970,,,80.40570,-18.81100,-18.81100,-1.75370,-3.46350,0.02700,,1.58030,56.95040,-0.09710,-0.09770,-0.09340,-0.09710,,0,0
2011-06-30,19.83400,5.77000,14.06400,7.70000,16.24000,23.94000,-9.87600,0.88000,1.55000,0.81000,0.74000,,-25.51300,0.00000,-25.51300,-9.87600,-9.87600,5.57220,5.57220,-4.65050,-4.65050,27.64300,,,124.13030,-49.79330,-49.79330,7.81490,-128.63270,0.01550,,1.07210,83.94680,-2.06480,-2.07670,-1.99050,-2.06480,,0,0
2011-03-31,20.55200,4.06000,16.49200,8.42000,12.73000,21.15000,-4.65800,2.33000,-2.33000,0.26000,-2.59000,,-2.60000,0.00000,-2.60000,-4.65800,-4.65800,4.71590,4.71590,-0.60010,-0.60010,17.23160,,,80.18680,-22.66450,-22.66450,-11.33710,-12.65080,0.04500,,1.60440,56.09670,1.53340,-0.61410,-0.56960,-0.60390,,0.00000,
2010-12-31,20.89700,,20.89700,,,,20.89700,,20.89700,,20.89700,,-34.23500,0.37500,-33.86000,20.89700,20.89700,4.90460,4.90460,-6.90070,-6.90070,,,,100.00000,100.00000,100.00000,100.00000,-162.03280,,,,,,,,,,0,0
2010-09-30,21.78400,,21.78400,,,,21.78400,,21.78400,,21.78400,,8.05400,-0.76100,7.29300,21.78400,21.78400,5.69680,6.13930,1.35010,1.20010,,,,100.00000,100.00000,100.00000,100.00000,33.47870,,,,,,,,,,0,0
2010-03-31,14.02000,,14.02000,,,,14.02000,,14.02000,,14.02000,,-10.66200,-1.41300,-12.07500,14.02000,14.02000,5.57220,5.57220,-2.10020,-2.10020,,,,100.00000,100.00000,100.00000,100.00000,-86.12700,,,,,,,,,,0.00000,
