Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,13.23500,3.70400,-16.93900,0.00100,-16.93800,,-16.93800,-16.93800,-16.93800,-16.66700,-16.93900,1.01050,1.01050,-16.75000,-16.75000,13.45050,-16.71830,-16.71830,-15.54940,-16.71830,100.26330,-6.72650,-6.76910
2021-12-31,10.11500,3.35300,-13.46800,0.05900,-13.40900,,-13.40900,-13.40900,-13.40900,-13.12000,-13.46800,1.01050,1.01050,-13.25000,-13.25000,24.23020,-11.43890,-11.43890,-10.97170,-11.43890,116.00730,-17.6441,-17.6401
2021-09-30,9.74800,3.19100,-12.93900,0.24300,-12.69600,,-12.69600,-12.69600,-12.69600,-12.43400,-12.93900,1.01050,1.01050,-12.50000,-12.50000,18.63280,-9.79480,-9.79480,-9.34400,-9.79480,128.27570,-9.0638,-9.1104
2021-06-30,8.63500,3.63300,-12.26800,-0.03400,-12.30200,,-12.30200,-12.30200,-12.30200,-11.93900,-12.26800,1.01050,1.01050,-12.25000,-12.25000,22.65170,-8.69820,-8.69820,-8.37890,-8.69820,139.96520,-11.0533,-11.167
2021-03-31,9.99000,3.56200,-13.55200,0.20700,-13.34500,,-13.34500,-13.34500,-13.34500,-13.64200,-13.55200,1.01050,1.01050,-13.25000,-13.25000,21.10140,-8.74670,-8.74670,-8.41130,-8.74670,150.98860,-14.00430,-14.06870
2020-12-31,7.75400,3.54900,-11.30300,-0.27400,-11.57700,,-11.57700,-11.57700,-8.86400,-11.30300,-11.30300,0.18290,0.18290,2307.25000,2307.25000,30.41590,-6.99560,-6.99560,-6.74670,-6.99560,163.77270,2068.9471,2068.9471
2020-09-30,7.65100,2.51500,-10.16600,-1.48500,-11.65100,,-11.65100,-11.65100,-14.36400,-10.16600,-10.16600,0.01040,0.01040,-1381.25000,-1381.25000,11.61010,12.70040,-13.04940,-11.87010,-13.04940,8585.00000,-825.009,-825.009
2020-06-30,4.51500,1.82300,-6.33800,0.40300,-5.93500,,-5.93500,-5.93500,-5.93500,-6.33800,-6.33800,0.01040,0.01040,-570.75000,-570.75000,,,,,,,-685.6735,-685.6735
2020-03-31,4.70700,1.12300,-5.83000,0.15600,-5.67400,,-5.67400,-5.67400,-5.67400,-5.83000,-5.83000,0.01040,0.01040,-545.75000,-545.75000,,,,,,,-767.11550,-767.11550
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,1353.35,1353.35
2019-09-30,3.67400,1.15200,-4.82600,0.72100,-4.10500,,-4.10500,-4.10500,-5.50600,-4.82600,-4.82600,0.01040,0.01040,-529.50000,-529.50000,,,,,,,-1353.35,-1353.35
