Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,2.66400,0.96700,,-3.63100,0.01300,-3.61800,,-3.61800,-3.61800,-3.61800,-3.59200,-3.63100,2.07600,2.07600,-1.80000,-1.80000,8.27680,-17.91440,-17.91440,-15.60490,-17.91440,8.73660,0.8162,0.7948
2020-06-30,2.05100,0.89800,,-2.94900,0.06100,-2.88800,,-2.88800,-2.88800,-2.88800,-2.91500,-2.94900,1.16980,1.16980,-2.40000,-2.40000,6.56020,-19.25080,-19.25080,-16.15570,-19.25080,9.94400,1.4372,1.4318
2020-03-31,2.46200,0.95700,,-3.41900,-0.01200,-3.43100,,-3.43100,-3.43100,-3.43100,-3.38500,-3.41900,0.49860,0.49860,-6.80000,-6.80000,3.68940,-44.80870,-44.80870,-32.38010,-44.80870,13.92220,-6.88600,-7.00030
2019-12-31,2.81900,1.02800,,-3.84700,0.01800,-3.82900,,-3.82900,-3.82900,-3.82900,-3.81600,-3.84700,0.39930,0.39930,-9.20000,-9.20000,3.01040,-61.42130,-61.42130,-40.60880,-61.42130,15.07070,-9.1156,-9.2164
2019-09-30,2.74600,0.81800,,-3.56400,0.06200,-3.50200,,-3.50200,-3.50200,-3.50200,-3.53500,-3.56400,0.41270,0.41270,-8.40000,-8.40000,4.79480,-35.18540,-35.18540,-27.15570,-35.18540,24.08180,-7.6343,-7.8327
2019-06-30,2.57000,0.92400,,-3.49400,0.13900,-3.35500,,-3.35500,-3.35500,-3.35500,-3.46700,-3.49400,0.41190,0.41190,-8.20000,-8.20000,6.83540,-25.19150,-25.19150,-21.03710,-25.19150,32.33310,-4.8741,-4.9847
2019-03-31,2.33900,0.82500,,-3.16400,0.01400,-3.15000,,-3.15000,-3.15000,-3.15000,-3.13600,-3.16400,0.35570,0.35570,-8.80000,-8.80000,11.20390,-19.10130,-19.10130,-17.22160,-19.10130,,-10.53980,-10.54820
2018-12-31,2.39600,1.07300,,-3.46900,0.36500,-3.10400,,-3.10400,-3.10400,-3.10400,-3.44000,-3.46900,0.20290,0.20290,-2.80000,-2.80000,6.74650,-23.82190,-23.82200,-20.10880,-23.82200,48.88390,-22.364,-22.775
2018-09-30,1.86500,0.93700,,-2.80200,0.09900,-2.70300,,-2.70300,-2.70300,-2.70300,-2.76600,-2.80200,0.26780,0.26780,-10.00000,-10.00000,8.67900,-16.96160,-16.96160,-14.61400,-16.96160,59.79740,-1.6982,-1.7083
2018-06-30,1.73700,0.95000,,-2.68700,0.03000,-2.65700,-0.00200,-2.65500,-2.65500,-2.65500,-2.64800,-2.68700,0.18980,0.18980,-14.00000,-14.00000,11.33430,-14.33430,-14.33430,-12.77610,-14.33430,70.01320,2.1481,2.1178
2018-03-31,1.62000,0.48500,,-2.10500,-0.02100,-2.12600,0.00100,-2.12700,-2.12700,-2.12700,-2.06200,-2.10500,0.08370,0.08370,-25.40000,-25.40000,2.94510,-63.64450,-63.64450,-38.59550,-63.64450,,-27.93310,-27.94500
2017-12-31,1.39900,0.65800,,-2.05700,0.15600,-1.90100,,-1.90100,-1.90100,-1.90100,-2.01500,-2.05700,0.07280,0.07280,-27.60000,-27.60000,4.73940,-32.19310,-32.19310,-24.04500,-32.19310,73.58260,-44.2758,-44.8857
2017-09-30,1.56400,0.81000,,-2.37400,-0.01000,-2.38400,,-2.38400,-2.38400,-2.38400,-2.33200,-2.37400,0.08620,0.08620,-27.60000,-27.60000,4.47010,-42.89310,-42.89310,-30.64270,-42.89310,78.56200,-9.8367,-11.2473
2017-06-30,1.99700,0.81000,,-2.80700,-0.02000,-2.82700,0.00300,-2.83000,-2.83000,-2.83000,-2.77000,-2.80700,0.07020,0.07020,-40.40000,-40.40000,5.04000,-37.08070,-37.08070,-28.01430,-37.08070,107.92230,-37.3625,-37.5522
2017-03-31,1.87700,0.88600,,-2.76300,0.11000,-2.65300,0.00300,-2.65600,-2.65600,-2.65600,-2.72700,-2.76300,0.06840,0.06840,-38.80000,-38.80000,5.59280,-33.28320,-33.28320,-25.83410,-33.28320,,-34.29820,-35.26320
2016-12-31,1.62000,0.81300,,-2.43300,0.04000,-2.39300,,-2.40100,-2.40100,-2.40100,-2.39900,-2.43300,0.06270,0.06270,-28.09120,-28.09120,8.69130,-23.07100,-23.07100,-19.52830,-23.07100,158.36480,-26.5496,-26.509
2016-09-30,0.98800,0.76600,,-1.75400,0.06100,-1.69300,,-1.69300,-1.69300,-1.69300,-1.72100,-1.75400,0.06170,0.06170,-26.41060,-26.41060,10.93430,-13.48360,-13.48360,-11.73740,-13.48360,,-13.0954,-14.3563
2016-06-30,1.08100,0.89400,,-1.97500,-0.01500,-1.99000,,-1.99000,-1.99000,-1.99000,-1.94300,-1.97500,0.05530,0.05530,-36.01440,-36.01440,7.15500,-22.83420,-22.83420,-18.55650,-22.83420,,-42.3238,-42.9934
2016-03-31,1.80200,1.09800,,-2.90000,0.15800,-2.74200,,-2.74200,-2.74200,-2.74200,-2.86900,-2.90000,0.05530,0.05530,-50.42020,-50.42020,6.59630,-26.49790,-26.49790,-21.45370,-26.49790,,-44.47900,-45.23840
2015-12-31,1.51700,1.51600,,-3.03300,0.08100,-2.97200,0.00000,-2.97200,-2.97100,-2.97100,-3.00300,-3.03300,0.05520,0.05520,-52.82100,-52.82100,7.20160,-23.48990,-23.48990,-19.42080,-23.48990,199.71950,-41.6638,-42.8296
2015-09-30,1.60300,1.41000,,-3.01300,-0.09400,-3.10700,,-3.10700,-3.10700,-3.10700,-2.98900,-3.01300,0.05530,0.05530,-55.22210,-55.22210,10.57500,-32.73970,-32.70530,-18.01160,-32.70530,,-44.0561,-45.8812
2015-06-30,1.37500,1.19300,,-2.56800,0.13200,-2.43600,,-2.43600,-2.43600,-2.43600,-2.54900,-2.56800,0.05530,0.05530,-43.21730,-43.21730,13.50690,-26.88740,-26.85780,-12.36550,-26.85780,,9.2531,7.9359
2015-03-31,1.32200,2.50700,,-3.82900,0.05400,-3.77500,,-3.77500,-3.77500,-3.77500,-3.81000,-3.82900,0.03260,0.03260,-124.84990,-124.84990,14.84780,-22.97630,-22.97630,-18.25440,-22.97630,,-79.83760,-80.42080
2014-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
2013-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
