Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,4.08960,3.98530,,-8.07490,0.13820,-7.93670,-7.93670,-7.93670,-7.93670,-8.01110,-8.07490,1.09500,1.09500,-7.25000,-7.25000,7.44700,,,,,,,-18.20810,-18.20810,-15.76710,-18.20810,39.67250,-5.01860,-5.01860
2021-12-31,,,4.46220,3.36650,,-7.82870,0.07350,-7.75520,-7.75520,-7.75520,-7.75520,-7.76270,-7.82870,1.06430,1.06430,-7.08000,-7.08000,7.73380,,,,,,,-15.66480,-15.66480,-13.64790,-15.66480,45.29460,-9.4967,-9.4967
2021-09-30,,,6.01560,3.41480,,-9.43040,-0.02190,-9.45240,-9.45240,-9.45240,-9.45240,-9.36100,-9.43040,1.06160,1.06160,-9.00000,-9.00000,6.87840,,,,,,,-17.69600,-17.69600,-15.12740,-17.69600,50.01430,-7.7175,-7.7175
2021-06-30,,,6.65430,3.34330,,-9.99760,-0.25340,-10.25100,-10.25100,-10.25100,-10.25100,-9.93730,-9.99760,1.05930,1.05930,-9.60000,-9.60000,6.72750,,,,,,,-16.81830,-16.81830,-14.32710,-16.81830,57.53690,-7.3176,-7.3176
2021-03-31,,,6.76380,3.42580,,-10.18970,0.52090,-9.66880,-9.66880,-9.66880,-9.66880,-10.11370,-10.18970,1.05930,1.05930,-9.20000,-9.20000,7.14090,,,,,,,-13.98310,-13.98310,-12.02660,-13.98310,65.27230,-10.87670,-10.87670
2020-12-31,,,9.32810,4.89530,,-14.22340,-1.16910,-15.39250,-15.39250,-15.39250,-15.39260,-14.16650,-14.22340,1.05700,1.05700,-14.41000,-14.41000,6.02800,,,,,,,-19.88820,-19.88820,-16.58590,-19.88820,73.06260,-12.5474,-12.5628
2020-09-30,,,8.76110,3.47320,,-12.23430,-0.08380,-12.31810,-12.31810,-12.31810,-12.31810,-12.17760,-12.23430,1.05940,1.05940,-11.60000,-11.60000,7.48640,,,,,,,-13.83700,-13.83700,-11.97860,-13.83700,84.03540,-10.7221,-10.7214
2020-06-30,,,10.69400,3.78690,,-14.48090,-1.88700,-16.36790,-16.36790,-16.36790,-16.36790,-14.43270,-14.48090,1.05540,1.05540,-15.60000,-15.60000,7.87850,,,,,,,-16.34830,-16.34830,-14.25540,-16.34830,94.51110,-9.1145,-9.1125
2020-03-31,,,9.09610,2.77650,,-11.87260,2.47230,-9.40030,-9.40030,-9.40030,-9.40030,-11.80480,-11.87260,1.05270,1.05270,-9.00000,-9.00000,10.79370,,,,,,,-8.29290,-8.29290,-7.51270,-8.29290,107.67450,-7.16440,-7.17600
2019-12-31,,,8.04200,3.93780,,-11.97980,-1.10120,-13.08090,-13.08090,-13.08090,-13.07270,-11.92790,-11.97980,0.30010,0.30010,160.80000,160.80000,14.68200,,,,,,,-10.52850,-10.52850,-9.79050,-10.52850,118.19770,113.4732,113.6484
2019-09-30,,,4.91040,2.30790,,-7.21840,0.96890,-6.24940,-6.24940,-6.24940,-6.24940,-7.15650,-7.21840,0.05910,0.05910,-105.80000,-105.80000,5.92060,,,,,,,8.82740,-13.18630,-10.89960,-13.18630,802.59670,-47.2642,-47.4375
2019-06-30,,,4.31980,1.61860,,-5.93840,0.68410,-5.25430,-5.25430,-5.25430,-5.26240,-5.90970,-5.93840,0.05910,0.05910,-89.00000,-89.00000,,,,,,,,,,,,,-83.532,-83.6368
2019-03-31,,,3.67840,0.72930,,-4.40780,0.93260,-3.47520,-3.47520,-3.47520,-3.47520,-4.37980,-4.40780,0.05860,0.05860,-59.40000,-59.40000,,,,,,,,,,,,,-71.67640,-71.67640
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,197.3847,197.4627
2018-09-30,,,2.30700,0.62370,,-2.93070,-0.20750,-3.13830,-3.13830,-3.13830,-3.13830,-2.93070,-2.93070,0.05780,0.05780,-54.40000,-54.40000,,,,,,,,,,,,,-197.3847,-197.4627
2017-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
