Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,2020.10000,2020.10000,107.20000,1967.90000,-99.29990,-0.40000,-99.70000,-1.50000,-98.20000,-101.10000,-101.20000,-73.69990,-99.29990,427.98700,427.98700,-0.24000,-0.24000,1.47010,,100.00000,-4.91560,-4.91560,-4.93540,-5.00970,1.17760,16.89050,5.32850,-13.37660,-22.89400,-5.89370,-13.37660,1.75790,-0.0139,-0.0605
2022-03-31,1397.00000,1397.00000,108.20000,1455.60000,-185.50010,-0.60000,-186.10000,0.10000,-186.20000,-188.30000,-188.00000,-166.50010,-185.50010,415.38500,415.38500,-0.45000,-0.45000,1.72100,,100.00000,-13.27850,-13.27850,-13.32140,-13.45740,0.80920,12.31920,7.30570,-23.37680,-37.91780,-10.90650,-23.37680,1.88660,-0.26720,-0.31730
2021-12-31,1612.10000,1612.10000,105.50000,1659.40000,-172.09970,-0.60000,-172.70000,0.80000,-173.50000,-174.80000,-174.80000,-152.59970,-172.10000,326.33600,326.33600,0.43000,0.43000,1.81790,,100.00000,-10.67550,-10.67550,-10.71270,-10.84300,0.89530,19.80470,4.54440,-20.62290,-32.85100,-9.70790,-20.62290,2.07100,-0.2105,-0.2786
2021-09-30,1743.60000,1743.60000,89.70000,1737.70000,-100.50000,-0.60000,-101.10000,-1.30000,-99.80000,-99.80000,-99.80000,-83.50000,-100.50000,392.97900,392.97900,-0.25000,-0.25000,2.31900,,100.00000,-5.76390,-5.76390,-5.79830,-5.72380,0.89540,16.62150,5.41470,-9.69030,-13.86500,-5.12530,-9.69030,2.58070,0.0061,-0.0262
2021-06-30,1951.40000,1951.40000,73.50000,1870.80000,-7.80000,-0.60000,-8.40000,-1.30000,-7.10000,-7.10000,-7.10000,7.40000,-7.80000,377.61500,377.61500,-0.02000,-0.02000,2.84180,,100.00000,-0.39970,-0.39970,-0.43050,-0.36380,1.02080,17.01310,5.29000,-0.66020,-0.89790,-0.37140,-0.66020,2.72680,0.4895,0.5151
2021-03-31,1113.90000,1113.90000,96.60000,1216.40000,-212.60000,-0.50000,-213.10000,-0.70000,-212.40000,-212.40000,-212.40000,-198.80000,-212.60000,126.91700,126.91700,-1.67000,-1.67000,1.63640,,100.00000,-19.08610,-19.08610,-19.13100,-19.06810,0.81470,10.44930,8.61300,25.67390,20.01890,-15.53540,25.67390,-5.75110,-0.37270,-0.45150
2020-12-31,1230.30000,1230.30000,39.60000,1218.50000,-40.89990,-0.40000,-40.60000,-0.80000,-39.80000,-39.80000,-39.80000,-27.59990,-40.89990,109.95500,109.95500,-0.35000,-0.35000,2.12590,,100.00000,-3.32440,-3.32440,-3.30000,-3.23500,0.90130,11.79580,7.62980,4.61240,3.87050,-2.91550,4.61240,-7.01700,0.2693,0.1905
2020-09-30,1188.50000,1188.50000,33.70000,1155.10000,-13.29990,-0.20000,-13.50000,,-13.50000,-13.50000,-13.50000,-0.19990,-13.29990,110.44800,110.44800,-0.12000,-0.12000,,,100.00000,-1.11910,-1.11910,-1.13590,-1.13590,,,,,,,,,0.6677,0.5286
2020-06-30,682.10000,682.10000,34.20000,720.80000,-85.60000,0.50000,-85.10000,-0.90000,-84.20000,-84.20000,-84.20000,-72.90000,-85.60000,109.12000,109.12000,-0.77000,-0.77000,,,100.00000,-12.54950,-12.54950,-12.47620,-12.34420,,,,,,,,,0.0765,-0.0139
2020-03-31,619.90000,619.90000,38.80000,702.90000,-134.20000,1.50000,-132.70000,,-132.70000,-132.70000,-132.70000,-121.79990,-134.20000,108.76400,108.76400,-1.22000,-1.22000,,,100.00000,-21.64860,-21.64860,-21.40670,-21.40670,,,,,,,,,-1.54190,-1.62740
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
