Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,2.52600,1.76200,0.76400,1.49800,1.65900,-0.89500,,-0.89500,-0.89500,-0.89500,-0.89500,-0.73400,-0.89500,12.90900,12.90900,-0.07000,-0.07000,3.95680,,,30.24550,-35.43150,-35.43150,-35.43150,-35.43150,0.27080,2.07100,1.29410,69.54500,-12.07390,-12.67970,-9.59660,-12.07390,0.57370,-0.08770,-0.08880
2021-12-31,2.45410,1.57950,0.87470,1.14440,1.31040,-0.43580,0.56730,0.13150,0.13150,0.13150,0.13150,-0.16680,-0.43580,12.07000,12.07000,0.01000,0.01000,5.12840,,,35.64090,-17.75710,-17.75710,5.35900,5.35900,0.25250,2.24040,2.00670,44.85060,1.60860,1.68480,1.35320,1.60860,0.63360,-0.0653,-0.0672
2021-09-30,1.93000,1.20900,0.72100,1.06600,1.22900,-0.50800,,-0.50800,-0.50800,-0.50800,-0.50800,-0.43100,-0.50800,12.89200,12.89200,-0.04000,-0.04000,3.36390,0.06140,0.07200,37.35750,-26.32120,-26.32120,-26.32120,-26.32120,0.17420,1.02650,1.63330,55.10210,-6.43680,-6.76800,-4.58610,-6.04140,0.61230,-0.0322,-0.0396
2021-06-30,1.30100,0.73900,0.56200,1.01800,1.16400,-0.60200,0.30500,-0.29700,-0.29700,-0.29700,-0.29700,-0.60200,-0.60200,12.06600,12.06600,-0.02000,-0.02000,4.66150,0.06230,0.06800,43.19750,-46.27210,-46.27210,-22.82860,-22.82860,0.12030,0.71590,2.38910,37.67120,-3.55380,-3.73230,-2.74670,-3.33240,0.64840,-0.0209,-0.0237
2021-03-31,1.01490,0.66550,0.34930,0.75160,0.89860,-0.54920,-0.04230,-0.59150,-0.59150,-0.59150,-0.59150,-0.54920,-0.54920,11.47180,11.47180,-0.05000,-0.05000,1.00640,0.27100,1.36540,34.42070,-54.11780,-54.11780,-58.28630,-58.28630,0.17210,0.87110,1.75370,51.31970,-34.83450,-46.11480,-10.03060,-25.39430,0.14810,-0.03580,-0.03620
2020-12-31,0.61980,0.64640,-0.02660,1.09530,1.24610,-1.27270,-0.06660,-1.33930,-1.33930,-1.33930,-1.35170,-1.27270,-1.27270,11.06200,11.06200,0.01010,0.01010,1.56860,0.33420,0.74660,-4.28960,-205.34830,-205.34830,-216.08740,-218.08710,0.10650,0.74280,1.45820,61.71960,-57.62310,-70.71220,-23.02160,-38.36570,0.20260,-0.0679,-0.0696
2020-09-30,0.70760,0.42910,0.27860,0.97620,1.11490,-0.83640,-0.04190,-0.87830,-0.87830,-0.87830,-0.87830,-0.83640,-0.83640,11.05820,11.05820,-0.13000,-0.13000,3.57730,0.32390,0.49630,39.36530,-118.19840,-118.19840,-124.11600,-124.11600,0.10470,0.51550,1.45950,61.66430,-24.38940,-27.81440,-13.00110,-16.49010,0.31410,-0.0527,-0.0533
2020-06-30,0.50630,0.39100,0.11530,1.08400,1.23750,-1.12220,-0.06970,-1.19190,-1.19190,-1.19190,-1.17950,-1.12220,-1.12220,11.03500,11.03500,-0.13000,-0.13000,4.25040,0.28200,0.40700,22.77530,-221.66450,-221.66450,-235.42770,-232.97960,0.06810,0.48320,1.24790,72.11880,-27.37800,-30.54970,-16.02980,-19.65820,0.39440,-0.0779,-0.0793
2020-03-31,0.73390,0.33710,0.39680,1.22440,1.37460,-0.97780,0.23470,-0.74310,-0.74310,-0.74310,-0.74310,-0.97780,-0.97780,10.03480,10.03480,-0.13000,-0.13000,4.01770,0.17150,0.23850,54.06870,-133.23350,-133.23350,-101.25170,-101.25170,0.09050,0.50210,0.35710,252.02190,-13.64740,-14.92300,-9.16260,-11.30690,0.49430,-0.09700,-0.09870
2019-12-31,0.52440,0.34820,0.17630,1.40000,1.55310,-1.37690,-0.26660,-1.64340,-1.64340,-1.64340,-1.64340,-1.37690,-1.37690,9.88250,9.88250,-0.26010,-0.26010,1.07780,0.90130,9.65920,33.60960,-262.55220,-262.55220,-313.38530,-313.38530,0.10230,0.54850,1.84220,48.85510,-579.23760,839.42740,-32.06180,-57.19160,0.02830,-0.0206,-0.0261
2019-09-30,1.56520,0.71400,0.85120,1.66130,1.80100,-0.94980,0.42110,-0.52870,-0.52870,-0.52870,-0.52870,-0.94980,-0.94980,10.01590,10.01590,0.00000,0.00000,1.02230,0.28710,1.25280,54.38410,-60.68260,-60.68260,-33.77900,-33.77900,0.23740,0.92080,1.30230,69.10890,-26.08540,-34.42420,-8.01980,-18.59650,0.20220,-0.0801,-0.0894
2019-06-30,1.38270,0.53160,0.85100,1.78580,1.94090,-1.08980,0.51590,-0.57390,-0.57390,-0.57390,-0.57390,-1.08980,-1.08980,9.86500,9.86500,0.00000,0.00000,1.13880,0.22980,0.99580,61.55110,-78.82230,-78.82230,-41.50800,-41.50800,0.18970,0.58590,1.68130,53.53040,-24.44850,-31.16940,-7.87360,-18.83140,0.23470,-0.0459,-0.0618
2019-03-31,0.83450,0.39980,0.43470,2.00340,2.20550,-1.77070,-1.07650,-2.84730,-2.84730,-2.84730,-2.84730,-1.77070,-1.77070,9.72630,9.72630,-0.26010,-0.26010,1.28990,0.17330,0.76660,52.08940,-212.18030,-212.18030,-341.17990,-341.17990,0.10500,0.33380,1.29820,69.32930,-102.16940,-125.71140,-35.81530,-84.46300,0.27860,-0.19270,-0.20920
2018-12-31,0.90570,0.52010,0.38560,1.35040,1.48360,-1.09800,-0.17230,-1.27030,-1.27030,-1.27030,-1.27030,-1.09800,-1.09800,9.19720,9.19720,0.00000,0.00000,1.31490,1.01610,-63.03710,42.57410,-121.22850,-121.22850,-140.25670,-140.25670,0.15720,0.42410,2.53480,35.50520,3624.35400,221.75870,-22.04710,-58.42480,-0.00370,-0.0671,-0.0889
2018-09-30,1.62020,0.74190,0.87830,2.13910,2.28550,-1.40720,-0.49240,-1.89960,-1.89960,-1.89960,-1.89960,-1.40720,-1.40720,9.26110,9.26110,-0.26010,-0.26010,1.00350,1.01260,-88.69440,54.21010,-86.85100,-86.85100,-117.24270,-117.24270,0.31470,0.68520,2.46710,36.48010,7750.41800,333.21860,-36.89620,-97.43190,-0.00260,-0.0832,-0.1077
2018-06-30,1.08620,0.53840,0.54770,2.22930,2.36020,-1.81240,-0.00240,-1.81480,-1.81480,-1.81480,-1.81480,-1.81240,-1.81240,9.15180,9.15180,-0.26010,-0.26010,1.43370,0.69820,2.62600,50.42750,-166.86280,-166.86280,-167.08180,-167.08180,0.19490,0.37960,2.23340,40.29640,-226.65290,-757.76770,-32.56450,-68.39710,0.08710,-0.1352,-0.1862
2018-03-31,0.62310,0.29010,0.33300,2.09470,2.19550,-1.86250,-0.47560,-2.33810,-2.33810,-2.33810,-2.33810,-1.86250,-1.86250,9.12660,9.12660,-0.26010,-0.26010,2.11730,0.41990,0.82830,53.44830,-298.92680,-298.92680,-375.26030,-375.26030,0.08620,0.18760,1.78050,50.54670,-97.81560,-128.68000,-32.33180,-56.74560,0.26170,-0.16340,-0.18230
2017-12-31,0.37590,0.28440,0.09150,2.31760,2.40020,-2.30870,,-2.30870,-2.30870,-2.30870,-2.30870,-2.30870,-2.30870,9.05480,9.05480,-0.26010,-0.26010,2.39610,,,24.32980,-614.19710,-614.19730,-614.19730,-614.19720,0.06920,0.20090,1.24880,72.07130,-55.47260,-64.58010,-42.49350,-55.47260,0.45600,-0.2361,-0.2498
2017-09-30,0.68000,0.33440,0.34560,2.33760,2.43160,-2.08600,,-2.08600,-2.08600,-2.08600,-2.08600,-2.08600,-2.08600,9.10370,9.10370,-0.26010,-0.26010,3.56020,0.00100,0.00170,50.82360,-306.79120,-306.79120,-306.79120,-306.79120,0.09180,0.44490,1.11200,80.93530,-34.84730,-38.73890,-28.17210,-34.81200,0.65730,-0.2102,-0.2313
2017-06-30,0.62900,0.30690,0.32210,2.40330,2.47980,-2.15770,,-2.15770,-2.15770,-2.15770,-2.15770,-2.15770,-2.15770,9.05360,9.05360,-0.26010,-0.26010,4.63190,0.00100,0.00150,51.21170,-343.04500,-343.04500,-343.04500,-343.04500,0.07150,1.03370,1.35620,66.36380,-29.24950,-31.81330,-24.53010,-29.22160,0.81080,-0.1846,-0.1928
2017-03-31,0.31220,0.18160,0.13050,2.43350,2.48960,-2.35900,,-2.35900,-2.35900,-2.35900,-2.35900,-2.35900,-2.35900,9.01670,9.01670,-0.26010,-0.26010,7.38580,0.00090,0.00130,41.81090,-755.69080,-755.69080,-755.69080,-755.69080,0.03030,0.65870,1.31710,68.33250,-25.59240,-27.40480,-22.86580,-25.57020,1.02000,-0.17910,-0.19520
2016-12-31,0.14430,0.08910,0.05520,2.59660,2.65470,-2.59950,-0.00770,-2.60720,-2.60720,-2.60720,-2.60720,-2.59950,-2.59950,7.34840,7.34840,-0.39010,-0.39010,10.67950,0.00080,0.00120,38.27230,-1801.20000,-1801.20000,-1806.53400,-1806.53500,0.01220,0.28020,1.10090,81.74780,-23.89680,-25.33630,-22.05130,-23.87720,1.21160,-0.3336,-0.3419
2016-09-30,0.47870,0.26510,0.21360,2.52060,2.57220,-2.35870,-0.00770,-2.36630,-2.36630,-2.36630,-2.36630,-2.35870,-2.35870,7.37140,7.37140,-0.26010,-0.26010,1.57600,0.00950,0.04520,44.62440,-492.74440,-492.74440,-494.34810,-494.34810,0.11320,1.16240,1.87910,47.89550,-81.07720,-103.26920,-55.96490,-80.30300,0.38030,-0.2461,-0.2704
2016-06-30,0.55920,0.27790,0.28120,2.72470,2.77670,-2.49550,-0.01410,-2.50960,-2.50960,-2.50960,-2.50960,-2.49550,-2.49550,7.27740,7.27740,-0.39010,-0.39010,1.27670,0.01270,0.15610,50.29540,-446.28010,-446.28010,-448.80920,-448.80910,0.14080,1.04810,1.75360,51.32350,-104.05950,-139.43690,-63.20730,-102.73960,0.33110,-0.2774,-0.3219
2016-03-31,0.27530,0.14070,0.13460,2.57410,2.62080,-2.48620,-0.22130,-2.70760,-2.70760,-2.70760,-2.70760,-2.48620,-2.48620,6.86540,6.86540,-0.39010,-0.39010,2.81400,0.00980,0.08930,48.88420,-903.01020,-903.01020,-983.39930,-983.39930,0.04770,0.43870,1.17670,76.48360,-63.24480,-73.59920,-46.91780,-62.62330,0.59190,-0.23490,-0.29620
2015-12-31,0.04740,0.04150,0.00590,0.75980,0.76840,-0.76250,0.04360,-0.71880,-0.71880,-0.71880,-0.71880,-0.76250,-0.76250,6.08660,6.08660,0.00000,0.00000,0.91980,0.04120,2.10890,12.42180,-1607.16200,-1607.16200,-1515.22100,-1515.22000,0.01280,0.12670,1.65900,54.24930,-67.20030,-158.88170,-19.45130,-64.43010,0.16140,-0.1209,-0.1325
2015-09-30,0.16810,0.09020,0.07790,2.13880,2.18130,-2.10340,-0.06250,-2.16590,-2.16590,-2.16590,-2.16590,-2.10340,-2.10340,6.03630,6.03630,-0.39010,-0.39010,2.08560,0.02160,0.20640,46.34000,-1251.31100,-1251.31100,-1288.49600,-1288.49600,0.05180,0.29040,1.40320,64.13860,-96.42920,-134.05580,-66.76380,-94.34980,0.36560,-0.3151,-0.3205
2015-06-30,0.16810,0.09020,0.07790,1.61460,1.65960,-1.58170,-0.14770,-1.72950,-1.72950,-1.72950,-1.72950,-1.58170,-1.58170,5.98900,5.98900,-0.26010,-0.26010,2.71610,0.01410,0.21490,46.34000,-940.95610,-940.95610,-1028.84500,-1028.84500,0.03250,0.33150,2.42370,37.13370,-47.02300,-56.85560,-33.48830,-46.35770,0.61140,-0.3204,-0.332
2015-03-31,0.05360,0.02930,0.02430,1.15300,1.19240,-1.16810,-0.13770,-1.30580,-1.30580,-1.30580,-1.30580,-1.16810,-1.16810,5.12550,5.12550,-0.26010,-0.26010,3.51420,0.00560,0.20440,45.28000,-2177.93500,-2177.93500,-2434.74700,-2434.74700,0.00790,0.17700,1.16350,77.35240,-25.21530,-28.84350,-19.21370,-25.07530,0.86650,-0.08630,-0.09600
2014-12-31,0.05610,0.03640,0.01980,,,0.05610,,,,,-0.76160,0.05610,,5.11920,5.11920,-0.13000,-0.13000,0.91640,0.01370,0.83230,35.21000,100.00000,,,-1357.30800,0.02430,0.24050,0.53170,169.26110,,,,,0.21710,-0.1367,-0.14
2014-09-30,0.04020,0.01970,0.02050,0.77880,0.80800,-0.78750,-0.12680,-0.91430,-0.91430,-0.91430,-0.91430,-0.78750,-0.78750,5.09490,5.09490,-0.13000,-0.13000,1.41060,0.14730,0.65790,50.92590,-1957.36600,-1957.36600,-2272.44600,-2272.44600,0.01440,0.13380,0.37150,242.26610,-63.81870,-121.71640,-32.69940,-54.41760,0.28090,-0.1271,-0.1411
2014-06-30,0.06150,0.04140,0.02010,0.67720,0.70590,-0.68580,-0.11100,-0.79680,-0.79680,-0.79680,-0.79680,-0.68580,-0.68580,5.03260,5.03260,-0.13000,-0.13000,2.11300,0.09330,0.39330,32.74080,-1115.29600,-1115.29600,-1295.79100,-1295.79100,0.01820,0.56070,0.73730,122.06760,-37.65250,-56.13840,-23.63170,-34.14060,0.41780,-0.0955,-0.1187
2014-03-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.00000,
2013-12-31,0.00750,0.00440,0.00310,,,0.00750,,,,,-0.53060,0.00750,,4.58270,4.58270,-0.13000,-0.13000,0.90690,0.17870,0.82730,41.46670,100.00000,,,-7036.30800,0.00420,0.07190,1.51300,59.48280,,,,,0.17310,-0.0822,-0.0864
2013-09-30,0.01590,0.01100,0.00490,0.47770,0.49570,-0.49070,-0.06780,-0.55860,-0.55860,-0.55860,-0.55860,-0.49070,-0.49070,4.41740,4.41740,-0.13000,-0.13000,3.64480,0.13150,0.15140,30.67850,-3080.06700,-3080.06700,-3505.71800,-3505.71800,0.01070,0.21230,1.26170,71.33120,-54.44810,-56.13880,-37.40530,-47.28970,0.22390,-0.1195,-0.1204
2013-06-30,0.01630,0.01030,0.00610,0.42490,0.43540,-0.42940,-0.08420,-0.51360,-0.51360,-0.51360,-0.51360,-0.42940,-0.42940,3.95850,3.95850,-0.13000,-0.13000,0.21730,,-1.21490,37.06590,-2630.46200,-2630.46200,-3146.29700,-3146.29700,0.02910,0.27150,0.48730,184.69710,158.92110,144.83260,-91.65980,158.92110,-0.08090,-0.1133,-0.1179
2013-03-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.00000,
2012-12-31,0.00460,0.00390,0.00070,,,0.00460,,,,,-0.67520,0.00460,,3.74180,3.74180,-0.13000,-0.13000,0.44920,,4.13220,16.25430,100.00000,,,-14652.69000,0.00870,0.66530,0.61320,146.77730,,,,,0.01600,-0.0444,-0.0488
2012-09-30,0.00290,0.00160,0.00130,0.35570,0.36220,-0.36090,-0.02810,-0.38900,-0.38900,-0.38900,-0.38900,-0.36090,-0.36090,3.74880,3.74880,-0.13000,-0.13000,1.50620,,0.40820,45.00000,-12530.94000,-12530.94000,-13505.59000,-13505.59000,0.00420,,0.75510,119.18750,-88.38320,-95.56550,-56.48000,-88.38320,0.11780,-0.0576,-0.0855
2012-06-30,,,,0.27970,,-0.28020,,-0.28020,-0.28020,-0.28020,-0.28020,-0.28020,-0.28020,3.70750,3.70750,-0.13000,-0.13000,3.36380,,,,,,,,,,,,-74.26360,-81.52700,-62.84580,-74.26360,0.10110,-0.0426,-0.0513
2012-03-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.00000,
2011-12-31,,,,0.02390,,-0.02450,,-0.02450,-0.02450,-0.02450,-0.02450,-0.02450,-0.02450,2.86840,2.86840,0.00000,0.00000,0.00180,,-0.38930,,,,,,,,,,8.64560,8.64560,,8.64560,-0.56630,-0.0369,-0.0369
2011-09-30,,,,0.01870,,-0.01930,,-0.01930,-0.01930,-0.01930,-0.01930,-0.01930,-0.01930,2.86520,2.86520,0.00000,0.00000,0.22260,,-0.49670,,,,,,,,,,8.68080,8.68080,-30.31130,8.68080,-0.44380,0.2001,0.2635
2011-06-30,,,,0.01280,,-0.01330,,-0.01330,-0.01330,-0.01330,-0.01330,-0.01330,-0.01330,2.86520,2.86520,0.00000,0.00000,0.03300,,-0.39080,,,,,,,,,,4.71560,4.71560,-138.27200,4.71560,-0.56420,-0.1831,-0.2465
2011-03-31,,-0.23000,0.23000,0.01840,0.01910,0.21090,,0.21170,0.21170,0.21170,0.21170,0.21160,0.21090,,,,0.00000,0.03590,,-0.41950,,,,,,,,,,-80.59540,-80.59540,2166.61600,-80.59540,-0.52550,0.00000,
2010-12-31,,0.00010,-0.00010,0.00160,0.00160,-0.00170,,-0.00170,-0.00170,-0.00170,-0.00170,-0.00170,-0.00170,0.49990,0.49990,0.00000,0.00000,,,,,,,,,,,,,,,,,,0.2042,0.2042
2010-09-30,,0.01460,-0.01460,0.03300,0.03310,-0.04770,,-0.04770,-0.04770,-0.04770,-0.04770,-0.04770,-0.04770,0.36720,0.36720,-0.13000,-0.13000,,,,,,,,,,,,,,,,,,-0.0837,-0.0837
2010-06-30,,0.22680,-0.22680,0.01070,0.01070,-0.23750,,-0.23750,-0.23750,-0.23750,-0.23750,-0.23750,-0.23750,0.34610,0.34610,-0.65020,-0.65020,,,,,,,,,,,,,,,,,,-0.6822,-0.6822
