Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,302.08800,302.08800,189.73100,-20.89100,89.42700,-2.23500,87.19200,13.59800,73.59400,73.59400,65.71500,91.46600,89.42700,64.82400,70.00400,1.01000,0.94000,1.34130,100.00000,29.60300,29.60300,28.86310,21.75360,0.27530,5.52820,16.28020,16.54110,16.54110,6.70700,16.54110,6.48410,-3.89200,-3.92710
2021-12-31,425.01690,425.01690,250.41600,-19.28400,153.10790,4.02000,157.12800,43.61400,113.51400,113.51400,99.04800,155.31690,153.10800,63.12500,68.43600,1.53000,1.41000,1.06260,100.00000,36.02400,36.02400,36.96980,23.30450,0.27320,6.10940,14.73150,23.73290,23.73290,7.29670,23.73290,7.10360,5.6776,5.6117
2021-09-30,490.82100,490.82100,321.50000,-15.22600,152.14800,30.43500,182.58300,42.11900,140.46400,140.46400,120.29500,154.09500,152.14800,63.02500,68.27500,1.91000,1.76000,1.04450,100.00000,30.99870,30.99870,37.19950,24.50890,0.34580,3.68900,24.39710,27.76560,27.76560,9.89510,27.76560,7.68730,4.5816,4.557
2021-06-30,360.90700,360.90700,228.03500,-13.01700,118.21800,2.76200,120.98000,27.77800,93.20200,93.20200,79.34100,119.85500,118.21800,63.15100,67.55500,1.26000,1.17000,1.61960,100.00000,32.75580,32.75580,33.52110,21.98380,0.32570,3.61990,24.86260,24.22130,24.22130,8.41160,24.22130,5.84260,3.7782,3.682
2021-03-31,263.86600,263.86600,171.15700,-18.81700,72.44300,3.17900,75.62200,-0.17600,75.79800,75.79800,66.52900,73.89200,72.44300,60.93300,66.36000,1.09000,1.00000,3.43060,100.00000,27.45450,27.45450,28.65920,25.21320,0.24640,2.25040,39.99220,16.45710,16.45710,7.07670,16.45710,6.95480,-0.34610,-0.39940
2020-12-31,422.02800,422.02800,200.97800,-13.09700,206.46110,10.97200,217.43300,61.87000,155.56300,155.56300,126.48200,207.95310,206.46110,56.56700,60.72300,2.20000,2.07000,1.31070,100.00000,48.92120,48.92120,51.52100,29.97000,0.35270,4.16970,21.58430,34.99940,34.99940,13.00210,34.99940,6.94740,5.3634,5.2082
2020-09-30,207.60400,207.60400,140.26200,-14.44300,51.95800,-1.63100,50.32700,8.53400,41.79300,41.79300,32.95100,52.89900,51.95800,56.80300,60.66800,0.58000,0.54000,1.42760,100.00000,25.02750,25.02750,24.24180,15.87200,0.19480,2.63480,34.15820,10.07930,10.07930,3.92080,10.07930,6.48360,1.6543,1.5258
2020-06-30,159.93800,159.93800,162.37400,-13.64000,-17.15200,-3.27700,-20.42900,-11.38500,-9.04400,-9.04400,-5.73200,-16.07600,-17.15200,56.13100,56.13100,-0.10000,-0.10000,1.76590,100.00000,-10.72420,-10.72420,-12.77310,-3.58390,0.16420,2.82750,31.83070,-2.50770,-2.50770,-0.92860,-2.50770,5.64380,1.3309,1.1752
2020-03-31,153.70600,153.70600,107.74800,-20.31700,24.44200,-1.66000,22.78200,-7.34400,30.12600,30.12600,25.13000,25.64100,24.44200,52.66650,57.09300,0.48000,0.44000,5.20560,100.00000,15.90180,15.90180,14.82180,16.34940,0.17280,2.95410,30.46590,8.54500,8.54500,3.38610,8.54500,5.52190,-1.28020,-1.51040
2019-12-31,223.52800,223.52800,184.31000,-21.23000,16.75200,11.54900,28.30100,1.15100,27.15000,27.15000,21.45100,17.98800,16.75200,50.37400,55.51300,0.42000,0.37000,1.34720,100.00000,7.49430,7.49440,12.66110,9.59660,0.20860,4.00620,22.46540,6.89390,6.89390,2.53340,6.89390,6.51880,3.6129,3.5961
2019-09-30,231.70000,231.70000,153.94200,-22.19100,54.28300,14.30100,68.58400,13.88600,54.69800,54.69800,40.61500,55.56700,54.28300,51.08000,55.46900,0.80000,0.73000,2.53450,100.00000,23.42810,23.42810,29.60040,17.52910,0.28740,2.01620,44.63840,15.00300,15.00300,6.78440,15.00300,6.09930,1.08,1.0642
2019-06-30,153.52300,153.52300,97.70400,-20.65000,33.87900,5.02200,38.90100,1.23400,37.66700,37.66700,29.45900,35.16900,33.87900,50.10700,54.66800,0.59000,0.54000,7.17960,100.00000,22.06770,22.06770,25.33890,19.18870,0.21480,3.12080,28.83850,12.03970,12.03970,5.26980,12.03970,5.24380,1.2976,1.2531
2019-03-31,137.78300,137.78300,103.30200,-23.69700,9.62900,2.09000,11.71900,-4.45800,16.17700,16.17700,13.57000,10.78400,9.62900,48.30940,55.10830,0.28000,0.25000,10.48490,100.00000,6.98850,6.98850,8.50540,9.84880,0.20210,2.50410,35.94170,5.63380,5.63380,2.37310,5.63380,4.95860,-2.22010,-2.25950
2018-12-31,238.29400,238.29400,152.94090,-20.86300,63.15510,5.06700,68.22200,12.21700,56.00500,56.00500,39.21600,64.49010,63.15510,43.21600,50.69100,0.77000,0.70000,1.54290,100.00000,26.50300,26.50300,28.62930,16.45700,0.26060,3.47310,25.91330,15.06510,15.06510,6.12490,15.06510,6.62680,3.3344,3.2898
2018-09-30,207.72300,207.72300,133.98600,-19.69000,52.91200,1.61700,54.52900,9.64100,44.88800,44.88800,32.44900,54.04700,52.91200,45.20400,53.14100,0.72000,0.61000,1.15420,100.00000,25.47240,25.47240,26.25080,15.62130,0.25240,2.54800,35.32190,13.72950,13.72950,5.45410,13.72950,5.81650,2.9564,2.9281
2018-06-30,220.40500,220.40500,142.00000,-21.66000,55.64500,3.51200,59.15700,6.02700,53.13000,53.13000,35.69000,56.74500,55.64500,41.75000,49.28000,0.85000,0.72000,2.29820,100.00000,25.24670,25.24670,26.84010,16.19290,0.30300,1.74110,51.69000,15.04630,15.04630,7.30330,15.04630,6.28610,1.2544,1.2145
2018-03-31,219.41800,219.41800,139.99400,-23.30000,55.06900,1.47500,56.54400,2.56300,53.98100,53.98100,33.32500,56.12400,55.06900,36.17000,44.59700,0.92000,0.75000,2.84800,100.00000,25.09780,25.09780,25.77000,15.18790,0.34950,3.59020,25.06830,17.98310,17.98310,8.59830,17.98310,5.43980,0.16600,0.14230
2017-12-31,169.16700,169.16700,111.97300,-17.55900,38.66100,148.61600,187.27700,192.92700,-5.65000,-5.65000,-24.81300,39.63500,38.66100,30.59700,37.67600,-0.91000,-0.73000,1.77890,100.00000,22.85370,22.85370,110.70540,-14.66780,0.24200,2.74650,32.76860,-1.64120,-1.64120,-0.80820,-1.64120,6.45060,2.7888,2.7534
2017-09-30,170.04100,170.04100,110.61500,-18.65600,39.87900,17.74600,57.62500,14.35400,43.27100,43.27100,19.20500,40.77000,39.87900,32.50600,39.78500,0.59000,0.48000,1.72440,100.00000,23.45260,23.45260,33.88890,11.29430,0.21390,2.72490,33.02890,12.46740,12.46740,5.44230,12.46740,6.51260,1.2877,1.2609
2017-06-30,172.14900,172.14900,111.48500,-17.13400,42.70800,16.36500,59.07300,9.54900,49.52400,49.52400,19.73000,43.53000,42.70800,28.16600,34.37500,0.70000,0.57000,1.61510,100.00000,24.80870,24.80870,34.31500,11.46100,0.27420,4.54730,19.79180,18.25840,18.25840,7.88840,18.25840,5.09400,2.8791,2.846
2017-03-31,173.25800,173.25800,112.43800,-16.92900,43.03400,3.34200,46.37600,6.99700,39.37900,39.37900,15.27800,43.89100,43.03400,26.16100,32.92200,0.58000,0.46000,3.26870,100.00000,24.83810,24.83810,26.76700,8.81810,0.31220,4.41800,20.37100,14.41390,14.41390,7.09480,14.41390,5.21570,-0.76640,-0.82100
2016-12-31,204.60800,204.60800,130.92800,-11.33100,61.52500,1.29700,62.82200,8.09400,54.72800,54.72800,15.03500,62.34900,61.52500,20.93400,24.24200,0.71000,0.59000,1.68080,100.00000,30.06970,30.06970,30.70360,7.34820,0.34170,6.71930,13.39440,21.76570,21.76570,9.13960,21.76570,4.86360,5.6879,5.6822
2016-09-30,150.67600,150.67600,96.34600,-13.39900,40.11400,1.74900,41.86300,6.55000,35.31300,35.31300,9.48900,40.93100,40.11400,20.92700,24.30100,0.45000,0.39000,3.00830,100.00000,26.62270,26.62270,27.78350,6.29760,0.30730,4.26260,21.11370,13.45130,13.45130,7.20160,13.45130,5.08080,3.2497,3.2338
2016-06-30,131.72500,131.72500,86.01800,-14.34200,30.55900,0.36700,30.92600,4.72100,26.20500,26.20500,6.89300,31.36500,30.55900,20.74500,23.61800,0.33000,0.29000,2.54220,100.00000,23.19910,23.19910,23.47770,5.23290,0.30420,3.52690,25.51840,11.51160,11.51160,6.05220,11.51160,4.40580,2.8749,2.8222
2016-03-31,126.36400,126.36400,82.20000,-14.53700,28.89100,2.17200,31.06300,5.44400,25.61900,25.61900,6.97000,29.62700,28.89100,20.37700,22.40300,0.34000,0.31000,2.99780,100.00000,22.86330,22.86330,24.58220,5.51580,0.32530,4.04360,22.25710,12.50210,12.50210,6.59560,12.50210,3.97000,-2.25990,-2.30400
2015-12-31,174.78900,174.78900,112.84900,-17.81800,43.44100,3.52500,46.96600,8.19500,38.77100,38.77100,10.54700,44.12200,43.44100,20.02200,21.36300,0.52000,0.49000,2.06370,100.00000,24.85340,24.85340,26.87010,6.03410,0.32400,4.45100,20.22040,15.06150,15.06150,7.18700,15.06150,4.99820,4.9627,4.9108
2015-09-30,151.78900,151.78900,96.25500,-14.97900,39.90900,-0.00600,39.90300,5.27300,34.63000,34.63000,10.09000,40.55500,39.90900,20.18500,21.46600,0.50000,0.47000,1.52730,100.00000,26.29240,26.29240,26.28850,6.64740,0.33660,3.76070,23.93180,15.55890,15.55890,7.68010,15.55890,4.32040,3.0659,3.0304
2015-06-30,125.87300,125.87300,78.24600,-14.16700,32.77200,0.16200,32.93400,6.07900,26.85500,26.85500,7.13100,33.46000,32.77200,19.97800,21.08800,0.36000,0.34000,2.68290,100.00000,26.03580,26.03580,26.16450,5.66520,0.31920,3.89570,23.10260,13.90160,13.90160,6.81000,13.90160,3.74640,2.8816,2.809
2015-03-31,99.41200,99.41200,63.04800,-14.36300,21.38100,2.88000,24.26100,4.30000,19.96100,19.96100,5.33600,22.00100,21.38100,19.73000,20.94900,0.27000,0.25000,3.49340,100.00000,21.50750,21.50750,24.40450,5.36760,0.29680,4.15640,21.65350,12.30070,12.30070,5.95970,12.30070,3.16460,-4.22740,-4.25450
2014-12-31,143.89500,143.89500,85.26700,-12.65300,45.34300,0.89500,46.23800,7.95000,38.28800,38.28800,-12.59400,45.97500,45.34300,15.91200,15.91200,0.63000,0.66000,1.50000,100.00000,31.51120,31.51120,32.13320,-8.75220,0.31000,5.15860,17.44650,21.95600,21.95600,8.24730,21.95600,3.39320,5.8581,5.7606
2014-09-30,128.65100,128.65100,78.08800,-14.24800,35.77300,1.72200,37.49500,4.71000,32.78500,32.78500,6.50000,36.31500,35.77300,15.26200,16.20500,0.43000,0.40000,1.65910,100.00000,27.80620,27.80620,29.14470,5.05240,0.36530,4.18110,21.52570,18.76780,18.76780,9.30890,18.76780,3.39790,4.4661,4.3709
2014-06-30,131.68700,131.68700,171.33200,-17.14300,-57.30700,-2.86500,-60.17200,0.43800,-60.61000,-60.61000,-19.01000,-56.78800,-57.30700,15.26400,15.26400,-1.25000,-1.25000,2.42520,100.00000,-43.51760,-43.51760,-45.69320,-14.43580,0.43050,3.39750,26.49010,-40.15050,-40.15050,-19.81320,-40.15050,2.93560,2.805,2.7533
2014-03-31,114.51700,114.51700,77.55000,-12.45700,23.93500,-1.20100,22.73400,0.64200,22.09200,22.09200,22.09200,24.51000,23.93500,,,,0.00000,6.40860,100.00000,20.90080,20.90080,19.85210,19.29150,0.32680,3.28130,27.42820,7.78370,7.78370,6.30420,7.78370,5.53060,0.00000,
2013-12-31,154.31000,154.31000,124.03400,-13.77200,33.65000,1.30000,34.95000,1.02000,33.93000,33.93000,33.93000,35.01700,33.65000,,,,0.00000,2.97060,100.00000,21.80680,21.80680,22.64920,21.98820,0.34800,4.36610,20.61350,10.96750,10.96750,7.65110,10.96750,,0,0
2013-09-30,98.72800,98.72800,71.40800,-12.23200,14.51700,0.63800,15.15500,0.70500,14.45000,14.45000,14.45000,15.08800,14.51700,,,,0.00000,,100.00000,14.70400,14.70400,15.35030,14.63620,,,,,,,,,0,0
2013-06-30,98.51800,98.51800,64.56100,-10.65000,22.71900,-0.54100,22.17800,1.04200,21.13600,21.13600,21.13600,23.10200,22.71900,,,,0.00000,,100.00000,23.06080,23.06080,22.51160,21.45400,,,,,,,,,0,0
2013-03-31,59.84500,59.84500,49.75500,-10.28300,-0.77700,1.52300,0.74600,0.03500,0.71100,0.71100,0.71100,0.01200,-0.77700,,,,0.00000,,100.00000,-1.29840,-1.29840,1.24660,1.18810,,,,,,,,,0.00000,
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
