Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-12-31,35365.53000,28107.13000,7258.40600,1787.54700,3956.54800,5744.09000,1514.31300,505.34200,2019.65000,374.32510,1645.32500,,1645.32500,1497.31800,2957.52700,1514.31300,1759.68800,1759.68800,0.85090,0.85090,1.23270,0.31810,0.83280,20.52400,4.28190,4.28190,5.71080,4.23380,0.20020,1.95100,1.55100,58.02620,2.15700,2.36210,0.93130,1.47080,,0.4926,0.0518
2018-09-30,34575.41000,27042.37000,7533.03500,1658.16000,3944.60100,5602.76000,1930.27300,617.10300,2547.37800,484.35300,2063.02500,,2063.02500,1896.93900,3381.95900,1930.27300,1761.41600,1761.41600,1.07690,1.07690,1.22040,0.32260,0.84240,21.78730,5.58280,5.58280,7.36760,5.48640,0.18950,1.87310,1.45500,61.85360,2.65040,2.90130,1.13100,1.79540,,0.9172,0.5548
2018-06-30,37022.02000,29096.80000,7925.22100,1751.66200,3419.23500,5170.90000,2754.32400,541.87080,3296.19400,842.35200,2453.84200,,2453.84200,2247.83600,4473.05900,2754.32400,1773.72000,1773.72000,1.26730,1.26730,1.23250,0.32420,0.83830,21.40680,7.43970,7.43970,8.90330,6.07160,0.20480,2.07820,1.53690,58.55990,3.18780,3.49260,1.35720,2.15430,,1.11230,0.39710
2018-03-31,35628.27000,27971.70000,7656.57400,1989.77900,4496.89600,6486.68000,1169.89500,578.83020,1748.72100,594.28300,1154.43900,,1154.43900,1026.73000,2859.78500,1169.89500,1793.08800,1793.08800,0.57710,0.57710,1.23140,0.32040,0.82570,21.49020,3.28360,3.28360,4.90820,2.88180,0.20460,2.04010,1.49880,60.04620,1.55780,1.71200,0.66290,1.05870,41.67340,1.8623,1.36
2017-12-31,35218.39000,27260.74000,7957.65000,1660.90900,3764.01500,5424.93000,2532.72700,554.65690,3087.38300,-2161.55200,5248.93500,,5248.93500,5075.23400,4094.33800,2532.72700,1790.42700,1790.42700,2.83470,2.83470,1.25200,0.32700,0.84420,22.59520,7.19150,7.19150,8.76640,14.41080,0.20020,2.04780,1.51910,59.24500,6.97940,7.65900,2.98440,4.69730,,0.6397,0.2605
2017-09-30,33985.79000,26899.69000,7086.10400,1547.55900,4162.04100,5709.60000,1376.50400,806.92200,2183.42700,458.62200,1724.80500,,1724.80500,1566.05400,2941.02800,1376.50400,1800.06000,1800.06000,0.87000,0.87000,1.22550,0.34110,0.53190,20.85020,4.05020,4.05020,6.42450,4.60800,0.19340,2.09560,1.44660,62.21510,2.40390,2.65610,0.98140,1.58400,,1.5733,1.2235
2017-06-30,33417.86000,25873.10000,7544.76200,1568.45700,3553.40700,5121.86000,2422.89800,592.32600,3015.22500,985.65300,2029.57200,,2029.57200,1866.01500,4024.70900,2422.89800,1802.28600,1802.28600,1.03540,1.03540,1.22130,0.34210,0.88610,22.57700,7.25030,7.25030,9.02280,5.58390,0.19500,1.98950,1.43550,62.69550,2.91710,3.23760,1.18410,1.91930,,0.88210,0.10310
2017-03-31,33718.56000,26248.11000,7470.44900,2020.12300,4259.24400,6279.37000,1191.07800,438.76870,1629.84500,671.86510,957.98030,,957.98030,820.75220,2935.99300,1191.08200,1802.28200,1802.28200,0.45510,0.45510,1.20750,0.34700,0.89950,22.15530,3.53240,3.53240,4.83370,2.43410,0.19120,2.06900,1.37180,65.60660,1.36080,1.51670,0.54330,0.88860,39.06030,2.2271,1.6554
2016-12-31,32209.83000,25177.90000,7031.92800,1621.95100,3499.27500,5121.23000,1910.70100,489.90000,2400.60200,685.00440,1715.59800,,1715.59800,1553.09800,3221.79300,1910.70100,1801.73800,1801.73800,0.86200,0.86200,1.17160,0.33930,0.91350,21.83160,5.93200,5.93200,7.45300,4.82180,0.18550,1.97450,1.32760,67.79290,2.45970,2.74870,0.98810,1.62520,,0.2076,-0.5317
2016-09-30,31977.09000,24724.14000,7252.94900,1248.47100,3769.28600,5017.75000,2235.19300,416.35300,2651.54700,772.51440,1879.03200,,1879.03200,1735.54100,3896.64800,2235.19300,1802.22300,1802.22300,0.96300,0.96300,1.14940,0.33910,0.89180,22.68170,6.99000,6.99000,8.29200,5.42750,0.19210,2.03140,1.37370,65.51630,2.81790,3.19360,1.12860,1.86220,,1.248,0.7622
2016-06-30,32287.09000,24902.24000,7384.85200,1539.74500,3363.46600,4903.21000,2481.64100,201.33570,2682.97600,917.22180,1765.75400,,1765.75400,1624.70100,4035.43800,2481.64100,1802.32100,1802.32100,0.90140,0.90140,1.11190,0.33250,0.91200,22.87250,7.68620,7.68620,8.30970,5.03200,0.20300,2.17590,1.41510,63.59810,2.82250,3.20700,1.11020,1.88400,,0.88440,0.22800
2016-03-31,31454.81000,24326.46000,7128.35000,1665.68300,5935.73300,7601.43000,-473.08400,55.23250,-417.84410,189.15590,-607.00020,,-607.00020,-731.78760,961.38720,-473.08200,1802.28500,1802.28500,-0.40560,-0.40560,1.14100,0.34700,0.92810,22.66220,-1.50400,-1.50400,-1.32840,-2.32650,0.20790,2.23170,1.37670,65.37280,-1.04000,-1.17830,-0.40120,-0.67910,32.38330,2.0439,1.354
2015-12-31,29661.23000,22874.77000,6786.45900,1372.44200,4076.76900,5449.21000,1337.24800,310.05020,1647.29800,506.50580,1140.79200,,1140.79200,1018.33300,2712.74900,1337.24800,1802.16700,1802.16700,0.56510,0.56510,1.19160,0.34250,0.91250,22.87990,4.50840,4.50840,5.55370,3.43320,0.19460,1.99760,1.35060,66.63940,1.85380,2.07970,0.74840,1.21890,,1.1522,0.402
2015-09-30,29694.47000,23195.38000,6499.09000,1219.03700,3928.34900,5147.39000,1351.70300,377.99540,1729.70000,562.50360,1167.19600,,1167.19600,1047.55800,2705.38400,1351.70300,1802.35600,1802.35600,0.58120,0.58120,1.20080,0.35860,0.91990,21.88650,4.55200,4.55200,5.82500,3.52780,0.19760,2.06280,1.33410,67.46330,1.92510,2.15740,0.77690,1.23470,,1.3185,0.7489
2015-06-30,30379.05000,23662.30000,6716.75200,1191.80400,3562.80200,4754.60000,1962.14600,352.93620,2315.08100,643.29820,1671.78300,,1671.78300,1525.50300,3282.42000,1962.14600,1803.19600,1803.19600,0.84600,0.84600,1.14410,0.33630,0.91370,22.10980,6.45890,6.45890,7.62070,5.02160,0.19600,1.98020,1.25780,71.55190,2.67980,2.98840,1.07880,1.77860,,1.89130,1.09380
2015-03-31,34107.03000,28754.14000,5352.88900,1078.91200,3250.78800,4329.69000,1023.19900,55.79430,1078.99000,293.89610,785.09400,,811.65940,636.47920,775.98630,1023.20100,1802.28900,1802.28900,0.35320,0.35320,1.18770,0.34720,0.93700,15.69440,3.00000,3.00000,3.16350,1.86610,0.20340,2.10890,1.28370,70.10810,1.20810,1.34670,0.48410,0.78870,37.27690,0.6689,2.6003
2014-12-31,28951.68000,21520.42000,7431.26600,1476.45500,4394.98400,5871.44000,1559.82600,148.38560,1708.21200,651.96560,1056.24600,,1307.59200,1201.34100,3359.32100,1559.82600,1802.28900,1802.28900,0.66660,0.66660,1.22490,0.35350,0.99150,25.66780,5.38770,5.38770,5.90020,4.14950,0.18460,1.64280,1.17840,76.37450,2.11980,2.11980,0.83360,1.37050,34.22590,0.9819,-0.2683
2014-09-30,28941.85000,21800.61000,7141.23800,1557.99400,4004.60200,5562.60000,1578.64300,148.06080,1726.70400,483.30240,1243.40200,,1461.81100,1362.22100,3635.80700,1578.64300,1802.33700,1802.33700,0.75580,0.75580,1.18250,0.34270,0.96860,24.67440,5.45450,5.45450,5.96610,4.70680,0.18300,1.64000,1.14310,78.73620,2.33660,2.33660,0.92440,1.53580,34.71200,1.5729,-0.2219
2014-06-30,29285.13000,21934.97000,7350.16800,1402.71300,4006.63200,5409.34000,1940.82200,7.54600,1948.36700,801.60080,1146.76700,,1524.92900,1435.81800,4020.96000,1940.82200,1802.29100,1802.29100,0.79660,0.79660,1.21090,0.34190,0.95180,25.09860,6.62730,6.62730,6.65310,4.90290,0.19290,1.73630,1.18240,76.11540,2.52270,2.52270,1.00470,1.66010,33.53960,1.92850,-0.06300
2014-03-31,30400.02000,22342.63000,8057.39100,1809.25400,4630.84800,6440.10000,1617.28900,96.00920,1713.29800,308.79320,1404.50400,,1772.02900,1680.79300,3745.96900,1617.29100,1802.29400,1802.29400,0.93250,0.93250,1.22500,0.34600,0.96270,26.50460,5.32000,5.32000,5.63580,5.52890,0.19460,1.71480,1.15900,77.65120,2.89860,2.89860,1.13430,1.89570,33.92020,1.9902,-0.0337
2013-12-31,30208.89000,22088.46000,8120.43000,1575.20000,4259.49000,5834.69000,2285.74000,-119.62000,2166.12000,801.11000,1365.01000,,1681.32000,1607.32000,4255.45300,2285.74000,1802.29400,1802.29400,0.89180,0.89180,1.27340,0.36480,1.00770,26.88090,7.56640,7.56640,7.17050,5.32070,0.19430,1.67570,1.20240,74.84730,2.81760,2.81760,1.08140,1.78960,33.10870,1.0668,-0.4471
2013-09-30,29191.23000,21723.20000,7468.03100,1526.05900,4210.31600,5736.38000,1731.65600,-59.22640,1672.42900,701.24300,971.18570,,1291.21400,1215.71700,3674.49200,1731.65600,1802.29500,1802.29500,0.67460,0.67460,1.26290,0.34820,0.95820,25.58310,5.93210,5.93210,5.72920,4.16470,0.19920,1.76730,1.23810,72.69430,2.26140,2.26140,0.88120,1.47390,31.68050,2.0584,0.3612
2013-06-30,28624.36000,21456.53000,7167.82800,1430.78600,3868.91600,5299.70000,1868.12500,-130.57280,1737.55300,715.47390,1022.08000,,1342.92600,1237.24000,3774.09600,1868.12500,1802.29700,1802.29700,0.68650,0.68650,1.29280,0.34650,0.95370,25.04100,6.52630,6.52630,6.07020,4.32230,0.19960,1.73610,1.23510,72.87150,2.41760,2.41760,0.93650,1.58000,30.82070,1.70470,-0.03170
2013-03-31,29702.91000,22713.44000,6989.47500,1720.98500,4469.17500,6190.15000,799.32030,-461.07270,1027.07400,277.99880,749.07500,,1007.88800,768.97850,3001.85500,799.32030,1802.29800,1802.29800,0.42640,0.42640,1.29940,0.34280,0.94760,25.85030,2.69110,2.69110,3.45780,2.58890,0.18000,1.54440,1.09150,82.45460,1.60260,1.60260,0.61090,1.05320,34.89590,1.8805,0.2291
2012-12-31,29837.24000,22146.85000,7690.39100,1703.88200,4363.63400,6067.52000,1622.87300,-518.61720,1104.25700,345.58080,758.67630,,1022.03200,952.52430,3258.40300,1622.87300,1802.29900,1802.29900,0.52850,0.52850,1.27020,0.33030,0.95230,25.77450,5.43910,5.43910,3.70090,3.19240,0.19380,1.49230,1.24550,72.26170,1.71670,1.71670,0.66380,1.14960,33.03260,1.3054,-0.1189
2012-09-30,29269.00000,21626.00000,7643.00000,1779.42000,4158.89000,5938.31000,1704.68900,68.49000,1349.50000,569.12000,780.38000,0.00000,1060.00000,1060.00000,3404.08000,1704.68900,1796.61000,1796.61000,0.59000,0.59000,1.29430,0.32070,0.89290,24.66540,5.82420,5.82420,4.61070,3.62160,0.20130,1.57530,1.26370,71.21890,1.84380,1.84380,0.72910,1.25250,,0.9683,-2.4289
2012-06-30,30714.00000,22390.17000,8323.83000,1574.98000,4283.53000,5858.51000,2465.32000,234.58000,2434.75000,972.91000,1461.84000,0.00000,1661.00000,1661.00000,4072.54000,2465.32000,1805.43500,1805.43500,0.92000,0.92000,1.33500,0.31860,0.87760,26.23780,8.02670,8.02670,7.92720,5.40800,0.21320,1.68560,3.04750,29.53240,2.90290,2.90290,1.15320,1.97810,,1.22170,1.26480
2012-03-31,29262.00000,22768.60000,6493.40000,1885.42000,4722.93000,6608.35000,-114.94920,-245.62000,1167.68000,622.71000,544.97000,-841.50000,871.00000,871.00000,1691.40100,-114.94920,1814.58300,1814.58300,0.48000,0.48000,1.32390,0.33050,0.91380,27.41310,-0.39280,-0.39280,3.99040,2.97660,0.19560,1.73090,1.21660,73.97650,1.51450,1.51450,0.58220,1.01400,,1.5268,2.2032
2011-12-31,24988.00000,18659.51000,6328.49000,1734.00000,4093.86000,5827.86000,500.63090,183.10000,754.54000,428.88000,325.66000,295.55000,613.00000,613.00000,2127.81100,500.63090,1802.94100,1802.94100,0.34000,0.34000,1.27030,0.29790,0.88550,25.60950,2.00350,2.00350,3.01960,2.45320,0.17800,1.63830,1.17140,76.83170,1.09010,1.09010,0.43670,0.76540,,0.0511,-2.1381
2011-09-30,24604.00000,18275.54000,6328.46100,1659.74000,3898.66000,5558.40000,770.06050,312.57000,995.21000,385.37000,609.84000,202.30000,788.00000,788.00000,2527.50000,770.06050,1790.90900,1790.90900,0.44000,0.44000,1.28910,0.28830,0.85650,25.36600,3.12980,3.12980,4.04490,3.20270,0.17340,1.72420,1.16000,77.58700,1.37300,1.37300,0.55540,0.97720,,2.2318,2.2103
2011-06-30,21239.00000,15475.68000,5763.32000,1322.52000,3506.00000,4828.52000,934.80080,80.64000,351.58000,286.87000,64.71000,343.65000,394.00000,394.00000,2484.45100,934.80080,1790.90900,1790.90900,0.22000,0.22000,1.26940,0.29090,0.89200,24.00990,4.40130,4.40130,1.65540,1.85510,0.15770,1.60650,1.01220,88.91210,0.72230,0.72230,0.29260,0.51210,,1.35150,0.38200
2011-03-31,26616.00000,21947.62000,4668.38100,1640.61000,5167.84000,6808.45000,-2140.06800,387.44000,1225.40000,619.00000,606.40000,346.55000,536.00000,536.00000,-443.84810,-2140.06800,1786.66700,1786.66700,0.30000,0.30000,1.31440,0.30840,0.90020,28.72860,-8.04050,-8.04050,4.60400,2.01380,0.19170,2.03260,1.15600,77.85760,0.97460,0.97460,0.38600,0.67410,,2.0922,-1.2635
2010-12-31,25683.74000,18211.77000,7471.97100,1489.32000,4116.03000,5605.35000,1866.62100,71.12000,1578.96000,1044.43000,534.52990,521.31000,987.20600,987.20600,3591.46100,1866.62100,1801.47100,1801.47100,0.55000,0.55000,1.35220,0.31350,0.90270,27.69530,7.26770,7.26770,6.14770,3.84370,0.19010,1.61160,1.16970,76.94010,1.82220,1.82220,0.73060,1.25100,,0.6667,1.5394
2010-09-30,26866.00000,19277.21000,7588.78900,1420.14000,3737.36000,5157.50000,2431.28900,31.95000,1944.58000,692.97000,1251.61000,416.61000,1622.00000,1622.00000,4174.64900,2431.28900,1802.22200,1802.22200,0.90000,0.90000,1.34510,0.32460,0.90820,26.31630,9.04970,9.04970,7.23810,6.03740,0.20210,1.87300,1.23750,72.73010,3.07890,3.07890,1.21990,2.07940,,2.3814,0.5641
2010-06-30,26689.00000,18525.49000,8163.51000,1301.02000,3570.69000,4871.71000,3291.80100,238.77000,2817.63000,125.52000,2692.11000,392.60000,3080.00000,3080.00000,4891.04100,3291.80100,1811.76500,1811.76500,1.70000,1.70000,1.31850,0.32610,0.91950,27.91630,12.33390,12.33390,10.55730,11.54030,0.21100,1.88270,1.23630,72.80070,6.16940,6.16940,2.43470,4.15760,,2.05190,1.75830
2010-03-31,19069.87000,18746.89000,322.97850,1518.61000,3884.48900,5403.10000,-5080.11900,-35.14000,968.79000,407.98000,560.80990,271.32000,-1923.66600,-1923.66600,-3507.22900,-5080.11900,1814.56100,1814.56100,-1.06000,-1.06000,1.34940,0.34170,0.92590,33.59740,-26.63950,-26.63950,5.08020,-10.08750,0.15180,1.85520,0.89010,101.10670,-3.99690,-3.99690,-1.53170,-2.63120,,1.8174,-0.3867
2009-12-31,24648.14000,17872.63000,6775.51000,1246.16000,3789.04000,5035.20000,1740.30900,-66.12000,1898.24000,715.28000,1182.96000,364.14000,1533.16900,1533.16900,3575.66900,1740.30900,1814.62500,1814.62500,0.82000,0.82000,1.30910,0.35330,0.98950,28.39800,7.06060,7.06060,7.70140,6.22020,0.19300,1.75690,1.21950,73.80180,3.19810,3.19810,1.20060,2.06810,,1.6261,2.2235
2009-09-30,22798.02000,16655.07000,6142.94900,1193.06000,3456.76000,4649.82000,1493.12900,6.39000,707.69000,354.79000,352.90000,225.28000,599.00000,599.00000,3232.76900,1493.12900,1815.15200,1815.15200,0.33000,0.33000,1.31890,0.37370,1.01470,23.47190,6.54940,6.54940,3.10420,2.62740,0.18930,1.71240,1.22810,73.28300,1.35000,1.35000,0.49730,0.84550,,3.44,2.5076
2009-06-30,21123.34000,16004.38000,5118.96000,1046.39000,3312.80000,4359.19000,759.76950,-202.96000,56.21000,108.13000,-51.92000,146.70000,79.75800,79.75800,2412.35000,759.76950,1812.95000,1812.95000,0.04000,0.04000,1.15630,0.35420,1.13820,21.86390,3.59680,3.59680,0.26610,0.37760,0.17430,1.44570,1.08340,83.07090,0.19070,0.19070,0.06580,0.12310,,2.30740,0.87960
2009-03-31,18160.00000,16927.68000,1232.32000,1537.39000,4882.00900,6419.40000,-5187.07800,-265.05000,-2946.26000,-1121.86000,-1824.40000,54.87000,-1895.00000,-1895.00000,-3331.76800,-5187.07800,1822.11500,1822.11500,-1.04000,-1.04000,1.09060,0.32540,1.16010,20.58470,-28.56320,-28.56320,-16.22390,-10.43500,0.15370,1.36080,0.89620,100.41960,-4.72890,-4.72890,-1.60340,-3.19030,,2.1055,-4.395
