Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-04-30,23659.00000,15609.00000,8050.00000,4303.00000,4748.00000,3302.00000,-243.00000,3059.00000,726.00000,2333.00000,2333.00000,2325.00000,3805.00000,3302.00000,660.00000,662.00000,3.52000,3.51000,1.17310,1.31400,-4.20200,34.02510,13.95660,13.95660,12.92950,9.82710,0.47580,0.77120,-33.92470,-33.92470,4.69180,10.65350,-10.54760,4.49700,3.99400
2022-01-31,21340.00000,14313.00000,7027.00000,4741.00000,5178.00000,1849.00000,-235.00000,1614.00000,407.00000,1207.00000,1207.00000,1201.00000,2318.00000,1849.00000,696.00000,699.00000,1.84000,1.85000,1.01990,1.25290,-5.13430,32.92880,8.66450,8.66450,7.56330,5.62790,0.47800,0.81300,-25.06230,-25.06230,2.70390,6.33830,-7.18810,1.2033,0.3932
2021-10-31,22918.00000,15331.00000,7587.00000,4373.00000,4798.00000,2789.00000,-223.00000,2566.00000,670.00000,1896.00000,1896.00000,1889.00000,3295.00000,2789.00000,690.00000,692.00000,2.74000,2.73000,1.19270,1.07070,-16.64530,33.10500,12.16950,12.16950,11.19640,8.24240,0.46390,0.91880,-120.30460,-120.30460,3.83810,8.50030,-2.29740,3.4866,2.8936
2021-07-31,27570.00000,18258.00000,9312.00000,4693.00000,5102.00000,4210.00000,-216.00000,3994.00000,976.00000,3018.00000,3018.00000,3007.00000,4674.00000,4210.00000,705.00000,707.00000,4.27000,4.25000,1.15780,1.00800,-138.92000,33.77580,15.27020,15.27020,14.48680,10.90680,0.55810,1.05400,-1724.57100,-1724.57100,6.10880,13.84910,-0.25040,3.539,3.0042
2021-04-30,24422.00000,16292.00000,8130.00000,4494.00000,4885.00000,3245.00000,-211.00000,3034.00000,713.00000,2321.00000,2321.00000,2312.00000,3688.00000,3245.00000,718.00000,720.00000,3.22000,3.21000,1.17140,0.98010,52.23370,33.28970,13.28720,13.28720,12.42320,9.46690,0.47700,0.88630,521.57300,521.57300,4.53320,10.38430,0.62240,6.23890,5.68750
2021-01-31,20311.00000,13856.00000,6455.00000,4540.00000,4931.00000,1524.00000,-203.00000,1321.00000,343.00000,978.00000,978.00000,973.00000,1966.00000,1524.00000,748.00000,750.00000,1.35000,1.34000,1.19200,0.93500,15.15660,31.78080,7.50330,7.50330,6.50390,4.79050,0.43460,0.85570,68.05850,68.05850,2.09270,4.42430,1.96580,-0.5001,-1.2933
2020-10-31,22309.00000,15009.00000,7300.00000,4770.00000,5125.00000,2175.00000,-1281.00000,894.00000,202.00000,692.00000,692.00000,689.00000,2580.00000,2175.00000,752.00000,754.00000,0.92000,0.91000,1.37580,0.83870,5.35080,32.72220,9.74940,9.74940,4.00740,3.08840,0.43850,0.95530,16.98990,16.98990,1.36010,2.73970,5.41620,-0.3748,-0.9678
2020-07-31,27302.00000,17998.00000,9304.00000,5020.00000,5347.00000,3957.00000,-219.00000,3738.00000,910.00000,2828.00000,2828.00000,2816.00000,4331.00000,3957.00000,752.00000,753.00000,3.74000,3.74000,1.29700,0.82260,5.00600,34.07810,14.49340,14.49340,13.69130,10.31430,0.52740,1.30130,64.92190,64.92190,5.46340,11.51790,5.76190,9.7207,9.2396
2020-04-30,19675.00000,13162.00000,6513.00000,4196.00000,4522.00000,1991.00000,-205.00000,1786.00000,449.00000,1337.00000,1337.00000,1333.00000,2364.00000,1991.00000,755.00000,756.00000,1.76000,1.76000,1.19650,0.92170,12.70630,33.10290,10.11940,10.11940,9.07750,6.77510,0.42930,0.92150,77.91380,77.91380,2.91720,6.10060,2.27280,5.88620,5.48550
2020-01-31,16027.00000,11045.00000,4982.00000,3685.00000,4024.00000,958.00000,-183.00000,775.00000,265.00000,510.00000,510.00000,509.00000,1339.00000,958.00000,777.00000,778.00000,0.68000,0.68000,1.00900,0.89480,9.79010,31.08500,5.97740,5.97740,4.83560,3.17590,0.40600,0.83810,25.86210,25.86210,1.29210,2.72150,2.58450,0.1829,-0.4034
2019-10-31,17388.00000,11748.00000,5640.00000,3772.00000,4082.00000,1558.00000,-177.00000,1381.00000,332.00000,1049.00000,1049.00000,1046.00000,1903.00000,1558.00000,769.00000,770.00000,1.36000,1.36000,1.03980,0.87130,7.26040,32.43620,8.96020,8.96020,7.94230,6.01560,0.43730,0.85650,42.67700,42.67700,2.63810,5.49420,3.20050,0.7513,0.2593
2019-07-31,20992.00000,14252.00000,6740.00000,4048.00000,4359.00000,2381.00000,-169.00000,2212.00000,536.00000,1676.00000,1676.00000,1670.00000,2728.00000,2381.00000,781.00000,781.00000,2.14000,2.14000,1.06070,0.86230,6.64660,32.10750,11.34240,11.34240,10.53740,7.95540,0.51580,1.03800,63.48490,63.48490,4.11840,8.73920,3.40210,1.9064,1.5138
2019-04-30,17741.00000,12160.00000,5581.00000,3862.00000,4164.00000,1417.00000,-162.00000,1255.00000,209.00000,1046.00000,1046.00000,1043.00000,1754.00000,1417.00000,796.00000,797.00000,1.31000,1.31000,1.08740,0.83640,5.42340,31.45820,7.98710,7.98710,7.07400,5.87900,0.41050,0.80930,32.32390,32.32390,2.42020,5.28870,4.07040,2.68130,2.45420
2019-01-31,15646.00000,10748.00000,4898.00000,5096.00000,5465.00000,-567.00000,-158.00000,-725.00000,98.00000,-823.00000,-823.00000,-821.00000,786.00000,-567.00000,811.00000,812.00000,-0.99000,-0.99000,0.98140,0.79790,4.45200,31.30510,-3.62390,-3.62390,-4.63380,-5.24730,0.45340,0.85570,-22.58510,-24.63330,-2.38500,-4.56330,4.54930,-0.797,-1.1628
2018-10-31,17415.00000,12038.00000,5377.00000,3997.00000,4420.00000,957.00000,-153.00000,804.00000,175.00000,629.00000,629.00000,628.00000,1412.00000,957.00000,806.00000,807.00000,0.78000,0.78000,1.00460,0.72830,2.88780,30.87570,5.49530,5.49530,4.61670,3.60610,0.47440,0.97360,11.66110,15.25960,1.71330,3.16810,6.69230,1.3145,0.9583
2018-07-31,20888.00000,14003.00000,6885.00000,4386.00000,4722.00000,2163.00000,-153.00000,2010.00000,490.00000,1520.00000,1520.00000,1515.00000,2527.00000,2163.00000,813.00000,814.00000,1.86000,1.86000,1.06190,0.72100,2.73850,32.96150,10.35520,10.35520,9.62270,7.25300,0.56290,1.17820,26.29300,33.70290,4.09650,7.33660,7.12820,2.958,2.5929
2018-04-30,17360.00000,11612.00000,5748.00000,3934.00000,4283.00000,1465.00000,-160.00000,1305.00000,317.00000,988.00000,988.00000,985.00000,1852.00000,1465.00000,825.00000,826.00000,1.19000,1.19000,1.01640,0.72240,2.75790,33.11060,8.43890,8.43890,7.51730,5.67400,0.45400,0.87940,17.19760,22.16740,2.58390,4.77460,6.98910,4.15130,3.88620
2018-01-31,15494.00000,11243.00000,4251.00000,2829.00000,3153.00000,1098.00000,-153.00000,945.00000,391.00000,554.00000,554.00000,553.00000,1490.00000,1098.00000,839.00000,840.00000,0.66000,0.66000,1.05590,0.72600,2.89380,27.43640,7.08660,7.08660,6.09910,3.56910,0.43900,0.98680,9.43300,12.13320,1.56980,2.58430,7.07590,-0.4269,-0.7897
2017-10-31,16770.00000,11057.00000,5713.00000,3808.00000,4166.00000,1547.00000,-160.00000,1387.00000,515.00000,872.00000,872.00000,870.00000,1927.00000,1547.00000,831.00000,832.00000,1.05000,1.05000,1.01970,0.73060,2.79310,34.06680,9.22480,9.22480,8.27070,5.18780,0.45590,0.89220,15.18640,19.75090,2.37070,4.09160,6.90970,0.4306,0.0634
2017-07-31,19495.00000,12825.00000,6670.00000,3931.00000,4288.00000,2382.00000,-159.00000,2223.00000,804.00000,1419.00000,1419.00000,1413.00000,2761.00000,2382.00000,841.00000,842.00000,1.68000,1.68000,1.02990,0.74040,2.90530,34.21390,12.21850,12.21850,11.40290,7.24800,0.53170,1.12430,25.63220,33.14650,3.86990,6.65450,6.61410,2.1858,1.8608
2017-04-30,16860.00000,11060.00000,5800.00000,3876.00000,4241.00000,1559.00000,-625.00000,934.00000,332.00000,602.00000,602.00000,600.00000,1948.00000,1559.00000,857.00000,858.00000,0.70000,0.70000,1.04020,0.74030,2.90450,34.40100,9.24670,9.24670,5.53970,3.55870,0.44820,0.90260,10.88410,13.52810,1.60050,2.82620,6.48420,3.84030,3.61190
2017-01-31,15784.00000,11142.00000,4642.00000,3034.00000,3372.00000,1270.00000,-160.00000,1110.00000,447.00000,663.00000,663.00000,646.00000,1670.00000,1270.00000,880.00000,881.00000,0.75000,0.75000,1.00220,0.69110,2.44000,29.40950,8.04610,8.04610,7.03240,4.09280,0.45870,1.06540,10.30460,12.38790,1.92690,3.18320,7.42960,0.3471,-0.0293
2016-10-31,15739.00000,10332.00000,5407.00000,4084.00000,4468.00000,939.00000,-163.00000,776.00000,397.00000,379.00000,379.00000,376.00000,1351.00000,939.00000,873.00000,874.00000,0.43000,0.43000,1.00750,0.68210,2.26520,34.35420,5.96610,5.96610,4.93040,2.38900,0.44500,0.94010,5.65000,6.67960,1.07150,1.79600,7.68380,0.7992,0.4275
2016-07-31,18260.00000,11972.00000,6288.00000,3866.00000,4237.00000,2051.00000,-166.00000,1885.00000,718.00000,1167.00000,1167.00000,1162.00000,2446.00000,2051.00000,883.00000,885.00000,1.32000,1.31000,1.01270,0.67550,2.25160,34.43590,11.23220,11.23220,10.32310,6.36360,0.50070,1.12900,16.61920,19.62000,3.19980,5.39280,7.97050,1.6476,1.3323
2016-04-30,15234.00000,9897.00000,5337.00000,3391.00000,3751.00000,1586.00000,-156.00000,1430.00000,546.00000,884.00000,884.00000,880.00000,1969.00000,1586.00000,897.00000,899.00000,0.98000,0.98000,1.16660,0.66510,2.13600,35.03350,10.41090,10.41090,9.38690,5.77660,0.40980,0.89530,12.25740,12.52480,2.37780,4.10510,8.06710,3.58180,3.36260
2016-01-31,13237.00000,8650.00000,4587.00000,3769.00000,3740.00000,847.00000,,295.00000,284.00000,11.00000,11.00000,10.00000,1242.00000,439.00000,927.00000,929.00000,0.03000,0.03000,1.00660,0.60130,1.65260,34.65290,6.39870,3.31650,2.22860,0.07550,0.42340,0.91460,0.14370,0.14670,0.03520,0.05730,8.41100,0.2137,-0.1524
2015-10-31,14360.00000,9370.00000,4990.00000,3287.00000,3803.00000,1187.00000,,1187.00000,451.00000,736.00000,736.00000,733.00000,1729.00000,1328.00000,918.00000,921.00000,0.80000,0.80000,0.99820,0.57920,1.50250,34.74930,8.26600,9.24790,8.26600,5.10450,0.42680,0.89800,8.78490,8.94940,2.18760,3.69700,9.13630,0.4729,0.2014
2015-07-31,17348.00000,11367.00000,5981.00000,3634.00000,4142.00000,1839.00000,,1839.00000,713.00000,1126.00000,1126.00000,1121.00000,2372.00000,1972.00000,931.00000,933.00000,1.20000,1.20000,0.91550,0.54330,1.30660,34.47660,10.60070,11.36730,10.60070,6.46180,0.52990,1.17140,12.96190,13.19580,3.43960,5.91920,9.36100,1.8601,1.5111
2015-04-30,14129.00000,9117.00000,5012.00000,3415.00000,3914.00000,1098.00000,,1098.00000,425.00000,673.00000,673.00000,670.00000,1623.00000,1232.00000,950.00000,952.00000,0.70000,0.70000,0.96650,0.52140,1.19760,35.47310,7.77130,8.71970,7.77130,4.74200,0.41170,0.85900,7.10140,7.10140,1.96120,3.39880,10.00740,2.60290,2.36240
2015-01-31,12540.00000,8193.00000,4347.00000,3157.00000,3144.00000,1203.00000,,687.00000,237.00000,450.00000,450.00000,447.00000,1590.00000,819.00000,988.00000,990.00000,0.47000,0.47000,1.05380,0.52020,1.13940,34.66510,9.59330,6.53110,5.47850,3.56460,0.39530,0.91940,4.51440,4.51440,1.41860,2.16620,10.38330,0.1992,-0.0831
2014-10-31,13681.00000,8963.00000,4718.00000,3255.00000,3764.00000,954.00000,,954.00000,369.00000,585.00000,585.00000,582.00000,1489.00000,1088.00000,978.00000,980.00000,0.59000,0.59000,1.12270,0.50180,1.05840,34.48580,6.97320,7.95260,6.97320,4.25410,0.40200,0.91820,5.45200,5.45200,1.71900,2.71640,11.01640,0.8408,0.6482
2014-07-31,16599.00000,10864.00000,5735.00000,3541.00000,4042.00000,1693.00000,,1693.00000,654.00000,1039.00000,1039.00000,1033.00000,2219.00000,1819.00000,995.00000,996.00000,1.04000,1.04000,1.10610,0.47240,0.90010,34.55030,10.19940,10.95850,10.19940,6.22330,0.50090,1.16630,9.24380,9.24380,3.13550,4.87720,11.34210,1.9781,1.7917
2014-04-30,13403.00000,8645.00000,4758.00000,3319.00000,3816.00000,942.00000,,942.00000,318.00000,624.00000,624.00000,620.00000,1464.00000,1066.00000,1015.00000,1017.00000,0.61000,0.61000,1.10520,0.46750,0.88200,35.49950,7.02830,7.95340,7.02830,4.62580,0.39160,0.82220,5.43460,5.43460,1.82300,2.89400,11.34590,1.96070,1.78560
2014-01-31,11661.00000,7618.00000,4043.00000,3045.00000,3543.00000,500.00000,,500.00000,194.00000,306.00000,306.00000,303.00000,1023.00000,628.00000,1059.00000,1061.00000,0.30000,0.30000,1.16000,0.45970,0.88760,34.67110,4.28780,5.38550,4.28780,2.59840,0.35630,0.83470,2.58160,2.58160,0.93490,1.39480,11.50780,0.1959,-0.0969
2013-10-31,12957.00000,8476.00000,4481.00000,3184.00000,3682.00000,799.00000,,799.00000,300.00000,499.00000,499.00000,495.00000,1324.00000,924.00000,1047.00000,1049.00000,0.47000,0.47000,1.20870,0.44370,0.80160,34.58360,6.16660,7.13130,6.16660,3.82030,0.38020,0.88360,3.94440,3.94440,1.46430,2.19430,12.04860,0.5364,0.322
2013-07-31,15711.00000,10314.00000,5397.00000,3414.00000,3891.00000,1506.00000,,1506.00000,565.00000,941.00000,941.00000,935.00000,2007.00000,1616.00000,1067.00000,1068.00000,0.88000,0.88000,1.16840,0.40830,0.69380,34.35170,9.58560,10.28580,9.58560,5.95120,0.47030,1.13270,7.20410,7.20410,2.81670,4.26240,12.28790,1.3148,1.1811
2013-04-30,13088.00000,8533.00000,4555.00000,3222.00000,3687.00000,868.00000,,868.00000,328.00000,540.00000,540.00000,537.00000,1357.00000,981.00000,1088.00000,1090.00000,0.49000,0.49000,1.15090,0.40520,0.68470,34.80290,6.63200,7.49540,6.63200,4.10300,0.37680,0.83050,4.07490,4.07490,1.55480,2.42390,12.18020,1.82750,1.65320
2013-01-31,11046.00000,7260.00000,3786.00000,2808.00000,3331.00000,455.00000,,455.00000,166.00000,289.00000,289.00000,286.00000,1003.00000,565.00000,1150.00000,1152.00000,0.27000,0.27000,1.26930,0.39450,0.65500,34.27490,4.11910,5.11500,4.11910,2.58920,0.33810,0.84420,2.08560,2.08560,0.88470,1.26270,12.48380,0.1557,-0.0362
2012-10-31,12073.00000,7930.00000,4143.00000,3023.00000,3508.00000,635.00000,,635.00000,239.00000,396.00000,396.00000,393.00000,1145.00000,749.00000,1126.00000,1128.00000,0.35000,0.35000,1.25730,0.38760,0.63610,34.31620,5.25970,6.20390,5.25970,3.25520,0.35560,0.88160,2.78380,2.78380,1.16630,1.70480,12.66700,0.6975,0.4455
2012-07-31,14249.00000,9415.00000,4834.00000,3172.00000,3637.00000,1197.00000,,1197.00000,450.00000,747.00000,747.00000,742.00000,1686.00000,1293.00000,1157.00000,1159.00000,0.64000,0.64000,1.28560,0.37800,0.64770,33.92520,8.40060,9.07430,8.40060,5.20740,0.40670,1.08230,5.03910,5.03910,2.13230,3.13440,12.86810,0.3702,0.1307
2012-04-30,13153.00000,8589.00000,4564.00000,3241.00000,3714.00000,850.00000,,850.00000,323.00000,527.00000,527.00000,524.00000,1349.00000,953.00000,1206.00000,1208.00000,0.43000,0.43000,1.23940,0.37230,0.63220,34.69930,6.46240,7.24550,6.46240,3.98390,0.35350,0.87770,3.46640,3.46640,1.41640,2.17580,12.80790,2.04220,1.78730
2012-01-31,11628.00000,7650.00000,3978.00000,3008.00000,3493.00000,485.00000,,485.00000,162.00000,323.00000,323.00000,320.00000,995.00000,587.00000,1271.00000,1273.00000,0.25000,0.27000,1.27640,0.29850,0.46130,34.21050,4.17100,5.04820,4.17100,2.75200,0.34650,0.91560,1.95370,1.95370,0.96250,1.37050,13.32230,0.3077,-0.0994
2011-10-31,11852.00000,7815.00000,4037.00000,3233.00000,3685.00000,352.00000,,352.00000,127.00000,225.00000,225.00000,223.00000,828.00000,443.00000,1250.00000,1252.00000,0.18000,0.18000,1.13840,0.26390,0.39350,34.06180,2.97000,3.73780,2.97000,1.88150,0.35000,0.86930,1.33860,1.33860,0.66440,0.98540,13.34050,0.5319,0.1378
2011-07-31,14543.00000,9527.00000,5016.00000,3232.00000,3687.00000,1329.00000,,1329.00000,499.00000,830.00000,830.00000,823.00000,1808.00000,1419.00000,1275.00000,1278.00000,0.65000,0.64000,1.17180,0.28170,0.39450,34.49080,9.13840,9.75730,9.13840,5.65910,0.42720,1.07950,4.94670,4.94670,2.43800,3.55310,13.31670,0.7522,0.3894
2011-04-30,12185.00000,7866.00000,4319.00000,3120.00000,3579.00000,740.00000,,740.00000,279.00000,461.00000,461.00000,458.00000,1225.00000,828.00000,1324.00000,1328.00000,0.35000,0.34000,1.20680,0.27250,0.37670,35.44520,6.07300,6.79520,6.07300,3.75870,0.33960,0.81420,2.64050,2.64050,1.28470,1.92110,13.24660,1.82450,1.59260
2011-01-31,10479.00000,6752.00000,3727.00000,2793.00000,3271.00000,456.00000,,456.00000,171.00000,285.00000,285.00000,283.00000,954.00000,542.00000,1401.00000,1403.00000,0.21000,0.21000,1.40010,0.26520,0.36290,35.56640,4.35160,5.17220,4.35160,2.70060,0.31100,0.81140,1.57350,1.57350,0.84570,1.15620,13.37670,-0.0081,-0.2277
2010-10-31,11587.00000,7526.00000,4061.00000,2931.00000,3410.00000,651.00000,,651.00000,247.00000,404.00000,404.00000,400.00000,1155.00000,731.00000,1390.00000,1392.00000,0.29000,0.29000,1.33630,0.22670,0.29510,35.04790,5.61840,6.30880,5.61840,3.45210,0.33740,0.88100,2.13850,2.13850,1.17640,1.65360,13.55240,0.7931,0.5082
2010-07-31,14361.00000,9355.00000,5006.00000,3189.00000,3671.00000,1335.00000,,1335.00000,503.00000,832.00000,832.00000,825.00000,1843.00000,1419.00000,1417.00000,1419.00000,0.58000,0.58000,1.39130,0.22360,0.28990,34.85830,9.29600,9.88090,9.29600,5.74470,0.41470,1.08110,4.33040,4.33040,2.40230,3.36220,13.50180,0.0618,-0.1702
2010-04-30,12388.00000,8030.00000,4358.00000,3093.00000,3572.00000,786.00000,,786.00000,297.00000,489.00000,489.00000,485.00000,1292.00000,868.00000,1438.00000,1441.00000,0.34000,0.34000,1.25860,0.22530,0.31900,35.17920,6.34490,7.00680,6.34490,3.91510,0.33110,0.81120,2.57110,2.57110,1.30700,1.99190,13.18020,1.89870,1.70580
2010-01-31,10169.00000,6615.00000,3554.00000,2775.00000,3233.00000,321.00000,,321.00000,117.00000,204.00000,204.00000,204.00000,807.00000,377.00000,1462.00000,1464.00000,0.15000,0.15000,1.32320,0.19190,0.26640,34.94940,3.15670,3.70730,3.15670,2.00610,0.30810,0.80190,1.06980,1.06980,0.61810,0.86450,13.06990,-0.2037,-0.4692
2009-10-31,11375.00000,7485.00000,3890.00000,2882.00000,3362.00000,528.00000,,528.00000,184.00000,344.00000,344.00000,341.00000,1038.00000,605.00000,1466.00000,1469.00000,0.23000,0.23000,1.22880,0.18890,0.26140,34.19780,4.64180,5.31870,4.64180,2.99780,0.33120,0.88850,1.77150,1.77150,1.00150,1.43670,13.14760,0.438,0.1753
2009-07-31,13844.00000,9021.00000,4823.00000,3123.00000,3607.00000,1216.00000,,1216.00000,457.00000,759.00000,759.00000,753.00000,1728.00000,1292.00000,1464.00000,1466.00000,0.51000,0.51000,1.18610,0.19060,0.26470,34.83820,8.78360,9.33260,8.78360,5.43920,0.40570,1.10160,3.95810,3.95810,2.22440,3.20370,12.98310,0.933,0.6279
2009-04-30,11832.00000,7636.00000,4196.00000,2957.00000,3436.00000,760.00000,,760.00000,284.00000,476.00000,476.00000,472.00000,1272.00000,838.00000,1462.00000,1464.00000,0.32000,0.32000,1.20680,0.21410,0.27530,35.46320,6.42330,7.08250,6.42330,3.98920,0.34650,0.84720,2.58180,2.58180,1.39390,2.02900,12.50810,1.60180,1.21860
2009-01-31,9984.00000,6616.00000,3368.00000,2711.00000,3109.00000,259.00000,,259.00000,97.00000,162.00000,162.00000,161.00000,764.00000,329.00000,1457.00000,1457.00000,0.11000,0.12000,1.21560,0.21820,0.33560,33.73400,2.59420,3.29530,2.59420,1.61260,0.30600,0.80590,0.89730,0.89730,0.49660,0.70150,12.28230,2.8291,0.6074
