Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,1.29800,1.46900,,-3.82100,-0.00200,-3.82300,-3.82300,-3.82300,-3.82800,-3.81900,-3.82100,0.00600,0.00600,-594.40550,-594.40550,1.06580,,84.18860,-1453.61200,-130.12260,-1453.61200,40.12830,-507.8611,-507.8611
2020-03-31,0.89900,1.07700,,-1.97600,0.01900,-1.95700,-1.95700,-1.95700,-1.96000,-1.97400,-1.97600,0.00650,0.00650,-297.20280,-297.20280,3.68990,,180.71250,-52.65240,-38.35570,-52.60070,569.20860,-209.7631,-209.7631
2019-12-31,0.71200,1.05400,,-1.76600,0.02600,-1.74000,-1.74000,-1.74000,-1.74500,-1.76300,-1.76600,0.00650,0.00650,-262.23780,-262.23780,6.32810,,-256.93610,-31.78560,-26.73610,-31.74810,839.38170,-83.9941,-83.9941
2019-09-30,0.72100,0.91400,,-1.63500,0.02900,-1.60600,-1.60600,-1.60600,-1.61000,-1.63200,-1.63500,0.00430,0.00430,-367.13290,-367.13290,6.24010,,-72.29390,-22.89170,-19.20190,-22.86150,1076.74200,-525.47270,-525.47270
2019-06-30,0.95980,1.93960,,-2.89940,0.31670,-2.58270,-2.58270,-2.58270,-2.58770,-2.89660,-2.89940,0.00150,0.00150,-1503.49600,-1503.49600,1.94480,,85.79650,-132.07760,-63.97260,-131.26790,895.99840,-0.6656,-0.6656
2019-03-31,0.73580,0.93550,,-1.67140,0.00740,-1.66400,-1.66400,-1.66400,-1.68720,-1.66860,-1.67140,0.00140,0.00140,-1171.32900,-1171.32900,2.03910,,34.04780,-133.72880,-67.72080,-132.15030,0.48110,-0.5351,-0.5351
2018-12-31,0.94720,0.87490,,-1.82210,0.01240,-1.80970,-1.80970,-1.80970,-1.82590,-1.81800,-1.82210,0.00140,0.00140,-1311.18900,-1311.18900,3.16970,,53.58740,-65.76890,-44.82160,-65.34940,0.10600,-0.3507,-0.3507
2018-09-30,1.01910,0.98650,,-2.00560,0.01380,-1.99180,-1.99180,-1.99180,-2.02790,-1.99890,-2.00560,0.00130,0.00130,-1538.46200,-1538.46200,4.38610,,72.30130,-54.58800,-41.93380,-54.26450,0.15960,-0.90860,-0.90860
2018-06-30,1.27680,1.13020,,-2.40690,0.02970,-2.37730,-2.37730,-2.37730,-2.41110,-2.40030,-2.40690,0.00120,0.00120,-1590.90800,-1590.90800,4.30050,,240.08060,-43.96770,-33.60140,-43.73790,2.36860,-1.5185,-1.5185
2018-03-31,1.77960,1.15500,,-2.93460,0.00160,-2.93310,-2.93310,-2.93310,-2.97970,-2.92800,-2.93460,0.00130,0.00130,-2290.21000,-2290.21000,4.78800,,-237.62490,-38.46800,-30.31010,-38.29190,0.33460,-3.0084,-3.0084
2017-12-31,2.14190,1.01190,,-3.15380,-0.00780,-3.16160,-3.16160,-3.16160,-3.21570,-3.14820,-3.15380,0.00130,0.00130,-2447.55200,-2447.55200,5.47220,,-88.85480,-31.76050,-25.88060,-31.66800,0.44200,-0.0446,-0.0446
2017-09-30,1.93460,0.74460,,-2.67930,0.01290,-2.66640,-2.66640,-2.66640,-2.70810,-2.67370,-2.67930,0.00090,0.00090,-3146.85300,-3146.85300,9.44940,,-41.06370,-20.69540,-18.45500,-20.63980,0.57320,-0.15530,-0.15530
2017-06-30,2.06390,0.73110,,-2.79500,0.19430,-2.60070,-2.60070,-2.60070,-2.71460,-2.78990,-2.79500,0.00070,0.00070,-3496.50300,-3496.50300,6.03420,,-1698.56900,-39.77670,-32.87430,-39.53310,0.45380,-0.2711,-0.2711
2017-03-31,1.08610,0.69810,,-1.78420,-0.08450,-1.86880,-1.86880,-1.86880,-2.07830,-1.78040,-1.78420,0.00070,0.00070,-3146.85300,-3146.85300,2.27280,,35.67090,-154.99420,-79.83100,-151.91450,0.10550,-0.1269,-0.1269
2016-12-31,1.12090,0.57130,,-1.69220,0.37020,-1.32200,-1.32200,-1.32200,-1.48170,-1.68830,-1.69220,0.00070,0.00070,-2272.72700,-2272.72700,4.94600,,34.93380,-49.43930,-36.77810,-48.92150,0.23550,-0.1254,-0.1254
2016-09-30,0.73270,1.31660,,-2.04940,-0.24100,-2.29030,-2.29030,-2.29030,-2.59760,-2.04550,-2.04940,0.00060,0.00060,-4020.97900,-4020.97900,10.39810,,88.14030,-58.09930,-45.38120,-57.62920,0.34950,-0.14290,-0.14290
2016-06-30,1.17750,0.85820,,-2.03570,-1.42060,-3.45640,-3.45640,-3.45640,-3.69470,-2.03190,-2.03570,0.00060,0.00060,-5944.05600,-5944.05600,10.07220,,201.65540,-71.66820,-54.38160,-71.13690,0.43480,-0.1459,-0.1459
2016-03-31,0.79030,0.63020,,-1.42050,0.28010,-1.14040,-1.14040,-1.14040,-1.14040,-1.41670,-1.42050,0.00060,0.00060,-1748.25200,-1748.25200,1.65010,,118.03770,156.76090,-98.70940,165.85170,-0.01550,-0.0847,-0.0847
2015-12-31,0.78920,0.89070,,-1.67990,-0.96680,-2.64670,-2.64670,-2.64670,-2.64670,-1.67990,-1.67990,0.00060,0.00060,-4195.80400,-4195.80400,3.99540,,1635.78200,-3625.80000,-121.15250,-2267.38000,0.00260,-0.1078,-0.1078
2015-09-30,0.60380,0.47400,,-1.07790,-0.54350,-1.62140,-1.62140,-1.62140,-1.62140,-1.07790,-1.07790,0.00060,0.00060,-2622.37800,-2622.37800,7.36620,,204.45280,315.13430,-53.48540,315.13430,-0.01180,-0.13210,-0.13210
2015-06-30,0.63010,0.56690,,-1.19700,1.07240,-0.12470,-0.12470,-0.12470,-0.12050,-1.19700,-1.19700,0.00050,0.00050,-349.65060,-349.65060,3.01900,,11.33430,15.17720,-4.84110,15.17720,-0.08340,-0.3271,-0.3271
2015-03-31,0.64180,0.50080,,-1.14260,-0.94410,-2.08670,-2.08670,-2.08670,-2.08670,-1.14260,-1.14260,0.00060,0.00060,-3496.50400,-3496.50400,6.44410,,-222.34890,-171.46120,-61.13530,-171.46120,0.03090,-0.0235,-0.0235
2014-12-31,0.61220,0.65620,,-1.26840,0.64880,-0.61960,-0.61960,-0.61960,-0.61960,-1.26840,-1.26840,0.00050,0.00050,-1398.60100,-1398.60100,14.03320,,-34.27140,-29.69650,-15.00910,-29.69650,0.05410,-0.028,-0.028
2014-09-30,0.67160,0.44500,,-1.11660,-0.40010,-1.51670,-1.51670,-1.51670,-1.51670,-1.11660,-1.11660,0.00050,0.00050,-2797.20300,-2797.20300,13.39840,,-625.68500,-291.15250,-33.72520,-291.15260,0.01420,-0.02670,-0.02670
2014-06-30,0.37410,0.78990,,-1.16400,4.79270,3.62880,3.62880,3.62880,3.62880,-1.16400,-1.16400,0.00050,0.00060,7692.30900,7692.30800,8.68270,-0.30680,-402.67600,-402.67640,72.51850,-402.67620,-0.02510,-0.0067,-0.0067
2014-03-31,0.61890,0.96690,,-1.58580,-1.61280,-3.19860,-3.19860,-3.19860,-3.19860,-1.58580,-1.58580,0.00050,0.00050,-6993.00700,-6993.00700,5.25350,-0.08970,104.51940,104.51940,-85.20180,104.51940,-0.09550,-0.0958,-0.0958
2013-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0.0267,0.0267
2013-09-30,0.56020,0.74140,,-1.30160,8.09580,6.79420,6.79420,6.79420,6.79420,-1.30160,-1.30160,0.00040,0.00060,15384.62000,1398.60100,7.72550,-0.88840,-2232.77000,-2232.77700,125.98160,-2232.77800,-0.00970,-0.02670,-0.02670
2013-06-30,0.58440,1.65440,,-2.23880,-4.57720,-6.81600,-6.81600,-6.81600,-6.81360,-2.23880,-2.23880,0.00040,0.00040,-15384.62000,-15384.62000,6.96710,-0.03480,88.37100,88.37100,-104.52120,88.37100,-0.24790,-0.0215,-0.0215
2013-03-31,0.63190,0.92040,,-1.55230,-5.85300,-7.40530,-7.40530,-7.40530,-7.40530,-1.55230,-1.55230,0.00030,0.00030,-20979.02000,-20979.02000,6.74100,-0.13190,366.75870,366.75880,-96.25730,366.75880,-0.06600,-0.0875,-0.0875
2012-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,0.0487,0.0487
2012-09-30,0.22950,0.21870,,-0.44820,0.02040,-0.42780,-0.42780,-0.42780,-0.42780,-0.44820,-0.44820,0.00020,0.00020,-2097.90200,-2097.90200,0.04700,,3465.57400,3465.57300,,3465.57300,-0.00310,-0.04870,-0.04870
2012-06-30,0.73320,0.39480,,-1.12800,-0.00980,-1.13770,-1.13770,-1.13770,-1.13770,-1.12800,-1.12800,0.00020,0.00020,-5594.40600,-5594.40600,0.17970,,13891.65000,13891.65000,,13891.65000,-0.00210,-0.0204,-0.0204
2012-03-31,0.25440,0.16780,,-0.42220,0.01060,-0.41150,-0.41150,-0.41150,-0.41150,-0.42220,-0.42220,0.00020,0.00020,-2097.90200,-2097.90200,0.27800,,5709.41900,5709.41900,-14824.75000,5709.41900,-0.00120,-0.0099,-0.0099
2011-12-31,,0.23600,,-1.26660,,-1.30670,-1.30670,-1.30670,-1.30670,-0.01090,-1.26660,0.00010,0.00010,-10489.51000,-10489.51000,0.16480,-0.58450,32035.00000,32034.96000,,267.61460,-0.00100,-0.002,-0.002
2011-09-30,,0.00070,-0.00320,-0.00390,,-0.00390,-0.00390,-0.00390,-0.00390,-0.00390,-0.00390,0.00010,0.00010,0.00000,0.00000,,,-56.42830,-56.42830,-56.42830,-56.42830,0.00120,0.00020,0.00020
2011-06-30,,0.01660,0.00980,-0.00680,,-0.00680,-0.00680,-0.00680,-0.00680,-0.00680,-0.00680,0.00010,0.00010,699.30070,699.30070,,,-63.87100,-63.87100,-63.87100,-63.87100,0.00180,-0.002,-0.002
2011-03-31,,0.00330,-0.00060,-0.00380,,-0.00380,-0.00380,-0.00380,-0.00380,-0.00380,-0.00380,0.00010,0.00010,0.00000,0.00000,,,-21.83610,-21.83610,-21.83610,-21.83610,0.00290,0.0071,0.0071
2010-12-31,,0.00110,-0.01350,-0.01460,,-0.01460,-0.01460,-0.01460,-0.01460,-0.01460,-0.01460,0.00000,0.00000,-699.30070,-699.30070,,,-68.02390,-68.02390,-68.02390,-68.02390,0.00360,-0.0102,-0.0102
2010-09-30,,0.00150,-0.00640,-0.00790,,-0.00790,-0.00790,-0.00790,-0.00790,-0.00790,-0.00790,0.00010,0.00010,0.00000,0.00000,,,,,,,,-0.00140,-0.00140
2010-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
2010-03-31,,0.00010,0.00000,-0.00010,,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,,,,0.00000,,,,,,,,0,0
2009-12-31,,0.00020,-0.00140,-0.00160,,-0.00160,-0.00160,-0.00160,-0.00160,-0.00160,-0.00160,0.00000,0.00000,0.00000,0.00000,,,,,,,,0,0
