Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.01310,0.01310,3.79880,-3.78570,,-3.78570,-3.78570,-3.78570,-3.78510,-3.73960,-3.78570,1.47570,1.47570,-2.60000,-2.60000,9.95420,,,100.00000,-28863.19000,-28863.20000,-28863.20000,-28858.46000,0.00070,0.10250,878.07630,-22.28010,-22.28300,-19.49590,-22.28010,11.01970,-2.2879,-2.4357
2021-12-31,0.01710,0.01710,2.54510,-2.52790,,-2.52790,-2.52790,-2.52790,-2.52570,-2.49840,-2.52790,1.53970,1.53970,-1.60000,-1.60000,19.82840,,,100.00000,-14768.63000,-14768.63000,-14768.63000,-14755.69000,0.00080,0.12970,693.86810,-12.29580,-12.29720,-11.53460,-12.29580,13.34330,-1.7636,-1.8011
2021-09-30,0.13200,0.13200,2.14080,-2.00880,,-2.00880,-2.00880,-2.00880,-2.00800,-1.94090,-2.00880,1.53860,1.53860,-1.30000,-1.30000,24.18970,,,100.00000,-1522.21300,-1522.21300,-1522.21400,-1521.58800,0.00550,1.00000,90.00000,-8.77210,-8.77310,-8.41410,-8.77210,14.87290,-0.9522,-0.9736
2021-06-30,0.13200,0.13200,2.23040,-2.09840,,-2.09840,-2.09840,-2.09840,-2.09730,-2.08780,-2.09840,1.28290,1.28290,-1.60000,-1.60000,22.58270,,,100.00000,-1590.13500,-1590.13500,-1590.13500,-1589.27500,0.00510,1.00000,90.00000,-8.48340,-8.50300,-8.11240,-8.48340,16.07680,-1.61500,-1.64490
2021-03-31,0.03420,0.03420,2.29950,-2.26530,,-2.26460,-2.26460,-2.26460,-2.26300,-2.25490,-2.26530,1.20910,1.20910,-1.50000,-1.50000,7.52730,,,100.00000,-6617.30900,-6617.31100,-6615.18300,-6610.49800,0.00320,0.22960,391.94320,-24.36680,-24.51700,-21.22590,-24.36680,7.64850,-1.8521,-1.8564
2020-12-31,0.62490,0.62490,3.06930,-2.44440,,-2.44440,-2.44440,-2.44440,-2.44290,-2.43440,-2.44440,1.20930,1.20930,-2.00000,-2.00000,9.97300,,,100.00000,-391.18310,-391.18310,-391.18310,-390.94340,0.04930,5.44080,16.54170,-21.37790,-21.48520,-19.29310,-21.37790,9.43100,-1.8136,-1.8396
2020-09-30,,,1.77140,-1.77140,,-1.77140,-1.77140,-1.77140,-1.77060,-1.76290,-1.77140,1.20710,1.20710,-1.50000,-1.50000,9.90240,,,,,,,,,,,-13.05700,-13.11230,-11.76500,-13.05700,11.22320,-0.7853,-0.7861
2020-06-30,,,1.41040,-1.41040,-0.00070,-1.41110,-1.41110,-1.41110,-1.41030,-1.40180,-1.41040,0.96330,0.96330,-1.50000,-1.50000,13.15710,,,,,,,,,,,-9.29170,-9.32700,-8.59030,-9.29170,12.58250,-1.14400,-1.16240
2020-03-31,0.20670,0.20670,1.99190,-1.78520,-0.00880,-1.78520,-1.78520,-1.78520,-1.78290,-1.77570,-1.78520,0.34150,0.34150,13.30000,13.30000,9.40430,,,100.00000,-863.54190,-863.54180,-863.54200,-862.43630,0.01990,1.00000,90.00000,-19.24230,-19.36230,-17.18570,-19.24230,9.90440,-2.8333,-2.7648
2019-12-31,0.41350,0.41350,1.28990,-0.87640,0.05550,-0.82090,-0.82090,-0.82090,-0.81960,-0.86610,-0.87640,0.28880,0.28880,-2.80000,-2.80000,5.31170,,,100.00000,-211.96980,-211.96980,-198.55440,-198.22590,0.08830,2.00000,45.00000,-21.57990,-21.92450,-17.53210,-21.57990,7.95920,5.2358,5.6341
2019-09-30,,,1.70220,-1.70220,0.00440,-1.70660,-1.70660,-1.70660,-1.70500,-1.69920,-1.70220,0.13170,0.13170,-12.90000,-12.90000,0.76990,,,,,,,,,,,-8257.72300,4120.88800,-133.14400,-8255.73800,0.15460,-7.7981,-8.7021
2019-06-30,0.03000,0.03000,1.59620,-1.56620,-0.50110,-2.06730,-2.06730,-2.06730,-2.06640,-1.53240,-1.56620,0.12700,0.12700,-16.30000,-16.30000,1.47100,,0.87660,100.00000,-5220.62700,-5220.62700,-6890.94700,-6888.08000,0.01020,,,-203.03530,-216.73850,-70.48590,-203.03480,7.99080,-9.82430,-9.83130
2019-03-31,0.08000,0.08000,1.67090,-1.59090,-0.05520,-1.64610,-1.64610,-1.64610,-1.64210,-1.55470,-1.59090,0.12080,0.12080,-13.90450,-13.90450,2.21400,,0.41860,100.00000,-1988.64800,-1988.64800,-2057.61000,-2052.63300,0.01940,,,-71.59770,-73.73590,-39.92490,-71.59770,18.14580,-11.4665,-11.4665
2018-12-31,,,1.96390,-1.96390,-0.05510,-2.01900,-2.01900,-2.01900,-2.01300,-1.92490,-1.96390,0.12030,0.12030,-16.70000,-16.70000,2.72920,,0.29400,,,,,,,,,-63.68970,-65.10590,-40.78130,-63.68960,25.58350,-8.8064,-8.8064
2018-09-30,,,1.34700,-1.34700,-0.05510,-1.40210,-1.40210,-1.40210,-1.39330,-1.30870,-1.34700,0.11860,0.11860,-11.70000,-11.70000,4.09890,,0.22480,,,,,,,,,-34.95020,-35.58220,-26.59230,-34.95020,33.72320,-8.3485,-8.3485
2018-06-30,0.14960,0.14960,1.24690,-1.09730,-0.05510,-1.15240,-1.15240,-1.15240,-1.14620,-1.05890,-1.09730,0.11840,0.11840,-8.99550,-8.99550,13.45050,0.14570,0.17050,100.00000,-733.34800,-733.34800,-770.17610,-766.06710,0.02320,2.00000,45.00030,-22.54770,-22.87690,-17.85590,-19.26320,43.14190,-6.91100,-6.91100
2018-03-31,0.07480,0.07480,1.34590,-1.27110,-0.05510,-1.32620,-1.32620,-1.32620,-1.31890,-1.23250,-1.27110,0.08220,0.08220,-4.49780,-4.49780,15.12740,0.12240,0.13940,100.00000,-1699.01500,-1699.01500,-1772.67000,-1762.90300,0.01020,1.00000,90.00120,-21.98270,-22.26250,-18.03850,-19.29270,50.98600,-18.5929,-18.6574
2017-12-31,0.07480,0.07480,1.23840,-1.16360,-0.05590,-1.21950,-1.21950,-1.21950,-1.21500,-1.12460,-1.16360,0.09970,0.09970,-11.99400,-11.99400,16.72190,0.14980,0.17610,100.00000,-1555.38100,-1555.38100,-1630.11600,-1624.05900,0.01300,,,-26.49170,-26.94900,-21.20660,-22.52420,44.91000,5.9006,6.0564
2017-09-30,,,1.23620,-1.23620,-0.07240,-1.30860,-1.30860,-1.30860,-1.30390,-1.19660,-1.23620,0.06020,0.06020,-20.98950,-20.98950,2.92480,0.97570,40.10990,,,,,,,,,-6722.55800,2146.85900,-114.18870,-163.56390,0.30330,-16.6142,-16.6041
2017-06-30,,,1.16020,-1.16020,-0.68530,-1.84560,-1.84560,-1.84560,-1.84180,-0.99610,-1.16020,0.05870,0.05870,-31.48430,-31.48430,0.89550,10.42100,-1.10610,,,,,,,,,194.25450,178.69910,-362.47620,-1830.07000,-16.05850,-18.29480,-18.69840
2017-03-31,0.00000,0.00000,1.50450,-1.50450,-0.18900,-1.69350,-1.69350,-1.69350,-1.68600,-1.34360,-1.50450,0.05180,0.05180,-32.98350,-32.98350,2.61090,0.46580,0.87200,,,,,,0.00000,,,-284.42310,-331.78880,-98.09630,-151.93650,10.14740,-19.4326,-19.6939
2016-12-31,,,1.23550,-1.23550,0.02210,-1.21340,-1.21340,-1.21340,-1.20570,-1.21080,-1.23550,0.05290,0.05290,-22.48880,-22.48880,1.76700,0.99740,,,,,,,,,,,1407.61400,-153.67590,-292.05180,0.02090,-14.1766,-14.1754
2016-09-30,0.38740,0.38740,2.61410,-2.22670,-0.03660,-2.26330,-2.26330,-2.26330,-2.25560,-2.19730,-2.22670,0.05170,0.05170,-43.47830,-43.47830,0.75310,,-4.54180,100.00000,-574.71850,-574.71850,-584.15900,-582.17980,0.40750,2.00000,45.00000,1696.83500,1015.07100,-238.02800,1696.77000,-2.59310,-17.8041,-17.8309
2016-06-30,0.00460,0.00460,1.13630,-1.13170,-1.00490,-2.13650,-2.13650,-2.13650,-2.12880,-1.09380,-1.13170,0.05080,0.05080,-41.97900,-41.97900,2.80990,0.62170,1.64370,100.00000,-24415.36000,-24415.36000,-46095.99000,-45929.17000,0.00320,,,-569.35780,-753.94920,-146.23560,-215.36320,7.38120,-16.28460,-16.31500
2016-03-31,0.20470,0.20470,1.29100,-1.08640,-0.17090,-1.25730,-1.25730,-1.25730,-1.24750,-0.91980,-1.08640,0.04930,0.04930,-23.98800,-23.98800,4.51280,0.24980,0.33290,100.00000,-530.80510,-530.80510,-614.32920,-609.54210,0.08090,1.02600,87.71600,-83.68920,-89.28510,-49.71370,-62.78720,29.55160,-24.7559,-24.7614
2015-12-31,0.30100,0.30100,1.38520,-1.08410,-0.14890,-1.23300,-1.23300,-1.23300,-1.21720,-0.93930,-1.08410,0.05080,0.05080,-23.98800,-23.98800,3.88660,,0.16040,100.00000,-360.13660,-360.13660,-409.60100,-404.33040,0.08380,,,-45.51670,-47.19710,-34.31900,-45.51670,53.28560,-18.9322,-19.1154
2015-09-30,0.18840,0.18840,1.31270,-1.12440,-0.12720,-1.25160,-1.25160,-1.25160,-1.22460,-1.00170,-1.12440,0.05080,0.05080,-23.98800,-23.98800,5.48560,,0.08810,100.00000,-596.90230,-596.90230,-664.45430,-650.12050,0.04000,1.00830,89.25560,-32.28670,-33.13070,-26.59890,-32.28680,76.31150,-26.2918,-26.2918
2015-06-30,0.19250,0.19250,1.28250,-1.09000,-0.12670,-1.21670,-1.21670,-1.21670,-1.18300,-0.96820,-1.09000,0.04480,0.04480,-26.98650,-26.98650,6.47610,,0.04890,100.00000,-566.19520,-566.19520,-632.00430,-614.53860,0.03220,,,-23.96210,-24.44860,-20.36580,-23.96210,100.03060,-17.80370,-17.80370
2015-03-31,0.19860,0.19860,1.33130,-1.13270,0.34770,-0.78500,-0.78500,-0.78500,-0.74340,-0.98100,-1.13270,0.03730,0.03730,0.00000,0.00000,2.09830,0.19240,0.23830,100.00000,-570.29430,-570.29410,-395.24490,-374.27240,0.14390,1.02730,87.61150,-120.51240,-143.23370,-56.86010,-97.32110,14.67010,-56.9815,-56.9815
2014-12-31,0.03340,0.03340,1.12040,-1.08700,-0.51500,-1.60200,-1.60200,-1.60200,-1.55050,-0.96810,-1.08700,0.04020,0.04020,-38.98050,-38.98050,1.85850,0.16950,0.22150,100.00000,-3251.12200,-3251.12200,-4791.54500,-4637.36600,0.01060,2.19580,40.98640,-123.74540,-134.73660,-50.75270,-102.76790,29.61100,-38.0376,-38.0376
2014-09-30,0.47910,0.47910,1.08030,-0.60120,-0.28700,-0.88820,-0.88820,-0.88820,-0.84740,-0.58030,-0.60120,0.03460,0.03460,-23.98800,-23.98800,0.26330,-0.43090,-0.50590,100.00000,-125.49010,-125.49010,-185.39750,-176.88440,0.43980,1.85210,48.59470,27.00330,26.14550,-81.54030,38.63910,-93.85390,-15.0908,-15.0908
2014-06-30,0.05130,0.05130,1.22330,-1.17200,-2.53230,-3.70430,-3.70430,-3.70430,-3.65590,-1.15270,-1.17200,0.03030,0.03030,-119.94000,-119.94000,0.25600,-0.39750,-0.53230,100.00000,-2284.79400,-2284.79400,-7221.40500,-7127.14600,0.04480,4.62290,19.46820,105.21000,102.01700,-323.67500,147.03040,-104.15800,-25.20890,-25.20890
2014-03-31,0.70700,0.70700,1.51700,-0.81000,-6.70820,-7.51820,-7.51820,-7.51820,-7.47350,0.05330,-0.81000,0.02590,0.02590,-290.85460,-290.85460,0.09450,-0.05560,-0.17200,100.00000,-114.57180,-114.57180,-1063.43300,-1057.11400,0.41710,7.42800,12.11640,51.03940,50.65260,-443.52390,53.87940,-490.86930,-22.707,-24.0912
2013-12-31,0.07630,0.07630,1.30870,-1.23230,-1.03530,-2.26760,-2.26760,-2.26760,-2.23060,-1.22230,-1.23230,0.02640,0.02640,-74.96250,-74.96250,0.15170,,-0.24990,100.00000,-1614.85200,-1614.85200,-2971.46100,-2922.89700,0.03630,1.69550,53.08150,21.50430,21.27280,-107.72460,21.50430,-377.91280,-30.1757,-32.502
2013-09-30,0.64490,0.64490,0.87470,-0.22980,-3.11990,-3.34970,-3.34970,-3.34970,-3.34970,-0.22580,-0.22980,0.02500,0.02500,-149.92500,-149.92500,0.02370,,-0.24550,100.00000,-35.63350,-35.63350,-519.41970,-519.41970,1.56830,2.92880,30.72890,29.00790,28.71670,-814.62820,29.00790,-451.41600,-20.3156,-20.3156
2013-06-30,0.19560,0.19560,0.97940,-0.78380,0.48030,-0.30350,-0.30350,-0.30350,-0.30350,-0.77850,-0.78380,0.02350,0.02350,0.00000,0.00000,0.00730,,-0.28290,100.00000,-400.72290,-400.72290,-155.16580,-155.16580,1.00180,,,3.44090,3.39500,-155.44630,3.44090,-362.19010,-9.42750,-9.42750
2013-03-31,0.40440,0.40440,1.25230,-0.84790,-1.92000,-2.76790,-2.76790,-2.76790,-2.76790,-0.83690,-0.84790,0.01990,0.01990,-74.96250,-74.96250,0.03780,,-0.29410,100.00000,-209.69200,-209.69210,-684.50460,-684.50450,0.81410,1.93680,46.46900,30.26840,29.87100,-557.25980,30.26840,-394.69970,-30.9582,-30.9582
2012-12-31,0.20880,0.20880,1.14560,-0.93680,1.25080,0.31390,0.31390,0.31390,0.31390,-0.93100,-0.93680,0.02120,0.02120,0.00000,0.00000,0.02260,,-0.37770,100.00000,-448.71850,-448.71850,150.36990,150.37000,0.67990,,,-4.28830,-4.21690,102.24050,-4.28830,-335.55640,-27.0477,-27.0477
2012-09-30,0.40010,0.40010,1.19990,-0.79980,-0.62150,-1.42130,-1.42130,-1.42130,-1.42130,-0.69880,-0.79980,0.01930,0.01930,-74.96250,-74.96250,0.03770,,-0.33580,100.00000,-199.89150,-199.89150,-355.22980,-355.22980,0.84280,,,16.77800,16.53170,-299.40070,16.77800,-413.04640,-28.4255,-28.4255
2012-06-30,0.21670,0.21670,1.20760,-0.99080,-0.02600,-1.01680,-1.01680,-1.01680,-1.01680,-0.50380,-0.99080,0.01690,0.01690,-74.96250,-74.96250,0.07400,,-0.40180,100.00000,-457.12560,-457.12560,-469.11100,-469.11100,0.26340,,,10.82710,11.93460,-123.57920,12.11740,-449.32060,-19.00470,-19.00470
2012-03-31,0.40150,0.40150,1.25910,-0.85760,-3.63960,-4.49710,-4.49710,-4.49710,-4.49720,0.04140,-0.85760,0.01360,0.01360,-299.85010,-299.85010,0.06870,,-0.39380,100.00000,-213.56710,-213.56710,-1119.95400,-1119.98200,0.47880,1.00360,89.67900,48.37900,47.70760,-536.20650,48.37900,-592.96540,-58.5415,-58.5478
2011-12-31,0.95810,0.95810,1.29940,-0.34130,-0.23350,-0.57480,-0.57480,-0.57480,-0.57470,-0.15650,-0.34130,0.01430,0.01430,-74.96250,-74.96250,0.10820,,-0.49900,100.00000,-35.62640,-35.62640,-59.99840,-59.98680,1.06100,5.22490,17.22520,9.41230,9.21160,-63.65620,9.41230,-420.09440,0.7998,0.8087
2011-09-30,,,0.88300,-0.88300,0.42950,-0.45350,-0.45350,-0.45350,-0.45350,-0.39950,-0.88300,0.01330,0.01330,0.00000,0.00000,0.02610,,-0.46220,,,,,,,,,7.15380,7.00420,-140.34190,7.15380,-470.50040,-31.7664,-31.7488
2011-06-30,,,1.03250,-1.03250,-1.55340,-2.58590,-2.58590,-2.58590,-2.58590,0.01630,-1.03250,0.01170,0.01170,-224.88760,-224.88760,0.02390,,-0.37970,,,,,,,,,38.56380,37.78780,-802.88780,38.56380,-516.94600,-46.12960,-46.27760
2011-03-31,,,0.93840,-0.93840,3.33210,2.39370,2.39370,2.39370,2.39370,-0.20700,-0.93840,0.00930,0.00930,299.85010,299.85010,0.06270,,-0.39690,,,,,,,,,-40.05710,-39.14030,422.00520,-40.05710,-578.25060,-52.0404,-52.0454
2010-12-31,,,1.04670,-1.04670,-0.82150,-1.86820,-1.86820,-1.86820,-1.86820,-0.58900,-1.04670,0.00950,0.00950,-224.88760,-224.88760,0.07850,,-0.22070,,,,,,,,,20.12720,19.82340,-193.33140,20.12720,-961.31280,-54.7566,-54.9296
2010-09-30,,,1.40970,-1.40970,-1.33200,-2.74170,-2.74170,-2.74170,-2.74170,-0.97450,-1.40970,0.00920,0.00920,-299.85010,-299.85010,0.11100,,-0.25400,,,,,,,,,33.26110,32.69140,-190.58800,33.26110,-890.37600,-63.0189,-63.0127
2010-06-30,,,1.16230,-1.16230,-2.33300,-3.49530,-3.49530,-3.49530,-3.49530,-0.73990,-1.16230,0.00860,0.00860,-374.81270,-374.81270,0.07610,,-0.30060,,,,,,,,,50.93300,49.91440,-471.56460,50.93310,-766.83030,-42.14950,-42.25130
2010-03-31,,,0.69310,-0.69310,-0.67270,-1.36580,-1.36580,-1.36580,-1.36580,-0.61920,-0.69310,0.00760,0.00760,-149.92500,-149.92500,0.03560,,-0.43660,,,,,,,,,31.02510,30.05340,-211.42350,31.02510,-533.01020,-83.9747,-84.9117
2009-12-31,,,0.71600,-0.71600,-0.76990,-1.48590,-1.48590,-1.48590,-1.48590,-0.48410,-0.71600,0.00780,0.00780,-224.88760,-224.88760,0.02440,,-0.41880,,,,,,,,,35.85840,34.63010,-546.50780,35.85840,-523.33510,-51.2127,-52.5354
2009-09-30,,,0.79790,-0.79790,0.07220,-0.72570,-0.72570,-0.72570,-0.72570,-0.69900,-0.79790,0.00740,0.00740,-74.96250,-74.96250,0.03410,,-0.51980,,,,,,,,,17.64850,17.05310,-240.07070,17.64850,-556.70860,-74.594,-74.594
2009-06-30,,,0.64200,-0.64200,-0.35400,-0.99590,-0.99590,-0.99590,-0.99590,-0.40580,-0.64200,0.00700,0.00700,-149.92500,-149.92500,0.03560,,-0.53050,,,,,,,,,26.75730,25.81320,-338.66950,26.75730,-511.14740,-52.03830,-52.03830
2009-03-31,,,0.69960,-0.69960,-0.22840,-0.92800,-0.92800,-0.92800,-0.92800,-0.43000,-0.69960,0.00570,0.00570,-149.92520,-149.92520,0.01040,,-0.60070,,,,,,,,,23.49710,22.70140,-470.12430,23.49710,-598.63620,-310.2298,-310.4754
