Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,211.46410,67.59370,143.87040,2.85500,-15.90300,43.37590,100.49450,-9.07260,91.42190,24.93250,66.48940,,66.48940,61.58300,126.13180,100.49450,29.86000,29.86000,2.06240,2.06240,1.86770,0.22430,0.32430,68.03540,47.52320,47.52320,43.23280,29.12220,0.06800,,1.56350,57.56270,3.21100,-13.29960,2.13920,2.49070,,4.1326,3.3485
2021-03-31,142.66570,41.16200,101.50370,3.05350,-11.04310,38.15790,63.34580,-6.75060,56.59520,5.52040,51.07480,,51.07480,46.49460,87.40710,63.34580,30.00040,30.00040,1.54980,1.54980,3.59900,0.22880,0.31920,71.14790,44.40160,44.40160,39.66980,32.58990,0.04730,,1.05450,85.34880,2.41180,-11.20470,1.69290,1.85990,,2.25750,1.67310
2020-12-31,195.51470,243.49240,-47.97770,2.78950,24.73900,-90.36320,42.38550,-19.18420,23.20130,5.09650,18.10480,,18.10480,14.89770,65.97930,42.38550,28.17600,28.17600,0.70210,0.70210,2.78850,0.23440,0.33340,-24.53920,21.67890,21.67890,11.86680,7.61970,0.06900,152.59490,1.84250,48.84660,0.92590,-3.68030,0.63900,0.70890,65.18040,1.6915,-1.1074
2020-09-30,110.85240,63.58830,47.26410,2.56910,-5.66250,30.52190,16.74220,-10.32510,6.41710,-0.24320,6.66030,,6.66030,4.76350,41.40900,16.74220,29.77200,29.77200,0.16000,0.16000,3.98860,0.24780,0.34450,42.63700,15.10320,15.10320,5.78890,4.29720,0.03940,,1.34420,66.95420,0.34360,-1.38190,0.23650,0.25840,,0.4762,-0.8689
2020-06-30,75.80450,71.03320,4.77130,2.33640,-0.33470,24.58430,-19.81300,-7.74420,-27.55720,-3.29740,-24.25980,,-24.25980,-22.32020,-1.54340,-19.81300,29.71700,29.71700,-0.75110,-0.75110,3.87770,0.25870,0.36190,6.29430,-26.13700,-26.13700,-36.35300,-29.44440,0.02780,,1.09730,82.02100,-1.31720,5.09730,-0.88910,-0.97640,,-0.832,-1.633
2020-03-31,209.92830,56.86030,153.06800,3.22960,-11.29010,38.73000,114.33800,17.53280,131.87080,32.64150,99.22930,,99.22930,95.16070,138.54830,114.33800,30.00000,30.00000,3.17200,3.17200,3.56640,0.25340,0.34990,72.91440,54.46530,54.46530,62.81710,45.33010,0.06440,,1.89850,47.40610,4.50400,-19.03110,3.04250,3.36260,,3.55330,2.95780
2019-12-31,237.15370,256.94210,-19.78840,3.39250,54.76800,-123.60650,103.81810,-16.38720,87.43090,19.58940,67.84160,,67.84160,65.54150,127.72500,103.81810,30.00030,30.00030,2.23230,2.23230,3.06480,0.25350,0.35370,-8.34410,43.77670,43.77670,36.86680,27.63670,0.07930,99.48650,3.69640,24.34830,3.36500,-12.59940,2.26830,2.51210,67.20340,3.5743,0.5399
2019-09-30,211.47270,62.69480,148.77790,3.31310,-17.97120,44.40750,104.37040,-6.99340,97.37700,28.34480,69.03220,,69.03220,67.70330,126.74030,104.37040,30.49000,30.49000,2.22050,2.22050,3.50590,0.26510,0.36800,70.35320,49.35410,49.35410,46.04710,32.01520,0.07210,,3.12400,28.80930,3.52990,-12.47040,2.35280,2.59420,,3.4795,2.747
2019-06-30,212.82850,56.11660,156.71190,3.16700,-10.06940,39.14760,117.56430,-9.28650,108.27780,28.59840,79.67940,,79.67940,74.61860,143.60930,117.56430,30.13800,30.13800,2.47590,2.47590,2.79060,0.27340,0.38830,73.63300,55.23900,55.23900,50.87560,35.06040,0.07320,,2.64810,33.98610,4.18170,-12.74160,2.74090,3.03860,,4.3859,4.089
2019-03-31,213.27020,55.58020,157.69010,3.13680,-16.08200,42.41550,115.27450,-9.94990,105.32460,26.32870,78.99590,,78.99590,76.35930,138.47130,115.27450,30.00000,30.00000,2.54530,2.54530,3.23190,0.26630,0.37290,73.93910,54.05090,54.05090,49.38550,35.80400,0.07160,,2.24130,40.15530,3.99260,-13.83250,2.65180,2.92930,,3.29640,2.82780
2018-12-31,198.33830,225.34860,-27.01030,3.11390,57.98460,-134.56590,107.55560,-9.50060,98.05510,19.58990,78.46510,,78.46510,73.84440,119.28840,107.55560,29.99900,29.99900,2.47470,2.47470,2.49180,0.27620,0.39530,-13.61830,54.22840,54.22840,49.43830,37.23160,0.06780,88.80810,3.34280,26.92380,4.10580,-11.67030,2.68070,2.97160,63.70340,3.2493,2.8182
2018-09-30,194.41210,58.51730,135.89480,2.97980,-16.84000,48.42970,87.46500,-14.79850,72.66650,19.51940,53.14710,,53.14710,52.16930,151.26110,87.46500,30.00100,30.00100,1.75910,1.75910,2.87470,0.30570,0.44890,69.90040,44.98950,44.98950,37.37760,26.83440,0.06680,,3.65180,24.64510,2.90100,-7.15650,1.82710,2.01400,,7.7199,5.9724
2018-06-30,200.97820,61.07210,139.90600,3.05220,-16.84350,46.98370,92.92240,-10.14030,82.78200,25.99460,56.78740,,56.78740,56.16330,85.13080,92.92240,30.54000,30.54000,1.83890,1.83890,2.11140,0.31760,0.48210,69.61260,46.23510,46.23510,41.18960,27.94500,0.06930,,3.41900,26.32380,3.19100,-6.79960,1.95850,2.17740,,-1.1288,-0.7251
2018-03-31,209.14500,47.40860,161.73640,3.11140,-17.28650,44.39520,117.34120,-10.48480,106.85640,28.51420,78.34220,,78.34220,77.67700,141.33850,117.34120,29.99000,29.99000,2.58930,2.58930,2.88080,0.32260,0.48920,77.33220,56.10520,56.10520,51.09200,37.14030,0.06880,,3.10190,29.01410,4.21870,-10.16980,2.57810,2.85760,,3.52600,2.45900
2017-12-31,205.16460,445.45280,-240.28820,2.43190,,-57.91850,-182.36970,366.42490,184.05520,18.90510,165.15010,,165.15010,120.19050,-151.72530,-182.36960,30.02200,30.02200,6.56680,6.56680,2.40300,0.34150,0.52370,-117.11970,-88.88940,-88.88940,89.71100,58.58250,0.06840,167.29570,5.03780,17.86490,9.24960,-18.69840,5.50400,6.09090,59.51600,10.3353,7.4272
2017-09-30,181.53180,61.74080,119.79100,2.80060,-10.40180,26.74580,93.04530,-5.77940,87.26590,22.88250,64.38350,,64.38350,61.85910,110.22890,93.04530,542.62300,542.62300,0.11400,0.11400,1.83100,0.29030,0.56450,65.98900,51.25560,51.25560,48.07200,34.07620,0.07420,,1.73390,51.90650,4.39570,-15.33300,2.63210,3.11980,,-4.5354,-3.8158
2017-06-30,158.21250,48.76450,109.44800,2.78100,-10.29850,22.48420,86.96380,1.16090,88.12470,26.02830,62.09640,,62.09640,61.04930,94.07460,86.96380,29.20700,29.20700,2.09020,2.09020,3.85780,0.30330,0.43770,69.17780,54.96640,54.96640,55.70020,38.58690,0.07610,,1.54250,58.34690,4.62840,-13.54990,2.98720,3.22450,,3.5602,2.9228
2017-03-31,122.35130,22.19590,100.15550,2.82070,-9.83680,19.52270,80.63280,4.40830,85.04110,18.91230,66.12880,,66.12880,66.12880,87.49800,80.63280,43.25000,43.25000,1.52900,1.52900,8.10970,0.14400,0.16940,81.85890,65.90260,65.90260,69.50560,54.04830,0.08270,,2.85070,31.57120,5.61100,36.65680,4.46960,4.80290,,1.28710,1.19170
2016-12-31,157.61490,142.37860,15.23640,2.54290,,-45.06980,60.30620,0.17040,60.47660,14.35200,46.12460,,46.12460,46.12460,70.01900,60.30620,30.00000,30.00000,1.53800,1.53800,7.13610,0.16210,0.19600,9.66680,38.26170,38.26170,38.36990,29.26410,0.10060,108.90110,5.09980,17.64790,3.78190,34.84190,2.94540,3.16880,40.65370,2.254,1.1512
2016-09-30,125.79740,41.40420,84.39320,2.71400,-8.51280,18.42150,65.97170,0.79510,66.76680,17.80980,48.95700,,48.95700,48.95700,70.30950,65.97170,29.99820,29.99820,1.63200,1.63200,6.44120,0.16020,0.19180,67.08660,52.44280,52.44280,53.07490,38.91730,0.08430,,7.08650,12.70010,4.22740,40.17950,3.28000,3.55030,,0.9535,-0.4525
2016-06-30,124.08150,38.77040,85.31110,2.80760,-8.53920,18.58550,66.72570,2.59330,69.31890,21.39470,47.92430,,47.92430,47.92430,73.93860,66.72570,29.95300,29.95300,1.60000,1.60000,4.65960,0.16020,0.19310,68.75410,53.77560,53.77560,55.86560,38.62320,0.08350,,3.87640,23.21730,4.19470,58.55920,3.22460,3.52290,,2.9977,2.555
2016-03-31,115.29320,24.86700,90.42620,2.91510,-9.00120,19.04240,71.38380,1.73570,73.11950,21.59690,51.52250,,51.52250,51.52250,78.50990,71.38380,29.95500,29.95500,1.72000,1.72000,6.58960,0.14700,0.17330,78.43150,61.91500,61.91500,63.42050,44.68830,0.07650,,2.06180,43.65130,4.35160,40.00170,3.42040,3.71190,,1.85160,1.56120
2015-12-31,173.43800,162.48000,10.95800,-22.62000,,-45.13000,56.08800,-1.08000,58.89000,15.44000,43.45000,0.00000,43.63100,43.63100,64.39800,56.08800,30.00000,30.00000,1.45000,1.45000,5.89260,0.15270,0.18220,8.54480,32.33890,32.33890,33.95450,25.15650,0.10500,114.42250,4.13240,21.77900,3.38280,49.81840,2.64250,2.86630,,1.0687,-2.611
2015-09-30,132.51700,51.74000,80.77700,11.03000,,18.20000,62.57700,-3.92000,58.64000,15.59000,43.05000,0.00000,43.05000,43.05000,68.75700,62.57700,30.00000,30.00000,1.39000,1.39000,7.60360,0.15500,0.18430,60.95070,47.22190,47.22190,44.25090,32.48640,0.08570,,5.45560,16.49680,3.59160,30.92010,2.78360,3.03500,,1.59,0.3287
2015-06-30,138.46400,53.04000,85.42400,11.67000,,19.27000,66.15400,0.33000,66.47000,18.61000,47.86000,0.00000,47.85800,47.85800,73.56400,66.15400,30.00000,30.00000,1.60000,1.60000,5.39740,0.14840,0.18030,61.68390,47.77700,47.77700,48.00530,34.56350,0.08690,,6.33410,14.20880,3.89750,37.09350,3.00470,3.31910,,2.8574,2.022
2015-03-31,116.24000,31.34000,84.90000,12.36000,,20.10000,64.80000,0.94000,69.67000,19.88000,49.79000,0.00000,48.15400,48.15400,72.54000,64.80000,29.62900,29.62900,1.63000,1.63000,8.65170,0.14330,0.16770,76.43670,55.74670,55.74670,59.93630,41.42640,0.06960,,3.16300,28.45410,3.68120,23.95840,2.88340,3.15370,,2.18060,1.83400
2014-12-31,112.10000,-35.67000,147.77000,10.91000,,19.20000,128.57000,-91.01000,48.24000,11.30000,36.94000,0.00000,34.14100,34.14100,136.85000,128.57000,29.41900,29.41900,1.16000,1.16000,9.72090,0.14410,0.17000,141.32920,114.69220,114.69220,43.03300,30.45580,0.06220,,3.30970,27.19270,2.41800,20.22450,1.89510,2.06950,,2.8075,0.4544
2014-09-30,108.59900,33.52000,75.07900,11.49000,,20.18000,54.89900,-0.03000,58.40000,14.04000,44.36000,0.00000,42.95200,42.95200,63.43900,54.89900,40.29800,40.29800,1.07000,1.07000,9.35330,0.13720,0.15950,72.40400,50.55200,50.55200,53.77580,39.55100,0.06180,,6.90830,13.02770,3.11130,24.32580,2.44270,2.68450,,1.043,0.6552
2014-06-30,103.49700,24.35000,79.14700,11.59000,,20.27000,58.87700,2.53000,61.13000,18.42000,42.71000,0.00000,42.82600,42.82600,67.71700,58.87700,30.04100,30.04100,1.43000,1.43000,7.24740,0.13720,0.16070,76.20510,56.88760,56.88760,59.06450,41.37900,0.06000,,3.96540,22.69630,3.18530,30.58780,2.48240,2.74830,,2.0113,1.8835
2014-03-31,106.01700,21.26000,84.75700,11.40000,,19.94000,64.81700,0.98000,64.33000,16.38000,47.95000,0.00000,48.62500,48.62500,73.35700,64.81700,30.01900,30.01900,1.62000,1.62000,6.50100,0.14170,0.16620,78.57230,61.13830,61.13830,60.67900,45.86530,0.06430,,2.57820,34.90760,3.80250,52.95110,2.94780,3.26350,,0.91440,0.82350
2013-12-31,112.98500,44.85000,68.13500,10.72000,,18.92000,49.21500,-0.92000,49.42000,-0.18000,49.60000,0.00000,49.28800,49.28800,57.83500,49.21500,30.00100,30.00100,1.64000,1.64000,3.88850,0.14720,0.17440,61.29130,43.55890,43.55890,43.74030,43.62350,0.06720,,3.07950,29.22600,3.85570,127.22770,2.93170,3.28830,,2.5594,1.5831
2013-09-30,101.46400,28.12000,73.34400,11.01000,,19.20000,54.14400,0.20000,54.52000,14.87000,39.65000,0.00000,39.57300,39.57300,61.77400,54.14400,39.52600,39.52600,1.00000,1.00000,3.92750,0.14310,0.16780,72.45920,53.36280,53.36280,53.73340,39.00200,0.05790,,3.72620,24.15340,3.00520,37.43900,2.25730,2.57500,,0.4033,0.2857
2013-06-30,98.51300,26.88000,71.63300,11.55000,,19.84000,51.79300,-3.07000,53.24000,0.69000,52.55000,0.00000,50.23800,50.23800,60.22300,51.79300,29.99900,29.99900,1.67000,1.67000,3.67030,0.14650,0.17820,77.31970,52.57480,52.57480,54.04360,50.99630,0.05580,,3.13640,28.69570,3.80500,73.14790,2.84780,3.24740,,1.4059,1.1262
2013-03-31,111.18400,24.31000,86.87400,11.85000,,20.00000,66.87400,-6.00000,58.40000,19.90000,38.50000,0.00000,39.36200,39.36200,75.02400,66.87400,30.25600,30.25600,1.31000,1.31000,4.40300,0.13700,0.16950,75.91920,60.14710,60.14710,52.52550,35.40260,0.06290,,2.78450,32.32210,2.94270,37.99790,2.22520,2.53940,,1.65790,1.42020
2012-12-31,105.37300,41.24000,64.13300,10.07000,,17.93000,46.20300,3.37000,47.34000,13.42000,33.92000,17.12000,52.43900,52.43900,46.20300,46.20300,30.67000,30.67000,1.71000,1.71000,4.59080,0.00200,0.01910,58.70570,43.84710,43.84710,44.92610,49.76510,0.07250,,3.11750,28.86890,4.18360,4.18360,3.60600,4.17520,,1.3221,0.8048
2012-09-30,92.92200,30.12000,62.80200,10.17000,,17.85000,44.95200,-0.50000,44.38000,13.29000,31.09000,0.00000,31.10500,31.10500,53.01200,44.95200,29.35800,29.35800,1.06000,1.06000,3.91150,0.00240,0.02610,67.51900,48.37610,48.37610,47.76050,33.47430,0.06520,,4.29600,20.94980,2.58930,2.58930,2.18360,2.58290,,1.6773,1.3222
2012-06-30,95.86400,29.58000,66.28400,10.09000,,17.47000,48.81400,2.45000,49.90000,15.58000,34.32000,0.00000,34.81500,34.81500,55.89400,48.81400,30.23200,30.23200,1.15000,1.15000,2.73930,0.00690,0.03320,67.73140,50.92010,50.92010,52.05290,36.31710,0.06910,,3.66450,24.55980,3.05140,3.05130,2.50810,3.03020,,1.7501,1.4596
2012-03-31,97.53000,24.44000,73.09000,10.82000,,18.45000,54.64000,-1.16000,55.07000,13.60000,41.47000,0.00000,40.80000,40.80000,62.27000,54.64000,29.14300,29.14300,1.40000,1.40000,3.48400,0.01060,0.03770,76.59180,56.02380,56.02380,56.46470,41.83330,0.06590,,2.72960,32.97140,3.30450,3.30440,2.75580,3.26950,,2.03890,1.63610
2011-12-31,107.01600,50.69000,56.32600,8.81000,,15.95000,40.37600,1.76020,37.72000,6.48000,31.24000,0.00000,33.06200,33.06200,47.95600,40.37600,32.76100,32.76100,1.01000,1.01000,3.84760,0.02040,0.04500,48.50680,37.72890,37.72890,35.24710,30.89450,0.07040,,2.86290,31.43640,2.63870,2.63870,2.17340,2.58500,,0.4896,-0.5758
2011-09-30,78.45900,28.06000,50.39900,9.62000,,17.53000,32.86900,1.70000,41.91000,12.15000,29.76000,0.00000,27.20300,27.20300,40.09900,32.86900,30.96500,30.96500,0.88000,0.88000,3.03210,0.02680,0.05230,73.59260,41.89320,41.89320,53.41640,34.67160,0.05090,,2.73850,32.86430,2.20740,2.20740,1.76620,2.14830,,1.2008,0.8475
2011-06-30,94.29400,30.31000,63.98400,10.11000,,18.22000,45.76400,0.66000,45.60000,12.62000,32.98000,0.00000,33.26700,33.26700,47.58400,45.76400,30.29500,30.29500,1.10000,1.10000,3.12750,0.03050,0.05650,66.98200,48.53330,48.53330,48.35940,35.28010,0.06020,,2.99730,30.02740,2.64960,2.64960,2.12330,2.56880,,1.2968,1.181
2011-03-31,91.50500,21.94000,69.56500,10.03000,,17.83000,51.73500,-0.00020,48.33000,13.49000,34.84000,0.00000,36.17500,36.17500,66.06500,51.73500,30.02400,30.02400,1.21000,1.21000,5.04530,0.03910,0.05660,72.31300,56.53790,56.53790,52.81680,39.53340,0.05890,,2.52920,35.58490,2.86790,2.86790,2.32770,2.75590,,2.37440,2.03740
2010-12-31,98.49700,-1.66000,100.15700,-13.45000,,-11.42000,111.57700,-80.19000,36.18000,9.39000,26.79000,0.00000,22.96800,22.96800,119.24700,111.57700,30.59100,30.59100,0.75000,0.75000,5.47340,0.04190,0.06020,106.53120,113.27960,113.27960,36.73210,23.31850,0.06830,,3.18970,28.21610,1.96010,1.96010,1.59220,1.87790,,0.7795,0.4516
2010-09-30,76.62200,34.92000,41.70200,8.06000,,16.45000,25.25200,0.54000,23.88000,6.53000,17.35000,0.00000,17.79000,17.79000,22.87200,25.25200,30.31200,30.31200,0.59000,0.59000,4.14090,0.04850,0.06350,51.93030,32.95660,32.95660,31.16600,23.21790,0.05360,,3.30270,27.25070,1.56710,1.56710,1.24510,1.49110,,0.4701,0.6955
2010-06-30,79.59500,27.43000,52.16500,9.02000,,16.13000,36.03500,1.41000,39.31000,11.84000,27.47000,0.00000,26.83600,26.83600,48.27500,36.03500,30.00100,30.00100,0.89000,0.89000,3.56290,,0.00680,67.89370,45.27290,45.27290,49.38750,33.71570,0.05790,,2.59690,34.65670,2.35330,2.35330,1.95050,2.35330,,2.1845,1.7478
2010-03-31,78.70100,14.44000,64.26100,9.39000,,21.89000,42.37100,-0.39000,39.24000,9.85000,29.39000,0.00000,30.44900,30.44900,54.87100,42.37100,29.99900,29.99900,1.01000,1.01000,5.53300,0.01870,0.03480,78.19470,53.83790,53.83790,49.85960,38.68950,0.05860,,1.98590,45.31960,2.73220,2.73220,2.26790,2.68110,,1.34840,1.01740
2009-12-31,57.66500,16.11000,41.55500,7.59000,,19.68000,21.87500,-0.33000,22.95000,15.81000,7.14000,5.94000,12.20800,12.20800,32.98500,21.87500,30.00000,30.00000,0.41000,0.41000,5.21460,0.02320,0.03980,74.44720,37.93460,37.93460,39.79880,21.17060,0.04650,,2.06910,43.49780,1.18570,1.39240,0.98410,1.15810,,0.4236,-0.9096
2009-09-30,52.96700,14.47000,38.49700,6.65000,,18.45000,20.04700,0.15000,21.16000,8.27000,12.89000,0.00000,12.65400,12.65400,31.98700,20.04700,30.00000,30.00000,0.42000,0.42000,6.71360,0.03080,0.04410,74.53700,37.84810,37.84810,39.94940,23.89040,0.04250,,3.94100,22.83690,1.22260,1.22260,1.01500,1.18490,,0.9272,0.9888
2009-06-30,51.50000,14.73000,36.77000,6.10000,,17.93000,18.84000,-1.31000,16.95000,7.00000,9.95000,-0.53000,9.52300,9.52300,31.51000,18.84000,30.00300,30.00300,0.32000,0.32000,5.82270,0.03150,0.04470,70.29130,36.58250,36.58250,32.91260,18.49130,0.04210,,4.49000,20.04470,0.93660,0.93660,0.77890,0.90720,,1.4445,1.3708
2009-03-31,69.58100,13.28000,56.30100,7.58000,,18.63000,37.67100,1.84000,38.65000,9.39000,29.26000,-5.41000,24.16000,24.16000,48.72100,37.67100,30.01600,30.01600,0.81000,0.81000,10.69380,,,79.67690,54.13980,54.13980,55.54680,34.72210,0.05690,,2.20190,40.87320,2.26280,2.26280,1.97440,2.26280,,0.58800,0.57970
