Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,1196.11400,981.97100,214.14300,10.56500,142.05600,,152.62100,61.52200,-10.07000,51.45200,3.22100,48.23100,,48.82700,45.01600,61.52200,61.52200,44.43000,42.74700,1.01000,0.93000,1.03880,0.19100,1.65060,17.90320,5.14350,5.14350,4.30160,3.76350,0.17040,1.00700,1.32990,67.67500,2.46700,2.47380,0.69550,1.99570,44.50530,0,0
2020-03-31,1198.15900,964.16300,233.99600,10.13800,120.38400,,130.52200,103.47400,-31.84000,71.63400,15.46700,56.16700,,41.82900,39.89000,103.47400,103.47400,44.68600,49.52030,0.89000,0.38000,1.00380,0.16660,1.56280,19.52960,8.63610,8.63610,5.97870,3.32930,0.17960,0.95510,1.44590,62.24510,2.31560,2.32230,0.62710,1.92990,40.94250,0.00000,
2019-12-31,1351.54100,1104.61800,246.92320,12.92110,138.16520,,160.89100,86.03200,-1.03970,84.99170,32.31720,52.67450,,57.31890,53.96070,86.03200,86.03190,42.34080,41.64200,1.30600,1.80200,1.01310,0.18890,1.58280,18.26970,6.36550,6.36550,6.28850,3.99250,0.19670,1.32160,1.59650,56.37180,3.20750,3.21690,0.83400,2.60150,39.94950,4.8659,-5.8145
2019-09-30,1046.73600,823.76400,222.97200,11.48000,122.12200,,133.60200,89.37000,-17.57700,71.79300,16.39000,55.40300,,51.44300,50.86500,89.37000,89.37000,44.08400,49.13600,1.15200,0.65200,0.94990,0.20410,1.70230,21.30170,8.53800,8.53800,6.85880,4.85940,0.16620,0.96960,1.50840,59.66410,3.27980,3.29000,0.81660,2.61050,35.40930,0,0
2019-06-30,1006.99700,840.37000,166.62700,10.67100,118.03900,,128.71000,37.91700,-23.72800,14.18900,-8.14500,22.33400,,18.16500,18.27100,37.91700,37.91700,41.65100,41.34700,0.44000,0.18400,0.95130,0.25430,2.12280,16.54690,3.76540,3.76540,1.40900,1.81440,0.15800,0.86970,1.23060,73.13550,1.28170,1.28640,0.28510,0.95570,32.20210,0,0
2019-03-31,867.51300,723.82200,143.69100,11.53000,97.03400,,108.56400,35.12700,-26.37900,8.74800,-0.63300,9.38100,,5.84800,5.98800,35.12700,35.12700,39.22200,39.50400,0.15200,0.15200,0.94140,0.22510,2.12160,16.56360,4.04920,4.04920,1.00840,0.69020,0.14670,0.74960,0.98280,91.57790,0.46100,0.46300,0.09890,0.35730,32.24260,0.00000,
2018-12-31,1023.54700,872.30730,151.23990,12.00940,107.10500,0.08310,119.03130,32.20860,-18.74950,13.45930,-6.22670,19.68590,,15.94950,16.05590,32.20860,32.20860,38.45200,38.67600,0.40000,0.40400,0.94670,0.23470,1.86510,14.77610,3.14680,3.14680,1.31500,1.56870,0.19630,1.04430,1.13850,79.04850,1.29720,1.30260,0.30590,0.99270,31.35400,2.311,-6.2758
2018-09-30,974.78400,829.52600,145.25800,15.15800,102.72300,,117.88100,27.37700,8.28400,35.66100,8.90500,26.75600,,27.47200,27.53200,27.37700,27.37700,39.12100,39.17600,0.72000,0.72000,0.93840,0.17370,1.76200,14.90160,2.80850,2.80850,3.65830,2.82440,0.18950,1.02460,1.00670,89.39950,2.28880,2.29590,0.53410,1.89130,30.60940,0,0
2018-06-30,915.90500,805.94200,109.96300,12.37800,81.09100,-2.19900,95.66800,14.29500,-5.06500,9.23000,-1.51200,10.74200,,14.97700,14.95900,14.29500,14.29500,39.11440,39.39350,0.38400,0.38000,0.95210,0.17270,1.83020,12.00590,1.56080,1.56080,1.00770,1.63320,0.18430,0.90530,0.86390,104.17950,1.27240,1.27660,0.30140,1.05260,30.09370,0,0
2018-03-31,728.06100,623.46900,104.59200,13.77100,70.90100,,84.67200,19.92000,-19.02000,0.90000,-0.52500,1.42500,,0.59000,0.57300,19.92000,19.92000,36.38510,36.94840,0.01600,0.01600,0.98730,0.12110,1.70350,14.36580,2.73600,2.73600,0.12360,0.07870,0.15550,0.83110,0.68610,131.18430,0.05050,0.05060,0.01260,0.04430,29.89370,0.00000,
2017-12-31,1095.84400,969.57620,126.26780,14.03580,96.87700,,110.91280,15.35470,-6.00420,9.35170,4.60630,4.74540,,4.42940,4.29480,15.35470,15.35460,32.23600,32.92200,0.14300,0.14500,0.98220,0.15390,1.95740,11.52240,1.40120,1.40120,0.85340,0.39190,0.24900,1.47610,1.07100,84.03410,0.43080,0.43250,0.10060,0.36450,31.12080,-0.8268,-10.7664
2017-09-30,964.84700,848.75400,116.09300,11.21900,91.06600,,102.28500,13.80800,-11.45600,2.35200,0.67100,1.68100,,1.68100,1.69800,13.80800,13.80800,32.54700,33.60300,0.04000,0.04000,1.02480,0.16700,2.16250,12.03230,1.43110,1.43110,0.24380,0.17600,0.21650,1.07720,0.92410,97.39400,0.16890,0.16950,0.03770,0.14070,31.42110,0,0
2017-06-30,1168.86500,1045.72100,123.14400,10.87000,99.69400,,110.56400,12.58010,-10.39900,2.18100,-4.78800,6.96900,,6.96900,6.98700,12.58010,12.58010,32.06170,32.37320,0.21700,0.21500,1.01920,0.06590,1.70640,10.53540,1.07630,1.07630,0.18660,0.59780,0.28230,1.36220,1.07380,83.81640,0.71340,0.71590,0.16830,0.66630,30.01650,0,0
2017-03-31,839.26100,744.97000,94.29100,9.07800,76.96400,,86.04200,8.24900,0.74900,8.99700,0.22200,8.77500,,8.77500,8.80000,8.24900,8.24900,31.70500,32.04500,0.28000,0.28000,1.04180,0.06850,1.63780,11.23500,0.98290,0.98290,1.07200,1.04850,0.21390,0.95490,0.83590,107.66730,0.92390,0.92690,0.22370,0.86060,29.68210,0.00000,
2016-12-31,483.14390,477.67420,5.46970,7.28970,47.23530,-2.56020,57.08500,-51.61520,36.21020,-15.52060,-9.68320,-5.83740,,-7.65740,137.32190,-51.61520,-51.61530,31.46800,32.64800,4.32000,4.42000,1.07260,0.07030,1.73330,1.13210,-10.68320,-10.68320,-3.21240,28.42260,0.12860,0.74140,0.53690,167.62150,-0.82300,-0.82560,-0.20380,-0.76510,29.36790,-7.954,-16.6288
2016-09-30,855.30600,666.68200,188.62400,6.27800,91.67000,-0.57300,98.52100,90.10300,-29.76600,60.33700,17.51600,42.82100,,44.11500,35.04000,90.10300,90.10300,31.51400,32.65330,1.12000,0.92000,0.96030,0.61010,3.40360,22.05340,10.53460,10.53460,7.05440,4.09680,0.16770,1.36420,0.97120,92.66410,5.60460,5.62860,0.86500,2.18550,24.91840,0,0
2016-06-30,896.07500,713.67700,182.39800,6.56300,93.92000,-14.94600,115.42900,66.96910,-3.50400,63.46500,13.67600,49.78900,,50.14300,42.14600,66.96910,66.96910,31.37530,33.13630,1.36000,1.28000,0.89190,0.52600,3.12440,20.35520,7.47360,7.47360,7.08260,4.70340,0.19370,1.53130,1.42720,63.06020,6.70150,6.72960,1.08370,3.17620,23.75970,0,0
2016-03-31,847.80800,666.99900,180.80900,5.95400,85.88500,,91.83900,88.97000,-17.54200,71.42800,15.57700,55.85100,,56.02300,48.59300,88.97000,88.97000,31.36930,36.97620,1.56000,1.44000,0.86720,0.47820,3.00880,21.32670,10.49410,10.49410,8.42500,5.73160,0.19420,1.38280,1.38660,64.90660,7.72190,7.75640,1.28300,4.02930,23.12550,0.00000,
2015-12-31,884.42900,712.84270,171.58640,5.46590,98.37390,,103.84000,67.74630,-0.28760,67.51090,9.60380,57.90720,,74.37630,54.31310,67.74630,67.74640,31.15500,31.95100,1.74000,2.20000,0.95800,0.55760,2.74340,19.40330,7.65990,7.65990,7.63330,6.14100,0.21110,1.44150,1.67290,53.79950,11.07120,11.12540,1.77490,4.89840,21.41610,6.4697,2.3461
2015-09-30,637.63000,501.58800,136.04200,6.27300,69.35000,,75.62300,60.41900,-18.25400,42.16500,5.38500,36.78000,,37.88500,30.69400,60.41900,60.41900,31.19300,38.90300,1.00000,0.48000,0.95220,0.51790,2.94640,21.33560,9.47560,9.47560,6.61280,4.81380,0.15850,0.80440,1.13250,79.46780,6.04980,6.07890,0.94170,2.91650,20.07500,0,0
2015-06-30,516.22500,409.19000,107.03500,6.42000,62.38000,,68.80000,38.23500,-17.92000,20.29000,-0.92000,21.21000,,12.32600,12.32600,38.23500,38.23500,31.11300,32.09000,0.40000,0.38000,0.86720,0.36330,0.90410,20.73320,7.40660,7.40660,3.93050,2.38770,0.14610,0.86010,0.85720,104.99260,1.45430,5.23660,0.34880,0.92590,,0,0
2015-03-31,443.49700,353.39000,90.10700,4.02000,48.97000,,52.99000,37.11700,-19.09000,18.00000,3.20000,14.80000,,8.22000,8.22000,37.11700,37.11700,31.07500,31.83000,0.26000,0.26000,0.89160,0.34870,1.60530,20.31360,8.36920,8.36920,4.05870,1.85350,0.14220,1.12260,0.80250,112.15480,1.00040,1.08150,0.26360,0.65160,,0.00000,
2014-12-31,478.87900,366.45000,112.42900,6.04000,63.81000,,69.85000,42.57900,4.61000,43.32000,-1.23000,44.55000,-2.01000,39.44200,39.44200,42.57900,42.57900,31.06800,38.76700,1.28000,0.52000,0.98900,0.39890,1.68190,22.65710,8.89140,8.89140,9.04610,8.23630,0.15570,1.20230,0.90240,99.73920,4.92560,5.33560,1.28210,2.96090,,0.7777,-1.2593
2014-09-30,417.30000,331.20000,86.10000,3.81000,43.19000,,47.00000,39.10000,-15.17000,23.91000,-25.05000,48.96000,,45.71000,45.71000,39.10000,39.10000,30.88500,34.62900,1.48000,1.32000,1.13300,0.44100,1.65570,20.63260,9.36980,9.36980,5.72970,10.95380,0.16380,1.36100,0.88240,101.99780,6.47290,7.08070,1.79410,3.61820,,0,0
2014-06-30,392.06900,303.36000,88.70900,3.78000,44.34000,,48.12000,40.58900,-15.25000,25.30000,3.36000,21.94000,0.37000,22.28000,22.28000,40.58900,40.58900,30.87900,35.53200,0.72000,0.64000,1.03760,0.53260,2.30790,22.62360,10.35250,10.35250,6.45290,5.68270,0.18150,1.88130,0.83370,107.94660,4.68590,5.36430,1.03130,2.19010,,0,0
2014-03-31,323.92600,246.20000,77.72600,3.55000,41.35000,,44.90000,32.82600,-31.48000,1.32000,1.27000,0.05000,1.64000,1.53200,1.53200,32.82600,32.82600,29.87800,33.49000,0.05000,-0.20000,0.94090,0.41390,2.13660,23.99310,10.13380,10.13380,0.40750,0.47290,0.17170,14.23940,0.96760,93.01570,0.33890,0.39110,0.08120,0.19860,,0.00000,
2013-12-31,361.44200,282.35000,79.09200,4.95000,41.87000,,46.82000,32.27200,-16.87000,27.78000,0.08800,27.69200,-0.69300,27.13600,27.13600,48.05200,32.27200,27.13600,28.26600,1.00000,0.96000,0.73820,0.37150,2.68140,25.30420,8.92870,8.92870,7.68590,7.50770,0.20620,2.40070,1.13200,79.50400,8.12980,9.92500,1.54810,5.10960,,0.0689,0.0599
2013-09-30,320.66700,249.16000,71.50700,2.11000,29.47000,,31.58000,39.92700,-19.28000,20.62000,3.00000,17.62000,-0.39000,16.91300,16.91300,39.92700,39.92700,22.59500,23.46300,0.76000,0.72000,0.75590,0.39170,2.98340,22.29730,12.45120,12.45120,6.43030,5.27430,0.18860,2.42190,1.15860,77.68250,5.63330,7.03950,0.99480,3.42690,,3.5839,0.895
2013-06-30,287.56300,236.79000,50.77300,2.12000,23.26000,,25.38000,25.39300,-14.40000,10.97000,-0.03000,11.00000,-3.14000,7.97700,7.97700,25.39300,25.39300,22.20500,22.24800,0.36000,0.36000,0.71540,0.47520,4.46300,17.65180,8.83040,8.83040,3.81480,2.77400,0.17830,2.74440,0.77070,116.78030,3.74640,5.22020,0.49460,1.96640,,0,0
2013-03-31,187.31900,163.60000,23.71900,1.63000,24.79000,,26.42000,-2.70100,-18.07000,-20.78000,0.00200,-20.78200,-0.00700,-20.73000,-20.73000,-2.70100,-2.70100,22.19000,22.19000,-0.92000,-0.92000,0.79360,0.40960,3.91460,12.65760,-1.44190,-1.44190,-11.09340,-11.06670,0.11930,1.36570,0.57610,156.23240,-10.29640,-14.63360,-1.32040,-6.07920,,0.00000,
2012-12-31,187.34300,187.37000,-0.02700,3.36000,75.90000,,79.26000,-79.28700,-52.39000,-133.66000,-0.01000,-133.65000,-0.00300,-122.16900,-122.16900,-79.28700,-79.28700,22.18600,22.18600,-5.51000,-5.51000,0.63890,0.32140,2.94450,-1.06760,-42.32180,-42.32180,-71.34510,-65.21140,0.13940,2.21110,0.64190,140.20060,-55.40240,-75.98050,-9.09100,-37.59860,,5.1816,4.0494
2012-09-30,221.05800,199.19000,21.86800,2.69000,27.36000,,30.05000,-8.18200,-0.31000,-8.50000,0.20000,-8.70000,,-8.71000,-8.71000,-8.18200,-8.18200,22.18500,22.18500,-0.39000,-0.39000,0.82830,0.23820,1.69800,9.88880,-3.70130,-3.70130,-3.84510,-3.94010,0.15340,1.46840,0.63080,142.66750,-2.48660,-2.99530,-0.60440,-1.89440,,0,0
2012-06-30,194.86700,178.56000,16.30700,2.85000,26.44000,,29.29000,-12.98300,-37.50000,-50.49000,-1.62000,-48.87000,,-48.87300,-48.87300,-12.98300,-12.98300,22.18500,22.18500,-2.20000,-2.20000,0.82370,0.23240,1.76090,8.36470,-6.66250,-6.66250,-25.91000,-25.08020,0.13280,1.22390,0.68600,131.19870,-13.83870,-16.57950,-3.32970,-10.62270,,0,0
2012-03-31,168.33400,167.21000,1.12400,2.16000,47.53000,,49.69000,-48.56600,-7.98000,-56.57000,,-56.57000,,-56.57300,-56.57300,-48.56600,-48.56600,22.19700,22.19700,-2.55000,-2.55000,0.84450,0.18650,1.63310,0.65940,-28.85100,-28.85100,-33.60580,-33.60760,0.11830,1.31400,0.56860,158.27820,-13.97000,-16.35440,-3.97500,-11.36420,,0.00000,
2011-12-31,190.41200,219.11000,-28.69800,1.70000,42.34000,,44.04000,-72.73800,-11.07000,-57.39000,-2.33000,-55.06000,0.00000,-58.25000,-58.25000,-72.73800,-72.73800,22.57800,22.57800,-2.58000,-2.58000,0.81670,0.15750,1.61510,-1.20790,-38.20030,-38.20030,-30.13990,-30.59160,0.13060,1.72800,0.74890,120.16890,-12.61960,-14.47060,-3.99530,-10.63170,,-5.6165,-19.7976
2011-09-30,279.24900,268.89000,10.35900,0.82000,40.46000,,41.28000,-30.92100,41.76000,10.83000,0.15000,10.68000,,10.67800,10.67800,-30.92100,-30.92100,23.72900,23.72900,0.45000,-1.86000,0.94730,0.17700,1.47630,3.70640,-11.07290,-11.07290,3.87830,3.82380,0.18200,1.54530,1.06620,84.41500,2.07480,2.37670,0.69580,1.70760,,0,0
2011-06-30,350.58600,261.41000,89.17600,1.23000,24.52000,,25.75000,63.42600,-20.04000,43.36000,6.96000,36.40000,,36.39800,36.39800,63.42600,63.42600,23.83400,26.15100,1.53000,1.38000,1.05590,0.25960,1.58800,25.43460,18.09140,18.09140,12.36790,10.38210,0.22570,1.59800,1.33270,67.53350,7.25300,8.00940,2.34350,5.37040,,0,0
2011-03-31,326.71900,241.24000,85.47900,1.01000,20.41000,,21.42000,64.05900,-4.53000,59.50000,8.10000,51.40000,,51.40100,51.40100,64.05900,64.05900,23.77700,24.42500,2.16000,2.10000,0.97440,0.08220,1.06450,26.16010,19.60680,19.60680,18.21140,15.73250,0.25860,1.51790,1.62370,55.42930,11.19310,12.46720,4.06800,10.27300,,0.00000,
2010-12-31,267.73500,,267.73500,,,,,267.73500,,267.73500,,267.73500,,55.80400,55.80400,267.73500,267.73500,22.96500,22.96500,2.43000,2.36000,1.08600,0.09170,0.75510,100.00000,100.00000,100.00000,100.00000,20.84300,0.30080,,3.06330,29.37980,13.81960,15.62740,6.26970,12.55150,,1.5201,-7.1065
2010-09-30,214.97900,142.95000,72.02900,0.84000,14.49000,,15.33000,56.69900,-12.19000,44.49000,5.70000,38.79000,,38.78800,38.78800,56.69900,56.69900,21.79100,21.79100,1.78000,1.75000,0.97590,0.12720,1.10640,33.50100,26.37420,26.37420,20.69510,18.04270,0.29530,1.02550,21497.90000,0.00420,14.06070,16.89230,5.32860,12.27120,,0,0
2010-06-30,132.80500,97.09000,35.71500,2.06000,11.42000,,13.48000,22.23500,8.83000,31.05000,4.41000,26.64000,,24.36100,24.36100,22.23500,22.23500,17.40100,17.52600,1.40000,1.39000,1.19130,0.18070,0.80080,26.88150,16.74260,16.74260,23.38010,18.34340,0.26420,0.95350,3.36900,26.71440,10.44090,12.61180,4.84720,8.55400,,0,0
2010-03-31,80.64500,,80.64500,,,,,80.64500,,80.64500,,80.64500,,10.78600,10.78600,80.64500,80.64500,12.68300,12.68300,0.49000,0.49000,,,,100.00000,100.00000,100.00000,100.00000,13.37470,,,,,,,,,,0.00000,
2009-12-31,100.59500,,100.59500,,,,,100.59500,,100.59500,,100.59500,,12.24000,12.24000,100.59500,100.59500,12.68300,12.68300,0.62000,0.62000,,,,100.00000,100.00000,100.00000,100.00000,12.16760,,,,,,,,,,0,0
2009-09-30,58.34400,,58.34400,,,,,58.34400,,58.34400,,58.34400,,2.03200,2.03200,58.34400,58.34400,12.68300,12.68300,-0.17000,-0.17000,,,,100.00000,100.00000,100.00000,100.00000,3.48280,,,,,,,,,,0,0
2009-06-30,32.35500,,32.35500,,,,,32.35500,,32.35500,,32.35500,,0.61400,0.61400,32.35500,32.35500,12.68300,12.68300,-0.37000,-0.37000,,,,100.00000,100.00000,100.00000,100.00000,1.89770,,,,,,,,,,0,0
2009-03-31,38.00500,,38.00500,,,,,38.00500,,38.00500,,38.00500,,-2.39400,-2.39400,38.00500,38.00500,12.68300,12.68300,-0.51000,-0.51000,,,,100.00000,100.00000,100.00000,100.00000,-6.29920,,,,,,,,,,0.00000,
