Date,revenue,cost-goods-sold,gross-profit,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,11519.20000,11785.90000,-266.69920,224.80000,-491.49900,-144.40000,-635.90000,-93.00000,-542.90000,-542.90000,-549.60000,-405.29900,-491.49900,584.30000,586.50000,-0.94000,-0.94000,0.28980,0.40800,-4.26680,-4.26680,-5.52030,-4.77120,0.15770,-3.58140,-3.54200,-0.74310,-2.46330,26.76130,2.3678,2.268
2022-03-31,11841.50000,11328.10000,513.39940,0.00000,513.39940,-123.20000,390.20000,76.30000,313.90000,313.90000,307.20000,626.09940,513.39940,584.30000,586.30000,0.53000,0.52000,0.27250,0.37450,4.33560,4.33560,3.29520,2.59430,0.16020,1.89580,1.90290,0.42460,1.33930,29.15230,4.26800,4.15450
2021-12-31,12492.10000,11166.80000,1325.29900,0.00000,1325.30000,-121.40000,1203.90000,241.60000,962.29980,962.29980,955.49980,1448.80000,1325.29800,584.50000,587.10000,1.64000,1.62000,0.21180,0.26870,10.60910,10.60910,9.63730,7.64880,0.17560,5.42520,5.44850,1.35280,4.16030,31.19710,0.77,0.6813
2021-09-30,11859.20000,11586.60000,272.60060,0.00000,272.60060,-133.60000,139.00000,20.50000,118.50000,118.50000,111.80000,396.80060,272.60060,584.70000,587.10000,0.19000,0.19000,0.20880,0.26390,2.29860,2.29860,1.17210,0.94270,0.16330,0.65600,0.65930,0.16320,0.50520,31.72330,4.0346,3.9695
2021-06-30,11905.50000,10775.70000,1129.80000,0.00000,1129.80000,-130.60000,999.20000,209.10000,790.10000,790.10000,783.40000,1241.00000,1129.80000,584.60000,586.80000,1.34000,1.34000,0.22420,0.28900,9.48970,9.48970,8.39280,6.58020,0.17050,4.34560,4.37090,1.13160,3.28210,31.91320,3.961,3.8861
2021-03-31,11445.20000,9466.00000,1979.20000,0.00000,1979.20000,-111.30000,1867.90000,387.90000,1480.00000,1480.00000,1473.30000,2088.00000,1979.20000,584.90000,586.90000,2.52000,2.51000,0.23230,0.30260,17.29280,17.29280,16.32040,12.87270,0.17500,8.53390,8.59140,2.26250,6.37020,30.47930,4.45480,4.38150
2020-12-31,11415.80000,9197.10200,2218.70100,0.00200,2218.69900,-112.50000,2106.20000,421.89990,1684.30000,1684.30000,1683.90000,2334.99900,2218.69800,584.90000,587.60000,2.89000,2.86000,0.24050,0.31670,19.43530,19.43530,18.44990,14.75060,0.17810,10.18030,10.26110,2.62770,7.50760,29.11590,2.6363,2.5704
2020-09-30,10947.20000,8908.20000,2039.00000,0.00000,2039.00000,-115.50000,1923.50000,392.70000,1530.80000,1530.80000,1524.10000,2154.00000,2039.00000,585.10000,587.80000,2.60000,2.59000,0.22980,0.29830,18.62580,18.62580,17.57070,13.92230,0.17400,8.70100,8.77300,2.43350,6.51890,30.88660,2.5107,2.4138
2020-06-30,10971.70000,8589.19900,2382.50100,0.00000,2382.50100,-113.70000,2268.80000,478.40000,1790.40000,1790.40000,1783.70000,2487.90100,2382.50100,584.80000,587.20000,3.05000,3.04000,0.24450,0.32360,21.71500,21.71500,20.67870,16.25730,0.18460,11.06780,11.17730,3.01310,8.11410,28.47730,3.8351,3.7551
2020-03-31,9323.40000,8347.90000,975.50000,0.00000,975.50000,-100.80000,874.70000,175.60000,699.10000,699.10000,686.00000,1071.50000,975.50000,584.70000,586.90000,1.17000,1.17000,0.27320,0.37580,10.46290,10.46290,9.38180,7.35780,0.16570,5.04490,5.10850,1.24250,3.54060,24.51990,2.77010,2.66980
2019-12-31,10741.10000,9301.69900,1439.40200,0.00100,1439.40100,-100.50000,1338.90000,264.30000,1074.60000,1074.60000,1050.60000,1542.00100,1439.39900,583.80000,587.20000,1.81000,1.81000,0.24380,0.32230,13.40090,13.40090,12.46520,9.78110,0.19560,8.15370,8.27110,1.95700,5.94350,23.38900,1.9198,1.8025
2019-09-30,9530.50000,8418.10000,1112.40000,0.00000,1112.40000,-102.10000,1010.30000,166.70000,843.60000,843.60000,841.70000,1196.80000,1112.40000,584.10000,587.10000,1.43000,1.42000,0.23780,0.31200,11.67200,11.67200,10.60070,8.83160,0.17650,6.18960,6.28250,1.56200,4.55270,24.15890,2.9937,2.887
2019-06-30,9450.70000,8108.20000,1342.50000,0.00000,1342.50000,-98.90000,1243.60000,264.60000,979.00000,979.00000,972.70000,1424.20000,1342.50000,583.60000,586.90000,1.67000,1.66000,0.24840,0.33050,14.20530,14.20530,13.15880,10.29240,0.18410,7.62650,7.75790,1.90750,5.51960,22.82280,2.5647,2.379
2019-03-31,9300.00000,7640.80000,1659.20000,0.00000,1659.20000,-91.70000,1567.50000,484.70000,1082.80000,1082.80000,1078.40000,1729.90000,1659.20000,583.50000,586.60000,1.84000,1.83000,0.26670,0.36380,17.84090,17.84090,16.85480,11.59570,0.19040,9.32100,9.51390,2.21660,6.55600,20.73750,3.18530,3.06670
2018-12-31,8035.09900,7708.60100,326.49850,0.00000,326.49800,-84.30000,242.20010,-17.60000,259.80010,259.80010,249.99990,401.69810,326.50000,582.40000,586.70000,0.44000,0.44000,0.28930,0.40700,4.06340,4.06340,3.01430,3.11130,0.17250,2.51550,2.57880,0.55780,1.70620,18.55590,1.8449,1.6747
2018-09-30,8495.80000,7281.70000,1214.10000,0.00000,1214.10000,-83.60000,1130.50000,200.30000,930.20000,930.20000,928.40000,1289.80000,1214.10000,582.70000,586.60000,1.58000,1.57000,0.24560,0.32550,14.29060,14.29060,13.30660,10.92780,0.18650,8.18490,8.38510,2.04240,5.91780,20.33750,2.921,2.8166
2018-06-30,8018.00000,7053.00000,965.00000,0.00000,965.00000,-84.90000,880.10000,178.90000,701.20000,701.20000,697.50000,1036.90000,965.00000,582.00000,585.80000,1.20000,1.19000,0.25970,0.35080,12.03540,12.03540,10.97660,8.69920,0.18490,6.67370,6.86270,1.61700,4.71860,18.88550,2.9628,2.8586
2018-03-31,7430.10000,6447.20000,982.90040,0.00000,982.90040,-72.10000,910.80000,181.00000,729.80000,729.80000,718.00000,1056.80000,982.90040,582.00000,585.60000,1.23000,1.22000,0.27210,0.37380,13.22860,13.22860,12.25830,9.66340,0.17980,7.42470,7.66440,1.76570,5.14580,17.72530,2.98340,2.92490
2017-12-31,7119.79900,6359.30000,760.49900,0.00100,760.49760,-69.10000,691.39990,111.10000,580.29990,580.29990,576.30000,840.39760,760.49950,580.80000,585.70000,0.99000,0.98000,0.26260,0.35610,10.68150,10.68150,9.71090,8.09430,0.18400,6.25000,6.85490,1.49940,4.60880,15.96150,0.9103,0.8343
2017-09-30,6791.80000,6468.30000,323.50000,0.00000,323.50000,-72.10000,251.40000,36.60000,214.80000,214.80000,224.00000,406.80000,323.50000,581.30000,585.60000,0.39000,0.38000,0.26280,0.35660,4.76310,4.76310,3.70150,3.29810,0.17450,2.31230,2.54140,0.55170,1.70450,15.97220,2.0394,1.9796
2017-06-30,6605.70000,5974.10000,631.60060,0.00000,631.60060,-77.00000,554.60000,181.90000,372.70000,372.70000,367.60000,712.10060,631.60060,580.50000,583.80000,0.63000,0.63000,0.27340,0.37630,9.56140,9.56140,8.39580,5.56490,0.18000,4.14500,4.58030,1.01580,3.01170,15.47590,1.5711,1.508
2017-03-31,6321.70000,5611.90000,709.80030,0.00000,709.80030,-68.30000,641.50000,211.20000,430.30000,430.30000,424.30000,788.40030,709.80030,580.30000,583.30000,0.73000,0.73000,0.26750,0.36510,11.22800,11.22800,10.14760,6.71180,0.18160,5.04880,5.62030,1.23610,3.69850,14.67190,1.89340,1.85260
2016-12-31,6129.60100,5524.00000,605.60110,-0.00200,605.60250,-68.10000,537.50000,139.40000,398.09990,398.09990,383.20000,684.00260,605.60250,581.70000,585.00000,0.66000,0.65000,0.28350,0.39560,9.88000,9.88000,8.76890,6.25160,0.18340,5.00310,5.62690,1.19090,3.58480,13.72150,0.7784,0.6911
2016-09-30,5935.00000,5613.20000,321.79980,0.00000,321.79980,-63.30000,258.50000,53.00000,205.50000,205.50000,198.70000,388.79980,321.79980,581.50000,584.60000,0.34000,0.34000,0.28040,0.38960,5.42210,5.42210,4.35550,3.34790,0.17650,2.53870,2.85540,0.61120,1.82690,13.93720,1.2074,1.1186
2016-06-30,5819.30000,5468.70000,350.59960,0.00000,350.59960,-63.30000,287.30000,92.40000,194.90000,194.90000,190.90000,418.39960,350.59960,582.40000,585.10000,0.33000,0.33000,0.25370,0.34000,6.02480,6.02480,4.93700,3.28050,0.18210,2.48740,2.81550,0.60990,1.85630,13.46540,1.287,1.1956
2016-03-31,5557.50000,5109.50000,448.00000,0.00000,448.00000,-60.60000,387.40000,128.70000,258.70000,258.70000,258.20000,511.50000,448.00000,583.20000,585.50000,0.44000,0.44000,0.26330,0.35740,8.06120,8.06120,6.97080,4.64600,0.18090,3.42200,3.90030,0.84210,2.52110,12.96720,1.39850,1.30910
2015-12-31,5401.40100,4825.60000,575.80180,0.00000,575.80180,-61.70000,514.10000,164.20000,349.90000,349.90000,330.40000,646.20180,575.80130,585.50000,589.20000,0.56000,0.56000,0.27090,0.37150,10.66020,10.66020,9.51790,6.11690,0.18110,4.80010,5.51290,1.17340,3.49990,12.49040,0.2242,0.1526
2015-09-30,5273.80000,4785.00000,488.79980,0.00000,488.79980,-59.80000,429.00000,142.50000,286.50000,286.50000,278.30000,558.39980,488.79980,585.20000,589.10000,0.48000,0.47000,0.26670,0.36370,9.26850,9.26850,8.13460,5.27700,0.17620,3.83950,4.40420,0.95710,2.81540,12.76430,1.2415,1.1882
2015-06-30,5283.30000,4696.90000,586.39990,0.00000,586.39990,-61.10000,525.30000,156.80000,368.50000,368.50000,363.30000,654.19990,586.39990,585.70000,589.50000,0.62000,0.62000,0.27120,0.37220,11.09910,11.09910,9.94260,6.87640,0.18030,5.00690,5.79320,1.25750,3.64890,12.56150,1.1211,1.0774
2015-03-31,4895.30000,4398.40000,496.89940,0.00000,496.89940,-53.70000,443.20000,147.60000,295.60000,295.60000,295.60000,537.99940,496.89940,587.60000,591.00000,0.50000,0.50000,0.26230,0.35550,10.15050,10.15050,9.05360,6.03840,0.18210,4.10450,4.11180,1.09970,3.02810,12.26270,1.30470,1.26950
2014-12-31,5176.20100,4580.20100,596.00000,-0.00100,596.00050,-49.60000,546.40010,176.20000,370.20000,370.20000,370.20000,640.00050,595.99950,590.60000,594.80000,0.63000,0.62000,0.23810,0.31240,11.51430,11.51420,10.55600,7.15200,0.20070,5.34310,5.35300,1.43560,4.07110,11.78730,0.1093,0.0539
2014-09-30,4766.10000,4276.20000,489.89990,0.00000,489.89990,-48.10000,441.80000,145.70000,296.10000,296.10000,296.10000,536.39990,489.89990,589.80000,593.70000,0.50000,0.50000,0.23780,0.31210,10.27880,10.27880,9.26960,6.21260,0.18380,4.26950,4.27740,1.14210,3.25400,11.77070,1.0434,0.9968
2014-06-30,4741.50000,4255.60000,485.89990,0.00000,485.89990,-48.50000,437.40000,144.00000,293.40000,293.40000,293.40000,528.89990,485.89990,591.20000,595.50000,0.50000,0.49000,0.24540,0.32520,10.24780,10.24780,9.22490,6.18790,0.18630,4.32160,4.32980,1.15270,3.26100,11.47790,0.6432,0.5968
2014-03-31,4707.60000,4185.30000,522.30030,0.00000,522.30030,-40.50000,481.80000,160.50000,321.30000,321.30000,321.30000,564.10030,522.30030,593.90000,597.70000,0.54000,0.54000,0.22430,0.28910,11.09480,11.09480,10.23450,6.82510,0.19360,4.99020,4.99020,1.32140,3.87110,10.85580,1.10520,1.08180
2013-12-31,4618.80000,4153.40000,465.39990,0.00000,465.39990,-39.80000,425.60000,125.80000,299.80000,299.80000,299.80000,514.39990,465.39990,599.10000,603.60000,0.51000,0.49000,0.23120,0.30070,10.07620,10.07620,9.21450,6.49090,0.18920,4.84370,4.84370,1.22830,3.72400,10.38860,0.2512,0.1957
2013-09-30,4521.30000,4129.60000,391.69970,0.00000,391.69970,-46.70000,345.00000,112.60000,232.40000,232.40000,232.40000,452.19970,391.69970,598.90000,603.50000,0.39000,0.39000,0.22840,0.29600,8.66340,8.66340,7.63050,5.14010,0.18450,3.42140,3.42140,0.94820,2.63990,11.32100,1.0124,0.9539
2013-06-30,4593.60000,4062.10000,531.50000,0.00000,531.50000,-45.20000,486.30000,161.70000,324.60000,324.60000,324.60000,593.60000,531.50000,599.50000,603.60000,0.54000,0.54000,0.24030,0.31640,11.57050,11.57050,10.58650,7.06640,0.19270,4.97560,4.97560,1.36150,3.77980,10.86590,0.6893,0.6213
2013-03-31,4437.20000,3930.00000,507.20020,0.00000,507.20020,-44.10000,463.10000,154.50000,308.60000,308.60000,308.60000,570.90020,507.20020,600.60000,604.40000,0.51000,0.51000,0.24410,0.32290,11.43060,11.43060,10.43680,6.95480,0.18850,4.82960,4.82960,1.31080,3.65060,10.59320,1.19470,1.15020
2012-12-31,4350.60000,3954.00000,396.60060,0.00000,396.59960,-43.10000,353.49990,104.40000,249.09990,249.09990,249.10000,463.29960,396.60010,603.30000,607.80000,0.42000,0.41000,0.25560,0.34340,9.11600,9.11600,8.12530,5.72560,0.19170,4.14680,4.14680,1.09760,3.08670,9.93550,0.037,-0.0335
2012-09-30,4423.90000,3968.00000,455.89990,0.00000,455.89990,-43.50000,412.40000,135.40000,277.00000,277.00000,277.00000,526.49990,455.89990,601.90000,606.50000,0.46000,0.46000,0.23940,0.31470,10.30540,10.30540,9.32210,6.26140,0.18840,4.22600,4.22600,1.17940,3.21450,10.83940,0.8816,0.8337
2012-06-30,4183.00000,3970.90000,212.10010,0.00000,212.10010,-44.40000,167.70000,49.10000,118.60000,118.60000,118.60000,283.00010,212.10010,604.80000,608.90000,0.20000,0.19000,0.24710,0.32810,5.07050,5.07050,4.00910,2.83530,0.18410,1.88660,1.88660,0.52200,1.42050,10.31940,0.7029,0.6642
2012-03-31,4126.40000,3698.00000,428.39990,0.00000,428.39990,-44.30000,384.10000,126.50000,257.60000,257.60000,257.60000,501.29990,428.39990,606.20000,610.00000,0.42000,0.42000,0.24970,0.33280,10.38190,10.38190,9.30840,6.24270,0.18460,4.12130,4.12130,1.15260,3.09230,10.22640,1.16130,1.11460
2011-12-31,4197.39900,3777.30000,420.09960,0.00000,420.09960,-44.70000,375.40000,118.70000,256.70000,256.70000,256.70000,501.59960,420.09960,632.30000,636.90000,0.43000,0.42000,0.29610,0.42060,10.00860,10.00860,8.94360,6.11570,0.19210,4.42080,4.42080,1.17510,3.11200,9.47260,-0.0163,-0.0541
2011-09-30,3811.00000,3560.00000,251.00000,0.00000,251.00000,-42.50000,208.50000,57.80000,150.70000,150.70000,150.70000,332.00000,251.00000,626.90000,631.40000,0.24000,0.24000,0.29590,0.42020,6.58620,6.58620,5.47100,3.95430,0.17210,2.59100,2.59100,0.68050,1.82440,9.37210,0.7768,0.7484
2011-06-30,3872.70000,3475.20000,397.50000,0.00000,397.50000,-39.80000,357.70000,112.50000,245.20000,245.20000,245.20000,476.00000,397.50000,643.60000,647.90000,0.38000,0.38000,0.23580,0.30850,10.26420,10.26420,9.23650,6.33150,0.17760,3.86170,3.86170,1.12440,2.95120,9.87940,0.5644,0.5373
2011-03-31,3893.50000,3309.50000,584.00000,0.00000,584.00000,-38.60000,545.40000,182.50000,362.90000,362.90000,362.90000,664.50000,584.00000,651.80000,655.80000,0.56000,0.55000,0.23660,0.30990,14.99940,14.99940,14.00800,9.32070,0.18090,5.74150,5.74150,1.68590,4.38320,9.63950,1.02700,1.00110
2010-12-31,4093.80000,3627.40000,466.39990,-0.00100,466.40090,-40.20000,426.20000,127.00000,299.20000,299.20000,299.20000,543.40090,466.39990,657.90000,663.30000,0.45000,0.45000,0.24460,0.32370,11.39290,11.39280,10.41090,7.30860,0.19360,4.94640,4.94640,1.41460,3.73670,9.13180,-0.006,-0.0431
2010-09-30,3769.50000,3344.90000,424.60010,0.00000,424.60010,-37.40000,387.20000,125.60000,261.60000,261.60000,261.60000,507.30010,424.60010,655.80000,661.20000,0.40000,0.40000,0.22580,0.29160,11.26410,11.26410,10.27190,6.93990,0.17110,3.89680,3.89680,1.18780,3.01700,10.11940,0.7283,0.7242
2010-06-30,3686.30000,3328.20000,358.10010,0.00000,358.10010,-45.20000,312.90000,101.00000,211.90000,211.90000,211.90000,432.30010,358.10010,660.40000,665.70000,0.32000,0.32000,0.25680,0.34550,9.71440,9.71440,8.48820,5.74830,0.17150,3.36100,3.36100,0.98570,2.49800,9.44370,0.804,0.785
2010-03-31,3665.90000,3183.00000,482.89990,0.00000,482.89990,-44.00000,438.90000,143.30000,295.60000,295.60000,295.60000,561.29990,482.89990,661.40000,666.40000,0.45000,0.44000,0.25960,0.35060,13.17280,13.17280,11.97250,8.06350,0.17420,4.75890,4.75890,1.40430,3.52360,9.26400,1.00540,0.98020
2009-12-31,3900.60000,3403.40000,497.19950,0.00000,497.19950,-42.90000,454.30000,149.30000,305.00000,305.00000,305.00000,570.29940,497.19950,666.80000,672.20000,0.47000,0.45000,0.27470,0.37870,12.74670,12.74670,11.64690,7.81930,0.19460,5.30560,5.30560,1.52130,3.84820,8.54680,0.1085,0.0854
2009-09-30,3611.30000,3195.60000,415.70020,0.00000,415.70020,-43.70000,372.00000,102.10000,269.90000,269.90000,269.90000,499.20020,415.70020,666.70000,672.80000,0.40000,0.40000,0.28370,0.39600,11.51110,11.51110,10.30100,7.47380,0.18010,4.91050,4.91050,1.34630,3.51740,8.12840,0.7275,0.7098
2009-06-30,3583.50000,3187.60000,395.89990,0.00000,395.89990,-42.00000,353.90000,103.80000,250.10000,250.10000,250.10000,476.89990,395.89990,669.20000,674.60000,0.37000,0.37000,0.30650,0.44190,11.04790,11.04790,9.87580,6.97920,0.18770,5.07820,5.07820,1.31030,3.52180,7.24260,0.5701,0.5458
2009-03-31,3468.20000,3050.60000,417.59990,0.00000,417.59990,-40.90000,376.70000,144.20000,232.50000,232.50000,232.50000,498.09990,417.59990,668.60000,672.00000,0.35000,0.35000,0.33580,0.50560,12.04080,12.04080,10.86150,6.70380,0.19040,5.40280,5.40280,1.27640,3.58840,6.32190,0.80570,0.77440
