Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,9.88100,0.60200,9.27900,0.35900,-6.42700,6.78600,2.49300,-19.23800,-16.74500,,-16.74500,-16.74500,-16.74500,5.99400,2.49300,12.43500,12.43500,-1.35000,-1.35000,7.93960,25.23020,25.23020,-169.46670,-169.46670,0.00770,-11.98440,-11.98440,-1.30700,-11.98440,11.34120,0.44710,0.44710
2019-12-31,8.60900,0.67900,7.93000,0.27600,-7.55900,7.83500,0.09500,9.61100,9.70600,,9.70600,9.70600,9.70600,4.94200,0.09500,12.46100,12.46100,0.78000,0.78000,8.05920,1.10350,1.10350,112.74250,112.74250,0.00580,6.03440,6.03440,0.65180,6.03440,12.91300,0.3587,0.3587
2019-09-30,10.48500,0.65600,9.82900,0.34800,-9.16100,9.50900,0.32000,3.40900,3.72900,,3.72900,3.72900,3.72900,4.27900,0.32000,12.45900,12.45900,0.30000,0.30000,8.65610,3.05200,3.05200,35.56510,35.56510,0.00630,2.41250,2.41250,0.22270,2.41250,12.41730,0.3155,0.3155
2019-06-30,12.13900,0.65600,11.48300,0.31900,-9.98700,10.30600,1.17700,-1.28400,-0.10700,,-0.10700,-0.10700,-0.10700,4.21800,1.17700,12.46700,12.46700,-0.01000,-0.01000,9.32730,9.69600,9.69600,-0.88150,-0.88150,0.00720,-0.06920,-0.06920,-0.00630,-0.06920,12.40110,0.3511,0.3511
2019-03-31,12.61300,0.66900,11.94400,0.38000,-9.87400,10.25400,1.69000,7.23800,8.92800,,8.92800,8.92800,8.92800,4.75500,1.69000,12.46800,12.46800,0.72000,0.72000,9.02400,13.39890,13.39890,70.78410,70.78410,0.00760,5.64530,5.64530,0.54120,5.64530,12.68550,0.38170,0.38170
2018-12-31,13.87500,0.65300,13.22200,0.26100,-9.40200,9.66300,3.55900,-13.63300,-10.07400,,-10.07400,-10.07400,-10.07400,5.74700,3.55900,12.81100,12.81100,-0.79000,-0.79000,9.63170,25.65050,25.65050,-72.60540,-72.60540,0.00830,-6.54910,-6.54910,-0.60120,-6.54910,12.29890,0.506,0.506
2018-09-30,13.17100,0.71500,12.45600,0.33400,-8.80200,9.13600,3.32000,-2.37400,0.94600,,0.94600,0.94600,0.94600,6.33200,3.32000,12.69400,12.69400,0.07000,0.07000,8.81530,25.20690,25.20690,7.18240,7.18240,0.00750,0.55570,0.55570,0.05400,0.55570,13.40080,0.536,0.536
2018-06-30,14.08100,0.73000,13.35100,0.40400,-7.96100,8.36500,4.98600,-3.20000,1.78600,,1.78600,1.78600,1.78600,7.01600,4.98600,12.71500,12.71500,0.14000,0.14000,8.82600,35.40940,35.40940,12.68380,12.68380,0.00810,1.02540,1.02540,0.10220,1.02540,13.70120,0.5656,0.5656
2018-03-31,13.42600,0.74500,12.68100,0.42300,-7.59700,8.02000,4.66100,-8.61400,-3.95300,,-3.95300,-3.95300,-3.95300,7.78400,4.66100,13.22400,13.22400,-0.30000,-0.30000,8.91310,34.71620,34.71620,-29.44290,-29.44290,0.00730,-2.21690,-2.21690,-0.21410,-2.21690,13.90020,0.64430,0.64430
2017-12-31,13.11100,0.79900,12.31200,0.40500,-6.43700,6.84200,5.47000,-4.67700,0.79300,,0.79300,0.79300,0.79300,8.69800,5.47000,11.60200,11.60200,0.08000,0.08000,8.28840,41.72070,41.72070,6.04830,6.04840,0.00690,0.41150,0.41150,0.04200,0.41150,14.44550,1.0385,1.0385
2017-09-30,12.86700,0.81500,12.05200,0.37900,-6.00600,6.38500,5.66700,0.67300,6.34000,,6.34000,6.34000,6.34000,7.55000,5.66700,13.13600,13.13600,0.48000,0.48000,8.34530,44.04290,44.04290,49.27330,49.27330,0.00670,3.22160,3.22160,0.32780,3.22160,14.75670,-0.92,-0.92
2017-06-30,10.88300,0.75900,10.12400,0.39400,-4.30400,4.69800,5.42600,-3.82300,1.60300,,1.60300,1.60300,1.60300,8.86700,5.42600,10.74100,10.74100,0.15000,0.15000,8.95220,49.85760,49.85760,14.72940,14.72940,0.00550,0.88120,0.88120,0.08130,0.88120,14.70770,-0.508,-0.508
2017-03-31,12.32900,0.60900,11.72000,0.33400,-3.50800,3.84200,7.87800,-5.82600,2.05200,,2.05200,2.05200,2.05200,8.57900,7.87800,9.13100,9.13100,0.22000,0.22000,8.40880,63.89810,63.89810,16.64370,16.64370,0.00840,1.46440,1.46440,0.13980,1.46440,15.34610,3.35560,3.35560
2016-12-31,9.21300,0.53400,8.67900,0.25500,-2.66600,3.28200,5.39700,-3.38500,2.01200,,2.01200,2.01200,2.01200,8.62700,5.39700,9.12100,9.12100,0.23000,0.23000,8.45570,58.58030,58.58030,21.83870,21.83870,0.00640,1.42010,1.42010,0.14080,1.42010,15.51610,-0.7185,-0.7185
2016-09-30,7.09600,0.53900,6.55700,0.31300,-2.68100,2.99400,3.56300,3.06300,6.62600,,6.62600,6.62600,6.62600,8.64000,3.56300,9.11900,9.11900,0.73000,0.73000,8.08910,50.21140,50.21140,93.37660,93.37660,0.00500,4.62470,4.62470,0.46310,4.62470,15.69780,0.4994,0.4994
2016-06-30,7.53800,0.52800,7.01000,0.33000,-2.67400,3.00400,4.00600,-0.49900,3.50700,,3.50700,3.50700,3.50700,9.63400,4.00600,9.11700,9.11700,0.38000,0.38000,8.59830,53.14410,53.14410,46.52430,46.52430,0.00510,2.50040,2.50040,0.23800,2.50040,15.38420,1.216,1.216
2016-03-31,9.65100,0.52800,9.12300,0.36900,-2.50500,2.87400,6.24900,-6.48800,-0.23900,,-0.23900,-0.23900,-0.23900,8.09900,6.24900,9.12100,9.12100,-0.03000,-0.03000,8.07830,64.74980,64.74980,-2.47640,-2.47640,0.00700,-0.17030,-0.17030,-0.01730,-0.17030,15.39510,1.18790,1.18790
2015-12-31,9.31500,0.54500,8.77000,0.23900,-1.81300,2.46000,6.31000,-5.33000,0.98000,,0.98000,0.98000,0.98000,9.25700,6.31000,9.14400,9.14400,0.11330,0.11330,8.44100,67.74020,67.74020,10.52070,10.52070,0.00600,0.67650,0.67650,0.06300,0.67650,15.85710,1.6527,1.6527
2015-09-30,11.31500,0.55700,10.75800,0.31200,-2.04800,2.36000,8.39800,-13.21500,-4.81700,,-4.81700,-4.81700,-4.81700,9.75600,8.39800,9.14000,9.14000,-0.53000,-0.53000,8.28170,74.22010,74.22010,-42.57180,-42.57180,0.00750,-3.25420,-3.25420,-0.31780,-3.25420,16.17940,-0.424,-0.424
2015-06-30,9.84100,0.59200,9.24900,0.30800,-1.88500,2.19300,7.05600,-6.86600,0.19000,,0.19000,0.19000,0.19000,9.68900,7.05600,9.14900,9.14900,0.02000,0.02000,8.04230,71.70000,71.70000,1.93070,1.93070,0.00650,0.12080,0.12080,0.01250,0.12080,17.18530,1.3504,1.3504
2015-03-31,10.28000,0.61000,9.67000,0.33600,-1.72800,2.06400,7.60600,-3.92900,3.67700,,3.67700,3.67700,3.67700,10.08300,7.60600,9.14900,9.14900,0.40000,0.40000,7.47410,73.98830,73.98830,35.76850,35.76850,0.00650,2.26920,2.26920,0.23320,2.26920,17.71120,0.13330,0.13330
2014-12-31,11.80600,0.55200,11.25400,1.26500,-1.09500,2.36000,8.89400,-10.07000,-1.17600,,-1.17600,-1.17600,-1.17600,10.81400,8.89400,9.14300,9.14300,-0.13000,-0.13000,8.09890,75.33460,75.33460,-9.96100,-9.96100,0.00780,-0.71990,-0.71990,-0.07730,-0.71990,17.85610,1.1175,1.1175
2014-09-30,11.48400,0.57400,10.91000,0.12300,-1.71800,1.84100,9.06900,-5.53600,3.53300,,3.53300,3.53300,3.53300,11.13700,9.06900,9.14200,9.14200,0.39000,0.39000,7.27450,78.97070,78.97070,30.76460,30.76450,0.00770,2.08380,2.08380,0.23840,2.08380,18.53130,0.1292,0.1292
2014-06-30,11.57500,0.56700,11.00800,0.13700,-1.68300,1.82000,9.18800,1.86200,11.05000,,11.05000,11.05000,11.05000,11.00700,9.18800,9.14000,9.14000,1.21000,1.21000,7.51840,79.37800,79.37800,95.46440,95.46440,0.00760,6.46230,6.46230,0.72490,6.46230,18.70820,0.3735,0.3735
2014-03-31,11.95900,0.59200,11.36700,0.13900,-1.81800,1.95700,9.41000,-6.64900,2.76100,,2.76100,2.76100,2.76100,10.77700,9.41000,9.14000,9.14000,0.30000,0.30000,7.76860,78.68550,78.68550,23.08720,23.08720,0.00780,1.67380,1.67380,0.18010,1.67380,18.04760,0.70510,0.70510
2013-12-31,12.05000,0.60000,11.45000,0.55600,-1.53800,2.09400,9.35600,-9.48000,-0.12400,,-0.12400,-0.12400,-0.12400,10.76900,9.35600,6.56700,6.56700,-0.17000,-1.03000,7.83790,77.64320,77.64310,-1.02900,-1.02900,0.00800,-0.07420,-0.07420,-0.00820,-0.07420,18.29100,1.8469,1.8469
2013-09-30,11.22300,0.64400,10.57900,0.20000,-1.76100,1.96100,8.61800,-1.83300,6.78500,,6.78500,6.78500,6.78500,10.39700,8.61800,9.13400,9.13400,0.74000,0.74000,7.52450,76.78870,76.78870,60.45620,60.45620,0.00700,3.94860,3.94860,0.42050,3.94860,18.80000,2.0377,2.0377
2013-06-30,4.31000,0.70300,3.60700,0.23700,-0.94600,1.18300,2.42400,-12.12800,-9.70400,,-9.70400,-9.70400,-9.70400,3.28200,2.42400,6.24900,,-1.55000,0.00000,7.16920,56.24130,56.24130,-225.15090,-225.15080,0.00290,-5.72260,-5.72260,-0.64820,-5.72260,18.56710,0,0
2013-03-31,0.28300,0.11900,0.16400,0.03200,-0.04600,0.07800,0.08600,1.04300,1.12900,,1.12900,1.12900,1.12900,-0.05300,0.08600,1.63300,,0.69000,0.00000,,30.38870,30.38870,398.93990,398.93990,0.00860,3.51790,3.51790,3.42740,3.51790,19.65280,0.00000,
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,0,0
