Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,0.99100,,-0.99100,-0.86030,-1.85130,,-1.85130,-1.85130,-1.85130,-0.99100,-0.99100,6.35700,6.35700,-0.29000,-0.29000,18.76280,,,-25.60040,-25.60040,-24.23590,-25.60040,1.13760,-0.0142,-0.0142
2019-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1295,0.1295
2019-03-31,1.07090,,-1.07090,-0.36480,-1.43570,,-1.43570,-1.43570,-1.43570,-1.07090,-1.07090,6.35700,6.35700,-0.23000,-0.23000,46.21010,,,-14.71110,-14.71110,-14.39270,-14.71110,1.53520,-0.12950,-0.12950
2018-12-31,,,,,-1.88570,,,,-1.88570,,,6.26100,6.26100,-0.30000,-0.30000,162.10780,,,,,,,1.64700,-0.0644,-0.0644
2018-09-30,0.99340,,-0.99340,-1.89200,-2.88540,,-2.88540,-2.88540,-2.88540,-0.99340,-0.99340,6.15570,6.15570,-0.47000,-0.47000,43.65190,,,-24.93920,-24.93920,-24.36790,-24.93920,1.87420,-0.0302,-0.0302
2018-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1244,0.1244
2018-03-31,0.90630,,-0.90630,,-0.90630,,-0.90630,-0.90630,-0.90630,-0.90630,-0.90630,6.00100,6.00100,-0.15000,-0.15000,294.78850,,,-5.40190,-5.40190,-5.38360,-5.40190,2.73780,-0.12440,-0.12440
2017-12-31,,,,,-0.80830,,,,-0.80830,,,5.65000,5.65000,-0.14000,-0.14000,121.80580,,,,,,,2.64710,-0.0267,-0.0267
2017-09-30,0.67980,,-0.67980,0.01110,-0.66860,,-0.66860,-0.66860,-0.66860,-0.67980,-0.67980,4.90400,4.90400,-0.14000,-0.14000,37.69750,,,-13.42850,-13.42850,-13.07230,-13.42850,0.98640,-0.0503,-0.0503
2017-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1474,0.1474
2017-03-31,0.51690,,-0.51690,,-0.51690,,-0.51690,-0.51690,-0.51690,-0.51690,-0.51690,4.90380,4.90380,-0.11000,-0.11000,55.66680,,,-9.19280,-9.19280,-9.02770,-9.19280,1.14670,-0.14740,-0.14740
2016-12-31,,,,,-0.59210,,,,-0.59210,,,4.64000,4.64000,-0.13000,-0.13000,31.88740,,,,,,,1.16780,-0.0961,-0.0961
2016-09-30,0.95570,,-0.95570,,-0.95570,,-0.95570,-0.95570,-0.95570,-0.95570,-0.95570,3.99380,3.99380,-0.24000,-0.24000,3.91800,,,-109.64160,-109.64190,-81.65790,-109.64190,0.21400,-0.0285,-0.0285
2016-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1518,0.1518
2016-03-31,0.18130,,-0.18130,,-0.18130,,-0.18130,-0.18130,-0.18130,-0.18130,-0.18130,3.95760,3.95760,-0.05000,-0.05000,42.36960,,,-12.95620,-12.95620,-12.65040,-12.95620,0.35340,-0.15180,-0.15180
2015-12-31,,,,,-0.31820,,,,-0.31820,,,3.91770,3.91770,-0.08000,-0.08000,31.77340,,,,,,,0.38240,-0.0852,-0.0852
2015-09-30,0.43610,-0.01440,-0.45050,,-0.45050,,-0.45050,-0.45050,-0.45050,-0.45050,-0.45050,3.88020,3.88020,-0.12000,-0.12000,13.16850,,,-26.78980,-26.78980,-24.75540,-26.78980,0.43060,-0.0422,-0.0422
2015-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.3591,0.3591
2015-03-31,0.75240,0.56920,-0.18320,-0.16300,-0.34620,,-0.34620,-0.34620,-0.34620,-0.18320,-0.18320,3.87350,3.87350,-0.09000,-0.09000,1.37440,,,-10.20960,-10.20960,-4.01720,-10.20960,0.87480,-0.35910,-0.35910
2014-12-31,,-0.15510,,,-0.66130,,,,-0.66130,,,3.81790,3.81790,-0.17000,-0.17000,8.39490,,,,,,,0.90320,-0.1405,-0.1405
2014-09-30,0.89760,-0.13960,-1.03720,,-1.03720,,-1.03720,-1.03720,-1.03720,-1.03720,-1.03720,3.80550,3.80550,-0.27000,-0.27000,11.91480,,,-26.40900,-26.40900,-24.95720,-26.40900,1.03190,-0.205,-0.205
2014-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,2.3874,2.3874
2014-03-31,0.42540,-0.25420,-0.67950,,-0.67950,,-0.67950,-0.67950,-0.67950,-0.67950,-0.67950,3.80550,3.80550,-0.18000,-0.18000,28.26790,,,-12.75310,-12.75310,-12.42020,-12.75310,1.40000,-2.38740,-2.38740
2013-12-31,,-1.02830,,,-1.61350,,,,-1.61350,,,3.76780,3.76780,-0.43000,-0.43000,30.53530,,,,,,,1.52790,-1.3344,-1.3344
2013-09-30,0.58680,-5.59220,-6.17900,,-6.17900,,-6.17900,-6.17900,-6.17900,-6.17900,-6.17900,3.75040,3.75040,-1.65000,-1.65000,2.39080,,,-88.82640,-88.82640,-56.54910,-88.82640,1.85500,-0.9608,-0.9608
2013-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,2.1399,2.2156
2013-03-31,0.22260,-0.27840,-0.50100,,-0.50100,,-0.50100,-0.50100,-0.50100,-0.50100,-0.50100,2.64250,2.64250,-0.19000,-0.19000,19.49060,,,-3.01440,-3.01440,-2.87240,-3.01440,4.43240,-2.13990,-2.21560
2012-12-31,,-0.49090,,,-1.16150,,,,-1.16150,,,2.50210,2.50210,-0.46000,-0.46000,10.43010,,,,,,,1.15250,-0.5574,-0.6374
2012-09-30,0.42910,-3.80760,-4.23680,,-4.23680,,-4.23680,-4.23680,-4.23680,-4.23680,-4.23680,2.48030,2.48030,-1.71000,-1.71000,3.09850,,,-124.60800,-124.60800,-95.58780,-124.60800,1.37100,-1.8527,-1.8527
2012-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,1.4295,1.4295
2012-03-31,0.10600,-0.13700,-0.24310,,-0.24310,,-0.24310,-0.24310,-0.24310,-0.24310,-0.24310,1.64190,1.64190,0.15000,0.15000,17.58640,,,-2.65400,-2.65400,-2.52240,-2.65400,3.69310,-1.42950,-1.42950
2011-12-31,,-0.38210,,,-0.49250,,,,-0.49250,,,1.57740,1.57740,0.31000,0.31000,0.42740,,0.43480,,,,,0.57570,-0.8654,-0.8654
2011-09-30,0.15100,-1.49920,-1.65020,,-1.65020,,-1.65020,-1.65020,-1.65020,-1.65020,-1.65020,1.56650,1.56650,1.05000,1.05000,1.11410,,,-121.15850,-121.15860,-66.40100,-121.15860,0.86970,-0.7299,-0.7299
2011-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,1.0997,1.0997
2011-03-31,0.08690,-0.05350,-0.14040,,-0.14040,,-0.14040,-0.14040,-0.14040,-0.14040,-0.14040,1.56650,1.56650,-0.09000,-0.09000,499.83550,,,-3.16820,-3.16820,-3.16330,-3.16820,2.82980,-1.09970,-1.09970
2010-12-31,,-0.26160,,,-0.29620,,,,-0.29620,,,1.56650,1.56650,-0.19000,-0.19000,53.37970,,,,,,,2.89620,-0.1935,-0.1935
2010-09-30,0.04030,-0.82190,-0.86210,,-0.86210,,-0.86210,-0.86210,-0.86210,-0.86210,-0.86210,1.56650,1.56650,-0.55000,-0.55000,,,,,,,,,-0.7325,-0.7325
2010-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.2998,0.2998
2010-03-31,,-0.30610,-0.30610,,-0.30610,,-0.30610,-0.30610,-0.30610,-0.30610,-0.30610,1.56650,1.56650,0.20000,0.20000,,,,,,,,,-0.29980,-0.29980
2009-12-31,0.00170,-0.26580,-0.26740,,-0.26740,,-0.26740,-0.26740,-0.26740,-0.26740,-0.26740,1.56650,1.56650,0.17000,0.17000,,,,,,,,,-0.2268,-0.8709
