Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,184.22000,184.22000,13.09300,-67.61700,46.08110,-39.21500,6.86600,1.19500,5.67100,5.67100,,1.22200,103.90210,46.08100,218.70100,218.70100,0.01000,0.01000,0.46260,0.86100,25.01410,25.01410,3.72710,0.66330,0.02170,0.12730,0.13080,0.06680,0.06840,20.34340,0.2572,0.0841
2021-09-30,179.13100,179.13100,13.25700,-67.13100,41.13400,-35.62900,5.50500,0.87300,4.63200,4.63200,,-2.05500,100.60000,41.13400,218.70600,218.70600,-0.01000,-0.01000,0.46210,0.85910,22.96310,22.96310,3.07320,-1.14720,0.02100,0.10380,0.10680,0.05420,0.05580,20.38410,0.2451,0.1444
2021-06-30,182.26900,182.26900,18.41800,-64.07200,39.71900,-49.41300,-9.69400,0.43400,-10.12800,-10.12800,,-15.94300,101.20700,39.71900,218.69600,218.69600,-0.07000,-0.07000,0.46000,0.85190,21.79140,21.79140,-5.31850,-8.74700,0.02140,-0.22610,-0.23310,-0.11870,-0.12210,20.46070,0.348,0.1982
2021-03-31,181.16600,181.16600,14.36400,-66.61800,41.87900,-38.85400,3.02500,1.14100,1.88400,1.88400,,-3.57800,101.64800,41.87900,218.66600,218.66600,-0.02000,-0.02000,0.45850,0.84670,23.11640,23.11640,1.66970,-1.97500,0.02110,0.04180,0.04320,0.02200,0.02260,20.57970,0.26680,0.17830
2020-12-31,182.35810,182.35810,17.96200,-68.39500,36.27900,-37.64600,-1.36700,0.35800,-1.72500,-1.72500,-10.89000,-14.82400,97.68600,36.27900,222.43600,222.43600,-0.06000,0.21000,0.45700,0.84170,19.89440,19.89440,-0.74960,-8.12910,0.02130,-0.03820,-0.03950,-0.02020,-0.02070,20.63700,0.4365,0.7078
2020-09-30,176.77500,176.77500,16.80500,-67.86500,33.13500,-39.01200,-5.87700,0.39300,-6.27000,-6.27000,2.14700,-6.95800,92.43500,33.13500,221.46100,221.46100,-0.03000,-0.03000,0.45490,0.87830,18.74420,18.74420,-3.32460,-3.93610,0.02010,-0.13770,-0.14300,-0.07120,-0.07510,20.64490,0.1648,0.1025
2020-06-30,171.11800,171.11800,17.90100,-64.31300,29.93000,-39.62300,-9.69300,0.13800,-9.83100,-9.83100,2.14700,-6.27000,89.72900,29.93000,221.57300,221.57300,-0.03000,-0.30000,0.45240,0.86980,17.49090,17.49090,-5.66450,-3.66410,0.01940,-0.21430,-0.22300,-0.11130,-0.11730,20.68720,0.3471,0.2706
2020-03-31,183.98600,183.98600,12.24900,-67.01400,46.09300,-41.78400,4.30900,0.60400,3.70500,3.70500,1.52100,3.34800,106.02000,46.09300,227.76900,227.80500,0.01000,0.01000,0.45670,0.88500,25.05240,25.05240,2.34200,1.81970,0.02100,0.08220,0.08580,0.04230,0.04470,20.32560,0.11830,-0.01540
2019-12-31,186.76900,186.76900,17.09900,-65.65900,45.29700,-57.57200,-12.27500,-0.51100,-11.76400,-11.76400,-41.01300,-50.14500,113.30900,45.29700,231.53800,231.53800,-0.22000,-0.22000,0.44970,0.82500,24.25300,24.25300,-6.57230,-26.84870,0.02140,-0.25400,-0.26570,-0.13470,-0.13980,20.36200,0.3391,0.1926
2019-09-30,191.25300,191.25300,16.31900,-68.84600,44.60600,-37.22900,7.37700,-0.58300,7.96000,7.96000,3.04000,7.08200,107.93600,44.60600,231.19800,231.23000,0.03000,0.03000,0.43200,0.76060,23.32300,23.32300,3.85720,3.70290,0.02230,0.16930,0.17770,0.09280,0.09610,20.63820,0.4379,1.0014
2019-06-30,181.34300,181.34300,17.69500,-64.73600,38.45300,-35.06700,3.38600,0.26800,3.11800,3.11800,2.05600,2.45500,101.17600,38.45300,234.33000,234.35600,0.01000,0.01000,0.42590,0.77730,21.20460,21.20460,1.86720,1.35380,0.02050,0.06480,0.06820,0.03520,0.03720,20.55910,0.0512,-0.0457
2019-03-31,184.38900,184.38900,17.44300,-65.46100,40.03700,-34.00500,6.03200,1.13800,4.89400,4.89400,2.10600,3.70900,102.65100,40.03700,233.41900,233.45800,0.02000,0.02000,0.42370,0.73520,21.71330,21.71330,3.27130,2.01150,0.02110,0.10080,0.10640,0.05610,0.05810,20.70400,0.40460,0.28490
2018-12-31,139.38500,139.38500,13.28500,-2.26200,76.90300,-72.91800,3.98500,0.96800,3.01700,3.01700,,5.33600,139.89500,76.90300,239.52700,239.55600,0.02000,0.02000,0.42170,0.72920,55.17310,55.17310,2.85900,3.82820,0.01590,0.06170,0.06530,0.03450,0.03570,20.98200,0.0955,-0.1185
2018-09-30,192.59600,192.59600,14.45200,-69.81100,43.27300,2.80200,46.07500,1.81400,44.26100,44.26100,,37.53100,106.74800,43.27300,240.44800,240.48900,0.16000,0.16000,0.41480,0.70880,22.46830,22.46830,23.92310,19.48690,0.02150,0.88000,0.93330,0.49500,0.51500,20.91570,0.1147,1.4247
2018-06-30,191.41900,191.41900,17.19500,-113.64600,-4.49000,-32.20800,-36.69800,-0.12000,-36.57800,-36.57800,,-34.81600,58.73500,-4.49000,240.33600,240.33600,-0.14000,-0.14000,0.41580,0.71170,-2.34560,-2.34560,-19.17160,-18.18840,0.02150,-0.73070,-0.78000,-0.41030,-0.42690,20.81140,0.2952,0.1861
2018-03-31,184.27100,184.27100,12.63100,-68.97800,37.38600,-34.19400,3.19200,0.47700,2.71500,2.71500,,1.09600,100.88300,37.38600,240.31170,240.33870,0.00000,0.00000,0.41330,0.70440,20.28860,20.28860,1.73220,0.59480,0.02050,0.05370,0.05750,0.03030,0.03150,21.01430,0.14800,0.04230
2017-12-31,180.25700,180.25700,16.95300,-68.44000,25.99400,-32.29100,-6.29700,0.93500,-7.23200,-7.23200,,-6.79300,91.35000,25.99400,236.37300,236.40200,-0.03000,-0.03000,0.41350,0.70510,14.42050,14.42050,-3.49330,-3.76850,0.02020,-0.14400,-0.15490,-0.08110,-0.08450,20.88820,0.3779,0.2801
2017-09-30,179.77000,179.77000,14.47000,-68.26400,30.24700,-56.66000,-26.41300,-1.01000,-25.40300,-25.40300,,-10.21400,96.40600,30.24700,239.44600,239.44600,-0.04000,-0.04000,0.41240,0.70190,16.82540,16.82540,-14.69270,-5.68170,0.02010,-0.50380,-0.54410,-0.28470,-0.29600,21.00250,0.0902,-0.7322
2017-06-30,177.70400,177.70400,16.57300,-63.46100,28.53200,110.62000,139.15200,0.97000,138.18200,138.18200,,103.01600,92.00500,28.53200,234.99000,235.01100,0.44000,0.44000,0.40380,0.67720,16.05590,16.05590,78.30550,57.97060,0.02090,2.82820,3.05550,1.62230,1.68620,20.50460,0.1598,2.3835
2017-03-31,181.23600,181.23600,13.58100,-65.97100,38.41700,-32.50600,5.91100,4.28200,1.62900,1.62900,,0.37200,101.13100,38.41700,230.92400,230.95800,0.00000,0.00000,0.43150,0.75900,21.19720,21.19720,3.26150,0.20530,0.02040,0.03360,0.03660,0.01830,0.01910,20.94110,0.17630,0.11100
2016-12-31,166.80200,166.80200,14.17500,-63.07600,27.89700,-28.11800,-0.22100,2.60200,-2.82300,-2.82300,,-6.48900,88.61210,27.89700,218.05300,218.05300,-0.03000,-0.03000,0.42390,0.73580,16.72460,16.72460,-0.13250,-3.89020,0.01880,-0.05780,-0.06310,-0.03180,-0.03330,21.24190,0.3603,-2.1332
2016-09-30,171.31800,171.31800,13.23500,-64.02500,27.40000,-22.71300,4.68700,0.21800,4.46900,4.46900,,-0.13900,92.12200,27.40000,219.39400,219.39400,0.00000,0.00000,0.38680,0.63070,15.99370,15.99370,2.73580,-0.08110,0.02050,0.09190,0.10030,0.05360,0.05640,22.14040,-0.2881,-0.4377
2016-06-30,172.30300,172.30300,12.13900,-59.99400,32.37500,-25.86300,6.51200,-1.39800,7.91000,7.91000,,3.18800,93.96700,32.37500,217.12200,217.13800,0.01000,0.01000,0.38360,0.62230,18.78960,18.78960,3.77940,1.85020,0.02050,0.16230,0.17830,0.09410,0.10010,22.20120,0.2216,0.0377
2016-03-31,172.91800,172.91800,13.96100,-62.94500,20.26500,-27.38900,-7.12400,0.36300,-7.48700,-7.48700,,-6.49400,99.95400,20.26500,212.40400,212.40400,-0.03000,-0.03000,0.37680,0.60470,11.71940,11.71940,-4.11990,-3.75550,0.02060,-0.15280,-0.16870,-0.08910,-0.09520,23.00690,0.38620,0.23000
2015-12-31,170.52800,170.52800,13.64400,-61.73500,23.66000,-3.73500,19.92500,-0.14000,20.06500,20.06500,,8.90500,88.75900,23.66000,212.10700,212.10700,0.04000,0.04000,0.36010,0.56270,13.87460,13.87460,11.68430,5.22200,0.01940,0.37780,0.41810,0.22870,0.24180,25.03650,-0.3544,-0.54
2015-09-30,167.72600,167.72600,6.66600,-63.35400,26.56700,-16.42100,10.14600,0.78900,9.35700,9.35700,,1.11600,96.32800,26.56700,212.10700,212.10700,0.01000,0.01000,0.34370,0.52370,15.83950,15.83950,6.04920,0.66540,0.01870,0.16910,0.18760,0.10410,0.11100,26.09410,-0.0193,-0.1446
2015-06-30,162.92800,162.92800,9.13300,-57.78100,8.38500,-3.89400,4.49100,1.34300,3.14800,3.14800,,-4.70900,87.52000,8.38500,212.10700,212.10700,-0.02000,-0.02000,0.34510,0.52700,5.14640,5.14640,2.75640,-2.89020,0.01820,0.05730,0.06410,0.03520,0.03750,25.91940,0.2969,0.2013
2015-03-31,161.22600,161.22600,12.61300,-61.88400,12.00700,-22.86000,-10.85300,0.57400,-11.42700,-11.42700,,-9.73100,85.28400,12.00700,212.10700,212.10700,-0.05000,-0.05000,0.34450,0.52560,7.44730,7.44730,-6.73150,-6.03560,0.01800,-0.20740,-0.23410,-0.12760,-0.13600,25.97440,-0.00310,-0.10510
2014-12-31,102.17800,102.17800,15.45800,-32.49100,18.09300,66.20900,84.30200,11.04100,73.26100,73.26100,,56.34000,54.06600,18.09300,,,,0.00000,0.34260,0.52110,17.70730,17.70730,82.50510,55.13910,0.01130,1.31880,1.49950,0.81130,0.86710,26.18940,0,0
2014-09-30,71.39200,71.39200,9.02200,-5.70200,53.68600,-6.71400,46.97200,0.82000,46.15200,46.15200,,12.90400,56.77700,53.68600,,,,0.00000,0.19950,0.24920,75.19890,75.19890,65.79450,18.07490,0.02290,2.13190,2.13190,1.47940,1.70670,11.26060,0,0
2014-06-30,53.83400,53.83400,7.80100,-6.84800,36.28600,-6.44200,29.84400,3.84200,26.00200,26.00200,,0.17900,39.29300,36.28600,,,,0.00000,,,67.40350,67.40350,55.43710,0.33250,,,,,,,0,0
2014-03-31,66.12000,66.12000,12.87900,-4.80600,45.76800,-5.80000,39.96800,3.26300,36.70500,36.70500,,9.39500,48.54300,45.76800,,,,0.00000,,,69.21960,69.21960,60.44770,14.20900,,,,,,,0.00000,
2013-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2013-09-30,,,,0.00000,,,0.00000,0.00000,,0.00000,0.00000,,,,,,,0.00000,,,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
