Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,0.02100,0.02100,1.08900,1.07800,-2.14600,0.02700,-2.11900,,-2.11900,-2.11900,-2.11900,-2.12800,-2.14600,0.00340,0.00340,-616.98840,-616.98840,8.51780,,,100.00000,-10219.05000,-10219.05000,-10090.48000,-10090.48000,0.00150,-18.17010,-18.17010,-15.49200,-18.17010,2960.26700,-633.47030,-633.76150
2018-12-31,0.00000,0.00000,0.94400,0.79000,-1.73400,0.00700,-1.72700,,-1.72700,-1.72700,-1.72700,-1.71400,-1.73400,0.00120,0.00120,3884.17300,3884.17300,8.68690,,,,,,,,0.00000,-12.71910,-12.71910,-11.27140,-12.71910,4277.42700,-57.4865,-57.5256
2018-09-30,0.05700,0.05700,0.83800,0.71100,-1.49200,-0.00100,-1.49300,,-1.49300,-1.49300,-1.49300,-1.47200,-1.49200,0.00070,0.00070,-2018.59100,-2018.59100,1.75910,,,100.00000,-2617.54400,-2617.54400,-2619.29800,-2619.29800,0.01500,-85.31430,-85.31430,-39.19660,-85.31430,0.39370,-0.403,-0.403
2018-06-30,0.05800,0.05800,1.18300,0.77400,-1.89900,-0.00200,-1.90100,,-1.90100,-1.90100,-1.90100,-1.87800,-1.89900,0.00070,0.00070,-2731.03500,-2731.03500,2.11090,,,100.00000,-3274.13800,-3274.13800,-3277.58600,-3277.58600,0.00960,-58.09910,-58.09900,-31.52050,-58.09900,0.75100,-0.1539,-0.1539
2018-03-31,0.02300,0.02300,1.36100,0.90100,-2.23900,,-2.23900,,-2.23900,-2.23900,-2.23900,-2.21900,-2.23900,0.00040,0.00040,-5343.33000,-5343.33000,1.13440,,,100.00000,-9734.78300,-9734.78300,-9734.78300,-9734.78300,0.00740,-394.88440,-394.88540,-72.45960,-394.88540,0.21020,-0.76540,-0.76540
2017-12-31,,,1.20400,0.80200,-2.00600,,-2.00200,,-2.00200,-2.00200,-2.00200,-1.98400,-1.99100,0.00040,0.00040,-4155.92300,-4155.92300,1.69180,,,,,,,,,-109.21980,-109.21980,-48.85310,-109.21980,0.75510,-1.104,-1.1076
2017-09-30,,,1.49000,0.98600,-2.47600,,-2.47600,,-2.47600,-2.47600,-2.47600,-2.45500,-2.47600,0.00040,0.00040,-6233.88500,-6233.88500,2.20400,,,,,,,,,-72.18670,-72.18660,-41.04090,-72.18660,1.44870,-0.8265,-0.8288
2017-06-30,,,1.41400,1.10000,-2.51400,,-2.51400,,-2.51400,-2.51400,-2.51400,-2.49800,-2.51400,0.00040,0.00040,-6649.47800,-6649.47800,3.29630,,,,,,,,,-42.34460,-42.34460,-29.96070,-42.34460,2.55610,-0.9251,-1.0082
2017-03-31,,,5.95800,1.12300,-7.08100,,-7.08100,-1.62100,-5.46000,-5.46000,-5.46000,-7.07000,-7.08100,0.00030,0.00030,-15733.14000,-15733.14000,4.58280,,,,,,,,,-66.20590,-66.20590,-51.94060,-66.20590,3.74390,-1.36210,-1.36310
2016-12-31,,,1.30700,1.03200,-2.33900,0.00000,-2.33900,,-2.33900,-2.33900,-4.41400,-2.32700,-2.33900,0.00010,0.00010,-37165.83000,-37165.83000,5.15580,,,,,,,,,-31.91000,-21.54770,-17.45910,-21.54770,8.35840,-1.7899,-1.7927
2016-09-30,,,1.46400,0.75200,-2.21600,0.00400,-2.21200,,-2.21200,-2.21200,-2.21200,-2.20300,-2.21600,0.00010,0.00010,-19948.43000,-19948.43000,2.54690,,,,,,,,,-72.85900,-72.85900,-45.13360,-72.85900,0.46050,-2.3828,-2.3859
2016-06-30,0.00900,0.00900,1.33900,0.88500,-2.21500,0.00300,-2.21200,,-2.21200,-2.21200,-2.21200,-2.20100,-2.21500,0.00010,0.00010,-20067.17000,-20067.17000,4.09470,,,100.00000,-24611.11000,-24611.11000,-24577.78000,-24577.78000,0.00140,-44.52500,-44.52500,-33.92120,-44.52500,0.76100,-2.8513,-2.8513
2016-03-31,0.01000,0.01000,1.30500,0.95000,-2.24500,0.01400,-2.23100,,-2.23100,-2.23100,-2.23100,-2.23100,-2.24500,0.00010,0.00010,-20245.29000,-20245.29000,6.55770,,,100.00000,-22450.00000,-22450.00000,-22310.00000,-22310.00000,0.00120,-32.08690,-32.08690,-27.29390,-32.08690,1.06500,-4.48380,-4.48380
2015-12-31,,,1.72300,0.89900,-2.62200,0.00600,-2.61600,,-2.61600,-2.61600,-2.61600,-2.60500,-2.62200,0.00010,0.00010,5937.03900,5937.03900,4.83830,,,,,,,,,-29.42630,-29.42630,-23.44300,-29.42630,1.36170,-0.5898,-0.5953
2015-09-30,,,1.73400,0.77000,-2.50400,0.00800,-2.49600,,-2.49600,-2.49600,-2.49600,-2.48500,-2.50400,0.00010,0.00010,-22560.73000,-22560.73000,7.51770,,,,,,,,,-22.62510,-22.62510,-19.65820,-22.62510,0.16990,-0.0295,-0.0266
2015-06-30,,,1.36100,0.80400,-2.16500,-0.00100,-2.16600,,-2.16600,-2.16600,-2.19000,-2.14500,-2.16500,0.00010,0.00010,-29685.17000,-29685.17000,8.09770,,,,,,,,,-16.49530,-16.49530,-14.48540,-16.49530,0.20220,-0.0236,-0.0291
2015-03-31,0.03400,0.03400,2.10700,0.87300,-2.94600,0.00100,-2.94500,,-2.94500,-2.94500,-3.13000,-2.92500,-2.94600,0.00000,0.00000,-78368.84000,-78368.84000,4.48650,,,100.00000,-8664.70600,-8664.70600,-8661.76500,-9205.88200,0.00470,-117.47110,-52.46750,-41.07970,-52.46750,0.17980,-0.83080,-0.83420
2014-12-31,0.01400,0.01400,1.56200,0.75800,-2.30600,0.00200,-2.30400,,-2.30400,-2.30400,-2.76600,-2.28700,-2.30600,16.36300,16.36300,-0.07000,-0.07000,6.73760,,,100.00000,-16471.43000,-16471.43000,-16457.15000,-19757.15000,0.00150,-197.42940,-29.33160,-25.07350,-29.33160,0.35730,-0.1218,-0.1227
2014-09-30,0.01600,0.01600,1.45900,0.76600,-2.20900,0.00300,-2.20600,,-2.20600,-2.20600,-2.90600,-2.18300,-2.20900,17.49400,17.49400,-0.17000,-0.17000,9.24740,,,100.00000,-13806.25000,-13806.25000,-13787.50000,-18162.50000,0.00150,-76.70380,-22.63730,-20.23670,-22.63730,0.46110,-0.0386,-0.0386
2014-06-30,0.01200,0.01200,1.18300,0.85000,-2.02100,0.01500,-2.00600,,-2.00600,-2.00600,-3.21900,-2.00100,-2.02100,14.01500,14.01500,-0.23000,-0.23000,11.70750,,,100.00000,-16841.67000,-16841.67000,-16716.66000,-26825.00000,0.00100,-90.56450,-17.44800,-15.98410,-17.44800,0.77170,-0.1251,-0.1293
2014-03-31,0.02900,0.02900,1.47600,0.84300,-2.29000,0.00600,-2.28400,,-2.28400,-2.28400,-4.03900,-2.26800,-2.29000,12.61600,12.61600,-0.32000,-0.32000,8.83880,,,100.00000,-7896.55200,-7896.55200,-7875.86200,-13927.59000,0.00230,-142.83940,-20.63420,-18.33210,-20.63420,0.82440,-0.18860,-0.18860
2013-12-31,0.02900,0.02900,1.43800,1.11000,-2.51900,0.01100,-2.50800,,-2.50800,-2.50800,-3.72500,-2.49800,-2.51900,10.26400,10.26400,0.57000,0.57000,7.10160,,,100.00000,-8686.20800,-8686.20800,-8648.27700,-12844.83000,0.00190,-86.84210,-19.49930,-16.78940,-19.49930,1.09110,-0.1928,-0.1995
2013-09-30,0.09200,0.09200,1.22900,0.93400,-2.07100,0.01200,-2.05900,,-2.05900,-2.05900,-3.50600,-2.04600,-2.07100,11.63000,11.63000,-0.30000,-0.30000,11.98290,,,100.00000,-2251.08700,-2251.08700,-2238.04300,-3810.87000,0.00570,-40.94250,-13.84760,-12.70130,-13.84760,1.27260,-0.137,-0.1377
2013-06-30,0.22500,0.22500,1.21300,0.97700,-1.96500,0.00400,-1.96100,,-1.96100,-1.96100,-4.36000,-1.93800,-1.96500,11.16800,11.16800,-0.39000,-0.39000,11.82050,,,100.00000,-873.33340,-873.33340,-871.55560,-1937.77800,0.01250,-29.20330,-11.89490,-10.89690,-11.89490,1.44110,-0.1115,-0.1117
2013-03-31,0.05300,0.05300,13.77100,0.67600,-14.39400,-0.00300,-14.39700,,-14.39700,-14.39700,-17.94400,-14.36800,-14.39400,6.49600,6.49600,-2.76000,-2.76000,10.11130,,0.00010,100.00000,-27158.49000,-27158.49000,-27164.15000,-33856.61000,0.00270,-177.34660,-79.92120,-72.08590,-79.92120,0.05600,-0.17360,-0.17360
2012-12-31,0.04000,0.04000,1.13600,0.61500,-1.71100,0.00000,-1.71100,,-1.71100,-1.71100,-2.62900,-1.68200,-1.71100,4.57400,4.57400,-0.89000,-0.89000,3.21140,,0.00130,100.00000,-4277.50000,-4277.50000,-4277.50000,-6572.50000,0.00720,29.29800,-44.02990,-30.59730,-44.02990,0.73470,-0.36,-0.3591
2012-09-30,0.05700,0.05700,1.21400,0.53900,-1.69600,0.05200,-1.64400,,-1.64400,-1.64400,-2.92100,-1.65700,-1.69600,5.23900,5.23900,-0.56000,-0.56000,4.58890,,0.00170,100.00000,-2975.43800,-2975.43800,-2884.21000,-5124.56200,0.00850,38.46510,-31.01300,-24.49340,-31.01300,0.03370,-0.1442,-0.1399
2012-06-30,,,6.94700,0.71600,-7.66300,0.06400,-7.59900,,-7.59900,-7.59900,-18.21900,-7.62400,-7.66300,4.40700,4.40700,-4.13000,-4.13000,5.66400,0.00080,0.00240,,,,,,,273.73920,-114.30510,-94.76240,-114.21920,0.04250,-0.5773,-0.5786
2012-03-31,,,1.15400,0.75100,-1.90500,-0.02100,-1.92600,,-1.92600,-1.92600,-1.92600,-1.86500,-1.90500,47.96700,47.96700,-0.04000,-0.04000,0.48210,-1.30180,-0.57570,,,,,,,108.38490,108.38490,-145.13940,249.48190,-0.01770,-0.02520,-0.02520
2011-12-31,,,1.56000,0.95000,-2.51000,0.05000,-2.45000,0.00000,-2.45000,-2.45000,-2.45000,-2.47400,-2.51000,36.33400,36.33400,0.01000,0.01000,0.75390,-6.15850,-0.90970,,,,,,,417.37660,417.37660,-144.62810,2987.80400,-0.00580,-0.1036,-0.1038
2011-09-30,,,1.12600,1.04100,-2.16700,0.12400,-2.04300,,-2.04300,-2.04300,-2.04300,-2.12600,-2.16700,41.97000,41.97000,-0.05000,-0.05000,,,,,,,,,,,,,,,-0.0399,-0.0397
2011-06-30,,,1.79200,1.04600,-2.83800,0.95600,-1.88200,,-1.88200,-1.88200,-1.88200,-2.79200,-2.83800,38.56900,38.56900,-0.05000,-0.05000,,,,,,,,,,,,,,,0.0178,0.0184
2011-03-31,,,2.15600,3.11900,-5.27500,1.43400,-3.84100,,-3.84100,-3.84100,-3.84100,-5.23800,-5.27500,20.31600,20.31600,-0.19000,-0.19000,,,,,,,,,,,,,,,-0.14900,-0.15100
