Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,341.76700,315.03900,26.72800,-1.32900,28.44700,-1.71900,11.57800,9.85900,1.49600,8.36300,8.36300,3.01300,43.77200,-1.71900,55.30300,56.36200,0.05000,0.05000,0.75710,0.63740,1.78400,7.82050,-0.50300,-0.50300,2.88470,0.88160,0.15960,2.13970,42.06160,1.98430,-3.37110,0.39050,0.71960,7.49940,0.01600,-0.63060
2021-12-31,333.15000,284.66700,48.48300,-18.40900,43.83010,4.65290,-1.31400,3.33900,2.02600,1.31300,1.31300,-3.82400,49.73790,4.65300,52.49700,53.42100,-0.07000,-0.07000,0.86520,0.68230,2.18010,14.55290,1.39660,1.39670,1.00230,-1.14780,0.16180,2.46660,36.48680,0.37930,-0.58550,0.06380,0.12050,6.46440,0.9348,-0.0001
2021-09-30,332.69000,272.75600,59.93400,-2.75800,27.36400,32.57000,-6.14200,26.42800,5.28400,21.14400,21.14400,16.22000,77.79000,32.57000,52.81100,53.81800,0.31000,0.30000,0.91520,0.68740,2.23190,18.01500,9.78990,9.78990,7.94370,4.87540,0.16290,2.18290,41.23000,6.23020,-9.57480,1.03530,1.94760,6.36710,0.7588,0.1276
2021-06-30,333.91800,283.57100,50.34700,1.34200,22.66900,27.67800,-16.71700,10.96100,2.87400,8.08700,8.08700,2.87300,72.39200,27.67800,52.23900,53.13300,0.05000,0.05000,0.87840,0.71450,2.53900,15.07770,8.28890,8.28890,3.28250,0.86040,0.16430,2.12240,42.40420,2.70220,-3.17340,0.39790,0.77140,5.68130,0.5732,0.1431
2021-03-31,315.31900,282.28000,33.03900,7.27000,15.38600,17.65300,0.49800,18.15100,4.37600,13.77500,13.77500,9.45800,60.24400,17.65300,51.95200,52.82900,0.18000,0.18000,0.55390,0.68190,2.29370,10.47800,5.59850,5.59850,5.75640,2.99950,0.17240,2.14990,41.86190,4.89590,-5.03830,0.75320,1.55750,5.37550,0.53160,-0.04140
2020-12-31,307.93400,257.80600,50.12800,-6.96300,29.22200,20.90590,-3.99600,16.91000,5.92600,10.98400,10.98400,5.95600,62.70190,20.90600,50.89200,50.89200,0.13000,0.13000,0.67930,0.70380,2.53980,16.27880,6.78910,6.78910,5.49140,1.93420,0.17240,2.37630,37.87390,4.25240,-4.11430,0.61480,1.25970,5.00190,1.3146,0.9534
2020-09-30,291.77600,246.46200,45.31400,-0.69200,21.93900,23.37500,-9.32500,14.05000,3.82500,10.22500,10.22500,6.15600,63.71200,23.37500,51.35900,51.95600,0.12000,0.12000,0.69310,0.71850,2.72550,15.53040,8.01130,8.01130,4.81530,2.10980,0.16980,2.12340,42.38520,4.15450,-3.62950,0.59520,1.16940,4.77020,0.6842,0.4627
2020-06-30,190.56600,194.21700,-3.65100,25.18500,-3.83000,0.17900,-13.61400,-13.43500,-4.47500,-8.96000,-8.96000,-10.59400,40.34300,0.17900,50.67200,50.67200,-0.21000,-0.21000,0.64730,0.73180,2.92170,-1.91590,0.09390,0.09390,-7.05010,-5.55920,0.11100,1.51550,59.38650,-3.84130,3.06690,-0.52180,-1.03010,4.52440,1.7809,1.5388
2020-03-31,281.56400,267.41700,14.14700,-0.98900,22.92300,-8.77600,-9.60300,-18.37900,-4.38100,-13.99800,-13.99800,-16.35800,31.49800,-8.77600,50.29400,50.29400,-0.33000,-0.33000,0.85430,0.77780,3.70790,5.02440,-3.11690,-3.11690,-6.52750,-5.80970,0.16570,1.95180,46.11140,-6.75610,4.99030,-0.82370,-1.50110,4.08710,0.81350,-0.19580
2019-12-31,300.84090,255.69400,45.14690,-0.95900,21.37310,23.77390,-8.42100,15.35300,2.67400,12.67900,12.67900,10.39500,62.16290,23.77390,49.67500,50.24400,0.22000,0.21000,0.73660,0.73780,2.99800,15.00690,7.90250,7.90250,5.10340,3.45530,0.18270,1.94390,46.29910,5.43840,-5.03480,0.76980,1.42600,4.63370,0.436,0.3238
2019-09-30,292.69200,254.38300,38.30900,-0.96900,21.45900,16.85000,-9.94200,6.90800,1.81600,5.09200,5.09200,3.19500,55.43300,16.85000,49.80700,50.36000,0.06000,0.06000,0.77450,0.75610,3.30340,13.08850,5.75690,5.75690,2.36020,1.09160,0.18090,1.94160,46.35360,2.36760,-1.89710,0.31470,0.57750,4.27970,0.7522,0.3977
2019-06-30,289.09700,246.55800,42.53900,-0.47200,20.55500,21.98400,-11.42400,10.56000,2.96900,7.59100,7.59100,4.89900,60.05000,21.98400,49.70300,50.14500,0.10000,0.10000,0.79960,0.76130,3.39440,14.71440,7.60440,7.60440,3.65280,1.69460,0.18110,1.81450,49.59950,3.57340,-2.85040,0.47540,0.85310,4.23780,0.3453,0.0086
2019-03-31,271.54900,243.05700,28.49200,-1.60200,21.22200,7.27000,-10.42200,-3.15200,-1.23000,-1.92200,-1.92200,-3.73300,43.86500,7.27000,49.55400,49.55400,-0.08000,-0.08000,0.71900,0.74880,3.16280,10.49240,2.67720,2.67720,-1.16070,-1.37470,0.17790,1.73220,51.95760,-0.90010,0.76380,-0.12590,-0.22610,4.26390,0.54280,-0.10660
2018-12-31,257.21100,233.34700,23.86400,-4.93100,24.40800,-0.54400,29.43600,28.90600,-2.44100,31.34700,31.34700,29.13600,19.90700,-0.54400,48.11400,48.67900,0.61000,0.60000,0.87130,0.75970,3.35710,9.27800,-0.21150,-0.21150,11.23830,11.32770,0.23190,1.72720,52.10790,15.65370,-12.12960,2.82580,3.76190,4.08870,0.5912,0.4008
2018-09-30,242.14800,208.51100,33.63700,0.29100,17.18900,16.44800,-7.83400,8.60000,2.82700,5.77300,5.77300,5.03900,34.90300,16.44800,48.01100,48.61500,0.10000,0.10000,1.11610,0.82010,4.83430,13.89110,6.79250,6.79250,3.55150,2.08100,0.26590,1.54830,58.13010,4.75980,-3.00550,0.63390,0.85620,2.50930,0.8397,0.4876
2018-06-30,244.39500,210.05500,34.34000,-0.38400,18.47000,15.87000,-6.89800,8.97200,2.50500,6.46700,6.46700,5.40600,34.93100,15.87000,47.96900,48.52600,0.11000,0.11000,1.06270,0.81790,4.76170,14.05100,6.49360,6.49360,3.67110,2.21200,0.26770,1.60600,56.03900,5.17630,-3.40130,0.70830,0.94240,2.58740,0.4591,0.0334
2018-03-31,231.39200,215.63400,15.75800,1.21000,16.64600,-0.88800,-7.06300,-7.95100,-2.49700,-5.45400,-5.45400,-7.33800,17.94200,-0.88800,47.82300,47.82300,-0.15000,-0.15000,1.12370,0.83040,5.19030,6.81010,-0.38380,-0.38380,-3.43620,-3.17120,0.25050,1.43140,62.87380,-4.68690,2.83960,-0.59050,-0.79500,2.41240,0.50840,0.05190
2017-12-31,235.55200,200.20300,35.34900,-0.56900,17.04600,18.30290,-4.70700,13.59600,20.13300,-6.53700,-6.53700,-7.27300,35.75390,18.30290,46.88100,47.40200,-0.14890,-0.14890,1.22830,0.89160,8.71110,15.00690,7.77020,7.77020,5.77200,-3.08760,0.27110,1.51460,59.42050,-9.34860,2.87630,-0.75230,-1.01350,1.46520,1.4118,1.2441
2017-09-30,227.60700,198.10900,29.49800,-1.60600,18.65900,10.83900,-5.87800,4.96100,1.11200,3.84900,3.84900,3.22600,28.76500,10.83900,46.95400,47.57800,0.07000,0.07000,1.28590,0.88740,8.35540,12.96010,4.76220,4.76220,2.17960,1.41740,0.26840,1.35000,66.66480,5.20430,-1.74870,0.45390,0.58580,1.55580,0.5258,0.3302
2017-06-30,230.01400,198.61100,31.40300,-0.63000,17.24200,14.16100,-5.01500,9.14600,3.52300,5.62300,5.62300,5.31000,31.59500,14.16100,46.75600,47.19600,0.11000,0.11000,1.36790,0.90430,9.88180,13.65270,6.15660,6.15660,3.97630,2.30860,0.27000,1.35180,66.57830,8.83440,-2.52920,0.66010,0.84520,1.34660,0.3992,0.148
2017-03-31,229.01300,205.45400,23.55900,-0.15800,16.81200,6.74700,-8.06500,-1.31800,-0.45800,-0.86000,-0.86000,-1.21000,24.21500,6.74700,46.56000,46.56000,-0.03000,-0.03000,1.31150,0.91970,11.97280,10.28720,2.94610,2.94610,-0.57550,-0.52840,0.26820,1.35080,66.62690,-1.61930,0.37560,-0.10070,-0.13010,1.12480,0.66360,0.01250
2016-12-31,224.93900,192.16100,32.77800,-0.74100,17.81000,14.96800,-9.00300,5.96500,2.22100,3.74400,3.74400,3.36100,32.83800,14.96800,46.24400,46.65500,0.07000,0.06000,1.40280,0.92160,12.27080,14.57200,6.65430,6.65420,2.65180,1.49420,0.26480,1.36980,65.70180,7.19270,-1.62650,0.44070,0.56370,1.11760,0.783,0.6531
2016-09-30,224.64300,192.75200,31.89100,-2.12200,19.44000,12.45100,-9.00200,3.44900,1.46100,1.98800,1.98800,1.64400,31.27500,12.45100,45.86860,46.33400,0.04000,0.04000,1.55780,0.93890,16.07130,14.19630,5.54260,5.54260,1.53530,0.73180,0.26640,1.22600,73.40810,4.92750,-0.81600,0.23570,0.30090,0.86830,0.0843,-0.1814
2016-06-30,218.56500,194.06200,24.50300,-0.61400,16.42500,8.07800,-2.44300,5.63500,2.25600,3.37900,3.37900,3.62200,25.25900,8.07800,46.55890,46.88240,0.08000,0.08000,1.48300,0.94270,17.23230,11.21090,3.69590,3.69590,2.57820,1.65720,0.26390,1.32390,67.97860,9.14080,-1.36480,0.40790,0.52420,0.79610,0.6469,0.2723
2016-03-31,216.38800,196.82600,19.56200,-0.16700,16.57900,2.98300,-5.59600,-2.61300,-1.50600,-1.10700,-1.10700,-1.39700,20.76300,2.98300,46.58100,46.58100,-0.03000,-0.03000,1.54000,0.94260,17.26230,9.04020,1.37850,1.37850,-1.20760,-0.64560,0.25590,1.21680,73.96300,-2.94950,0.44660,-0.13090,-0.16920,0.79400,0.45000,-0.03300
2015-12-31,215.70600,187.94100,27.76500,-0.54000,17.31500,10.45000,-7.48300,2.96700,1.70700,1.26000,1.26000,0.88100,28.59400,10.45000,43.80600,45.17100,0.03000,0.02000,1.46130,0.94330,17.51790,12.87170,4.84450,4.84450,1.37550,0.40840,0.25790,1.32460,67.94370,3.45570,-0.50770,0.15060,0.19600,0.78780,0.5888,0.5269
2015-09-30,208.36600,175.63100,32.73500,-0.90500,15.50600,17.22900,-3.73900,13.49000,5.19900,8.29100,8.29100,7.98700,33.19900,17.22900,43.63700,44.75200,0.18000,0.18000,1.87770,0.95890,24.54030,15.71030,8.26860,8.26860,6.47420,3.83320,0.25760,1.30880,68.76580,31.48040,-3.76290,1.02500,1.29450,0.59190,0.2697,0.1268
2015-06-30,204.28900,175.79600,28.49300,-0.16800,15.10900,13.38400,-7.62900,5.75500,2.19200,3.56300,3.56300,3.39500,28.74300,13.38400,43.37000,44.68560,0.08000,0.08000,1.89650,0.98060,53.07370,13.94740,6.55150,6.55150,2.81710,1.66190,0.25910,1.30980,68.71030,29.24330,-1.54590,0.45190,0.56650,0.27440,0.2169,-0.0323
2015-03-31,181.26700,168.92100,12.34600,0.00200,14.29200,-1.94600,-5.62100,-7.56700,-3.09100,-4.47600,-4.47600,-4.55400,14.56100,-1.94600,42.74700,42.74700,-0.11000,-0.11000,1.46480,0.98880,91.83560,6.81090,-1.07360,-1.07360,-4.17450,-2.51230,0.24420,1.18280,76.09340,-68.45080,1.86020,-0.60290,-0.76920,0.14930,0.40870,-0.05030
2014-12-31,185.55190,156.81400,28.73800,0.20300,13.86200,14.87600,-7.70300,7.17300,2.87800,4.29500,4.29500,4.20500,29.57600,14.87600,41.07000,43.14900,0.10000,0.12000,1.44080,0.98670,77.63150,15.48790,8.01720,8.01720,3.86580,2.26620,0.25050,1.25170,71.89980,55.79370,-1.78790,0.57990,0.74030,0.17980,0.6407,0.4509
2014-09-30,184.05900,153.00000,31.05900,-1.40100,15.82400,15.23500,-8.39200,6.84300,2.33400,4.50900,4.50900,4.45100,31.17900,15.23500,41.64500,44.03400,0.11000,0.10000,1.49980,0.99560,234.47630,16.87450,8.27720,8.27720,3.71780,2.41820,0.24590,1.18740,75.79630,172.23050,-1.83230,0.60240,0.76270,0.06130,0.3183,0.1853
2014-06-30,179.08200,147.80800,31.27400,-0.42900,15.62800,15.64600,-9.15700,6.48900,1.23300,5.25600,5.25600,5.14400,34.07800,15.64600,40.81700,43.26300,0.13000,0.12000,1.47570,1.00470,-222.08810,17.46350,8.73680,8.73680,3.62350,2.87240,0.24250,1.21810,73.88530,-190.57240,-2.11580,0.71180,0.89880,-0.06510,0.5763,0.3829
2014-03-31,168.87600,145.03000,23.84600,-0.72700,16.29800,7.54800,-24.40100,-16.85300,-4.47800,-12.37500,-12.37500,-12.42400,23.46200,7.54800,40.01000,40.01000,-0.31000,-0.31000,1.50530,1.01580,-67.05720,14.12040,4.46960,4.46960,-9.97950,-7.35690,0.22910,1.20090,74.94620,132.80730,4.84620,-1.67850,-2.09990,-0.22660,-0.12150,-0.54740
2013-12-31,178.33800,148.62500,29.71300,-1.16900,16.00910,13.70400,-9.61200,4.09200,2.74400,1.34800,1.34800,1.24300,26.88900,13.70400,39.14000,39.81500,0.02000,0.02000,1.48950,0.99620,263.17920,16.66110,7.68430,7.68430,2.29450,0.69700,0.24680,1.33490,67.42200,60.99590,-0.55190,0.18660,0.23340,0.05510,0.5849,0.4664
2013-09-30,175.18800,151.77000,23.41800,-0.06700,14.82900,8.58900,-9.43900,-0.85000,-0.48300,-0.36700,-0.36700,-0.46700,25.63600,8.58900,39.23600,39.23600,-0.01000,-0.01000,1.41990,0.99940,1614.66000,13.36740,4.90270,4.90270,-0.48520,-0.26660,0.24500,1.30480,68.97650,-101.38110,0.14890,-0.05130,-0.06360,0.00900,0.3609,0.0716
2013-06-30,176.52000,148.69800,27.82200,-0.30900,14.83700,12.98500,-7.72700,5.25800,2.49700,2.76100,2.76100,2.68600,30.15800,12.98500,39.21700,39.83000,0.07000,0.07000,1.34730,0.99150,118.16720,15.76140,7.35610,7.35610,2.97870,1.52160,0.24290,1.26650,71.06030,55.89060,-1.13800,0.37990,0.47550,0.12320,0.3353,-0.0418
2013-03-31,172.94000,149.56200,23.37800,-0.29300,15.05300,8.32500,-10.93900,-2.61400,-1.24800,-1.36600,-1.36600,-1.34200,24.37500,8.32500,39.31400,39.31400,-0.03000,-0.03000,1.31280,0.99720,361.84200,13.51800,4.81380,4.81380,-1.51150,-0.77600,0.23780,1.28160,70.22380,-84.63430,0.55140,-0.18790,-0.23660,0.04050,0.38720,0.06520
2012-12-31,159.33300,137.81590,21.51700,-0.25900,14.84510,6.67200,-9.45700,-2.78500,-55.92300,53.13800,51.87600,51.94600,23.09500,6.67200,37.75100,39.24500,1.37000,1.32000,1.30960,1.01180,-87.13450,13.50440,4.18750,4.18750,-1.74790,32.60220,0.22410,1.23330,72.97590,-776.12100,-20.56700,7.29760,9.14790,-0.17340,0.5226,0.2943
2012-09-30,160.45300,133.22300,27.23000,-0.02100,13.39000,13.84000,-8.82900,5.01100,0.03000,4.98100,4.98100,5.05300,28.72800,13.84000,38.34050,39.86070,0.13000,0.13000,1.26570,1.12280,-9.30440,16.97070,8.62560,8.62560,3.12300,3.14920,0.25670,1.24730,72.15400,-8.40690,-1.74070,0.79690,1.03280,-1.54530,0.3601,0.1271
2012-06-30,165.35100,136.55400,28.79700,-0.43900,15.33200,13.46500,-10.14500,3.32000,0.42100,2.89900,2.89900,2.94600,31.76500,13.46500,37.76130,39.43070,0.08000,0.07000,1.20880,1.13590,-8.52750,17.41570,8.14330,8.14330,2.00790,1.78170,0.26350,1.25800,71.54400,-4.46290,-1.02580,0.46190,0.60640,-1.69430,0.6256,0.3511
2012-03-31,162.01600,135.40000,26.61600,-0.47300,15.36500,11.25100,-12.42000,-1.16900,0.24500,-1.41400,-0.15200,-0.11100,27.54300,11.25100,37.67000,37.67000,0.00000,0.00000,1.21440,1.14370,-8.13160,16.42800,6.94440,6.94440,-0.72150,-0.06850,0.25870,1.20930,74.42100,0.22180,0.05420,-0.02430,-0.03190,-1.79280,0.40960,0.11090
2011-12-31,150.31800,125.14000,25.17800,5.42200,9.53300,15.64500,-7.25800,8.38700,0.10200,8.28500,4.49600,4.54700,32.08800,15.64500,37.36800,38.78600,0.12000,0.12000,1.24470,1.14680,-8.00530,16.74980,10.40790,10.40790,5.57950,3.02490,0.24280,1.17040,76.89620,-6.44060,-1.59200,0.72610,0.94540,-1.86520,0.6008,0.3909
2011-09-30,143.02100,117.74700,25.27400,0.01500,14.29400,10.98000,-11.73600,-0.75600,0.23400,-0.99000,0.04800,0.03900,26.98400,10.98000,37.42650,38.47000,0.00000,0.00000,1.26660,1.17480,-6.87730,17.67150,7.67720,7.67720,-0.52860,0.02730,0.24990,1.17200,76.79460,-0.06300,-0.01690,0.00840,0.01100,-2.03560,0.3109,0.0462
2011-06-30,147.69900,119.11300,28.58600,0.84700,13.44900,15.13700,-12.46100,2.67600,0.33700,2.33900,3.60600,3.52100,31.72400,15.13700,37.35800,39.82000,0.09000,0.09000,1.18310,1.17860,-6.76430,19.35420,10.24860,10.24860,1.81180,2.38390,0.25860,1.26340,71.23390,-4.67900,-1.27470,0.63140,0.83570,-2.05920,0.1664,-0.0391
2011-03-31,144.08300,115.82800,28.25500,-5.43500,19.35600,8.89900,-11.04400,-2.14500,0.14700,-2.29200,-0.80800,-0.87600,24.03700,8.89900,37.25800,37.25800,-0.02000,-0.02000,1.09950,1.19550,-6.28200,19.61020,6.17630,6.17630,-1.48870,-0.60800,0.25890,1.37660,65.37860,0.98740,0.28180,-0.14520,-0.19310,-2.19340,0.40790,-0.00500
2010-12-31,115.43500,109.49500,5.94000,23.96600,-10.12200,16.06200,-11.45500,4.60700,0.05300,4.55400,3.39200,3.30000,30.96500,16.06200,36.85300,36.85300,0.09000,0.09000,1.05470,1.20380,-6.11810,5.14580,13.91430,13.91430,3.99100,2.85880,0.21400,1.20130,74.92060,-4.11290,-1.19790,0.62870,0.83810,-2.21560,0.4586,0.2773
2010-09-30,140.09300,106.63400,33.45900,-9.07300,22.07500,11.38400,-13.60200,-2.21800,0.31700,-2.53500,-0.25300,-0.28500,26.10000,11.38400,36.97970,36.97970,-0.01000,-0.01000,1.27860,1.21900,-5.77560,23.88340,8.12600,8.12600,-1.58320,-0.20340,0.26060,1.48080,60.77650,0.28910,0.09540,-0.04710,-0.06330,-2.36690,0.7469,0.4173
2010-06-30,138.95100,106.20500,32.74600,-8.95400,22.83000,9.91600,-23.75000,-13.83400,-0.12800,-13.70600,-11.73500,-11.75600,25.71600,9.91600,36.91700,36.91700,-0.32000,-0.32000,1.32500,1.21960,-5.77830,23.56660,7.13630,7.13630,-9.95600,-8.46050,0.26270,1.47270,61.11210,13.28470,4.42220,-2.21830,-2.91750,-2.38870,0.1528,-0.0563
2010-03-31,124.17800,98.63900,25.53900,-7.91300,21.18800,4.35100,-9.96700,-5.61600,0.33400,-5.95000,-4.08900,-4.11100,18.65500,4.35100,36.36400,36.36400,-0.11000,-0.11000,1.01950,1.23000,-5.62050,20.56640,3.50380,3.50380,-4.52250,-3.31060,0.26380,1.40760,63.93810,5.15510,1.68010,-0.86880,-1.18580,-2.17920,0.45660,0.10180
2009-12-31,135.06200,99.10000,35.96200,-8.21100,22.03200,13.93000,-11.47800,2.45200,0.16200,2.29000,0.66000,0.63700,37.02800,13.93000,36.04700,36.04700,0.02000,0.02000,1.09320,1.21030,-6.03680,26.62630,10.31380,10.31380,1.81550,0.47160,0.28100,1.53790,58.52310,-0.88280,-0.28020,0.13730,0.18570,-2.06190,0.7337,0.5364
2009-09-30,133.40400,101.92400,31.48000,-8.74400,22.33700,9.14300,-12.36500,-3.22200,0.23100,-3.45300,-1.70200,-1.72600,22.97600,9.14300,36.10500,36.10500,-0.05000,-0.05000,1.12010,1.21990,-5.82830,23.59750,6.85360,6.85360,-2.41520,-1.29380,0.28020,1.44350,62.34910,2.16920,0.71350,-0.35740,-0.47690,-2.16840,0.4766,0.2789
2009-06-30,131.14600,99.71600,31.43000,-8.98600,22.19800,9.23200,-11.98300,-2.75100,0.01300,-2.76400,-0.31100,-0.33600,22.99500,9.23200,35.92400,35.92400,-0.01000,-0.01000,1.13530,1.21270,-6.00230,23.96570,7.03950,7.03950,-2.09770,-0.25620,0.27190,1.38390,65.03530,0.40170,0.13050,-0.06450,-0.08540,-2.15520,0.4506,0.2083
2009-03-31,128.00300,97.01300,30.99000,-8.01700,21.19100,9.79900,-13.21900,-3.42000,0.03700,-3.45700,-0.82200,-0.84200,22.79600,9.79900,35.91600,35.91600,-0.02000,-0.02000,1.06150,1.23340,-5.57330,24.21040,7.65530,7.65530,-2.67180,-0.65780,0.26030,1.31590,68.39350,0.97570,0.33460,-0.16710,-0.22770,-2.34510,0.46460,0.27290
