Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,7.50600,4.32200,3.18400,2.31900,1.42100,0.31800,3.48700,-0.30300,0.07200,-0.23100,0.08500,-0.31600,-0.31600,,-0.31600,-0.23800,-0.30300,6.50040,6.50040,0.04850,0.04850,2.70490,,42.41940,-4.03680,-4.03680,-3.07750,-4.21000,0.31760,2.20170,5.08880,17.68590,-2.30720,-2.30720,-1.33690,-2.30720,2.08870,-0.07310,-0.07680
2021-12-31,9.47800,4.15500,5.32300,1.98700,1.47200,0.00900,3.59500,1.72800,0.01300,1.74100,0.25900,1.48200,1.48200,,1.48200,1.87300,1.72800,6.47770,6.47770,0.25000,0.25000,2.86700,,56.16160,18.23170,18.23170,18.36890,15.63620,0.39970,2.58400,7.54620,11.92660,10.51660,10.51660,6.24970,10.51660,2.16390,0.5403,0.2902
2021-09-30,8.47900,4.29200,4.18700,2.65000,0.98600,0.07100,3.70800,0.47900,0.12000,0.59900,0.18800,0.41100,0.41100,,0.41100,0.62200,0.47900,6.49910,6.49910,0.00000,0.00000,3.35910,,49.38080,5.64930,5.64930,7.06450,4.84730,0.42260,2.31130,7.68720,11.70780,3.26160,3.26160,2.04860,3.26160,1.93500,0.3244,0.5355
2021-06-30,5.86100,3.32800,2.53300,1.28800,1.97900,0.07200,3.36300,-0.83000,0.08700,-0.74300,0.06700,-0.81000,-0.81000,,-0.81000,-0.66200,-0.83000,6.49460,6.49460,0.00000,0.00000,3.52320,,43.21790,-14.16140,-14.16140,-12.67700,-13.82020,0.30680,1.66150,3.66310,24.56920,-6.68590,-6.68590,-4.23970,-6.68590,1.86040,-0.0365,-0.1626
2021-03-31,1.77800,1.53600,0.24200,1.08600,1.97700,0.13300,3.08500,-2.84300,-0.38700,-3.23000,-0.05200,-3.17800,-3.17800,,-3.17800,-2.68800,-2.84300,6.41770,6.41770,-0.50000,-0.50000,3.63500,,13.61080,-159.89880,-159.89880,-181.66480,-178.74020,0.09440,0.83480,2.20870,40.74800,-26.62090,-26.62090,-16.88180,-26.62090,1.83700,-0.60990,-0.69230
2020-12-31,1.07100,0.42200,0.64900,1.57000,0.95700,0.02000,2.69900,-2.05000,-0.06100,-2.11100,0.03000,-2.14100,-2.14100,,-2.14100,-1.85800,-2.05000,5.27100,5.27100,-0.25000,-0.25000,4.48970,,60.59760,-191.40990,-191.40990,-197.10550,-199.90660,0.05850,1.48590,9.15380,9.83190,-17.88340,-17.88340,-11.69560,-17.88340,1.90020,-0.4225,-0.3988
2020-09-30,2.14600,0.58200,1.56400,1.56200,0.95700,-0.03900,2.78400,-1.22000,-0.04800,-1.26800,0.01800,-1.28600,-1.28600,,-1.28600,-0.99400,-1.22000,5.73140,5.73140,-0.25000,-0.25000,6.27230,,72.87980,-56.85000,-56.85000,-59.08670,-59.92540,0.12940,2.92460,3.75830,23.94690,-11.22260,-11.22260,-7.75630,-11.22260,1.92250,-0.1457,-0.1586
2020-06-30,1.22400,0.42000,0.80400,1.26100,1.38100,-0.16800,3.07500,-2.27100,-0.05200,-2.32300,,-2.32300,-2.32300,,-2.32300,-2.00600,-2.27100,4.96540,4.96540,-0.50000,-0.50000,1.50550,0.21870,65.68630,-185.53920,-185.53920,-189.78760,-189.78760,0.10720,2.25810,3.46740,25.95590,-49.56310,-49.56260,-20.35400,-49.56260,0.91420,-0.3409,-0.341
2020-03-31,1.19600,0.56400,0.63200,2.34200,1.21500,-0.05500,3.89100,-3.25900,-0.07700,-3.33600,,-3.33600,-3.33600,,-3.33600,-2.98000,-3.25900,4.28990,4.28990,-0.75000,-0.75000,0.86000,0.36280,52.84280,-272.49160,-272.49160,-278.92970,-278.92970,0.11690,3.16850,3.84570,23.40300,-121.04580,-121.04500,-32.59400,-121.04500,0.63530,-0.89020,-0.89050
2019-12-31,1.87800,0.57300,1.30500,1.82500,0.88600,2.95700,0.03800,1.26700,-0.05800,1.20900,0.02600,1.18300,1.18300,,1.18300,1.38400,1.26700,4.04230,4.04230,0.50000,0.50000,1.40060,,69.48880,67.46540,67.46540,64.37700,62.99250,0.14060,2.48050,4.19200,21.46960,21.12120,21.12120,8.85680,21.12120,1.31190,-0.3422,0.3984
2019-09-30,1.94400,0.59400,1.35000,1.93900,0.81400,-0.01200,3.03500,-1.68500,-0.06600,-1.75100,0.00900,-1.76000,-1.76000,,-1.76000,-1.24800,-1.68500,4.19060,4.19060,-0.50000,-0.50000,1.09900,,69.44450,-86.67700,-86.67700,-90.07200,-90.53500,0.17310,2.61670,4.12740,21.80560,-40.25610,-40.25620,-15.66810,-40.25620,1.02400,-0.2856,-0.2777
2019-06-30,1.97600,0.61300,1.36300,2.46600,1.05800,0.01600,3.77800,-2.41500,-0.04300,-2.45800,,-2.45800,-2.45800,,-2.45800,-2.14500,-2.41500,3.88580,3.88580,-0.75000,-0.75000,1.09090,,68.97770,-122.21660,-122.21660,-124.39270,-124.39270,0.17750,,,,-56.11870,-56.11870,-22.07650,-56.11870,1.11640,-0.0921,-0.0759
2019-03-31,1.93200,0.59700,1.33500,1.68700,1.63800,0.04900,3.55000,-2.21500,-0.13600,-2.35100,,-2.35100,-2.35100,,-2.35100,-1.94100,-2.21500,3.83020,3.83020,-0.50000,-0.50000,2.42050,,69.09940,-114.64800,-114.64800,-121.68740,-121.68740,0.17120,2.58440,3.84860,23.38510,-35.93140,-35.93150,-20.82740,-35.93150,1.68860,-0.36730,-0.36370
2018-12-31,3.68000,1.12900,2.55100,2.37100,0.91300,0.39700,3.33100,-0.78000,0.00400,-0.77600,0.01200,-0.78800,-0.78800,,-1.10600,-0.50600,-0.78000,3.76010,3.76010,-0.25000,-0.25000,2.18380,,69.32070,-21.19570,-21.19570,-21.08700,-30.05440,0.29100,4.93010,7.65070,11.76360,-10.69190,-10.69200,-6.23220,-10.69200,1.92690,-0.5885,-0.4392
2018-09-30,1.90000,0.65700,1.24300,1.86900,0.53400,3.13500,-0.39500,1.63800,-0.05200,1.58600,0.00100,1.58500,1.58500,,1.58500,2.34900,1.63800,3.81080,3.97840,0.50000,0.50000,2.72560,,65.42110,86.21050,86.21050,83.47370,83.42110,0.13350,2.61750,3.85400,23.35260,18.30460,18.30470,11.13920,18.30470,2.26390,-0.1718,0.6226
2018-06-30,,,,1.16400,1.05800,0.22100,,-2.09500,0.08800,-2.00700,,-2.00700,-2.00700,0.31800,-1.68900,-2.20500,-2.09500,3.74720,3.88790,-0.50000,-0.50000,2.12840,,,,,,,,,,,-28.72880,-28.72890,-16.46300,-28.72890,1.82840,-0.2788,-0.2402
2018-03-31,1.63700,0.50300,1.13400,1.66000,1.07600,1.17500,1.85700,-0.72300,-0.01200,-0.73500,,-0.73500,-0.73500,,-0.73500,-0.42700,-0.72300,3.66900,3.66900,-0.25000,-0.25000,2.36900,,69.27310,-44.16620,-44.16620,-44.89920,-44.89920,0.13270,1.94210,3.94460,22.81610,-10.01230,-10.01230,-5.95910,-10.01230,1.99640,-0.47970,-0.14690
2017-12-31,1.58400,0.48500,1.09900,1.91200,0.91600,0.23000,3.09400,-1.99500,-0.03300,-2.02800,,-2.04100,-2.04100,,-2.04100,-1.49900,-1.99500,3.61880,3.61880,-0.50000,-0.50000,2.65720,,69.38130,-125.94690,-125.94700,-128.03030,-128.85100,0.12110,2.00410,3.42860,26.25000,-25.25680,-25.25680,-15.60760,-25.25680,2.19760,-0.4564,-0.4727
2017-09-30,1.77100,0.61900,1.15200,1.53900,0.68700,0.90200,1.46200,-0.31000,-0.00800,-0.31800,,-0.31800,-0.31800,,-0.31800,-0.17200,-0.31000,3.64390,3.64390,0.00000,0.00000,3.83820,,65.04800,-17.50420,-17.50420,-17.95600,-17.95600,0.11880,2.31840,4.51790,19.92100,-3.15540,-3.15540,-2.13390,-3.15540,2.73840,0.36,0.36
2017-06-30,1.69200,0.54800,1.14400,1.01800,1.11400,0.65700,1.60500,-0.46100,0.00100,-0.46000,,-0.46000,-0.46000,,-0.46000,-0.33100,-0.46100,3.58480,3.58480,-0.25000,-0.25000,3.18790,,67.61230,-27.24590,-27.24590,-27.18680,-27.18680,0.12760,1.95020,2.57140,35.00000,-5.86890,-5.86880,-3.47040,-5.86880,2.17650,-0.0499,0.1225
2017-03-31,1.64400,0.53700,1.10700,1.03300,1.09100,0.10800,2.20400,-1.09700,0.02400,-1.07300,,-1.07300,-1.07300,,-1.07300,-0.90900,-1.09700,3.57400,3.57400,-0.25000,-0.25000,3.59310,,67.33580,-66.72750,-66.72750,-65.26760,-65.26760,0.12400,1.99630,1.37460,65.47450,-14.00600,-14.00600,-8.09570,-14.00600,2.13610,-0.30410,-0.27200
2016-12-31,1.63200,0.56800,1.06400,2.52300,0.67600,1.26000,2.17000,-1.10600,1.44700,0.34100,,0.31500,0.31500,,0.31500,-0.87500,-1.10600,3.26610,3.26610,0.75000,0.75000,3.82450,,65.19610,-67.76970,-67.76960,20.89460,19.30150,0.11650,2.31840,1.58750,56.69120,3.76700,3.76700,2.24870,3.76700,2.34830,-0.4588,-0.3592
2016-09-30,1.72900,0.54900,1.18000,0.86200,0.99200,0.77800,1.42200,-0.24200,-0.55600,-0.79800,,-0.79800,-0.79800,,-0.79800,0.10400,-0.24200,3.55510,3.55510,-0.25000,-0.25000,3.93220,,68.24750,-13.99650,-13.99650,-46.15390,-46.15390,0.11510,2.07950,1.50090,59.96530,-9.83720,-9.83730,-5.31400,-9.83730,2.28070,-0.3018,-0.0684
2016-06-30,1.57600,0.45500,1.12100,1.91800,1.56500,0.15900,3.74500,-2.62400,-1.29100,-3.91500,-0.02600,-3.88900,-3.88900,,-3.88900,-2.19000,-2.62400,3.31270,3.31270,-1.25000,-1.25000,3.16980,,71.12940,-166.49750,-166.49750,-248.41370,-246.76400,0.10210,1.56900,2.38070,37.80460,-44.33410,-44.33430,-25.18290,-44.33420,2.46630,-0.3733,-0.3833
2016-03-31,1.46300,0.47400,0.98900,0.93900,1.25000,-0.59900,3.33800,-2.34900,-3.93800,-6.28700,,-6.28700,-6.28700,,-6.28700,-1.75500,-2.34900,2.63480,2.63480,-2.50000,-2.50000,1.14630,0.13820,67.60080,-160.56050,-160.56050,-429.73340,-429.73340,0.10430,1.43200,1.99590,45.09230,-90.21410,-90.21380,-44.80790,-90.21380,2.27180,-0.76590,-0.74690
2015-12-31,1.98500,1.68000,0.30500,0.83700,0.94800,-0.89100,3.41300,-3.10800,1.82600,-1.28200,,-1.28200,-1.28200,,-1.28200,-2.31700,-3.10800,2.11890,2.11890,-0.50000,-0.50000,0.91960,0.47640,15.36520,-156.57430,-156.57430,-64.58440,-64.58440,0.11680,5.09090,2.09830,42.89170,-16.49720,-16.49720,-7.54070,-16.49720,3.64250,-0.8982,-0.7222
2015-09-30,1.78800,2.59800,-0.81000,0.79200,1.14600,-13.61500,16.76200,-17.57200,0.75200,-16.82000,,-16.82000,-16.82000,,-16.82000,-16.36300,-17.57200,2.11840,2.11840,-8.00000,-8.00000,1.10240,,-45.30200,-982.77400,-982.77400,-940.71590,-940.71590,0.12140,2.86120,2.75080,32.71810,-187.45140,-187.45120,-114.22750,-187.45120,4.20600,-1.1596,-1.1059
2015-06-30,1.96100,2.77500,-0.81400,1.67200,1.09400,0.24600,3.69500,-4.50900,0.65900,-3.85000,,-3.85000,-3.85000,,-3.85000,-3.33400,-4.50900,2.10760,2.10760,-1.75000,-1.75000,1.87350,,-41.50940,-229.93370,-229.93370,-196.32840,-196.32840,0.06100,2.55520,2.81350,31.98880,-14.96770,-14.96770,-11.97620,-14.96770,12.09580,-1.3764,-1.31
2015-03-31,2.33700,3.01200,-0.67500,1.49400,1.50700,0.06600,4.29400,-4.96900,1.53800,-3.43100,,-3.43100,-3.43100,,-3.43100,-3.61000,-4.96900,2.10740,2.10740,-1.75000,-1.75000,2.54550,,-28.88320,-212.62300,-212.62300,-146.81210,-146.81210,0.06410,2.58320,2.24500,40.08990,-11.66020,-11.66020,-9.41680,-11.66020,13.83720,-1.25460,-1.19910
2014-12-31,,,,1.50300,1.21300,-1.25900,,-6.38300,1.63800,-4.51000,,-4.51000,-4.51000,,-4.51000,-5.63000,-6.14800,1.83450,1.83450,-2.00000,-2.00000,2.91810,,,,,,,,,,,-13.77770,-13.77770,-10.93120,-13.77770,15.39320,-3.3185,-3.3588
2014-09-30,,,,3.53200,0.96300,0.63700,,-4.60900,0.99700,-3.61200,,-3.61200,-3.61200,,-3.61200,-3.85800,-4.60900,1.80120,1.80120,-2.00000,-2.00000,3.80670,,,,,,,,,,,-8.96460,-8.96460,-7.58330,-8.96460,18.99740,-1.6527,-1.3461
2014-06-30,,,,3.28200,1.40700,-0.04700,,-5.51400,0.47100,-5.04300,,-5.04300,-5.04300,,-5.04300,-4.73600,-5.51400,1.71670,1.71670,-3.00000,-3.00000,2.57540,,,,,,,,,,,-13.92210,-13.92210,-11.42990,-13.92210,20.80300,-2.6898,-2.6898
2014-03-31,,,,1.93400,1.98500,-1.29600,,-6.06100,0.40300,-5.65800,,-5.65800,-5.65800,,-5.65800,-5.21500,-6.06100,1.71580,1.71580,-3.25000,-3.25000,3.04890,,,,,,,,,,,-13.77850,-13.77850,-11.39580,-13.77850,23.58320,-2.40130,-2.40480
2013-12-31,-0.11700,,-0.11700,1.30200,1.27300,-8.11200,,-12.03700,-0.15400,-12.19100,-2.08700,-10.10400,-10.10400,,-10.10400,-11.29000,-12.03700,1.71360,1.71360,-5.75000,-5.75000,3.89530,,100.00000,10288.08000,10288.09000,10419.71000,8635.93700,-0.00210,,-0.06540,-1376.92700,-21.74960,-21.74960,-18.41080,-21.74960,26.67980,-2.5986,-2.7345
2013-09-30,0.50000,0.51700,-0.01700,1.59500,1.38300,-2.29600,6.35700,-6.37400,0.05900,-6.31500,-0.10400,-6.21100,-6.21100,,-6.21100,-5.29100,-6.37400,1.71430,1.71430,-3.50000,-3.50000,3.36220,,-3.40000,-1274.80000,-1274.80000,-1263.00000,-1242.20000,0.00750,1.05080,0.25210,356.94000,-11.01830,-11.11430,-9.25900,-11.01830,32.52520,-3.8695,-3.5911
2013-06-30,4.46700,8.14500,-3.67800,2.58500,2.19100,-239.76500,258.25000,-261.92800,-0.89400,-262.82200,-45.01700,-217.80500,-217.80500,,-217.80500,-259.39900,-261.92800,1.71290,1.71290,-127.25000,-127.25000,3.01910,,-82.33720,-5863.62200,-5863.62200,-5883.63500,-4875.86800,0.05810,6.52120,1.10020,81.79990,-349.74150,-352.49800,-283.24620,-349.74150,35.98270,-3.2006,-3.6298
2013-03-31,5.83000,8.87200,-3.04200,4.77300,2.31800,3.15600,6.50300,-9.54500,0.80700,-8.73800,-2.47800,-6.26000,-6.26000,,-6.26000,-6.97700,-9.54500,1.71220,1.71220,-3.75000,-3.75000,4.00280,,-52.17840,-163.72210,-163.72210,-149.87990,-107.37560,0.01730,2.44540,1.02230,88.03950,-2.23950,-2.33710,-1.85390,-2.23950,161.50680,-6.60040,-4.90140
2012-12-31,7.70200,10.26600,-2.56400,4.75200,3.03300,1.96700,10.48900,-13.05300,-0.32500,-13.37800,-2.44000,-10.93800,-10.93800,,-10.93800,-9.65800,-13.05300,1.50090,1.50090,-5.00000,-5.00000,4.11790,,-33.29000,-169.47540,-169.47540,-173.69510,-142.01500,0.02210,3.03010,1.34820,66.75800,-3.83420,-3.99770,-3.14220,-3.83420,164.83610,-5.5545,-5.4372
2012-09-30,7.06300,8.57300,-1.51000,2.95900,2.24200,0.22400,64.96400,-66.47400,0.54400,-65.93000,-2.61400,-63.31600,-63.31600,,-63.31600,-63.70000,-66.47400,1.45280,1.45280,-43.50000,-43.50000,4.76580,,-21.37900,-941.15800,-941.15800,-933.45610,-896.44620,0.01960,1.65820,1.66900,53.92610,-21.49860,-22.48680,-17.60110,-21.49860,172.92500,-2.7123,-3.9882
2012-06-30,4.93800,6.60300,-1.66500,5.13200,2.12000,-0.10000,9.34900,-11.01400,2.18500,-8.82900,-1.18900,-7.64000,-7.64000,,-7.64000,-9.01700,-11.01400,1.41950,1.41950,-5.50000,-5.50000,2.61720,,-33.71810,-223.04580,-223.04580,-178.79710,-154.71850,0.01270,1.16410,1.08840,82.69140,-2.38410,-3.05220,-1.96320,-2.38410,224.35730,-6.5428,-6.4631
2012-03-31,6.38300,7.92700,-1.54400,7.19300,2.25600,0.17000,11.12500,-12.66900,0.76700,-11.90200,-1.77100,-10.13100,-10.13100,,-10.13100,-10.82300,-12.66900,1.41900,1.41900,-7.25000,-7.25000,2.95440,,-24.18930,-198.48040,-198.48040,-186.46410,-158.71850,0.01600,1.30810,1.87350,48.03850,-3.09030,-3.93160,-2.53300,-3.09030,229.51920,-9.60280,-11.56130
2011-12-31,,5.12100,-5.12100,9.68700,2.82100,0.12000,13.60000,-18.72100,-0.58500,-17.47000,-1.05900,-16.41100,-16.41100,,-16.41100,-17.50900,-16.88500,0.85120,0.85120,-0.75000,-0.75000,3.74940,,,,,,,,0.96400,,,-4.85870,-6.13240,-3.97350,-4.85870,236.59850,-19.8314,-21.9253
2011-09-30,,0.96500,-0.96500,10.15900,10.44900,-0.10700,21.43200,-22.39700,9.48500,-12.91200,-1.16800,-11.74400,-11.74400,,-11.74400,-21.68000,-22.39700,0.79960,0.79960,-14.75000,-14.75000,1.83730,0.04630,,,,,,,0.63360,,,-3.63290,-3.63290,-2.64600,-3.63290,256.01970,-5.8442,-5.2054
2011-06-30,,,,13.43400,4.75300,-0.02800,,-18.68900,0.11400,-18.57500,0.01600,-18.59100,-18.59100,,-18.59100,-18.21500,-18.68900,0.59970,0.59970,-31.00000,-31.00000,20.85150,,,,,,,,,,,-18.99270,-18.99270,-18.07580,-18.99270,159.91150,-29.5996,-32.306
2011-03-31,,,,12.42300,3.41800,0.44400,,-15.78600,-0.05700,-15.84300,0.08200,-15.92500,-15.92500,,-15.92500,-15.39700,-15.78600,0.59110,0.59110,-27.00000,-27.00000,23.93920,,,,,,,,,,,-13.61890,-13.61890,-13.02830,-13.61890,191.83180,-22.96830,-28.18720
2010-12-31,0.00000,0.00000,0.00000,9.21100,3.72700,0.61400,12.66800,-12.66800,0.22500,-12.44300,-0.09000,-12.35300,-12.35300,,-12.35300,-12.32400,-12.66800,0.35790,0.35790,-14.75000,-14.75000,41.12280,,,,,,,0.00000,,,,-9.37130,-9.37130,-9.10870,-9.37130,217.88100,-30.7816,-33.9167
2010-09-30,0.09800,0.03100,0.06700,7.78600,2.42700,0.07600,10.44400,-10.37700,0.10500,-10.27200,-0.02000,-10.25200,-10.25200,,-10.25200,-10.07000,-10.37700,0.35680,0.35680,-28.75000,-28.75000,11.73700,,68.36740,-10588.78000,-10588.78000,-10481.63000,-10461.22000,0.00230,,,,-25.82820,-25.82820,-23.83190,-25.82820,107.03540,-24.2705,-26.7384
2010-06-30,7.94500,0.91800,7.02700,6.41600,2.90900,0.06900,9.59100,-2.56400,-0.07200,-2.63600,0.99400,-3.63000,-3.63000,,-3.63000,-2.22900,-2.56400,0.35600,0.35600,-10.25000,-10.25000,17.30950,,88.44560,-32.27190,-32.27190,-33.17810,-45.68910,0.15170,,87.30770,1.03080,-7.36130,-7.36130,-6.93300,-7.36130,132.97380,-1.3581,-5.8859
2010-03-31,3.17300,1.61700,1.55600,5.69500,2.81800,0.42500,8.19700,-6.64100,0.14500,-6.49600,0.54300,-7.03900,-7.03900,,-7.03900,-6.53200,-6.64100,0.17990,0.17990,-39.25000,-39.25000,13.42750,,49.03880,-209.29720,-209.29720,-204.72740,-221.84050,0.05610,,35.25560,2.55280,-13.44350,-13.44350,-12.45140,-13.44350,144.78490,-21.38650,-21.39760
2009-12-31,5.05700,1.48800,3.56900,5.55000,3.02500,-0.93700,9.75400,-6.18500,-0.30600,-6.49100,0.47100,-6.96200,-6.96200,,-6.96200,-5.94300,-6.18500,0.11960,0.11960,-59.25000,-59.25000,5.04260,,70.57550,-122.30570,-122.30570,-128.35670,-137.67070,0.23300,,3.46370,25.98380,-37.51480,-37.51490,-32.08300,-37.51490,143.23870,-62.4346,-48.8705
2009-09-30,2.65200,1.17900,1.47300,3.59800,3.13000,0.29300,6.66700,-5.19400,-0.66200,-5.85600,0.28400,-6.14000,-6.14000,,-6.14000,-4.96200,-5.19400,0.11950,0.11950,-51.50000,-51.50000,5.92050,,55.54300,-195.85220,-195.85220,-220.81450,-231.52340,0.09310,,12.56870,7.16060,-24.44370,-24.44370,-21.54690,-24.44370,194.23910,-47.0381,-38.5459
2009-06-30,3.14700,1.00400,2.14300,3.02100,3.58900,,6.75300,-4.61000,-1.69400,-6.30400,0.18700,-6.49100,-6.49100,,-6.49100,-4.46700,-4.61000,0.11950,0.11950,-54.25000,-54.25000,6.04240,,68.09660,-146.48870,-146.48870,-200.31780,-206.25990,0.09050,,11.12010,8.09340,-21.26660,-21.26660,-18.66680,-21.26660,234.20810,-74.3893,-72.9166
2009-03-31,1.56100,0.08000,1.48100,3.93000,7.84800,,11.88900,-10.40800,253.53700,243.12900,0.19100,242.93800,242.93800,-4.15300,230.91600,0.61500,-10.40800,0.11950,0.11950,1932.00000,1932.00000,3.23430,,94.87510,-666.75210,-666.75210,15575.21000,14792.83000,0.03530,,8.43780,10.66620,682.83210,682.83210,549.77030,682.83210,297.67400,-126.30520,-164.62520
