Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.06000,,0.06000,2.18600,1.20100,,-3.32700,0.00200,-3.32500,-3.32500,-3.32500,,-3.32500,-3.31100,-3.32700,1.13830,1.13830,-2.84860,-2.84860,2.72450,,,100.00000,-5545.00000,-5545.00000,-5541.66700,-5541.66700,0.00470,,0.18400,489.00000,-45.12150,-45.12150,-25.89560,-45.12150,6.54850,-2.55910,-2.58450
2021-12-31,0.07900,,0.07900,2.11500,1.42500,,-3.46100,0.00200,-3.45900,-3.45900,-3.45900,,-3.46100,-3.44600,-3.46100,1.12840,1.12840,-3.14840,-3.14840,3.63170,,,100.00000,-4381.01200,-4381.01100,-4378.48000,-4381.01200,0.00500,,0.53740,167.46840,-33.33980,-33.33980,-22.00660,-33.33980,9.21980,-2.6932,-2.7301
2021-09-30,0.82100,,0.82100,2.24000,1.28900,,-2.70800,0.00200,-2.70600,-2.70600,-2.70600,,-2.70600,-2.69300,-2.70800,1.13830,1.13830,-2.39880,-2.39880,4.34050,,,100.00000,-329.84170,-329.84170,-329.59810,-329.59810,0.04740,,1.08030,83.31300,-20.17600,-20.17600,-15.61450,-20.17600,11.91870,-2.3173,-2.3349
2021-06-30,0.06900,,0.06900,2.36200,1.19600,,-3.48900,,-3.48900,-3.48900,-3.48900,,-3.48700,-3.60800,-3.48900,1.13710,1.13710,-2.99850,-2.99850,4.34350,,,100.00000,-5056.52200,-5056.52200,-5056.52200,-5053.62300,0.00340,,0.08720,1031.73900,-22.26120,-22.26120,-17.25690,-22.26120,13.92770,-2.4719,-2.4957
2021-03-31,0.04600,,0.04600,1.84100,1.17700,,-2.97200,0.00300,-2.96900,-2.96900,-2.96900,,-2.96900,-2.82300,-2.97200,1.10520,1.10520,-2.69870,-2.69870,4.77430,,,100.00000,-6460.87000,-6460.87000,-6454.34800,-6454.34800,0.00200,,0.05660,1590.65200,-15.99510,-15.99500,-12.73810,-15.99500,16.57180,-1.70380,-1.72830
2020-12-31,0.04600,,0.04600,2.32500,1.21900,,-3.49800,0.50900,-2.98900,-2.98900,-2.98900,,-2.98900,-3.48200,-3.49800,0.67490,0.67490,-0.74960,-0.74960,5.33380,,,100.00000,-7604.35000,-7604.35000,-6497.82800,-6497.82800,0.00200,,0.05410,1663.04400,-15.58720,-15.58720,-12.76040,-15.58720,17.64110,-7.686,-7.6954
2020-09-30,0.03400,,0.03400,2.47400,1.40800,,-3.84800,,-3.84800,-3.84800,-3.84800,,-3.84800,-4.07300,-3.84800,0.84160,0.84160,-4.49780,-4.49780,1.98840,0.05190,0.12380,100.00000,-11317.65000,-11317.65000,-11317.65000,-11317.65000,0.00360,,0.03190,2821.76400,-93.55700,-93.55700,-40.49670,-88.70450,4.96140,-0.247,-0.2675
2020-06-30,0.02700,,0.02700,2.22400,1.37700,,-3.57400,0.00100,-3.57300,-3.57300,-3.57300,,-3.57300,-3.43700,-3.57400,0.51430,0.51430,-6.89660,-6.89660,2.65790,0.03710,0.06950,100.00000,-13237.04000,-13237.04000,-13233.33000,-13233.33000,0.00210,,0.03680,2443.33300,-49.00560,-49.00560,-27.21660,-47.18700,8.79710,-3.8074,-3.8139
2020-03-31,0.03800,0.00400,0.03400,2.78600,1.85700,4.64300,-4.60900,0.01500,-4.59400,-4.59400,-4.59400,,-4.59400,-4.46900,-4.60900,0.45570,0.45570,-10.04500,-10.04500,0.71370,,,89.47370,-12128.95000,-12128.95000,-12089.47000,-12089.47000,0.00870,,0.21230,423.94740,358.06780,358.06700,-104.79020,358.06700,-2.80880,-6.56800,-6.57900
2019-12-31,0.21400,0.03700,0.17700,2.17000,1.54400,3.71400,-3.53700,0.03500,-3.50200,-3.50200,-3.50200,,-3.50200,-3.61600,-3.53700,0.37650,0.37650,-5.24740,-5.24740,1.59330,,,82.71030,-1652.80400,-1652.80400,-1636.44900,-1636.44900,0.02790,9.25000,1.45580,61.82240,-147.76360,-147.76370,-45.61090,-147.76370,5.20600,-9.7018,-9.7316
2019-09-30,0.19400,0.02400,0.17000,2.00700,1.39000,3.39700,-3.22700,-0.56500,-3.79200,-3.79200,-3.79200,,-3.79200,-3.29900,-3.22700,0.40220,0.40220,-9.44530,-9.44530,2.28410,,,87.62890,-1663.40200,-1663.40200,-1954.63900,-1954.63900,0.01820,0.53330,1.88350,47.78350,-73.00730,-73.00730,-35.50230,-73.00730,11.40940,-0.7982,-0.7727
2019-06-30,0.08600,0.19100,-0.10500,2.21900,1.43800,3.65700,-3.76200,0.01200,-3.75000,-3.75000,-3.75000,,-3.75000,-3.62800,-3.76200,0.32340,0.32340,-11.54420,-11.54420,0.28330,,,-122.09300,-4374.41800,-4374.41800,-4360.46500,-4360.46500,0.03170,38.20000,0.42160,213.48840,167.71020,167.71020,-138.07070,167.71020,-6.91560,-5.8891,-6.0785
2019-03-31,0.21600,0.10600,0.11000,2.16600,1.63100,3.79700,-3.68700,0.02200,-3.66500,-3.66500,-3.66500,,-3.66500,-3.55900,-3.68700,0.28340,0.28340,-12.89360,-12.89360,1.06170,,,50.92590,-1706.94400,-1706.94400,-1696.75900,-1696.75900,0.04190,0.89830,0.75260,119.58330,-448.04360,-448.04410,-71.06850,-448.04400,2.52990,-8.69880,-8.89290
2018-12-31,0.10300,0.11600,-0.01300,2.20500,1.44200,3.64700,-3.66000,0.01800,-3.64200,-3.64200,-3.64200,,-3.64200,-3.63800,-3.66000,0.28440,0.28440,-13.19220,-13.19220,2.44030,,,-12.62140,-3553.39700,-3553.39800,-3535.92300,-3535.92300,0.01610,0.82270,0.37590,239.41740,-96.04430,-96.04430,-56.75550,-96.04430,11.73170,-11.3426,-11.3949
2018-09-30,0.08400,0.10900,-0.02500,2.26200,1.28300,3.54500,-3.57000,0.02600,-3.54400,-3.54400,-3.54400,,-3.54400,-3.54800,-3.57000,0.28370,0.28370,-12.44380,-12.44380,2.11220,,,-29.76190,-4250.00000,-4250.00000,-4219.04700,-4219.04700,0.01510,0.81340,0.49410,182.14290,-120.38040,-120.38040,-63.78690,-120.38040,10.37910,-7.0655,-7.083
2018-06-30,0.23900,0.13500,0.10400,2.03100,1.32500,3.35600,-3.25200,0.03500,-3.21700,-3.21700,-3.21700,,-3.21700,-3.23000,-3.25200,0.28350,0.28350,-11.39430,-11.39430,4.09180,,,43.51460,-1360.66900,-1360.66900,-1346.02500,-1346.02500,0.03120,0.99260,1.25130,71.92470,-55.87010,-55.87010,-41.99190,-55.87010,20.29940,-9.7963,-9.9409
2018-03-31,0.19900,0.15700,0.04200,1.95500,1.70700,3.66200,-3.62000,0.03600,-3.58400,-3.58400,-3.58400,,-3.58400,-3.59800,-3.62000,0.28330,0.28330,-12.14510,-12.14510,4.81140,,,21.10550,-1819.09500,-1819.09500,-1801.00500,-1801.00500,0.01910,1.06080,1.56690,57.43720,-43.67000,-43.67000,-34.42510,-43.67000,28.96110,-10.71490,-10.73260
2017-12-31,0.10000,0.16500,-0.06500,1.77100,1.68700,3.45800,-3.52300,0.03700,-3.48600,-3.48600,-3.48600,,-3.48600,-3.50200,-3.52300,0.28280,0.28280,-11.09120,-11.09120,5.70970,,,-65.00000,-3523.00000,-3522.99900,-3485.99900,-3485.99900,0.00740,0.86390,1.05260,85.50000,-31.33480,-31.33480,-25.74970,-31.33480,39.28120,-8.9186,-9.021
2017-09-30,0.13000,0.14700,-0.01700,1.70000,1.32200,3.02200,-3.03900,0.03800,-3.00100,-3.00100,-3.00100,,-3.00100,-3.01800,-3.03900,0.28270,0.28270,-10.79570,-10.79570,7.82150,,,-13.07690,-2337.69200,-2337.69200,-2308.46200,-2308.46200,0.00820,0.61250,1.44440,62.30770,-21.77000,-21.77000,-18.92180,-21.77000,48.75840,-6.2835,-6.3082
2017-06-30,0.11200,0.20300,-0.09100,1.29500,1.58200,2.87700,-2.96800,0.02300,-2.94500,-2.94500,-2.94500,,-2.94500,-2.94500,-2.96800,0.28260,0.28260,-10.79570,-10.79570,10.90360,,,-81.25000,-2650.00000,-2650.00000,-2629.46400,-2629.46400,0.00630,1.05180,0.78870,114.10710,-18.31350,-18.31350,-16.58590,-18.31350,56.91980,-7.3979,-7.5253
2017-03-31,0.13700,0.17500,-0.03800,1.03300,1.80400,2.83700,-2.87500,-0.00100,-2.87600,-2.87600,-2.87600,,-2.87600,-2.86200,-2.87500,0.28260,0.28260,-10.79570,-10.79570,14.29020,,,-27.73720,-2098.54000,-2098.54000,-2099.27000,-2099.27000,0.00690,1.21530,1.13220,79.48910,-15.67300,-15.67300,-14.53990,-15.67300,64.95110,-8.06040,-8.28680
2016-12-31,0.13700,0.16800,-0.03100,1.70800,1.73300,3.44100,-3.47200,-0.11000,-3.58200,-3.58200,-3.58200,,-3.58200,-3.46300,-3.47200,0.06200,0.06200,419.80530,419.80530,15.17800,,,-22.62780,-2534.30700,-2534.30600,-2614.59800,-2614.59900,0.00620,1.24440,1.85140,48.61310,-17.40360,-17.40360,-16.22140,-17.40360,72.83990,167.8014,167.8014
2016-09-30,0.11700,0.19600,-0.07900,0.68400,0.91900,1.60300,-1.68200,-1.57200,-3.25400,-3.25400,-3.25400,,-3.25400,-1.67300,-1.68200,0.01170,0.01170,-277.98880,-277.98880,59.03940,,,-67.52140,-1437.60700,-1437.60700,-2781.19700,-2781.19700,0.00600,,,,-16.98950,-16.98950,-16.70170,-16.98950,134.46940,-95.052,-95.052
2016-06-30,0.14400,0.15600,-0.01200,0.49700,0.86900,1.36600,-1.37800,-0.60000,-1.97800,-1.97800,-1.97800,,-1.97800,-1.36700,-1.37800,0.01160,0.01160,-178.20000,-178.20000,,,,-8.33330,-956.94450,-956.94450,-1373.61100,-1373.61100,0.01030,,,,-14.10540,-14.10540,-14.10540,-14.10540,98.64510,-97.8431,-97.8431
2016-03-31,0.17800,0.22600,-0.04800,0.44100,0.58700,1.02800,-1.07600,-0.42000,-1.49600,-1.49600,-1.49600,,-1.49600,-1.06600,-1.07600,0.01170,0.01170,-129.60000,-129.60000,,,,-26.96630,-604.49440,-604.49440,-840.44940,-840.44940,0.01280,,,,-10.72560,-10.72560,-10.72560,-10.72560,98.11750,-63.95350,-63.95350
2015-12-31,0.52200,,0.52200,,3.58200,,-5.63900,-1.29000,-6.92900,-6.92900,-6.92900,,-6.92900,-5.63900,-5.63900,0.01160,0.01160,-580.55050,-580.55050,0.56230,,-1.64790,-103.25670,-1080.26800,-1080.26800,-1327.39500,-1327.39500,0.10740,,4.87850,18.44830,14.00590,201.30740,-142.51340,201.30740,-294.29680,-609.0432,-619.8562
2015-09-30,0.12100,,0.12100,,0.03800,,0.08300,,0.08300,0.08300,0.08300,,0.08300,0.08300,0.08300,0.14220,0.14220,0.58390,0.58390,,,,100.00000,68.59510,68.59510,68.59500,68.59500,0.00880,,,,0.60610,0.60250,0.60250,0.60250,96.90750,0.2673,0.2673
2015-06-30,0.12500,,0.12500,,0.05300,,0.07200,0.00100,0.07300,0.07300,0.07300,,0.07300,0.07200,0.07200,0.14220,0.14220,0.51350,0.51350,3424.25000,,,100.00000,57.60000,57.60000,58.40000,58.40000,0.00910,,,,0.53310,0.53310,0.53300,0.53310,96.32370,0.6331,0.6331
2015-03-31,0.13600,,0.13600,,0.06100,,0.07500,0.00100,0.07600,0.07600,0.07600,,0.07600,0.07500,0.07500,0.14220,0.14220,0.53460,0.53460,,,,100.00000,55.14710,55.14710,55.88240,55.88240,0.01000,,,,0.55800,0.55800,0.55800,0.55800,95.81010,0.62610,0.62610
2014-12-31,0.12800,,0.12800,,0.06700,,0.06100,0.00000,0.06100,0.06100,0.06100,,0.06100,0.06100,0.06100,0.14220,0.14220,0.42910,0.42910,,,,100.00000,47.65630,47.65630,47.65630,47.65630,0.00940,,,,0.45040,0.45040,0.45040,0.45040,95.27550,0.3728,0.3728
2014-09-30,0.09600,,0.09600,,0.05400,,0.04200,0.00100,0.04300,0.04300,0.04300,,0.04300,0.04200,0.04200,0.14220,0.14220,0.30250,0.30250,2697.60000,,,100.00000,43.75000,43.75000,44.79170,44.79170,0.00710,,,,0.31890,0.31890,0.31880,0.31890,94.84640,0.3869,0.3869
2014-06-30,0.10500,,0.10500,,0.04000,,0.06500,0.00100,0.06600,0.06600,0.06600,,0.06600,0.06500,0.06500,0.14220,0.14220,0.46430,0.46430,,,,100.00000,61.90480,61.90480,62.85710,62.85710,0.00780,,,,0.49110,0.49110,0.49100,0.49110,94.54390,0.5558,0.5558
2014-03-31,0.09800,,0.09800,,0.03500,,0.06300,0.00100,0.06400,0.06400,0.06400,,0.06400,0.06300,0.06300,0.14220,0.14220,0.45020,0.45020,,,,100.00000,64.28570,64.28570,65.30610,65.30610,0.00730,,,,0.47850,0.47850,0.47850,0.47850,94.07970,0.18990,0.18990
2013-12-31,0.09000,,0.09000,,0.08700,,0.00300,0.00200,0.00500,0.00500,0.00500,,0.00500,0.00300,0.00300,0.14220,0.14220,-0.14070,-0.14070,740.44450,,,100.00000,3.33330,3.33330,5.55560,5.55560,0.00680,,,,0.03760,0.03760,0.03750,0.03760,93.62950,0.2251,0.2251
2013-09-30,0.07100,,0.07100,,0.04500,,0.02600,0.00400,0.03000,0.03000,0.03000,,0.03000,0.02600,0.02600,0.14220,0.14220,0.21100,0.21100,4436.00000,,,100.00000,36.61970,36.61970,42.25350,42.25350,0.00530,,,,0.22550,0.22550,0.22540,0.22550,93.59430,-0.0422,-0.0422
2013-06-30,0.06900,,0.06900,,0.06300,,0.00600,0.00300,0.00900,0.00900,0.00900,,0.00900,0.00600,0.00600,0.14220,0.14220,0.06330,0.06330,4425.66700,,,100.00000,8.69560,8.69560,13.04350,13.04350,0.00520,,,,0.06780,0.06780,0.06780,0.06780,93.37620,0.1055,0.1055
2013-03-31,0.03800,,0.03800,,0.06400,,-0.02600,0.00100,-0.02500,-0.02500,-0.02500,,-0.02500,-0.02600,-0.02600,0.14220,0.14220,0.00000,0.00000,1327.50000,,,100.00000,-68.42110,-68.42110,-65.78950,-65.78950,0.00290,,,,-0.18850,-0.18850,-0.18830,-0.18850,93.31290,-0.09850,-0.09850
2012-12-31,0.01500,,0.01500,,0.08100,,-0.06600,,-0.06600,-0.06600,-0.06600,0.10400,0.03800,-0.06600,-0.06600,0.14220,0.14220,-1.87820,-1.87820,1108.41700,,,100.00000,-440.00010,-440.00000,-440.00020,253.33340,0.00110,,,,-0.49670,-0.49670,-0.49620,-0.49670,93.48170,3.1304,3.1304
2012-09-30,0.01900,,0.01900,,0.10200,,-0.08300,0.00200,-0.08100,-0.08100,-0.08100,0.53200,0.45100,-0.08300,-0.08300,0.14220,0.14220,3.17260,3.17260,94.97160,,,100.00000,-436.84210,-436.84210,-426.31580,2373.68400,0.00140,,0.03420,2633.68400,-0.61130,-0.61130,-0.60490,-0.61130,93.20740,-0.4291,-0.4291
2012-06-30,0.01700,,0.01700,,0.14900,,-0.13200,0.00300,-0.12900,-0.12900,-0.12900,,-0.12900,-0.13200,-0.13200,0.14220,0.14220,-0.90750,-0.90750,91.12680,,,100.00000,-776.47050,-776.47050,-758.82340,-758.82340,0.00130,,0.70830,127.05880,-1.00800,-1.00800,-0.99690,-1.00800,90.02780,-4.6991,-4.6991
2012-03-31,0.01100,,0.01100,,0.06900,,-0.05800,0.00300,-0.05500,-0.05500,-0.05500,,-0.05500,-0.05800,-0.05800,0.14220,0.14220,-0.38690,-0.38690,19.17860,,,100.00000,-527.27270,-527.27270,-500.00000,-500.00000,0.00080,,0.45830,196.36360,-0.42550,-0.42550,-0.40330,-0.42550,90.92120,-0.18290,-0.18290
2011-12-31,,,,,0.17000,,-0.17000,0.00300,-0.15500,-0.15500,-0.15500,-0.13700,-0.29200,-0.17000,-0.15800,0.14220,0.14220,-9.99560,-9.99560,18.16670,,,,,,,,,,,,-1.19430,-1.19430,-1.12860,-1.19430,91.29400,-5.691,-5.6909
2011-09-30,,,,,0.11000,,-0.11000,0.00500,-0.10500,-0.10500,-0.10500,-0.45600,-0.56100,-0.11000,-0.11000,0.14220,0.14220,-3.94640,-3.94640,18.81860,,,,,,,,,,,,-0.79200,-0.79200,-0.74990,-0.79200,93.25660,0.612,0.612
2011-06-30,,,,,0.24900,,-0.24900,0.00200,-0.24700,-0.24700,-0.24700,11.08300,10.83600,-0.24900,-0.24900,0.14220,0.14220,81.00000,81.00000,54.24440,,,,,,,,,,,,-1.71810,-1.71810,-1.68650,-1.71810,101.12820,-12.7113,-13.3093
2011-03-31,,,,,0.10100,,-0.10100,-0.02400,-0.12500,-0.12500,-0.12500,-0.19600,-0.32100,-0.10100,-0.10100,0.14220,0.14220,-2.25810,-2.25810,0.29420,,0.41230,,,,,,,,,,-4.21020,-4.21020,-2.27940,-4.21020,20.88550,-3.92530,-4.29110
2010-12-31,,,,,0.14600,,-0.14600,0.01700,-0.12900,-0.12900,-0.12900,-0.33000,-0.45900,-5.42900,-0.14600,0.14220,0.14220,16.20000,16.20000,0.29640,,0.15250,,,,,,,,,,-3.93410,-3.93410,-2.37350,-3.93410,23.06620,-4.0096,-4.0026
2010-09-30,,,,,0.10700,,-0.10700,,-0.10700,-0.10700,-0.10700,-8.00600,-8.11300,5.45600,-0.10700,0.14220,0.14220,-64.80000,-64.80000,2.01420,,,,,,,,,,,,-2.86250,-2.86250,-1.89620,-2.86250,26.29500,-7.8365,-10.3337
2010-06-30,,,,,0.13900,,-0.13900,0.00300,-0.13600,-0.13600,-0.13600,-1.34600,-1.48200,0.21100,-0.13900,0.14220,0.14220,-16.20000,-16.20000,3.55940,,,,,,,,,,,,-1.14900,-2.06810,-0.99130,-1.14900,83.26060,-11.6632,-14.2308
2010-03-31,,,,,0.19100,,-0.19100,0.00700,-0.18400,-0.18400,-0.18400,-1.27100,-1.45500,0.14600,-0.19100,0.14220,0.14220,-16.20000,-16.20000,4.52150,,,,,,,,,,,,-1.38350,-2.33590,-1.21940,-1.38350,93.55910,-6.57730,-9.03940
2009-12-31,,,,,-3.97100,,4.55400,0.00200,3.24200,3.24200,3.24200,,-1.31000,4.88300,3.24000,0.12810,0.12810,16.20000,16.20000,6.28080,,,,,,,,,,,,21.99910,24.00770,20.79810,21.99910,103.66770,-8.8252,-10.0011
2009-09-30,0.43600,0.08400,0.35200,0.12300,1.44000,1.56300,-1.21100,0.00600,-1.20500,-1.20500,-1.20500,,-1.20500,-0.89800,-1.21100,0.12730,0.12730,-16.20000,-16.20000,3.81520,,,80.73400,-277.75230,-277.75230,-276.37620,-276.37620,0.03880,0.04210,1.73710,51.81190,-11.80100,-26.99980,-10.72160,-11.80100,78.35230,-10.9436,-12.5312
2009-06-30,0.44600,0.08800,0.35800,0.16000,1.54500,1.70500,-1.34700,0.00800,-1.33900,-1.33900,-1.33900,,-1.33900,-1.04800,-1.34700,0.12550,0.12550,-16.20000,-16.20000,4.31310,,,80.26910,-302.01790,-302.01790,-300.22420,-300.22420,0.03590,0.05580,1.85830,48.43050,-11.93510,-25.22610,-10.78100,-11.93510,89.37250,-9.7506,-11.4952
2009-03-31,0.43200,0.08200,0.35000,0.04600,1.53600,1.58200,-1.23200,0.00800,-1.22400,-1.22400,-1.22400,,-1.22400,-0.96600,-1.23200,0.12550,0.12550,-16.20000,-16.20000,3.32200,,,81.01850,-285.18520,-285.18520,-283.33330,-283.33330,0.04140,0.07590,1.63020,55.20830,-12.87880,-35.67470,-11.71850,-12.87880,75.71050,-7.83070,-11.27210
