Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,,,1.11800,1.48200,,-2.60000,-0.13100,-2.73100,,-2.73100,-2.73100,,-2.73100,-2.30400,-2.60000,0.55490,0.55490,-5.99700,-5.99700,2.67390,,,,,,,,,,,-43.05530,-43.05530,-23.02500,-43.05530,10.97220,-7.9732,-7.9732
2020-03-31,,,4.25400,1.76700,,-6.02100,0.84200,-5.17900,,-5.17900,-5.17900,,-5.17900,-5.72600,-6.02100,0.53040,0.53550,-8.99550,-11.99400,0.76690,,,,,,,,,,,-259.85800,-259.85950,-58.53960,-259.85950,3.73450,-8.50300,-8.50300
2019-12-31,,,5.49400,1.65200,,-7.14600,6.12600,-1.02000,,-1.02000,-1.02000,,-1.02000,-6.84900,-7.14600,0.43560,0.43730,,-2.99850,1.92580,,,,,,,,,,,-15.83110,-15.83110,-7.28520,-15.83110,12.17770,-12.7565,-12.7773
2019-09-30,,,3.42800,1.74500,,-5.17300,-2.04600,-7.21900,,-7.21900,-7.21900,,-7.21900,-4.93400,-5.17300,0.47430,0.47430,-14.99250,-14.99250,4.14680,,,,,,,,,,,-174.48780,-174.48750,-45.22410,-174.48750,8.72350,-7.5377,-7.5319
2019-06-30,,,2.13600,1.44500,,-3.58100,4.00200,0.42100,,0.42100,0.42100,,0.42100,-3.21000,-3.58100,0.38360,0.39610,0.00000,-8.99550,6.20120,,,,,,,,,,,3.78920,3.78920,2.01540,3.78920,23.42670,-8.2951,-8.3169
2019-03-31,,,1.56400,1.11200,,-2.67600,-3.13600,-5.81200,,-5.81200,-5.81200,,-5.81200,-2.31100,-2.67600,0.37050,0.37050,-14.99250,-14.99250,3.68540,,,,,,,,,,,1241.91500,1241.92500,-46.15340,1241.92600,-1.26270,-6.58510,-6.59860
2018-12-31,,,1.48550,1.05170,,-2.53720,4.06230,1.52510,,1.52510,1.52510,,1.52510,-2.22430,-2.53720,0.24460,0.30380,23.98800,-101.94900,5.80350,,,,,,,,,,,29.12740,29.12730,10.87030,29.12730,14.15170,-14.4503,-15.0441
2018-09-30,,,1.18420,0.75610,,-1.94030,7.74150,5.80120,,5.80120,5.80120,,5.80120,-1.59350,-1.94030,0.32330,0.38470,17.99100,-5.99700,5.32780,,,,,,,,,,,259.34450,259.34470,37.24950,259.34460,6.29250,-4.0128,-3.8361
2018-06-30,,,2.11480,1.01690,,-3.13160,7.75180,4.62020,,4.62020,4.62020,,4.62020,-2.81130,-3.13160,0.28780,0.30720,14.99250,-8.99550,1.54540,,,,,,,,,,,-122.59530,-122.59490,39.58650,-122.59490,-13.09110,-8.4662,-9.2239
2018-03-31,,,2.04450,1.53040,,-3.57480,25.61430,22.03950,,22.03950,22.03950,,22.03950,-3.27390,-3.57480,0.27660,0.27660,80.95950,80.95950,2.23600,,,,,,,,,,,-248.84210,-248.84200,150.30220,-248.84210,-30.87610,-13.02900,-13.71070
2017-12-31,,,3.43780,1.43900,,-4.87680,-38.24950,-43.12630,,-43.12630,-43.12630,,-43.12630,-4.57300,-4.87680,0.21780,0.21780,-197.90110,-197.90110,2.17690,,,,,,,,,,,126.18550,126.18550,-281.60230,126.18550,-128.00330,-13.555,-13.7407
2017-09-30,,,1.99280,1.11330,,-3.10610,-1.14680,-4.25290,,-4.25290,-4.25290,,-4.25290,-2.80260,-3.10610,0.22760,0.22760,-17.99100,-17.99100,0.99070,,,,,,,,,,,2132.18100,2132.15000,-45.30620,2132.15800,-0.87660,-10.6057,-10.6658
2017-06-30,,,3.34970,1.34050,,-4.69030,2.08170,-2.60860,,-2.60860,-2.60860,,-2.60860,-4.09900,-4.69030,0.20220,0.20220,-11.99400,-11.99400,1.79120,,,,,,,,,,,-69.84540,-69.84540,-19.96420,-69.84540,16.41260,-14.4955,-14.4903
2017-03-31,,,1.64030,1.36270,,-3.00300,1.09880,-1.90420,,-1.90420,-1.90420,,-1.90420,-2.66350,-3.00300,0.19090,0.19090,-8.99550,-8.99550,1.39370,,,,,,,,,,,-37.92810,-37.92800,-17.56810,-37.92800,26.29930,-13.73020,-13.82170
2016-12-31,,,1.64160,1.30660,,-2.94820,-0.40630,-3.35450,,-3.35450,-3.35450,,-3.35450,-2.61440,-2.94820,0.17930,0.17930,-17.99100,-17.99100,2.53080,,,,,,,,,,,-50.56250,-50.56250,-24.67290,-50.56250,34.79010,-14.477,-14.5151
2016-09-30,,,1.78820,1.55550,,-3.34380,-0.64840,-3.99210,,-3.99210,-3.99210,,-3.99210,-3.00230,-3.34380,0.17960,0.17960,-20.98950,-20.98950,3.44220,,,,,,,,,,,-40.84750,-40.84750,-23.72850,-40.84750,51.25070,-12.0428,-12.0428
2016-06-30,,,2.80490,1.56300,,-4.36800,-0.68430,-5.05220,,-5.05220,-5.05220,,-5.05220,-4.02650,-4.36800,0.17350,0.17350,-29.98500,-29.98500,2.87310,,,,,,,,,,,-38.44050,-38.44050,-30.87210,-38.44050,75.76390,-26.8796,-26.8796
2016-03-31,,,4.31150,2.11090,,-6.42240,-0.34240,-6.76480,,-6.76480,-6.76480,,-6.76480,-6.08090,-6.42240,0.17350,0.17350,-38.98050,-38.98050,3.53060,,,,,,,,,,,-37.74530,-37.74530,-30.95380,-37.74530,103.31390,-28.15270,-28.15270
2015-12-31,,,4.42430,2.86980,,-7.29410,0.00430,-7.28980,,-7.28980,-7.28980,-3.54120,-10.21450,-7.05140,-7.29410,0.17340,0.17340,-59.97000,-59.97000,5.29970,,,,,,,,,,,-19.22060,-19.22060,-14.45860,-19.22060,218.70860,-44.7983,-44.8087
2015-09-30,,,3.65370,1.64660,,-5.30040,-0.00130,-5.30170,,-5.30170,-5.30170,-2.27620,-7.15680,-5.05870,-5.30040,0.17340,0.17340,-41.97900,-41.97900,9.55900,0.09410,0.10380,,,,,,,,,-11.40970,-11.98090,-9.28820,-10.33630,267.95220,-36.0147,-36.1545
2015-06-30,,,3.11320,2.66620,,-5.77940,0.01240,-5.76700,,-5.76700,-5.76700,-1.94670,-7.35540,-5.53750,-5.77940,0.17340,0.17340,-41.97900,-41.97900,10.86020,,,,,,,,,,,-10.81740,-10.94650,-9.95680,-10.81740,307.42940,-31.2818,-31.5205
2015-03-31,,,3.92040,1.87330,,-5.79370,0.04450,-5.74920,,-5.74920,-5.74920,-1.84220,-7.28360,-5.55130,-5.79370,0.17340,0.17340,-41.97900,-41.97900,19.88060,,,,,,,,,,,-9.69290,-9.79970,-9.18110,-9.69290,342.11100,-40.41460,-40.66300
2014-12-31,,,2.80800,-0.32800,,-2.48000,0.12640,-2.40890,,-2.40890,-2.40890,,-9.91170,-2.37920,-2.53540,0.16750,0.16750,-53.97300,-53.97300,13.92920,,,,,,,,,,,-3.68010,-3.71780,-3.42820,-3.68010,377.65990,-39.4151,-45.438
2014-09-30,0.02140,0.02140,6.21960,3.29900,,-9.49720,0.00550,-9.49170,,-9.49170,-9.49170,,-9.28000,-9.30400,-9.49720,0.17330,0.17330,-53.97300,-53.97300,18.55220,,,100.00000,-44319.43000,-44319.43000,-44293.55000,-43305.94000,0.00030,0.02970,3033.02400,-13.02320,-13.14620,-12.30240,-13.02320,420.49340,-38.8853,-50.5287
2014-06-30,0.02140,0.02140,5.63400,3.32760,,-8.94020,0.00750,-8.93270,,-8.93270,-8.93270,,-8.69150,-8.83190,-8.94020,0.17310,0.17310,-50.97450,-50.97450,15.63390,,,100.00000,-41720.10000,-41720.10000,-41685.08000,-40559.61000,0.00030,,,-11.17840,-11.27720,-10.51130,-11.17840,461.34830,-48.6214,-62.3962
2014-03-31,0.01250,0.01250,7.82900,2.65880,,-10.47530,0.00350,-10.47180,,-10.47180,-10.47180,,-10.24220,-10.42300,-10.47530,0.14990,0.14990,-68.96550,-68.96550,15.56960,,,100.00000,-83802.05000,-83802.05000,-83774.09000,-81937.46000,0.00010,,,-12.00380,-12.10330,-11.30510,-12.00380,503.85350,-56.59640,-76.89020
2013-12-31,0.01250,0.01250,4.65300,2.89680,,-7.53730,0.00440,-7.53290,,-7.53290,-7.53290,,-7.34020,-7.49690,-7.53730,0.12770,0.12770,-56.97150,-56.97150,10.69360,,,100.00000,-60298.20000,-60298.20000,-60263.32000,-58721.83000,0.00030,,,-22.67940,-23.19250,-20.91390,-22.67940,236.76410,-35.6492,-43.6241
2013-09-30,0.01250,0.01250,4.41970,1.53620,,-5.94340,-0.25050,-6.19390,,-6.19390,-6.19390,,-6.07210,-5.90390,-5.94340,0.12370,0.12370,-47.97600,-47.97600,15.45260,,,100.00000,-47547.47000,-47547.47000,-49551.44000,-48576.63000,0.00030,,,-16.14730,-16.47050,-15.18570,-16.14730,275.62110,-43.5468,-43.5458
2013-06-30,0.01250,0.01250,4.73700,1.73260,,-6.45700,-0.13620,-6.59330,,-6.59330,-6.59330,,-6.41760,-6.41770,-6.45700,0.12370,0.12370,-50.97450,-50.97450,5.29460,,,100.00000,-51656.34000,-51656.34000,-52746.07000,-51340.97000,0.00060,,,-35.27740,-36.79390,-30.69910,-35.27740,151.07100,-41.4536,-41.5247
2013-03-31,0.01250,0.01250,2.78680,1.31180,,-4.08610,-0.12220,-4.20830,0.00000,-4.20830,-4.20830,,-4.17860,-4.06770,-4.08610,0.12360,0.12360,-32.98350,-32.98350,9.79810,,,100.00000,-32688.98000,-32688.98000,-33666.58000,-33429.02000,0.00050,,,-17.96690,-18.59330,-16.49420,-17.96690,189.37810,-29.16710,-31.39050
2012-12-31,0.01250,0.01250,0.88460,2.88510,,-3.75720,0.07990,-3.67730,,-3.67730,-3.67730,,-3.67730,-3.74160,-3.75720,0.11330,0.11330,-29.98500,-29.98500,10.90990,,,100.00000,-30057.94000,-30057.94000,-29418.52000,-29418.52000,0.00050,,,-15.43140,-15.70860,-14.22720,-15.43140,193.06770,-27.2191,-27.2191
2012-09-30,0.01250,0.01250,2.13540,0.67790,,-2.80080,0.21680,-2.58400,,-2.58400,-2.58400,,-2.58400,-2.78520,-2.80080,0.12170,0.12170,-20.98950,-20.98950,15.73150,,,100.00000,-22406.50000,-22406.50000,-20671.74000,-20671.74000,0.00040,,,-9.66070,-9.81920,-9.08620,-9.66070,216.79140,-8.4976,-8.4976
2012-06-30,0.01250,0.01250,1.55160,0.72720,,-2.26630,-0.22960,-2.49590,0.00000,-2.49590,-2.49590,,-2.49590,-2.25070,-2.26630,0.10430,0.10430,-23.98800,-23.98800,6.49170,,,100.00000,-18130.34000,-18130.34000,-19967.08000,-19967.08000,0.00080,,,-18.27840,-18.89160,-16.46760,-18.27840,128.91260,-20.0711,-20.0711
2012-03-31,0.01250,0.01250,1.47270,1.53620,,-2.99640,0.16050,-2.83590,,-2.83590,-2.83590,,-2.83590,-2.98080,-2.99640,0.10380,0.10380,-26.98650,-26.98650,9.30230,,,100.00000,-23971.26000,-23971.26000,-22687.01000,-22687.01000,0.00080,,,-18.65580,-19.23080,-17.15570,-18.65580,146.27390,-29.93170,-29.93170
2011-12-31,0.01250,0.01250,3.60210,0.96070,,-4.55030,0.36440,-4.18590,,-4.18590,-4.18590,,-4.18590,-4.53470,-4.55030,0.08680,0.08680,-8.99550,-8.99550,8.83090,,,100.00000,-36402.42000,-36402.42000,-33487.51000,-33487.51000,0.00060,,,-23.56970,-24.20470,-21.48550,-23.56970,171.33560,-52.9963,-53.0871
2011-09-30,0.00630,0.00630,1.40420,1.37190,,-2.76980,0.27670,-2.49310,0.08250,-2.57560,-2.57560,,-2.57560,-2.75430,-2.76980,0.09560,0.09560,-26.98650,-26.98650,4.20340,,,100.00000,-44317.59000,-44317.59000,-39890.05000,-41210.05000,0.00040,,,-19.70630,-20.45320,-16.93880,-19.70630,136.17820,-15.4742,-15.9532
2011-06-30,,,1.00920,0.56740,,-1.57660,-1.24160,-2.81820,,-2.81820,-2.81820,,-2.81820,-1.57660,-1.57660,0.09430,0.09430,-29.98500,-29.98500,3.60490,,,,,,,,,,,-19.76400,-20.46530,-16.93880,-19.76400,149.38820,-7.0694,-7.4759
2011-03-31,,,0.63300,1.60440,,-2.23740,-6.54210,-8.77950,,-8.77950,-8.77950,,-8.77950,-2.23740,-2.23740,0.06010,0.06010,-146.92650,-146.92650,2.32750,,,,,,,,,,,-82.27350,-86.31800,-69.22150,-82.27350,122.58530,-29.71680,-29.71680
2010-12-31,,,0.55590,1.09310,,-1.64900,-1.33290,-2.98190,,-2.98190,-2.98190,,-2.98190,-1.64900,-1.64900,0.05430,0.05430,-50.97450,-50.97450,0.15540,,-0.78400,,,,,,,,,74.39010,74.39010,-404.30960,74.39010,-70.25950,-15.3568,-15.3144
2010-09-30,,,0.64020,1.79260,,-2.43290,-0.01050,-2.44340,,-2.44340,-2.44340,,-2.44340,-2.43290,-2.43290,0.05710,0.05710,-41.97900,-41.97900,0.05120,,-0.53920,,,,,,,,,158.73090,158.73090,-2871.83000,158.73090,-26.98080,-11.0687,-11.0686
2010-06-30,,,0.43820,0.70530,,-1.14360,-0.00300,-1.14650,,-1.14650,-1.14650,,-1.14650,-1.14360,-1.14360,0.05690,0.05690,-20.98950,-20.98950,0.30460,,-0.60060,,,,,,,,,172.15790,172.15790,-388.35850,172.15790,-11.67300,-6.9649,-7.0074
2010-03-31,,,0.33780,1.14120,,-1.47900,-0.00260,-1.48170,,-1.48170,-1.48170,,-1.48170,-1.47900,-1.47900,0.04370,0.04370,-32.98350,-32.98350,1.07760,,4.74270,,,,,,,,,-3513.53200,-3513.52700,-253.01170,-3513.52700,0.74120,-14.99520,-14.99520
2009-12-31,,,0.46370,0.12490,,-0.58860,-0.00140,-0.58990,,-0.58990,-0.58990,,-0.58990,-0.58860,-0.58860,0.04930,0.04930,2.99850,2.99850,0.24360,,-0.74640,,,,,,,,,219.27200,220.15410,-683.75860,220.15410,-6.73520,-4.5976,-4.5976
2009-09-30,,,0.34790,0.16730,,-0.51520,0.00080,-0.51450,,-0.51450,-0.51450,,-0.51450,-0.51520,-0.51520,0.03980,0.03980,-11.99400,-11.99400,0.00140,,-1.14030,,,,,,,,,801.31150,801.31150,-1698.71900,801.31150,-20.70060,0.3004,0.3004
2009-06-30,,,0.25870,0.14890,,-0.40770,0.00030,-0.40740,,-0.40740,-0.40740,,-0.40740,-0.40770,-0.40770,0.01860,0.01860,-20.98950,-20.98950,0.01200,,-1.22480,,,,,,,,,688.65280,688.65280,-1304.24500,688.65280,-19.07430,-21.4519,-21.4519
2009-03-31,,,,,,,,,,,,,,,,0.00360,0.00360,,0.00000,0.02720,,-1.21030,,,,,,,,,,,,,-17.57250,-2.05840,-2.05840
