Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,16.68600,16.68600,8.00200,-4.53300,-0.26100,1.57400,1.31300,0.00800,1.30500,1.30500,,-0.69500,4.15100,-0.26100,113.74000,113.74000,-0.01000,-0.01000,,,-1.56420,-1.56420,7.86890,-4.16520,0.00560,0.04560,0.04380,0.04350,0.04380,26.45130,0.02560,0.02560
2021-12-31,14.39500,14.39500,6.75300,-6.58200,-3.34300,1.73200,-1.61100,0.02600,-1.63700,-1.63700,,-3.63100,1.06000,-3.34300,121.41100,121.41100,-0.03000,-0.03000,,,-23.22340,-23.22340,-11.19140,-25.22400,0.00470,-0.05580,-0.05360,-0.05310,-0.05360,26.52010,0.0465,0.0465
2021-09-30,13.88100,13.88100,7.57200,-6.10200,-4.38100,1.59900,-2.78200,0.03200,-2.81400,-2.81400,,-4.80500,0.20700,-4.38100,122.19000,122.19000,-0.04000,-0.04000,,,-31.56110,-31.56110,-20.04180,-34.61570,0.00430,-0.09100,-0.08760,-0.08670,-0.08760,26.43250,0.0607,0.0607
2021-06-30,14.87500,14.87500,7.39000,-6.58800,-3.53500,1.62600,-1.90900,0.03100,-1.94000,-1.94000,,-3.93300,0.89700,-3.53500,122.18900,122.18900,-0.03000,-0.03000,,,-23.76470,-23.76470,-12.83360,-26.44030,0.00460,-0.06230,-0.06000,-0.05960,-0.06000,26.50350,0.0128,0.0128
2021-03-31,14.85100,14.85100,15.72900,-6.62100,-11.85000,1.84300,-10.00700,0.03100,-10.03800,-10.03800,,-12.01500,-7.49900,-11.85000,122.00200,122.00200,-0.10000,-0.10000,,,-79.79260,-79.79260,-67.38270,-80.90360,0.00460,-0.32250,-0.31060,-0.30790,-0.31060,26.50670,0.01270,0.01270
2020-12-31,14.70800,14.70800,7.13600,-6.97600,-4.08400,2.49200,-1.59200,0.07800,-1.67000,-1.67000,,-3.66300,0.79100,-4.08400,121.78600,126.60600,-0.02000,0.01000,,,-27.76730,-27.76730,-10.82410,-24.90480,0.00450,-0.05350,-0.05150,-0.05090,-0.05150,26.68770,0.0026,-0.2052
2020-09-30,16.48500,16.48500,7.19100,-6.44400,-2.28700,2.72800,0.44100,0.07100,0.37000,0.37000,,-1.62800,3.04000,-2.28700,121.67300,121.67300,-0.01000,-0.01000,,,-13.87320,-13.87320,2.67520,-9.87560,0.00440,0.01180,0.01140,0.01000,0.01140,26.68670,0.072,0.1411
2020-06-30,16.26500,16.26500,8.30200,-6.67700,-3.11200,31.05700,27.94500,0.05900,27.88600,27.88600,,25.83500,1.41600,-3.11200,121.65500,123.25500,0.21000,0.21000,0.00680,0.00690,-19.13310,-19.13310,171.81060,158.83800,0.00440,0.78450,0.75910,0.74700,0.75390,30.23110,0.0956,0.8874
2020-03-31,18.82000,18.82000,10.60400,-8.76100,-5.65900,431.20600,425.54700,0.04000,425.50700,425.50700,,422.76200,-0.41200,-5.65900,122.14800,126.60500,3.46000,3.35000,0.00690,0.00700,-30.06910,-30.06910,2261.14200,2246.34400,0.00510,12.06990,11.67500,11.48760,11.59390,29.99610,0.09300,4.61580
2019-12-31,25.99500,25.99500,8.29000,-9.74100,1.92700,14.23400,16.16100,0.16500,15.99600,15.99600,,13.99300,8.09100,1.92700,122.09100,126.26000,0.11000,0.12000,0.00790,0.00790,7.41290,7.41300,62.16960,53.82950,0.00780,0.51160,0.49280,0.48190,0.48890,26.62210,0.1841,0.0506
2019-09-30,26.73500,26.73500,8.52300,-9.92300,2.35000,21.02500,23.37500,-0.52100,23.89600,23.89600,,21.88900,8.38100,2.35000,122.14000,123.56400,0.18000,0.18000,0.00800,0.00800,8.79000,8.79000,87.43220,81.87400,0.00720,0.76860,0.74020,0.64040,0.73440,26.47640,0.2719,0.386
2019-06-30,33.36800,33.36800,9.53300,-10.97400,5.30000,237.41700,242.71700,0.34000,242.37700,242.37700,,240.28900,13.15800,5.30000,122.12200,125.86200,1.97000,1.93000,0.00710,0.00720,15.88350,15.88350,727.39450,720.11810,0.00900,6.89280,6.66670,6.54690,6.61920,29.81930,0.2262,2.9615
2019-03-31,41.75200,41.75200,12.09600,-15.78000,5.29100,206.60600,211.89700,1.30000,210.59700,210.59700,,208.52100,14.12700,5.29100,121.96000,125.82200,1.71000,1.67000,0.07500,0.08110,12.67250,12.67250,507.51340,499.42760,0.01120,6.43580,6.20940,5.67050,5.74380,27.82250,0.10150,3.49820
2018-12-31,42.92500,42.92500,8.97300,-15.53900,7.58300,8.37900,15.96200,0.54000,15.42200,15.42200,,13.42000,18.83800,7.58300,122.31400,123.38500,0.13000,0.13000,0.07950,0.08640,17.66570,17.66570,37.18580,31.26390,0.01220,0.50320,0.48440,0.43680,0.44590,26.19020,0.3143,0.3352
2018-09-30,46.87300,46.87300,10.90500,-20.25700,4.42400,28.41800,32.84200,0.06500,32.77700,32.77700,,30.76700,16.16900,4.42400,121.84500,122.85100,0.25000,0.25000,0.08110,0.08830,9.43830,9.43830,70.06590,65.63910,0.01230,1.07460,1.03410,0.85940,0.95020,26.09020,0.2167,1.4026
2018-06-30,48.63600,48.63600,11.22200,-19.52100,4.87200,31.71900,36.59100,-0.45600,37.04700,37.04700,,35.03600,18.42000,4.87200,121.82200,122.64900,0.29000,0.29000,0.07520,0.08130,10.01730,10.01730,75.23440,72.03720,0.01290,1.11490,1.07620,0.98090,0.99530,28.33570,0.1976,0.9237
2018-03-31,58.58800,58.58800,13.33900,-36.68600,-5.34000,196.00900,190.66900,3.00700,187.66200,187.66200,,185.60200,9.36500,-5.34000,123.86700,127.09700,1.50000,1.48000,0.16630,0.19950,-9.11450,-9.11450,325.44040,316.79180,0.01420,5.71750,5.51710,4.53590,4.59960,28.00560,-0.00290,5.85340
2017-12-31,71.62300,71.62300,12.03300,-30.67400,10.17800,-31.80200,-21.62400,-0.05500,-21.56900,-21.56900,,-23.55800,29.89800,10.17800,124.12500,125.12900,-0.20000,-0.19000,0.20450,0.25710,14.21050,14.21050,-30.19140,-32.89170,0.01690,-0.67800,-0.65350,-0.50910,-0.51990,26.57020,0.2973,1.1228
2017-09-30,77.79800,77.79800,11.68900,-32.38000,12.59600,20.96300,33.55900,0.33500,33.22400,33.22400,,31.21500,34.80200,12.59600,124.08900,125.17500,0.25000,0.25000,0.20370,0.25580,16.19070,16.19070,43.13610,40.12310,0.01830,1.03650,0.99930,0.77990,0.79570,26.79290,0.1459,4.2388
2017-06-30,91.59900,91.59900,11.96000,-55.71200,0.00500,-5.77100,-5.76600,0.04500,-5.81100,-5.81100,,-7.80600,25.16500,0.00500,124.06700,124.06700,-0.06000,-0.06000,0.25080,0.33480,0.00550,0.00550,-6.29480,-8.52190,0.02040,-0.18350,-0.17680,-0.12940,-0.13250,26.48470,0.3879,1.1293
2017-03-31,99.55100,99.55100,12.07800,-42.37300,18.18500,5.81200,23.99700,0.17500,23.82200,23.82200,,21.81700,46.38600,18.18500,124.04700,125.15000,0.18000,0.17000,0.25780,0.34740,18.26700,18.26700,24.10520,21.91540,0.02200,0.75210,0.72480,0.52720,0.53800,26.49060,-0.03200,0.72020
2016-12-31,103.54600,103.54600,11.49000,-57.48200,5.53390,7.00600,12.54000,0.28000,12.26000,12.26000,,10.26300,36.07990,5.53400,125.47400,126.76800,0.09000,0.08000,0.25930,0.35020,5.34440,5.34450,12.11060,9.91150,0.02290,0.39030,0.37600,0.27090,0.27850,26.29520,0.3693,1.242
2016-09-30,114.63200,114.63200,13.27700,-49.31300,22.85800,63.75500,86.61300,0.22500,86.38800,86.38800,,84.39100,53.87200,22.85800,125.53300,126.56800,0.67000,0.67000,0.32130,0.47350,19.94030,19.94030,75.55740,73.61910,0.02310,2.72540,2.62650,1.73970,1.78260,26.20060,0.1826,5.2925
2016-06-30,145.36700,145.36700,12.17700,-95.12900,0.73000,87.27900,88.00900,0.16500,87.84400,87.84400,,71.25400,42.87700,0.73000,125.50800,126.93700,0.57000,0.56000,0.32750,0.48690,0.50220,0.50220,60.54260,49.01660,0.02960,2.85270,2.74630,1.78840,1.84690,25.48050,0.5593,2.6937
2016-03-31,137.13500,137.13500,13.31200,-57.25800,30.31400,16.16300,46.47700,0.07500,46.40200,46.40200,,39.42100,68.66900,30.31400,125.84000,127.52200,0.31000,0.31000,0.31500,0.45990,22.10520,22.10520,33.89140,28.74610,0.02690,1.54530,1.36990,0.90930,0.93830,26.99040,0.18020,1.10860
2015-12-31,138.93400,138.93400,13.73900,-63.82000,24.23200,18.90000,43.13200,-0.01300,43.14500,43.14500,,36.16400,63.86200,24.23200,128.62100,129.43700,0.29000,0.29000,0.33500,0.50380,17.44140,17.44140,31.04500,26.02960,0.02660,1.44600,1.28080,0.82480,0.85170,26.66000,0.3644,3.9806
2015-09-30,159.20800,159.20800,16.24900,-73.57100,28.86600,1.62300,30.48900,0.02300,30.46600,30.46600,,23.48500,72.31700,28.86600,128.73900,129.87800,0.18000,0.18000,0.35460,0.54940,18.13100,18.13100,19.15040,14.75110,0.02990,1.03540,0.91570,0.57220,0.59100,26.33330,0.1453,3.7521
2015-06-30,203.69400,203.69400,10.91100,-104.94400,34.20200,-18.67100,15.53100,2.91500,12.61600,12.61600,,5.63500,89.52600,34.20200,129.73300,130.53700,0.04000,0.04000,0.36820,0.58270,16.79090,16.79090,7.62470,2.76640,0.03670,0.42020,0.37250,0.22740,0.23530,26.10380,0.6331,7.85
2015-03-31,213.05500,213.05500,16.55800,-99.77500,34.02300,-20.95400,13.06900,-0.56100,13.63000,13.63000,,6.64900,98.12000,34.02300,129.69600,129.87400,0.05000,0.05000,0.39970,0.66590,15.96910,15.96910,6.13410,3.12080,0.03720,0.46570,0.41160,0.23770,0.24710,25.52280,0.31050,0.46320
2014-12-31,212.80800,212.80800,16.76000,-261.30800,-124.09410,-33.61100,-157.70500,1.02500,-158.73000,-158.73000,0.16900,-165.54200,-62.97910,-124.09400,125.16300,125.16300,-1.29000,-1.29000,0.39940,0.66500,-58.31270,-58.31270,-74.10670,-77.78940,0.03690,-5.40830,-4.78160,-2.75490,-2.87180,25.61270,0.5681,0.6367
2014-09-30,216.59500,216.59500,47.45000,-99.39200,12.54000,143.61400,156.15400,0.70300,155.45100,156.52300,0.21700,149.75900,71.73500,12.54000,128.88000,131.24300,1.16000,1.16000,0.41180,0.70020,5.78960,5.78960,72.09490,69.14240,0.03510,5.04210,4.48620,2.53650,2.63860,27.06880,0.1815,0.0977
2014-06-30,215.19400,215.19400,24.09700,-115.38400,15.88200,-20.74000,-4.85800,0.90800,-5.76600,6.68800,-1.30300,-17.80200,79.58400,15.88200,123.81200,123.81200,-0.14000,-0.14000,0.46980,0.88600,7.38030,7.38030,-2.25750,-8.27250,0.03260,0.22400,0.19840,0.10140,0.10520,26.15930,0.6493,2.145
2014-03-31,217.26000,217.26000,24.84800,-96.97000,43.78800,-37.44200,6.34600,0.55500,5.79100,16.72500,3.72300,9.29700,97.37100,43.78800,118.40000,118.40000,0.08000,0.08000,0.47090,0.89010,20.15470,20.15470,2.92090,4.27920,0.03290,0.61370,0.49790,0.25340,0.26340,28.36720,0.39380,0.39380
2013-12-31,214.02800,214.02800,17.05000,-99.77800,45.62890,-36.69000,8.93900,0.10700,8.83200,19.67300,-24.97400,-16.45200,100.43190,45.62900,112.37800,112.37800,-0.27000,-0.27000,0.47190,0.89350,21.31910,21.31920,4.17660,-7.68680,0.03220,0.72060,0.58490,0.29600,0.30890,28.41180,0.4853,2.1
2013-09-30,214.20100,214.20100,25.74200,-226.60300,-94.17300,-39.00900,-133.18200,0.78500,-133.96700,-123.47500,-92.73200,-227.46600,-32.20300,-94.17300,118.32800,118.32800,-1.92000,-1.92000,0.47660,0.91050,-43.96480,-43.96480,-62.17620,-106.19280,0.03140,-4.42980,-3.60930,-1.81000,-1.88920,28.89680,0.4473,0.5702
2013-06-30,262.18800,262.18800,21.04900,-104.10500,73.43000,-43.07100,30.35900,0.75400,29.60500,29.76400,-0.84700,7.73800,143.53400,73.43000,118.30900,118.30900,0.07000,0.07000,0.47270,0.89660,28.00660,28.00660,11.57910,2.95130,0.03270,0.86550,0.73090,0.37110,0.38530,34.42090,0.7006,1.1541
2013-03-31,262.61200,262.61200,16.66300,-104.13000,78.62100,-45.17500,33.44600,0.98800,32.45800,36.72000,-1.09600,14.51600,148.30200,78.62100,94.15400,94.15400,0.15000,0.15000,0.46990,0.88650,29.93810,29.93810,12.73590,5.52750,0.03250,1.05120,0.88980,0.45430,0.47170,34.88240,0.45490,-1.10800
2012-12-31,241.11000,241.11000,12.61600,-111.04600,62.97100,-51.41100,11.56000,1.30100,10.25900,21.67900,-168.94900,-163.93500,136.07500,62.97100,83.75000,83.75000,-1.95850,-1.95850,0.55400,1.24230,26.11710,26.11710,4.79450,-67.99180,0.02940,0.75590,0.61910,0.26470,0.27610,41.78160,1.079,-1.8072
2012-09-30,226.80200,226.80200,12.56500,-92.00500,68.81300,-47.68900,21.12400,1.32200,19.80200,19.80200,2.46300,-0.12200,135.70000,68.81300,83.74500,83.74500,-0.00150,-0.00150,0.54250,1.18600,30.34060,30.34060,9.31390,-0.05380,0.02850,0.69080,0.56580,0.24920,0.25880,41.76560,0.5693,-0.9408
2012-06-30,249.79700,249.79700,12.59500,-103.03400,72.30100,-48.65600,23.64500,0.09200,23.55300,23.55300,-2.96700,2.24200,139.57600,72.30100,83.72700,83.72700,0.03000,0.03000,0.50900,1.03690,28.94390,28.94390,9.46570,0.89750,0.03200,0.81120,0.63970,0.30200,0.31400,43.97620,1.2367,-0.6961
2012-03-31,243.37800,243.37800,11.53600,-97.23600,74.08500,-45.93000,28.15500,0.49200,27.66300,27.66300,-3.08900,9.85700,138.47800,74.08500,83.72200,83.72200,0.12000,0.12000,0.49890,0.99550,30.44030,30.44030,11.56840,4.05010,0.03160,0.93950,0.74300,0.35860,0.37240,44.46900,0.41990,-0.67350
2011-12-31,70.94800,70.94800,3.94600,-15.22500,48.90900,-43.93000,4.97900,0.60400,4.37500,4.37500,10.49800,1.05000,112.85000,48.90900,77.42800,77.42800,-0.02000,-0.02000,0.50060,1.00250,68.93640,68.93650,7.01780,1.48000,0.00950,0.15680,0.12260,0.05870,0.06120,42.62340,1.0315,0.4956
2011-09-30,241.78500,241.78500,11.69200,-113.93000,54.96900,-34.84800,20.12100,0.30700,19.81400,19.81400,8.72100,14.71200,116.68700,54.96900,81.53600,81.53600,0.18000,0.18000,0.49750,0.99000,22.73470,22.73470,8.32190,6.08470,0.03240,0.70420,0.55160,0.26570,0.27720,42.90740,0.5489,0.1524
2011-06-30,217.93800,217.93800,11.62400,-90.62300,62.93900,-44.92300,18.01600,0.09000,17.92600,17.92600,2.03800,9.46400,118.56000,62.93900,72.14400,72.14400,0.13000,0.13000,0.49320,0.97330,28.87930,28.87930,8.26660,4.34250,0.03130,0.68710,0.52910,0.25760,0.26810,46.96080,1.5038,-1.5706
2011-03-31,210.67300,210.67300,10.95900,-90.39700,54.46900,-43.99400,10.47500,0.34600,10.12900,10.12900,36.48300,37.77300,111.76100,54.46900,72.13900,79.43700,0.52000,0.52000,0.51300,1.05330,25.85480,25.85480,4.97220,17.92970,0.03150,0.38560,0.32260,0.15140,0.15710,43.52410,0.31680,-2.18280
2010-12-31,136.79200,136.79200,8.16400,-108.55800,-31.17100,-25.01900,-56.19000,0.22100,-56.41100,-56.41100,78.71500,6.65100,48.48300,-31.17100,64.70300,64.70300,0.05000,0.05000,0.50590,1.02370,-22.78720,-22.78720,-41.07700,4.86210,0.02080,-2.15440,-1.80130,-0.85620,-0.89010,43.41190,1.1585,-6.5368
2010-09-30,193.05900,193.05900,9.70400,-83.02300,55.97900,-1.19600,54.78300,-0.03400,54.81700,54.81700,10.99300,53.14300,108.30300,55.97900,65.17300,72.47100,0.82000,0.82000,0.46030,0.85300,28.99580,28.99580,28.37630,27.52680,0.03030,2.08310,1.65420,0.86000,0.89270,45.93690,0.8429,3.4673
2010-06-30,195.81700,195.81700,9.55400,-81.35200,58.57500,-63.39800,-4.82300,0.18100,-5.00400,-5.00400,15.00200,-2.66900,111.78100,58.57500,64.59500,71.89300,-0.04000,-0.04000,0.48090,0.92630,29.91310,29.91310,-2.46300,-1.36300,0.03160,-0.20630,-0.16100,-0.08060,-0.08360,48.12250,1.1421,1.7039
2010-03-31,195.07900,195.07900,9.25000,-81.47000,58.60900,-24.99000,33.61900,0.18200,33.43700,33.43700,3.86000,24.63000,111.93400,58.60900,56.73200,64.03000,0.43000,0.43000,0.47770,0.91460,30.04370,30.04370,17.23350,12.62570,0.03130,1.35510,1.06150,0.53630,0.55440,48.76820,0.75210,0.75210
2009-12-31,128.68100,128.68100,7.70900,-82.50800,8.75310,-28.35200,-19.59900,0.21700,-19.81600,-19.81600,9.56300,-22.92000,61.91710,8.75300,56.05500,63.35300,-0.39000,-0.39000,0.50880,1.03590,6.80220,6.80210,-15.23070,-17.81150,0.02100,-0.89800,-0.68590,-0.32370,-0.33690,51.62270,0.9975,-8.616
2009-09-30,206.03200,206.03200,9.60700,-87.88100,58.96300,-38.49800,20.46500,0.17600,20.28900,20.28900,51.91000,59.53200,112.01900,58.96300,55.93200,63.23000,1.06000,1.06000,0.48730,0.95040,28.61840,28.61840,9.93290,28.89450,0.03430,0.88960,0.68470,0.33770,0.35110,52.94680,0.932,3.1828
2009-06-30,212.77700,212.77700,9.79600,-73.51500,79.37300,-43.04300,36.33000,0.19000,36.14000,36.14000,23.47600,46.94900,132.44600,79.37300,55.92400,63.22200,0.84000,0.84000,0.48670,0.94800,37.30340,37.30340,17.07420,22.06490,0.03590,1.60790,1.23350,0.60980,0.63320,52.38900,1.7763,2.578
2009-03-31,216.97100,216.97100,9.49100,-84.22800,74.60300,-43.71400,30.88900,0.15200,30.73700,30.73700,12.37500,30.44500,127.81300,74.60300,56.40480,63.70300,0.52000,0.52000,0.50360,1.01470,34.38390,34.38390,14.23650,14.03180,0.03570,1.38000,1.05630,0.50630,0.52430,52.03350,0.98600,1.28730
