Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.21600,0.20320,0.01270,3.52710,3.64110,,7.16830,-7.15550,0.00280,-7.15270,-7.15270,-7.15270,-7.15270,-6.89870,-7.15550,3.84650,3.84650,-1.80000,-1.80000,11.93550,,5.88620,-3313.35000,-3313.35000,-3312.04200,-3312.04200,0.00490,2.96800,1.08560,82.90000,-17.56020,-17.56010,-16.10900,-17.56010,10.57240,-1.65260,-1.66420
2021-12-31,0.22540,,0.22540,5.14050,4.50770,,,-9.42280,0.00570,-9.42120,-9.42120,-9.42120,-9.42120,-9.35990,-9.42280,3.24630,3.24630,-2.40000,-2.40000,11.55670,,100.00000,-4180.40500,-4180.40500,-4179.68300,-4179.68300,0.00440,,0.79480,113.23750,-20.05180,-20.05180,-18.33950,-20.05180,12.25670,-1.7061,-1.7202
2021-09-30,0.20140,,0.20140,4.73720,3.91240,-4.01720,,-12.46540,0.00080,-12.46450,-12.46450,-12.46450,-12.46450,-12.39640,-12.46540,3.15070,3.15070,-4.00000,-4.00000,6.63300,,100.00000,-6190.46200,-6190.46200,-6190.04700,-6190.04700,0.00660,,1.13970,78.96880,-47.94130,-47.94140,-41.00590,-47.94140,8.23360,-3.1017,-3.1349
2021-06-30,0.18500,,0.18500,6.10370,5.09810,,,-11.01680,0.00100,-11.01580,-11.01580,-11.01580,-11.01580,-10.95520,-11.01680,3.10400,3.10400,-3.60000,-3.60000,9.60710,,100.00000,-5956.33600,-5956.33600,-5955.79100,-5955.79100,0.00460,,1.51640,59.34960,-30.49560,-30.49560,-27.28310,-30.49560,11.49160,-2.0977,-2.1268
2021-03-31,0.14510,,0.14510,4.59120,4.08160,,,-8.52780,-0.00200,-8.52580,-8.52580,-8.52580,-8.52580,-8.46300,-8.52780,3.07840,3.07840,-2.80000,-2.80000,11.33050,,100.00000,-5878.59700,-5878.59700,-5877.20200,-5877.20200,0.00310,,0.92530,97.26500,-19.92470,-19.92470,-18.06080,-19.92470,13.82110,-1.94150,-1.97780
2020-12-31,0.09000,0.00000,0.09000,4.15670,3.40600,,7.56280,-7.47280,0.00640,-7.47280,-7.47280,-7.47280,-7.47280,-6.63920,-7.47280,2.08200,2.08200,-2.60000,-2.60000,14.65360,,100.00000,-8303.10400,-8303.10400,-8303.16500,-8303.16500,0.00170,,1.18660,75.85000,-15.23440,-15.23440,-14.06260,-15.23440,16.00610,-2.6218,-2.6839
2020-09-30,0.06150,,0.06150,4.00360,3.61790,,,-7.56010,-0.00320,-7.55680,-7.55680,-7.55680,-7.55680,-7.49070,-7.56010,2.09310,2.09310,-3.60000,-3.60000,6.43550,,100.00000,-12292.78000,-12292.78000,-12287.54000,-12287.54000,0.00270,,0.01930,4671.53900,-39.68510,-39.68500,-32.69460,-39.68500,8.84380,-2.7821,-2.7856
2020-06-30,0.11440,0.08700,0.02740,4.33040,3.90960,,8.24000,-8.21260,0.00800,-8.20470,-8.20470,-8.20470,-8.20470,-8.30520,-8.21260,2.03210,2.03210,-4.00000,-4.00000,6.37860,,23.93880,-7180.45000,-7180.45000,-7173.47900,-7173.47900,0.00440,,1.08690,82.80080,-38.16580,-38.16590,-31.23520,-38.16590,10.31410,-2.2873,-2.2873
2020-03-31,0.06150,0.03950,0.02190,4.57530,4.10030,,8.67570,-8.65370,0.05590,-8.59770,-8.59770,-8.59770,-8.59770,-8.34350,-8.65370,1.74080,1.74080,-5.00000,-5.00000,6.27290,,35.67470,-14076.74000,-14076.74000,-13985.74000,-13985.74000,0.00270,,1.03890,86.62990,-46.95310,-46.95300,-37.78980,-46.95300,9.64980,-4.21640,-4.21640
2019-12-31,0.04560,,0.04560,5.72310,3.78620,,,-9.46360,0.07220,-9.39140,-9.39140,-9.39140,-9.39140,-9.33470,-9.46360,1.51320,1.51320,-5.80000,-5.80000,4.96710,,100.00000,-20734.03000,-20734.03000,-20575.77000,-20575.77000,0.00180,,0.72280,124.50890,-49.39490,-49.39490,-37.74080,-49.39490,11.45220,-3.9492,-3.9592
2019-09-30,0.04050,,0.04050,5.19010,3.15250,,,-8.30210,0.11780,-8.18420,-8.18420,-8.18420,-8.18420,-8.12670,-8.30210,1.53690,1.53690,-5.40000,-5.40000,6.53890,,100.00000,-20498.94000,-20498.94000,-20207.97000,-20207.97000,0.00150,,0.47370,190.00000,-38.46330,-38.46330,-30.90780,-38.46330,13.79680,-4.1687,-4.1749
2019-06-30,0.04750,,0.04750,5.51500,4.47910,,,-9.94670,0.14270,-9.80400,-9.80400,-9.80400,-9.80400,-9.70520,-9.94670,1.52230,1.52230,-6.40000,-6.40000,8.37470,,100.00000,-20940.33000,-20940.33000,-20639.99000,-20639.99000,0.00150,,1.00000,90.00000,-36.02450,-36.02450,-31.85110,-36.02450,17.78510,-4.2001,-4.1982
2019-03-31,0.06650,,0.06650,6.80070,4.36140,,,-11.09550,0.07610,-11.01950,-11.01950,-11.01950,-11.01950,-10.86020,-11.09550,1.39700,1.39700,-7.80000,-7.80000,9.14030,,100.00000,-16685.02000,-16685.02000,-16570.63000,-16570.63000,0.00170,,0.99770,90.20300,-32.33850,-32.33850,-28.90690,-32.33850,22.47090,-5.27520,-5.39060
2018-12-31,0.05610,,0.05610,8.06750,4.51250,,,-12.52390,0.07090,-12.45300,-12.45300,-12.45300,-12.45300,-12.26970,-12.52390,1.27430,1.27430,-9.40000,-9.40000,5.71160,,100.00000,-22344.17000,-22344.17000,-22217.66000,-22217.66000,0.00250,,1.25810,71.53430,-67.78840,-67.78830,-56.57840,-67.78830,13.85090,-6.5694,-6.8076
2018-09-30,0.22800,,0.22800,8.44270,4.43730,,,-12.65200,0.00670,-12.64530,-12.64530,-12.64530,-12.64530,-12.38590,-12.65200,1.28710,1.28710,-9.80000,-9.80000,7.82440,,100.00000,-5549.10600,-5549.10600,-5546.18000,-5546.18000,0.00740,,1.09210,82.41040,-47.02070,-47.02070,-41.26220,-47.02070,20.64010,-6.8907,-6.8965
2018-06-30,0.20580,,0.20580,7.64000,4.87020,,,-12.30440,0.00600,-12.29840,-12.29840,-12.29840,-12.29840,-12.00890,-12.30440,1.27400,1.27400,-9.60000,-9.60000,8.99450,,100.00000,-5979.58300,-5979.58300,-5976.66900,-5976.66900,0.00520,,1.00000,90.00000,-34.96850,-34.96850,-31.22260,-34.96850,27.51730,-5.7663,-6.0025
2018-03-31,0.02500,,0.02500,8.72160,4.75260,,,-13.44920,0.00570,-13.44350,-13.44350,-13.44350,-13.44350,-13.12950,-13.44920,1.22680,1.22680,-11.00000,-11.00000,11.16300,,100.00000,-53796.66000,-53796.66000,-53773.83000,-53773.83000,0.00050,,1.00000,90.00000,-31.29790,-31.29790,-28.57890,-31.29790,33.80020,-6.29900,-6.49350
2017-12-31,0.02910,,0.02910,7.44200,3.82590,,,-11.23880,0.02100,-11.23650,-11.23650,-11.23650,-11.23650,-10.90800,-11.23880,1.06720,1.06720,-9.80000,-9.80000,3.81230,,100.00000,-38574.97000,-38574.96000,-38566.96000,-38566.96000,0.00190,,,,-95.55850,-95.55860,-72.93840,-95.55860,10.41290,-7.7754,-8.0696
2017-09-30,0.25000,,0.25000,8.74340,4.25820,,,-12.75160,-0.00340,-12.74830,-12.74830,-12.74830,-12.74830,-12.41400,-12.75160,1.09800,1.09800,-11.60000,-11.60000,5.51470,,100.00000,-5100.64900,-5100.64900,-5099.29900,-5099.29900,0.01080,,0.99800,90.18000,-66.22110,-66.22100,-55.16590,-66.22100,17.37230,-6.1228,-6.1877
2017-06-30,0.29950,,0.29950,8.69200,4.52890,,,-12.92140,-0.00240,-12.91900,-12.91900,-12.91900,-12.91900,-12.54580,-12.92140,1.03220,1.03220,-12.60000,-12.60000,3.51250,,100.00000,-4314.22800,-4314.22800,-4313.43900,-4313.43900,0.01840,,1.19560,75.27400,-105.35500,-105.35510,-79.18460,-105.35510,11.75570,-8.5949,-8.924
2017-03-31,0.57540,,0.57540,8.35320,4.69820,,,-12.47600,-0.00430,-12.47310,-12.47310,-12.47310,-12.47310,-12.12930,-12.47600,1.02430,1.02430,-12.20000,-12.20000,4.80980,,100.00000,-2168.35500,-2168.35500,-2167.85400,-2167.85400,0.02340,,2.28320,39.41830,-62.71340,-62.71330,-50.80300,-62.71330,19.32490,-9.77070,-9.84590
2016-12-31,0.12980,,0.12980,9.75180,4.99310,,,-14.61510,0.02280,-14.61120,-14.61120,-14.61120,-14.61120,-14.26570,-14.61510,0.88250,0.88250,-15.00000,-15.00000,4.89940,,100.00000,-11260.94000,-11260.94000,-11257.94000,-11257.94000,0.00370,,0.86810,103.67070,-51.17550,-51.17550,-41.43980,-51.17550,28.03540,-10.1794,-10.51
2016-09-30,1.00400,,1.00400,7.94450,3.18750,,,-10.12800,-0.00300,-10.12510,-10.12510,-10.12510,-10.12510,-9.85380,-10.12800,0.89570,0.89570,-11.40000,-11.40000,5.18820,,100.00000,-1008.79400,-1008.79400,-1008.50000,-1008.50000,0.03460,,1.60640,56.02740,-42.44220,-42.44220,-34.87200,-42.44220,25.11300,-8.213,-8.7818
2016-06-30,0.18180,,0.18180,7.46240,3.00660,,,-10.28720,-0.00260,-10.28460,-10.28460,-10.28460,-10.28460,-10.08450,-10.28720,0.83610,0.83610,-12.40000,-12.40000,3.21780,,100.00000,-5657.95100,-5657.95100,-5656.51100,-5656.51100,0.01070,,6.06060,14.85000,-83.41010,-83.41010,-60.39240,-83.41010,14.51540,-11.3519,-11.5945
2016-03-31,0.13640,,0.13640,7.67410,3.26270,,,-10.80040,-0.00390,-10.79650,-10.79650,-10.79650,-10.79650,-10.58810,-10.80040,0.81920,0.81920,-13.20000,-13.20000,4.32830,,100.00000,-7920.27700,-7920.27700,-7917.44300,-7917.44300,0.00520,,,,-52.11760,-52.11760,-40.94790,-52.11760,25.12670,-7.72210,-7.86910
2015-12-31,0.00000,,0.00000,6.01100,2.87640,,,-8.88750,0.02120,-8.88420,-8.88420,-8.88420,-8.88420,-8.66700,-8.88750,0.66520,0.66520,-12.40000,-12.40000,9.02000,,,,,,,0.00000,,,,-30.34770,-30.34770,-27.18910,-30.34770,35.92430,-6.323,-6.75
2015-09-30,2.07500,,2.07500,4.75860,2.92470,,,-5.60830,-0.00270,-5.60570,-5.60570,-5.60570,-5.60570,-5.38490,-5.60830,0.65090,0.65090,-8.60000,-8.60000,6.57510,,100.00000,-270.28030,-270.28030,-270.15230,-270.15230,0.10340,,1.03750,86.74700,-32.39200,-32.39200,-27.93390,-32.39200,26.31040,-7.491,-7.8223
2015-06-30,0.22500,,0.22500,3.77990,2.59510,,,-6.15000,0.00340,-6.14660,-6.14660,-6.14660,-6.14660,-5.90670,-6.15000,0.64570,0.64570,-9.60000,-9.60000,10.97260,,100.00000,-2733.32000,-2733.32000,-2731.81400,-2731.81400,0.00970,,,,-28.96310,-28.96310,-26.54060,-28.96310,32.71990,-8.7787,-9.2448
2015-03-31,0.20000,,0.20000,4.27560,2.85600,,,-6.93160,-0.00630,-6.92530,-6.92530,-6.92530,-6.92530,-6.72020,-6.93160,0.63940,0.63940,-10.80000,-10.80000,9.06260,,100.00000,-3465.80000,-3465.80000,-3462.64000,-3462.64000,0.00680,,,,-26.40980,-26.40980,-23.67850,-26.40980,40.84810,-7.48210,-7.81030
2014-12-31,,,,6.32690,2.70180,,,-9.02870,0.01520,-9.02400,-9.02400,-9.02400,-9.02400,-8.83420,-9.02870,0.39670,0.39670,125.80000,125.80000,12.75410,,,,,,,,,,,-28.81180,-28.81180,-26.67540,-28.81180,49.00730,-21.3855,-23.7439
2014-09-30,,,,3.69910,2.13140,,,-5.83040,-0.02810,-5.84800,-5.84800,-5.84800,-5.84800,-5.68830,-5.83040,0.47290,0.47290,-12.40000,-12.40000,9.65370,,,,,,,,,,,-31.67550,-31.67550,-28.65600,-31.67550,38.90880,-9.7377,-10.8033
2014-06-30,,,,1.55650,1.93850,,,-3.49500,3.77360,0.27860,0.27860,0.27860,0.27860,-3.42030,-3.49500,0.46850,0.53870,0.60000,0.60000,29.62990,,,,,,,,,,,1.20810,1.20810,1.16810,1.20810,48.61070,0.9924,0.5383
2014-03-31,,,,0.92920,1.09130,,,-2.02050,-28.98920,-31.00970,-31.00970,-31.00970,-31.00970,-1.07560,-2.02050,0.13540,0.13540,-229.00000,-229.00000,0.02830,-0.04880,,,,,,,,,,86.46790,86.46790,-1953.82100,86.46790,-264.86480,-9.20980,-9.41460
2013-12-31,,,,1.09000,0.60200,,,-1.69200,-0.60000,-2.28800,-2.28800,-2.27800,-2.27800,-1.24540,-1.69200,0.13790,0.13790,-16.60000,-16.60000,0.26990,-0.15520,,,,,,,,,,42.61850,42.61850,-96.28610,42.61850,-39.47630,-11.7474,-13.0066
2013-09-30,,,,0.58350,0.20490,-0.00900,,-0.79750,-0.37590,-1.17340,-1.17340,-1.17340,-1.17340,-0.59030,-0.79750,0.13910,0.13910,-8.40000,-8.40000,,,,,,,,,,,,,,,,,-5.9341,-6.0401
2013-06-30,,,,0.39520,0.62290,-0.87800,,-1.89610,-0.11900,-2.01510,-2.01510,-2.01510,-2.01510,-1.89610,-1.89610,0.13440,0.13440,-15.00000,-15.00000,,,,,,,,,,,,,,,,,-6.9352,-6.9478
2013-03-31,,,,0.04120,0.01310,,,-0.05430,0.00000,-0.05430,-0.05430,-0.05430,-0.05430,-0.05430,-0.05430,0.10950,0.10950,-0.40000,-0.40000,,,,,,,,,,,,,,,,,-0.25640,-0.25640
