Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-06-30,0.30520,1.65520,,-1.96040,-0.07420,-2.03460,-2.03460,-2.03460,-2.03460,-1.89110,-1.96040,0.26650,0.26650,-7.60000,-7.60000,2.07280,,,-25.62050,-248.42480,-23.40500,-25.62050,56.14150,-0.6274,-1.5813
2019-03-31,0.03310,1.91440,,-1.94750,-0.08230,-2.02980,-2.02980,-2.02980,-2.02980,-1.88920,-1.94750,0.30380,0.30380,-6.60000,-6.60000,3.73220,,,-22.53540,-117.89240,-21.07390,-22.53540,63.67200,-0.85420,-0.95840
2018-12-31,1.05180,,,-1.47390,,,,,-1.48850,,,0.29320,0.29320,-5.00000,-5.00000,5.38170,,,,,,,71.23980,-0.0509,-0.0509
2018-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,63.0238,59.4242
2018-06-30,0.05260,0.83470,,-1.16630,0.62130,-0.54500,-0.54500,-0.54500,-0.54500,-0.88730,-1.16630,0.14120,0.14120,-3.80000,-3.80000,5.45780,,0.01060,-3.17180,-13.70030,-3.01590,-3.17180,121.72620,-8.3709,-4.7713
2018-03-31,1.80190,0.59120,0.48790,-2.18380,-0.00100,-2.18480,-2.18480,-2.18480,-2.18480,-1.62030,-2.18380,0.14120,0.14120,-15.40000,-15.40000,3.36960,,0.01630,-12.37470,-52.95750,-11.26890,-12.37470,125.06740,-54.65290,-54.65290
2017-12-31,2.38770,,,-4.18270,,-4.15140,,,-4.15140,,,0.14050,0.14050,-29.60000,-29.60000,2.45240,,,,,,,139.54800,-29.8622,-29.8622
2017-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,103.8511,103.2327
2017-06-30,2.23340,1.40430,0.07080,-3.85590,-0.04490,-3.90080,-3.90080,-3.90080,-3.90080,-3.56690,-3.85590,0.13500,0.13500,-28.00000,-28.00000,3.30960,,0.00570,-13.94450,-30.32500,-11.56870,-13.94440,199.06480,3.9208,4.5918
2017-03-31,5.99390,1.40410,,-7.68990,-0.00020,-7.69010,-7.69010,-7.69010,-7.69010,-7.09960,-7.68990,0.09180,0.09180,-84.00000,-84.00000,1.43300,,0.01400,-41.29150,-237.78900,-29.96210,-41.29150,207.15630,-107.77190,-107.82450
2016-12-31,4.93110,,,-6.97590,,-6.97570,,,-6.97570,,,0.08210,0.08210,-84.00000,-84.00000,3.56650,,,,,,,287.42910,-72.2412,-72.3001
2016-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,139.0822,139.2512
2016-06-30,5.63760,1.66490,,-7.59860,-0.10110,-7.69970,-7.69970,-7.69970,-7.69970,-7.30250,-7.59860,0.07880,0.07880,-96.00000,-96.00000,3.37300,,0.00450,-26.53240,-60.20910,-22.43920,-26.53240,368.45160,-52.6947,-52.7092
2016-03-31,4.04390,2.96640,0.71030,-6.59600,1.31120,-5.28490,-5.28490,-5.28490,-5.28490,-6.00220,-6.59600,0.07840,0.07840,-68.00000,-68.00000,6.35420,,0.00610,-14.85530,-27.72160,-13.51940,-14.85530,451.79500,-86.38750,-86.54200
2015-12-31,2.07630,,,-3.59210,,-6.14550,,,-6.14550,,,0.07620,0.07620,-80.00000,-80.00000,5.13630,,,,,,,502.31620,-43.6655,-43.804
2015-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,111.9148,114.3268
2015-06-30,1.49680,1.55500,,-3.33480,-0.01120,-3.34600,-3.34600,-3.34600,-3.34600,-3.05180,-3.33480,0.07580,0.07580,-44.00000,-44.00000,8.45300,,0.00260,-7.33980,-11.85240,-6.78180,-7.33980,601.19350,-13.6753,-14.8332
2015-03-31,3.17590,3.33500,,-6.80610,3.40550,-3.40050,-3.40050,-3.40050,-3.40050,-5.86630,-6.80610,0.06930,0.06930,-48.00000,-48.00000,10.22870,,0.00390,-7.06160,-11.14230,-6.61080,-7.06160,642.95520,-98.23950,-99.49360
2014-12-31,2.80590,,,-3.92400,,-4.59830,,,-4.59830,,,0.06310,0.06310,-72.00000,-72.00000,1.62620,,,,,,,357.88850,-43.3652,-43.3652
2014-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,64.4188,124.0268
2014-06-30,1.15300,0.78590,,-2.05500,0.00430,-2.05060,-2.05060,-2.05060,-2.05060,-1.93890,-2.05500,0.05870,0.05870,-36.00000,-36.00000,2.23100,,0.00380,-7.12340,-24.01800,-5.76770,-7.12340,463.13360,-28.1408,-87.7488
2014-03-31,0.60790,1.33840,,-1.96840,0.00010,-1.96830,-1.96830,-1.96830,-1.96830,-1.92380,-1.96840,0.05060,0.05060,-40.00000,-40.00000,4.05630,,0.05830,-59.15780,-69.79490,-46.39910,-59.15770,61.04530,-36.27800,-36.27800
2013-12-31,1.35240,,,-2.02150,,-2.02190,,,-2.02190,,,0.04970,0.04970,-40.00000,-40.00000,16.12930,,,,,,,86.90840,-26.0177,-26.0177
2013-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,37.7433,37.7433
2013-06-30,0.41630,0.60020,,-1.33560,-0.00290,-1.33840,-1.33840,-1.33840,-1.33840,-1.31360,-1.33560,0.04680,0.04680,-28.00000,-28.00000,24.64030,,0.00640,-20.25550,-22.15010,-19.50530,-20.25530,134.31850,-11.7045,-11.7045
2013-03-31,0.43380,0.16020,,-0.66810,0.37590,-0.29230,-0.29230,-0.29230,-0.29230,-0.62460,-0.66810,0.03980,0.03980,-8.00000,-8.00000,6.20890,,0.00160,-12.82500,-17.24750,-11.25240,-12.82190,18.34460,-26.03880,-26.03880
2012-12-31,0.57850,,,-0.81480,,-2.21840,,-2.21840,-2.21840,,,0.03960,0.03960,-56.00000,-56.00000,0.95610,,0.01380,-411.04920,3475.84400,-75.86530,-410.63480,4.53110,-16.6778,-16.6778
2012-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,35.229,36.1826
2012-06-30,0.35300,0.14850,,-0.63470,0.17400,-0.46080,-0.46080,-0.46080,-0.46080,-0.48670,-0.63470,0.03500,0.03500,-12.00000,-12.00000,0.78860,,0.25060,-261.09500,98.82480,-17.73870,-260.26980,1.50200,-27.4506,-28.0832
2012-03-31,0.35120,0.39540,,-0.90750,-0.50480,-1.41230,-1.41230,-1.41230,-1.41230,-0.81200,-0.90750,0.10410,0.10410,-12.00000,-12.00000,0.46410,,-0.06960,203.34900,104.10530,-73.29660,203.51300,-6.65650,-7.77840,-8.09940
2011-12-31,0.33620,,,-0.49720,,0.35070,,0.35070,0.35070,,,0.10010,0.13290,4.00000,4.00000,0.24270,,,-10.15890,-8.48400,16.91530,-10.16060,-33.24290,-1.6873,-1.9387
2011-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,6.0025,5.2922
2011-06-30,0.12100,0.10550,,-0.30150,-2.83600,-3.13750,-3.13750,-3.13750,-3.13750,-0.28070,-0.30150,0.09930,0.09930,-32.00000,-32.00000,2.80070,,,88.76110,73.72150,-189.86800,88.77510,-35.60700,-2.3131,-2.3131
2011-03-31,0.06450,0.08770,,-0.21590,0.05900,-0.15690,-0.15690,-0.15690,-0.15690,-0.17420,-0.21590,0.09930,0.09930,0.00000,0.00000,3.50570,,-0.00390,36.18950,13.36290,-8.15660,36.23620,-4.36280,-3.68940,-2.97910
2010-12-31,0.21850,,,-0.35030,,-0.44880,,-0.44880,-0.44880,,,0.08900,,-4.00000,0.00000,2.50440,,-0.00920,60.34630,29.84020,-28.13470,60.39170,-7.48660,0,0
2010-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,4.1399,4.1399
2010-06-30,0.01450,0.34010,,-0.35460,0.18300,-0.17660,-0.17660,-0.17660,-0.17660,-0.35460,-0.35460,0.08850,0.08850,0.00000,0.00000,4.10320,-0.03520,-0.04550,12.28000,7.89260,-11.67990,12.71670,-16.24270,-1.1709,-1.1709
2010-03-31,0.05310,0.12080,,-0.17380,0.02000,-0.15380,-0.15380,-0.15380,-0.15380,-0.17380,-0.17380,0.08660,0.08660,0.00000,0.00000,4.00740,-0.04130,-0.05620,10.37020,6.73810,-9.27160,10.80280,-16.76240,-2.96900,-2.96900
2009-12-31,0.00580,,,-0.15850,,-0.16680,,-0.16680,-0.16680,,,0.06530,0.06530,-4.00000,-4.00000,1.51610,0.05180,0.30060,-16.33360,-75.28720,-11.50120,-15.47890,12.57220,-2.0966,-2.0966
2009-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,4.8409,4.8409
2009-06-30,,0.21660,,-0.21660,-0.01240,-0.22900,-0.22900,-0.22900,-0.22900,-0.21660,-0.21660,0.06310,0.06310,-4.00000,-4.00000,1.74200,0.23870,0.63110,-58.56330,-173.47190,-16.98690,-23.55790,11.72420,-3.186,-3.186
2009-03-31,,0.02880,-0.41170,-0.44040,-0.00180,-0.44230,-0.44230,-0.44230,-0.44230,-0.44040,-0.44040,0.06310,0.06310,-8.00000,-8.00000,0.03750,1.27710,-9.76560,691.00710,65.81130,-62.20140,-191.45110,-1.01400,-1.65490,-1.65490
