Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,147.33500,147.33500,12.35200,-6.54400,124.31300,0.07600,124.38900,26.48900,97.90000,97.90000,97.90000,128.43900,124.31300,23.22300,23.22900,4.21670,4.21330,84.37440,84.37440,84.42600,66.44720,0.17200,13.45010,13.45010,11.42930,13.45010,31.32670,4.63800,4.48550
2021-12-31,147.17800,147.17800,11.36700,-5.25500,125.86100,-0.30000,125.56100,46.51600,79.04500,79.04500,79.04500,130.55600,125.86100,23.25600,23.25600,3.40000,3.40000,85.51620,85.51620,85.31240,53.70710,0.19260,12.12880,12.12880,10.34530,12.12880,28.04870,3.897,3.6818
2021-09-30,123.69300,123.69300,11.38600,-5.20100,103.24000,0.51300,103.75300,19.91600,83.83700,83.83700,83.83700,107.10600,103.24000,23.25300,23.25300,3.60670,3.60670,83.46470,83.46470,83.87940,67.77830,0.17780,13.94860,13.94860,12.05220,13.94860,25.85790,3.358,3.1206
2021-06-30,95.93200,95.93200,16.11200,-4.69200,71.27000,0.40600,71.67600,14.63000,57.04600,57.04600,57.04600,75.12800,71.27000,23.26800,23.26800,2.45330,2.45330,74.29220,74.29220,74.71540,59.46500,0.15130,10.42550,10.42550,9.00000,10.42550,23.51930,1.8954,1.7655
2021-03-31,84.15500,84.15500,12.78500,-5.51000,62.02200,0.00500,62.02700,11.97500,50.05200,50.05200,50.05200,65.86000,62.02200,23.26800,23.26800,2.15000,2.15000,73.69970,73.69970,73.70570,59.47600,0.13710,9.73900,9.73900,8.15440,9.73900,22.08760,2.25150,2.18920
2020-12-31,74.30300,74.30300,7.39900,-8.05100,55.23100,0.10500,55.33600,10.54600,44.79000,44.79000,44.79000,58.85300,55.23100,23.26800,23.26800,1.92330,1.92330,74.33210,74.33210,74.47340,60.28020,0.13000,9.23160,9.23160,7.83540,9.23160,,1.9416,1.9266
2020-09-30,74.38300,74.38300,9.56100,-4.31400,56.74800,1.28700,58.03500,11.76000,46.27500,46.27500,46.27500,60.50800,56.74800,23.26800,23.26800,1.99000,1.99000,76.29160,76.29160,78.02190,62.21180,0.12370,8.91230,8.91230,7.69730,8.91230,22.31510,2.4811,2.4667
2020-06-30,57.28400,57.28400,11.38500,-7.48100,34.74000,0.18300,34.92300,7.34000,27.58300,27.58300,27.58300,38.41800,34.74000,23.26800,23.26800,1.18670,1.18670,60.64520,60.64520,60.96470,48.15130,0.10350,5.83230,5.83230,4.98250,5.83230,20.32570,1.5253,1.4883
2020-03-31,96.59400,96.59400,13.57900,-9.13800,70.54200,0.82600,71.36800,13.96700,57.40100,57.40100,57.40100,73.87700,70.54200,23.26800,23.26800,2.46670,2.46670,73.02940,73.02940,73.88450,59.42500,0.17740,12.88920,12.88920,10.53910,12.88920,19.13970,2.94990,2.62730
2019-12-31,113.33200,113.33200,14.73800,-6.81400,88.16000,0.91100,89.07100,19.94900,69.12200,69.12200,69.12200,91.78000,88.16000,23.26800,23.26800,2.97330,2.97330,77.78920,77.78920,78.59300,60.99070,0.18950,13.49680,13.49680,11.55550,13.49680,22.01040,2.5171,2.3106
2019-09-30,98.53000,98.53000,11.40100,-10.68000,73.81800,0.94100,74.75900,14.73700,60.02200,60.02200,60.02200,76.44900,73.81800,23.26800,23.26800,2.58000,2.58000,74.91930,74.91930,75.87440,60.91750,0.18880,13.53600,13.53600,11.49860,13.53600,19.05730,2.7614,2.5512
2019-06-30,87.31000,87.31000,9.83600,-13.58100,62.44200,0.43700,62.87900,13.29300,49.58600,49.58600,49.58600,63.89300,62.44200,23.26800,23.26800,2.13000,2.13000,71.51760,71.51760,72.01810,56.79300,0.18830,12.93340,12.93340,10.69560,12.93340,16.47730,2.495,0.7499
2019-03-31,191.32400,191.32400,8.60600,-6.36100,175.15300,0.39300,175.54600,35.54800,139.99800,139.99800,139.99800,176.35700,175.15300,23.28000,23.28000,6.01330,6.01330,91.54780,91.54780,91.75330,73.17330,0.47250,41.94080,41.94080,34.57540,41.94080,14.34580,6.95880,4.53590
2018-12-31,93.20100,93.20100,9.78700,-4.46100,77.88900,0.39000,78.27900,15.59900,62.68000,62.68000,62.68000,78.95300,77.88900,23.36100,23.36100,2.69330,2.69330,83.57100,83.57100,83.98940,67.25250,0.32690,25.61600,25.61600,21.98720,25.61600,10.50810,2.7659,2.1415
2018-09-30,73.16800,73.16800,5.24000,-4.26300,62.95900,0.23600,63.19500,12.43300,50.76200,50.76200,50.76200,63.66500,62.95900,23.36100,23.36100,2.17330,2.17330,86.04720,86.04720,86.36970,69.37730,0.33300,26.02650,26.02650,23.10500,26.02650,8.35430,1.7888,1.4255
2018-06-30,73.84400,73.84400,4.84800,-3.00800,65.50500,0.16000,65.66500,13.16200,52.50300,52.50300,52.50300,65.98800,65.50500,23.40900,23.40900,2.24330,2.24330,88.70730,88.70730,88.92400,71.09990,0.41800,34.37590,34.37590,29.71800,34.37590,6.53290,1.9071,0.9819
2018-03-31,60.00700,60.00700,3.24300,-1.95300,54.48100,0.13000,54.61100,10.82000,43.79100,43.79100,43.79100,54.81100,54.48100,23.45400,23.45400,1.86670,1.86670,90.79110,90.79110,91.00770,72.97650,0.44480,39.61480,39.61480,32.45800,39.61480,4.71920,1.90460,1.36770
2017-12-31,39.95700,39.95700,2.53800,-0.98400,36.37200,0.08300,36.45500,11.83500,24.62000,24.62000,24.62000,36.43500,36.37200,23.56500,23.56500,1.05670,1.05670,91.02790,91.02790,91.23560,61.61630,0.33290,23.42580,23.42580,20.51070,23.42580,4.47870,1.186,0.7287
2017-09-30,51.97700,51.97700,1.18200,-1.28000,49.30600,0.01800,49.32400,16.32200,33.00200,33.00200,33.00200,49.51500,49.30600,23.55600,23.55600,1.40000,1.40000,94.86120,94.86120,94.89580,63.49350,0.44930,48.64750,48.64750,28.52710,48.64750,2.88470,1.3172,1.1316
2017-06-30,32.29300,32.29300,0.85100,-0.97800,30.37900,0.00600,30.38500,10.03500,20.35000,20.35000,20.35000,30.46400,30.37900,23.64600,23.64600,0.86000,0.86000,94.07300,94.07300,94.09160,63.01680,0.41850,41.90550,41.90550,26.37430,41.90550,2.05970,0.4522,0.38
2017-03-31,30.40700,30.40700,0.72600,-0.77200,28.89000,0.00700,28.89700,9.63800,19.25900,19.25900,19.25900,28.90900,28.89000,23.75700,23.75700,0.81000,0.81000,95.01100,95.01100,95.03400,63.33740,0.42650,44.60780,44.60780,27.01480,44.60780,1.82220,1.02640,0.94710
2016-12-31,23.76080,23.76080,0.25310,0.46000,23.92470,-0.03430,23.89040,7.94800,15.94240,15.94240,15.94240,23.94910,23.92470,23.96700,23.96700,0.67000,0.67000,100.68980,100.68980,100.54550,67.09540,0.38050,33.47560,33.47560,25.52670,33.47560,2.00260,0.4506,0.4253
2016-09-30,14.26580,14.26580,0.67630,-0.49720,13.09220,0.00750,13.09970,4.17030,8.92940,8.92940,8.92940,13.09790,13.09220,23.95500,23.95500,0.37330,0.37330,91.77350,91.77350,91.82600,62.59340,0.26150,20.87120,20.87120,16.36540,20.87120,1.79360,0.4877,0.483
2016-06-30,16.19030,16.19030,0.69840,-0.39420,15.09760,0.00580,15.10350,4.98040,10.12310,10.12310,10.12310,15.10330,15.09760,24.14700,24.14700,0.42000,0.42000,93.25130,93.25130,93.28740,62.52600,0.30220,22.30980,22.30980,18.89360,22.30980,1.88710,0.3064,0.3018
2016-03-31,11.89220,11.89220,0.74910,-0.34660,10.79650,0.00590,10.80240,3.52240,7.28010,7.28010,7.28010,10.80380,10.79650,24.29400,24.29400,0.30000,0.30000,90.78650,90.78650,90.83640,61.21720,0.22560,16.71540,16.71540,13.80940,16.71540,1.79990,0.46420,0.45880
2015-12-31,14.71500,14.71500,0.28180,-1.06890,13.33940,0.00580,13.34520,4.34960,8.99550,8.99550,8.99560,13.35060,13.33940,24.59400,24.59400,0.37670,0.37670,90.65160,90.65160,90.69070,61.13180,0.29180,19.68880,19.68880,17.83570,19.68880,1.87600,0.2792,0.2747
2015-09-30,18.17950,18.17950,0.59100,-0.36260,17.22590,0.00730,17.23320,5.77190,11.46140,11.46140,11.46140,17.23040,17.22590,24.57300,24.57300,0.46670,0.46670,94.75480,94.75480,94.79490,63.04560,0.35140,25.69060,25.69060,22.15620,25.69060,1.81930,0.5256,0.5227
2015-06-30,11.78790,11.78790,0.50380,-0.34230,10.94180,0.00730,10.94900,3.53300,7.41600,7.41600,7.41600,10.94630,10.94180,24.73200,24.73200,0.30000,0.30000,92.82230,92.82230,92.88390,62.91220,0.26120,19.30450,19.30450,16.43050,19.30450,1.55930,-0.0694,-0.0694
2015-03-31,34.73270,34.73270,0.60750,-0.37630,33.74890,0.00670,33.75560,11.58950,22.16610,22.16610,22.16610,33.75370,33.74890,24.89400,24.89400,0.89000,0.89000,97.16770,97.16770,97.18700,63.81920,0.62970,55.62840,55.62840,40.19000,55.62840,1.60610,1.28000,1.27940
2014-12-31,13.29100,13.29100,0.16520,-0.90960,12.19650,0.00780,12.20060,3.96570,8.23490,8.23490,8.23490,12.19860,12.19650,25.19100,25.19100,0.33330,0.33330,91.76500,91.76500,91.79540,61.95830,0.40150,30.81940,30.81940,24.87700,30.81940,1.07020,0.3862,0.3862
2014-09-30,14.75270,14.75270,0.44420,-0.43370,13.87480,,13.87860,4.51250,9.36600,9.36600,9.36600,13.88050,13.87480,25.21800,25.21800,0.37000,0.37000,94.04910,94.04910,94.07450,63.48690,0.44590,33.15700,33.15700,28.31080,33.15700,1.12330,0.3691,0.3689
2014-06-30,15.57990,15.57990,0.42260,-0.44770,14.70950,0.00340,14.71290,4.79870,9.91420,9.91420,9.91420,14.71580,14.70950,25.32000,25.32000,0.39000,0.39000,94.41360,94.41360,94.43530,63.63440,0.49640,37.96890,37.96890,31.58550,37.96890,1.03370,0.3891,0.388
2014-03-31,11.57860,11.57860,0.51570,-0.42670,10.63620,0.00330,10.63960,3.38960,7.24990,7.24990,7.24990,10.64190,10.63620,25.35300,25.35300,0.28670,0.28670,91.86080,91.86080,91.88970,62.61480,0.41400,36.01810,36.01810,25.92480,36.01810,0.79440,0.39790,0.39790
2013-12-31,12.50060,12.50060,0.12340,-1.21870,11.14220,0.00310,11.14530,3.62620,7.51910,7.51910,7.51910,11.14520,11.14220,25.80300,25.80300,0.29330,0.29330,89.13330,89.13330,89.15790,60.15000,0.55910,41.93670,41.93670,33.63210,41.93670,0.70540,0.1862,0.1854
2013-09-30,14.93390,14.93390,0.49330,-0.33940,14.10120,0.00270,14.10390,4.67280,9.43110,9.43110,9.43110,14.10530,14.10120,25.80900,25.80900,0.36670,0.36670,94.42410,94.42410,94.44250,63.15260,0.61040,54.53590,54.53590,38.54950,54.53590,0.67410,0.564,0.564
2013-06-30,9.95080,9.95080,0.52010,-0.38410,9.04660,0.00310,9.04970,2.91920,6.13040,6.13040,6.13040,9.05170,9.04660,26.06100,26.06100,0.23670,0.23670,90.91280,90.91280,90.94400,61.60740,0.46660,38.39440,38.39440,28.74570,38.39440,0.61560,0.2096,0.2091
2013-03-31,6.72380,6.72380,0.64160,-0.24160,5.84060,0.00310,5.84370,1.70590,4.13780,4.13780,4.13780,5.84470,5.84060,26.26500,26.26500,0.15670,0.15670,86.86540,86.86540,86.91100,61.54040,0.29950,26.06480,26.06480,18.43130,26.06480,0.60650,0.20540,0.20540
2012-12-31,7.27240,7.27240,0.19130,-0.85050,6.21410,0.00440,6.21850,2.10470,4.11380,4.11380,4.11380,6.22100,6.21410,26.81700,26.81700,0.16000,0.16000,85.44790,85.44790,85.50880,56.56760,0.34320,26.37700,26.37700,19.41670,26.37700,0.59110,0.1884,0.1882
2012-09-30,7.03850,7.03850,0.42800,-0.24530,6.36520,0.00480,6.37000,2.05890,4.31110,4.31110,4.31110,6.36820,6.36520,26.82000,26.82000,0.16000,0.16000,90.43400,90.43400,90.50220,61.25030,0.27910,22.02850,22.02850,17.09730,22.02850,0.73310,0.1602,0.1602
2012-06-30,8.70170,8.70170,0.53070,-0.21990,7.95110,0.00500,7.95610,2.67140,5.28470,5.28470,5.28470,7.95460,7.95110,27.07800,27.07800,0.19670,0.19670,91.37380,91.37380,91.43130,60.73130,0.34310,26.80550,26.80550,20.83620,26.80550,0.73210,0.0808,0.0805
2012-03-31,9.57490,9.57490,0.55820,-0.24360,8.77310,0.00520,8.77830,2.84000,5.93830,5.93830,5.93830,8.77610,8.77310,27.36600,27.36600,0.21670,0.21670,91.62610,91.62610,91.68040,62.01910,0.34070,30.32570,30.32570,21.12700,30.32570,0.72000,0.31310,0.31220
2011-12-31,11.23440,11.23440,-0.05320,-1.27040,10.00460,0.00520,10.00980,3.44940,6.56030,6.56030,6.56030,10.00790,10.00460,28.01100,28.01100,0.24000,0.24000,89.05320,89.05320,89.09960,58.39530,0.40950,31.92810,31.92810,23.91470,31.92810,0.74650,0.2602,0.26
2011-09-30,8.55580,8.55580,0.47030,-0.24200,7.84350,0.00460,7.84810,2.58920,5.25890,5.25890,5.25890,7.84660,7.84350,28.02000,28.02000,0.18670,0.18670,91.67510,91.67510,91.72870,61.46640,0.34150,27.83100,27.83100,20.99070,27.83100,0.67820,0.2268,0.2268
2011-06-30,8.79460,8.79460,0.55200,-0.23450,8.00820,0.00440,8.01260,2.59660,5.41590,5.41590,5.41590,8.01130,8.00820,28.29600,28.29600,0.19330,0.19330,91.05770,91.05770,91.10770,61.58250,0.36220,30.66640,30.66640,22.30240,30.66640,0.62750,0.1447,0.1441
2011-03-31,5.71580,5.71580,0.60520,-0.22950,4.88120,0.00430,4.88550,1.52590,3.35960,3.35960,3.35960,4.88430,4.88120,28.55400,28.55400,0.11670,0.11670,85.39800,85.39800,85.47400,58.77720,0.23170,20.62500,20.62500,13.61690,20.62500,0.57340,0.22270,0.22270
2010-12-31,5.46040,5.46040,-0.20840,-1.53300,4.12050,0.00490,4.12530,1.29280,2.83250,2.83250,2.83250,4.12640,4.12050,29.04000,29.04000,0.10000,0.10000,75.46000,75.46000,75.54900,51.87370,0.21850,15.47640,15.47640,11.33500,15.47640,0.63900,0.1067,0.1068
2010-09-30,3.88580,3.88580,0.49750,-0.18520,3.20310,0.00860,3.21170,0.98350,2.22820,2.22820,2.22820,3.20610,3.20310,29.04300,29.04300,0.07670,0.07670,82.43110,82.43110,82.65120,57.34120,0.15330,11.88070,11.88070,8.79180,11.88070,0.64900,0.0585,0.0584
2010-06-30,6.47450,6.47450,0.69800,-0.18860,5.58800,0.00610,5.59400,1.78850,3.80550,3.80550,3.80550,5.59100,5.58800,29.30100,29.30100,0.13000,0.13000,86.30690,86.30690,86.40070,58.77710,0.24460,19.88520,19.88520,14.37630,19.88520,0.65630,0.118,0.1181
2010-03-31,4.24520,4.24520,0.55380,-0.20450,3.48690,0.00620,3.49320,1.05070,2.44250,2.44250,2.44250,3.49040,3.48690,29.58000,29.58000,0.08330,0.08330,82.13890,82.13890,82.28530,57.53500,0.16380,13.76560,13.76560,9.42270,13.76560,0.60310,0.11960,0.11900
2009-12-31,3.63480,3.63480,-0.01980,-1.10380,2.50870,0.00740,2.51610,0.74670,1.76930,1.76930,1.76930,2.53280,2.50870,30.05400,30.05400,0.06330,0.06330,69.01820,69.01820,69.22200,48.67790,0.13570,8.97960,8.97960,6.60510,8.97960,0.66380,0.1027,0.1027
2009-09-30,3.35830,3.35830,0.40650,-0.15720,2.79450,0.01190,2.80640,0.85270,1.95370,1.95370,1.95370,2.80050,2.79450,30.06000,30.06000,0.06330,0.06330,83.21410,83.21410,83.56710,58.17590,0.12390,9.62370,9.62370,7.20840,9.62370,0.67810,0.0524,0.0523
2009-06-30,4.24280,4.24280,0.58910,-0.16210,3.49170,0.01710,3.50880,1.07990,2.42880,2.42880,2.42880,3.49770,3.49170,30.27900,30.27900,0.08000,0.08000,82.29630,82.29630,82.69850,57.24610,0.14990,11.68610,11.68610,8.58210,11.68610,0.68920,0.1038,0.1038
2009-03-31,1.84900,1.84900,0.54290,-0.10960,1.19640,0.01710,1.21350,0.45140,0.76220,0.76220,0.76220,1.20240,1.19640,30.53400,30.53400,0.02330,0.02330,64.70770,64.70770,65.63250,41.22020,0.06670,3.72040,3.72040,2.74840,3.72040,0.67450,0.05360,0.05300
