Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-12-31,0.31710,3.12430,-3.44350,0.01250,-3.43100,-3.43100,-3.43100,-3.43100,-3.44150,-3.44350,0.34430,0.34430,-9.60000,-9.60000,22.81220,,-38.63290,-40.35720,-37.01650,-38.63290,23.31010,-6.8456,-6.8781
2018-09-30,0.48970,1.70590,-2.19730,0.01120,-2.18610,-2.18610,-2.18610,-2.18610,-2.19560,-2.19730,0.36690,0.36690,-6.00000,-6.00000,18.90590,,-20.85180,-21.52090,-19.78480,-20.85180,27.82180,-3.2275,-3.235
2018-06-30,0.11300,5.92200,-6.03610,-0.02510,-6.06120,-6.06120,-6.06120,-6.06120,-6.03490,-6.03610,0.33770,0.33770,-18.00000,-18.00000,41.72580,,-48.14170,-49.40980,-47.01930,-48.14170,36.23910,-9.1195,-9.1397
2018-03-31,0.05160,0.63410,-0.68660,-0.00740,-0.69400,-0.69400,-0.69400,-0.69400,-0.68570,-0.68660,0.29350,0.29350,-2.40000,-2.40000,0.04090,-6.66320,1655.69900,198.58850,-50.05850,1655.73400,-0.14260,-0.69420,-0.69920
2017-12-31,0.06110,0.60260,-0.66470,-0.00190,-0.66660,-0.66660,-0.66660,-0.66660,-0.66370,-0.66470,0.28750,0.28750,-2.40000,-2.40000,0.23300,,-155.53480,-512.73470,-52.92270,-155.53460,1.46250,-0.8144,-0.8143
2017-09-30,0.05550,0.65880,-0.71510,0.00000,-0.71510,-0.71510,-0.71510,-0.71510,-0.71430,-0.71510,0.29090,0.29090,-2.40000,-2.40000,1.01390,,-82.18300,-124.55050,-56.45000,-82.05150,98.47730,-2.1359,-2.136
2017-06-30,0.10500,1.07540,-1.18120,0.00000,-1.18120,-1.18120,-1.18120,-1.18120,-1.18040,-1.18120,0.28700,0.28700,-4.00000,-4.00000,,,,,,,,-2.321,-2.3319
2017-03-31,0.06840,0.68230,-0.75130,,-0.75130,-0.75130,-0.75130,-0.75130,-0.75070,-0.75130,0.28450,0.28450,-2.80000,-2.80000,,,,,,,,-2.28210,-2.29170
2016-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,49.9525,49.9525
2016-09-30,0.08990,0.62970,-0.71990,,-0.71990,-0.71990,-0.71990,-0.71990,-0.71990,-0.71990,0.00800,0.00800,-90.00000,-90.00000,,,,,,,,-49.9525,-49.9525
