Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,0.58000,0.11600,0.46400,0.08700,,0.08700,0.37700,0.01900,0.39600,,0.39600,0.39600,,0.39600,0.37700,0.37700,80.95140,80.95140,0.00440,0.00440,3.92560,,80.00000,65.00000,65.00000,68.27590,68.27590,0.07100,,1.13730,79.13790,5.05360,40.28480,4.84580,5.05360,,1.1731,1.1731
2018-12-31,,,,-5.87420,,,163.27820,0.94100,79.76030,,79.27230,79.27230,,-42.15880,163.27820,78.81920,3.69200,3.69200,-29.96000,-29.96000,0.22760,,,,,,,,,,,-357.30310,-357.30310,1577.62700,-357.30310,-6.01170,-1.1731,-1.1731
2018-09-30,28.65300,28.25200,0.40100,1.80000,,1.80000,-1.39900,-0.37200,-1.77100,-0.05100,-1.72000,-1.72000,,-1.72000,-1.39900,-1.39900,36.92160,36.92160,-0.04000,-0.04000,0.93760,0.35820,1.39950,-4.88260,-4.88260,-6.18090,-6.00290,0.40620,34.53790,2.96090,30.39580,-8.46290,8.34100,-2.43820,-8.46290,,0,0
2018-06-30,26.25900,26.01300,0.24600,3.02500,,76.84200,-76.59600,-0.40900,-77.00500,-0.37300,-76.63200,-76.63200,,-76.63200,-76.59600,-76.59600,36.92240,36.92240,-2.00000,-2.00000,0.95410,0.34360,0.93680,-291.69430,-291.69430,-293.25180,-291.83140,0.36340,28.83930,2.96480,30.35650,-335.10600,385.04680,-106.06360,-335.10580,,0,0
2018-03-31,29.54700,29.32200,0.22500,2.85800,,2.85800,-2.63300,-0.16000,-2.79300,-0.06400,-2.72900,-2.72900,,-2.72900,-2.63300,-2.63300,3.69060,3.69060,0.00000,0.00000,0.68630,0.07600,0.76150,-8.91120,-8.91120,-9.45270,-9.23610,0.20320,49.78270,3.52760,25.51330,-2.60310,14.76570,-1.87690,-2.60310,,0.00000,
2017-12-31,21.34560,21.18680,0.15880,5.52430,,152.54270,-152.38390,-0.24720,-152.63120,-5.36820,-147.26300,-147.26300,,-147.26300,-152.38390,-152.38390,3.69040,3.69040,-43.88000,-43.88000,0.61630,0.07420,0.74380,-713.89070,-713.89090,-715.04910,-689.90010,0.15680,39.33240,6.47660,13.89630,-142.21450,940.70640,-108.16880,-142.21460,28.05890,-2.6756,-2.8764
2017-09-30,27.14600,26.99600,0.15000,5.02000,,5.02000,-4.87000,-0.08700,-4.95700,-0.49300,-4.46400,-4.46400,,-4.46400,-4.87000,-4.87000,36.90360,36.90360,-0.12000,-0.12000,0.87430,0.03060,0.55260,-17.94000,-17.94000,-18.26050,-16.44440,0.09330,74.57460,2.41280,37.30160,-1.81900,26.17720,-1.53380,-1.81900,,0,0
2017-06-30,20.56300,20.42900,0.13400,5.65800,,5.65800,-5.52400,-0.06700,-5.59100,-0.49900,-5.09200,-5.09200,,-5.09200,-5.52400,-5.52400,36.90140,36.90140,0.00000,0.00000,0.82460,,0.65170,-26.86380,-26.86380,-27.18960,-24.76290,0.07480,78.87650,4.99470,18.01930,-2.07810,34.79330,-1.85340,-2.07810,,0,0
2017-03-31,19.68200,19.57600,0.10600,5.70100,,5.70100,-5.59500,0.01800,-5.57700,-0.49700,-5.08000,-5.08000,,-5.08000,-5.59500,-5.59500,3.68990,3.68990,0.00000,0.00000,0.75220,,0.53860,-28.42700,-28.42700,-28.33550,-25.81040,0.07170,58.26190,5.20410,17.29400,-2.06500,43.09110,-1.84960,-2.06500,,0.00000,
2016-12-31,20.89020,20.19980,0.69040,9.84050,,9.84050,-9.15010,0.04250,-9.10760,-0.62350,-8.48410,-8.48410,,-8.48410,-9.15010,-9.15010,3.68520,3.68520,-4.84440,-4.84440,0.87770,,3.30470,-43.80100,-43.80100,-43.59760,-40.61310,0.07620,90.11820,12.69740,7.08810,-3.41560,92.07710,-3.09590,-3.41560,67.30650,-1.581,-2.0858
2016-09-30,19.83600,19.98100,-0.14500,7.80100,,7.80100,-7.94600,0.00500,-7.94100,-0.53000,-7.41100,-7.41100,,-7.41100,-7.94600,-7.94600,3.69050,3.69050,-2.00000,-2.00000,1.09150,,-0.73100,-40.05850,-40.05850,-40.03330,-37.36140,0.06280,13.09370,8.01450,11.22960,-2.67380,141.18900,-2.34510,-2.67380,,0,0
2016-06-30,15.17600,15.22100,-0.04500,5.60400,,5.60400,-5.64900,0.00500,-5.64400,-0.54000,-5.10400,-5.10400,,-5.10400,-5.64900,-5.64900,3.69050,3.69050,0.00000,0.00000,1.30660,,-0.29650,-37.22330,-37.22330,-37.19030,-33.63210,0.04720,10.41820,5.64370,15.94690,-1.79210,728.08270,-1.58700,-1.79210,,0,0
2016-03-31,17.29900,17.45500,-0.15600,4.69100,,4.69100,-4.84700,0.01300,-4.83400,-0.54000,-4.29400,-4.29400,,-4.29400,-4.84700,-4.84700,3.69050,3.69050,-1.15560,-1.15560,1.58610,,-0.90180,-28.01900,-28.01900,-27.94380,-24.82220,0.05190,17.38550,3.10180,29.01500,-1.42970,-319.26350,-1.28730,-1.42970,,0.00000,
2015-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2015-06-30,6.01500,1.28000,4.73500,19.76000,,19.76000,-15.02500,0.04000,-14.99000,-0.12000,-14.87000,-14.88600,0.00000,-14.88600,-15.02500,-15.02500,2.03930,2.03930,-7.33330,-7.33330,0.54900,,78.47050,-249.79220,-249.79220,-249.21030,-247.48130,0.01350,25.60000,1.85650,48.47880,,30.66120,-3.32990,-4.24830,,0,0
2015-03-31,7.61100,1.27000,6.34100,13.72000,,13.72000,-7.37900,-0.01000,-7.39000,,-7.39000,-7.39400,0.00000,-7.39400,-7.37900,-7.37900,0.75970,0.75970,-12.66700,-12.66700,0.11260,,83.30050,-96.95180,-96.95180,-97.09630,-97.14890,0.44820,,5.99290,15.01770,2.94650,5.94090,-43.54540,6.32070,,0.00000,
2014-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2014-03-31,5.51700,,5.51700,,,,5.51700,,5.51700,,5.51700,-10.11800,0.00000,-10.11800,5.51700,5.51700,0.75970,0.75970,-28.00000,-28.00000,,,100.00000,100.00000,100.00000,100.00000,-183.39680,,,,,,,,,,0.00000,
2013-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
