Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,3.49030,0.07800,3.41230,2.08730,,3.42940,-0.01710,-3.45910,-3.47620,0.60490,-4.08110,-4.08110,-4.08110,-0.01710,-0.01710,7.73000,7.73000,-0.52800,-0.52800,0.07270,-30.73200,97.76520,-0.48990,-0.48990,-99.59600,-116.92690,0.02880,1.16220,77.43720,112.40850,112.40840,-3.37220,112.40840,-0.54490,0.917,0.9251
2020-06-30,4.39160,0.08820,4.30340,2.91610,,4.91850,-0.61510,-14.18610,-14.80120,-1.28350,-13.51770,-13.51770,-13.51770,-0.61510,-0.61510,7.73000,7.73000,-1.74800,-1.74800,0.07220,337.60750,97.99160,-14.00630,-14.00630,-337.03430,-307.80810,0.03560,0.70160,128.27190,-4049.62900,-4049.62500,-10.97290,-4049.64100,0.04320,-0.0621,-0.054
2020-03-31,4.77720,0.08020,4.69700,1.57970,,3.75000,0.94700,-13.83780,-12.89080,-2.71240,-10.17840,-10.17840,-10.17840,0.94700,0.94700,7.73000,7.73000,-1.31600,-1.31600,0.09100,8.12050,98.32120,19.82330,19.82330,-269.84010,-213.06200,0.03510,0.89300,100.78560,-74.49120,-74.49120,-7.48840,-74.49120,1.76760,-0.08080,0.32090
2019-12-31,4.88320,0.47750,4.40570,2.23350,,4.68030,-0.27460,-8.63290,-8.90750,-1.86620,-7.04130,-7.04130,-7.04130,-0.27460,-0.27460,7.73000,7.73000,-0.91200,-0.91200,0.11880,4.79990,90.22160,-5.62340,-5.62340,-182.41120,-144.19440,0.03260,0.49120,183.23280,-30.27400,-30.27400,-4.70690,-30.27400,3.00890,0.003,1.2449
2019-09-30,23.98730,0.25590,23.73140,1.62990,,4.59990,19.13150,-29.62020,-10.48870,-2.25730,-8.23140,-8.23140,-8.23140,19.13150,19.13150,7.72940,7.72940,-1.06400,-1.06400,0.14180,3.90760,98.93320,79.75680,79.75680,-43.72610,-34.31570,0.14360,1.77550,50.68930,-27.33180,-27.33180,-4.92840,-27.33180,3.42390,0.2233,0.6524
2019-06-30,7.16170,0.01000,7.15170,1.64220,,4.61220,2.53950,-2.64500,-0.10550,-0.02790,-0.07760,-0.07760,-0.07760,2.53950,2.53950,7.72940,7.72940,-0.01000,-0.01000,0.20440,3.20870,99.86040,35.45950,35.45950,-1.47310,-1.08350,0.03480,0.32230,279.26810,-0.20180,-0.20180,-0.03770,-0.20180,4.97620,0.3187,0.4612
2019-03-31,7.56690,0.10740,7.45950,1.60260,,4.80330,2.65620,-4.32080,-1.66460,-0.35640,-1.30820,-1.30820,-1.30820,2.65620,2.65620,7.73000,7.73000,-0.17000,-0.17000,0.21930,3.31790,98.58070,35.10290,35.10290,-21.99840,-17.28850,0.03530,0.39040,230.50870,-3.30760,-3.30760,-0.61100,-3.30760,4.49710,0.51190,0.87290
2018-12-31,6.39600,-1.20260,7.59860,3.16640,,6.38300,1.21560,-4.94660,-3.73100,0.10270,-3.83370,-3.83370,-3.83370,1.21560,1.21560,7.24630,7.24630,-0.51600,-0.51600,0.16310,3.17510,118.80240,19.00560,19.00570,-58.33330,-59.93900,0.02950,0.33280,270.42360,-9.28530,-9.48360,-1.76540,-9.28530,5.34170,0.4227,-2.2341
2018-09-30,5.05180,0.24530,4.80650,2.05360,,5.38180,-0.57530,-5.14050,-5.71580,-1.23210,-4.48370,-4.48370,-4.48370,-0.57530,-0.57530,7.08350,7.08350,-0.63200,-0.63200,0.18410,3.25260,95.14430,-11.38800,-11.38800,-113.14380,-88.75450,0.02220,0.26280,342.47490,-10.39840,-10.39840,-1.96700,-10.39840,6.08730,0.4733,4.641
2018-06-30,7.78350,1.50210,6.28140,0.54630,,3.69670,2.58470,-2.66330,-0.07860,0.00250,-0.08110,-0.08110,-0.08110,2.58470,2.58470,7.08350,7.08350,-0.01200,-0.01200,0.19860,3.10150,80.70150,33.20740,33.20740,-1.00980,-1.04190,0.03170,0.30870,291.59030,-0.17040,-0.17040,-0.03310,-0.17040,6.71880,0.9374,-1.9447
2018-03-31,7.88510,0.09120,7.79390,2.12650,,5.06840,2.72550,-2.25410,0.47140,0.15410,0.31730,0.31730,0.31730,2.72550,2.72550,7.08500,7.08500,0.04400,0.04400,0.24000,2.80530,98.84340,34.56520,34.56520,5.97840,4.02400,0.03490,0.34440,261.30370,0.66540,0.66540,0.14030,0.66540,6.73170,0.64250,1.15660
2017-12-31,11.17970,0.84300,10.33670,3.45620,,6.44410,3.89260,-2.73570,1.15690,-4.86060,6.01750,6.01750,6.01750,3.89260,3.89260,7.24790,7.24790,0.83400,0.83400,0.24560,3.07390,92.45950,34.81850,34.81850,10.34820,53.82520,0.04730,0.40820,220.46650,12.70410,12.70410,2.54540,12.70410,6.68690,0.1238,1.5678
2017-09-30,8.33920,0.16920,8.17000,2.10520,,5.26380,2.90620,-2.21220,0.69400,0.30950,0.38450,0.38450,0.38450,2.90620,2.90620,7.08350,7.08350,0.05400,0.05400,0.22630,3.72930,97.97100,34.84990,34.84990,8.32210,4.61080,0.03370,0.29290,307.31150,0.92990,0.92990,0.15520,0.92990,5.83740,0.6574,-0.5705
2017-06-30,8.08110,0.40530,7.67580,1.99650,,4.93950,2.73630,-2.19710,0.53920,0.18350,0.35570,0.35570,0.35570,2.73630,2.73630,7.08350,7.08350,0.05000,0.05000,0.24370,3.59900,94.98460,33.86050,33.86050,6.67240,4.40160,0.03340,0.31970,281.55030,0.86830,0.86830,0.14720,0.86830,5.78310,0.6797,-2.2432
2017-03-31,7.95380,1.50680,6.44700,0.85800,,3.79410,2.65290,-1.61030,1.04260,0.40110,0.64150,0.64150,0.64150,2.65290,2.65290,7.75020,7.75020,0.08200,0.08200,0.25990,3.18290,81.05560,33.35390,33.35390,13.10820,8.06530,0.03580,0.25790,348.96640,1.57970,1.57970,0.28890,1.57970,5.73290,0.54940,0.61700
2016-12-31,7.72540,0.71400,7.01140,1.66740,,4.52390,2.48750,-2.47900,0.00850,0.04880,-0.04030,-0.04030,-0.04030,2.48750,2.48750,7.83350,7.83350,-0.00600,-0.00600,0.18680,2.96090,90.75780,32.19900,32.19900,0.11000,-0.52170,0.03530,0.35910,250.64030,-0.09480,-0.09480,-0.01840,-0.09480,5.42540,0.0674,-0.0494
2016-09-30,7.44380,0.75070,6.69310,1.63500,,3.96760,2.72550,-1.91140,0.81410,0.28440,0.52970,0.52970,0.52970,2.72550,2.72550,7.83350,7.83350,0.06800,0.06800,0.19640,2.97630,89.91510,36.61440,36.61440,10.93660,7.11600,0.03320,0.33830,266.06210,1.24520,1.24520,0.23600,1.24520,5.21970,0.3435,-6.1993
2016-06-30,7.31100,1.50110,5.80990,1.82620,,3.69730,2.11260,-1.64790,0.46470,0.16610,0.29860,0.29860,0.29860,2.11260,2.11260,7.83350,7.83350,0.03800,0.03800,0.23350,1.81780,79.46790,28.89620,28.89620,6.35620,4.08430,0.04740,0.48820,184.34550,0.71080,0.71080,0.19350,0.71080,5.15470,0.3315,0.4477
2016-03-31,6.23610,0.31990,5.91620,1.78800,,3.86750,2.04870,-1.36400,0.68470,0.25100,0.43370,0.43370,0.43370,2.04870,2.04870,7.83350,7.83350,0.05600,0.05600,0.19630,2.37860,94.87020,32.85230,32.85230,10.97960,6.95470,0.03540,0.37670,238.90750,1.03970,1.03970,0.24590,1.03970,5.11810,0.70580,1.11960
2015-12-31,12.74700,1.62310,11.12390,1.65190,,3.78260,7.34130,-2.47090,4.87040,1.79530,3.07510,3.07510,3.07510,7.34130,7.34130,7.72000,7.72000,0.39800,0.40200,0.18820,2.60720,87.26680,57.59240,57.59240,38.20820,24.12410,0.07040,0.72470,124.18760,7.44960,7.44960,1.69870,7.44960,5.26850,0.1468,1.5964
2015-09-30,7.79140,0.19730,7.59410,1.94050,,4.22200,3.37210,-1.45890,1.91320,0.65820,1.25500,1.25500,1.25500,3.37210,3.37210,7.71500,7.74000,0.16200,0.16200,0.15520,3.12630,97.46770,43.27980,43.27980,24.55530,16.10750,0.04070,0.48310,186.29310,3.28500,3.28500,0.65600,3.28500,4.95180,0.5033,0.3736
2015-06-30,9.36790,1.45820,7.90970,1.88650,,4.20860,3.70110,-1.61560,2.08550,0.73020,1.35530,1.35530,1.35530,3.70110,3.70110,7.71500,7.77500,0.17600,0.17400,0.13910,3.36320,84.43410,39.50830,39.50830,22.26220,14.46750,0.04760,0.66790,134.74490,3.66810,3.66810,0.68820,3.66810,4.78920,0.3358,0.6106
2015-03-31,8.62740,1.38200,7.24540,1.88710,,4.21490,3.03050,-1.87830,1.15220,0.40000,0.75220,0.75220,0.75220,3.03050,3.03050,7.71630,7.76380,0.09800,0.09600,0.07250,3.54300,83.98130,35.12650,35.12650,13.35510,8.71870,0.04420,1.21000,74.38240,2.11330,2.11330,0.38500,2.11330,4.61350,0.38160,0.52040
2014-12-31,6.19880,1.65860,4.54020,0.51000,,2.19910,2.34110,-1.55880,0.78230,0.27860,0.50370,0.50370,0.50370,2.34110,2.34110,7.71630,7.71630,0.06400,0.06600,0.03260,3.71650,73.24320,37.76700,37.76700,12.62020,8.12580,0.03140,2.91210,30.90500,1.44570,1.44570,0.25480,1.44570,4.51600,0.2278,-3.2849
2014-09-30,6.62550,2.17320,4.45230,2.34130,,4.07280,0.37950,-12.94370,-12.56420,-4.31720,-8.24700,-8.24700,-8.24700,0.37950,0.37950,7.71630,7.71630,-1.06800,-1.06800,0.09330,3.15550,67.19950,5.72790,5.72790,-189.63400,-124.47360,0.03750,1.80450,49.87590,-24.01780,-24.01770,-4.67180,-24.01780,4.45070,-0.2015,-1.3115
2014-06-30,7.87930,1.30230,6.57700,2.49130,,4.50390,2.07310,-8.06120,-5.98810,-2.06770,-3.92040,-3.92040,-3.92040,2.07310,2.07310,7.71630,7.71630,-0.50800,-0.50800,0.14030,2.38250,83.47190,26.31070,26.31070,-75.99790,-49.75570,0.04330,2.10500,42.75610,-9.20630,-9.20630,-2.15300,-9.20630,5.51970,0.0479,0.8052
2014-03-31,8.00290,2.34430,5.65860,1.96160,,3.82740,1.83120,-1.30700,0.52420,0.15450,0.36970,0.36970,0.36970,1.83120,1.83120,7.71630,7.91530,0.04800,0.04600,0.11950,2.25740,70.70690,22.88170,22.88170,6.55010,4.61960,0.04140,1.83200,49.12670,0.79500,0.79500,0.19150,0.79500,6.02780,0.60430,-3.09380
2013-12-31,5.63210,2.07870,3.55340,1.79290,,3.77940,-0.22600,-1.04070,-1.26670,-0.43510,-0.83160,-0.83160,-0.83160,-0.22600,-0.22600,7.71630,7.93520,-0.10800,-0.10400,0.13620,1.68040,63.09190,-4.01270,-4.01270,-22.49070,-14.76540,0.03420,1.08330,83.07910,-1.80250,-1.80250,-0.50510,-1.80250,5.97990,-0.0423,-2.0097
2013-09-30,12.53720,1.41380,11.12340,1.61360,,3.41720,7.70620,-1.32380,6.38240,2.36120,4.02120,4.02120,4.02120,7.70620,7.70620,7.71630,7.95080,0.52200,0.50600,0.18700,1.27810,88.72320,61.46670,61.46670,50.90770,32.07420,0.08230,3.12420,28.80720,7.96400,7.96400,2.63960,7.96400,6.54470,0.228,0.3048
2013-06-30,7.86540,1.33040,6.53500,1.69470,,3.51050,3.02450,-1.00250,2.02200,0.68560,1.33640,1.33640,1.33640,3.02450,3.02450,7.71630,7.94170,0.17400,0.16800,0.21790,1.36980,83.08540,38.45320,38.45320,25.70750,16.99090,0.05010,1.61140,55.85090,2.62900,2.62900,0.85110,2.62900,6.58890,0.2706,0.4069
2013-03-31,12.19690,2.13950,10.05740,1.69920,,3.45640,6.60100,-1.06560,5.53540,1.71750,3.81790,3.81790,3.81790,6.60100,6.60100,7.71630,7.91160,0.49400,0.48200,0.16790,1.35320,82.45870,54.12030,54.12030,45.38370,31.30220,0.07960,2.83060,31.79580,7.64630,7.64630,2.49190,7.64630,6.47200,0.40980,0.39960
2012-12-31,7.98870,0.90760,7.08110,1.96100,,3.56210,3.51900,-0.85780,2.66120,0.87060,1.79060,1.79060,1.79060,3.51900,3.51900,7.71630,7.81530,0.23200,0.23000,0.11610,1.47920,88.63900,44.04970,44.04970,33.31210,22.41420,0.05240,1.68060,53.55140,3.90290,3.90290,1.17470,3.90290,5.94680,1.527,1.1341
2012-09-30,7.08290,0.80740,6.27550,1.73380,,3.28010,2.99540,-1.23390,1.76150,0.64860,1.11290,1.11290,1.11290,2.99540,2.99540,7.71630,7.82530,0.14400,0.14200,0.14160,1.81420,88.60070,42.29060,42.29060,24.86980,15.71250,0.04580,1.56920,57.35280,2.52420,2.52420,0.72010,2.52420,5.71470,0.5789,0.577
2012-06-30,7.50320,1.61260,5.89060,1.48730,,2.98000,2.91060,-1.46340,1.44720,0.48670,0.96050,0.96050,0.96050,2.91060,2.91060,7.71500,7.82000,0.12400,0.12200,0.11700,1.92960,78.50780,38.79150,38.79150,19.28780,12.80120,0.04860,1.65960,54.23130,2.23500,2.23500,0.62210,2.23500,5.57040,0.6154,-1.1699
2012-03-31,6.78330,0.75450,6.02880,1.45330,,2.94010,3.08870,-1.07190,2.01680,0.69180,1.32500,1.32500,1.32500,3.08870,3.08870,7.71500,7.75500,0.17200,0.17000,0.12280,1.71840,88.87710,45.53390,45.53390,29.73180,19.53330,0.04840,1.43310,62.79950,3.15360,3.15360,0.94520,3.15360,5.44590,0.46690,-0.59160
2011-12-31,6.70150,0.70470,5.99680,1.37990,,2.87210,3.12470,-1.02410,2.10060,0.88020,1.22040,1.22040,1.22040,3.12470,3.12470,7.71500,7.71500,0.16000,0.16000,0.09960,1.61400,89.48440,46.62690,46.62690,31.34520,18.21090,0.05120,1.59280,56.50600,2.99920,2.99920,0.93280,2.99920,5.27420,0.429,-0.2404
2011-09-30,6.20150,2.72120,3.48030,1.40670,,2.85180,0.62850,-0.97800,-0.34950,-0.10680,-0.24270,-0.24270,-0.24270,0.62850,0.62850,7.71630,7.71630,-0.03200,-0.03200,0.11320,1.62690,56.12030,10.13460,10.13460,-5.63570,-3.91360,0.04830,1.37900,65.26470,-0.61490,-0.61490,-0.18920,-0.61490,5.11600,0.0006,-0.2587
2011-06-30,6.75520,2.93970,3.81550,1.67220,,3.09500,0.72050,-0.96560,-0.24510,-0.09580,-0.14930,-0.14930,-0.14930,0.72050,0.72050,7.71630,7.71630,-0.02000,-0.02000,0.14110,1.61180,56.48240,10.66590,10.66590,-3.62830,-2.21010,0.05230,1.26490,71.15320,-0.37600,-0.37600,-0.11560,-0.37600,5.14740,0.0175,0.2841
2011-03-31,4.89450,4.56810,0.32640,1.55910,,2.79790,-2.47150,-0.96710,-3.43860,-1.15980,-2.27880,-2.27880,-2.27880,-2.47150,-2.47150,7.71500,7.71500,-0.29600,-0.29600,0.10810,1.62010,6.66870,-50.49550,-50.49550,-70.25440,-46.55840,0.03770,0.97210,92.58720,-5.71680,-5.71680,-1.75540,-5.71680,5.16680,-0.07000,-0.11040
2010-12-31,5.87820,3.13100,2.74720,1.40400,,3.28370,-0.53650,-0.99270,-1.52920,-0.51300,-1.01620,-1.01620,-1.01620,-0.53650,-0.53650,7.71500,7.92000,-0.13200,-0.12800,0.09380,1.55140,46.73540,-9.12690,-9.12690,-26.01480,-17.28760,0.04420,2.93180,30.69820,-2.41150,-2.41150,-0.76400,-2.41150,5.46220,-0.0185,-0.8151
2010-09-30,6.92650,2.25620,4.67030,1.34470,,3.20230,1.46800,-1.10920,0.35880,0.11780,0.24100,0.24100,0.24100,1.46800,1.46800,7.71500,7.91000,0.03200,0.03000,0.10260,1.31690,67.42650,21.19400,21.19400,5.18010,3.47940,0.05510,3.45670,26.03650,0.55840,0.55840,0.19160,0.55840,5.59390,-0.21,-0.21
2010-06-30,9.05010,3.97380,5.07630,1.31090,,3.13310,1.94320,-1.13970,0.80350,0.27580,0.52770,0.52770,0.52770,1.94320,1.94320,7.71500,7.95500,0.06800,0.06600,0.13830,1.31280,56.09110,21.47160,21.47160,8.87840,5.83090,0.06970,3.44440,26.12960,1.22960,1.22960,0.40660,1.22960,5.56260,0.2363,0.2363
2010-03-31,8.84580,1.81150,7.03430,1.24980,,3.08600,3.94830,-1.05700,2.89130,0.99570,1.89560,1.89560,1.89560,3.94830,3.94830,7.71630,7.90610,0.24600,0.24000,0.16600,1.43100,79.52140,44.63470,44.63470,32.68560,21.42940,0.06630,2.71730,33.12150,4.47200,4.47200,1.41990,4.47200,5.49420,0.57610,0.57610
2009-12-31,8.60520,1.23160,7.37360,1.17830,,3.09470,4.27890,-1.34490,2.93740,1.03150,1.90590,1.90590,1.90590,4.27890,4.27890,7.71500,7.81500,0.24800,0.24000,0.07870,1.54550,85.68770,49.72460,49.72460,34.13520,22.14820,0.06510,2.71870,33.10420,4.70680,4.70680,1.44190,4.70680,5.24850,0.5816,-0.0457
2009-09-30,8.67350,2.70190,5.97160,1.03160,,2.94390,3.02770,-1.27570,1.75200,0.60640,1.14560,1.14560,1.14560,3.02770,3.02770,7.71500,7.83500,0.14800,0.14600,0.10690,1.65420,68.84880,34.90750,34.90750,20.19950,13.20810,0.06620,2.49990,36.00210,2.96890,2.96890,0.87370,2.96890,5.00150,0.4786,-0.1611
2009-06-30,8.24140,1.71020,6.53120,1.16490,,3.07270,3.45850,-1.38140,2.07710,0.70940,1.36770,1.36770,1.36770,3.45850,3.45850,7.71500,7.71500,0.17800,0.17800,0.10620,1.69350,79.24870,41.96500,41.96500,25.20320,16.59550,0.06440,3.39290,26.52580,3.65290,3.65290,1.06960,3.65290,4.85300,0.8172,0.8172
2009-03-31,8.04380,1.50530,6.53850,1.33450,,3.24230,3.29620,-1.40970,1.88650,0.64830,1.23820,1.23820,1.23820,3.29620,3.29620,7.71500,7.71500,0.16000,0.16000,0.09870,1.88870,81.28620,40.97820,40.97820,23.45280,15.39320,0.06200,2.09690,42.92000,3.43250,3.43250,0.95400,3.43250,4.67570,0.53670,0.53670
