Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,199.53750,129.38730,70.15020,60.76870,69.41550,0.71210,129.47210,-59.32200,-1.96500,-61.28690,-4.62430,-56.66260,-56.66260,,-55.90170,-59.32200,-59.32190,36.94300,36.94300,-1.55690,-1.55690,1.33630,0.21260,35.15640,-29.72970,-29.72970,-30.71450,-28.01570,0.13780,1.44450,62.30350,-9.53210,-11.61300,-3.91370,-9.53210,15.24220,-3.0153,-3.2022
2021-09-30,164.58420,106.08990,58.49430,49.98650,46.44510,-5.82660,102.25820,-43.76390,-2.12820,-45.89210,-4.15410,-41.73800,-41.73800,,-41.68910,-43.76390,-43.76390,38.99940,38.99940,-1.10000,-1.10000,1.46490,0.27540,35.54070,-26.59060,-26.59060,-27.88370,-25.33000,0.10810,0.77290,116.44520,-6.28760,-7.60880,-2.74260,-6.28760,,6.3907,6.3907
2021-06-30,149.90390,98.84850,51.05540,55.55810,52.17850,-4.55980,112.29650,-61.24110,-1.23150,-62.47260,-4.45010,-58.02240,-58.02240,,-54.05240,-61.24110,-61.24110,37.52070,37.52070,-1.44060,-1.44060,1.70730,0.25550,34.05870,-40.85360,-40.85360,-41.67510,-36.05800,0.10890,0.79910,112.62090,-8.26130,-10.03530,-4.21510,-8.26130,,-5.0718,-5.0718
2021-03-31,126.48970,83.50870,42.98100,43.40440,53.62100,0.63650,96.38890,-53.40790,-0.54480,-53.95270,-4.14620,-49.80650,-49.80650,,-47.02020,-53.40790,-53.40790,36.71470,36.71470,-1.28100,-1.28100,1.90330,0.21070,33.97990,-42.22310,-42.22310,-42.65380,-37.17310,0.08950,0.89900,100.11030,-6.42550,-7.77580,-3.52580,-6.42550,,0.00000,
2020-12-31,160.00880,105.06660,54.94220,52.17230,60.28720,-4.60570,117.06530,-62.12300,-2.55430,-64.67730,-6.53780,-58.13950,-58.13950,,-54.87120,-62.12300,-62.12300,35.49030,35.49030,-1.44710,-1.44710,1.73030,0.43200,34.33700,-38.82480,-38.82480,-40.42110,-34.29260,0.10140,1.31670,68.35470,-7.59160,-9.18540,-3.68610,-7.59160,19.63720,-2.8749,-2.9711
2020-09-30,127.45720,73.09230,54.36500,42.73680,51.26820,3.42200,90.58300,-36.21810,-2.40300,-38.62110,-2.64140,-35.97970,-35.97970,,-35.14140,-36.21810,-36.21810,35.17660,35.17660,-0.99900,-0.99900,1.95190,0.40450,42.65350,-28.41590,-28.41590,-30.30120,-27.57110,0.07910,0.74450,120.88050,-4.10540,-4.80730,-2.23420,-4.10540,,4.5886,4.5886
2020-06-30,109.25630,67.31080,41.94550,40.76560,50.68620,-1.36920,92.82110,-50.87560,-3.74710,-54.62260,-5.89690,-48.72580,-48.72580,,-46.69480,-50.87560,-50.87560,34.47380,34.47380,-1.35500,-1.35500,1.58240,0.59150,38.39190,-46.56540,-46.56540,-49.99500,-42.73880,0.08690,0.78420,114.77070,-8.37620,-10.73450,-3.87390,-8.37620,,2.732,2.732
2020-03-31,83.22850,54.30440,28.92410,34.33500,49.95070,-8.47200,92.75770,-63.83360,-3.02220,-66.85580,-4.79420,-62.06150,-62.06150,,-59.43040,-63.83360,-63.83360,11.52020,11.52020,-1.71960,-1.71960,1.67010,0.53500,34.75260,-76.69680,-76.69680,-80.32800,-71.40630,0.06560,0.67430,133.47820,-9.72700,-12.34060,-4.88830,-9.72700,,-7.32060,-7.32060
2019-12-31,109.74000,,109.74000,,,,,109.74000,,109.74000,,109.74000,-87.93900,0.00000,-87.94000,109.74000,109.74000,31.76300,31.76300,-2.80000,-2.80000,1.55040,0.71200,100.00000,100.00000,100.00000,100.00000,-80.13490,0.07640,1.06800,84.27150,-13.44380,-17.15020,-6.12180,-13.44380,,-8.2796,-9.1963
2019-09-30,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
