Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-11-30,14.19580,14.19580,6.72460,1.00110,4.57530,4.57530,,4.57530,13.71720,13.71720,8.82870,8.47230,10.03600,10.03600,1.37000,1.37000,0.29440,,0.47650,100.00000,32.23010,59.68170,32.23010,96.62900,0.02470,2.98490,30.15170,4.86120,4.86120,2.38600,4.86120,25.29630,2.8121,2.8121
2019-08-31,13.88820,13.88820,5.53130,0.46590,4.95610,4.95610,,4.95610,7.57980,7.57980,9.16240,8.82280,8.33400,8.33400,0.91000,0.91000,0.09950,,0.59930,100.00000,35.68550,63.52720,35.68550,54.57700,0.02690,2.83620,31.73260,3.37880,3.37880,1.46660,3.37880,24.46950,-8.0285,-8.0285
2019-05-31,12.75120,12.75120,5.20370,-0.00210,3.68080,3.68080,,3.68080,7.64900,7.64900,7.88710,7.54540,7.74600,7.74600,0.99000,0.99000,0.22440,,0.71980,100.00000,28.86620,59.17380,28.86620,59.98650,0.02680,3.34190,26.93050,4.09510,4.09510,1.60580,4.09510,24.05460,0.08800,0.08800
2019-02-28,12.98420,12.98420,5.30970,0.33990,4.09140,4.09140,,4.09140,7.85560,7.85560,8.38120,8.01440,7.04700,7.04700,1.08000,1.08000,0.22780,,0.74330,100.00000,31.51070,61.72430,31.51060,60.50110,0.02760,3.46560,25.96970,4.34310,4.34310,1.66900,4.34310,23.62220,6.4614,6.4614
2018-11-30,12.83300,12.83300,4.15650,0.07600,5.13890,5.13890,,5.13890,3.66910,3.66910,9.05670,8.75250,7.48000,7.48000,0.49000,0.49000,0.03500,0.06350,0.72830,100.00000,40.04470,68.20280,40.04470,28.59100,0.02830,2.72580,33.01820,2.11760,2.11760,0.80810,1.98310,23.24510,-5.8707,-5.8707
2018-08-31,11.40280,11.40280,3.72490,0.33280,5.14420,5.14420,,5.14420,3.14240,3.14240,8.27270,8.01060,6.91600,6.91600,0.45000,0.45000,0.17710,,0.66290,100.00000,45.11380,70.25170,45.11380,27.55840,0.02580,2.67650,33.62590,1.82000,1.82000,0.71240,1.82000,23.16310,-6.6747,-6.6747
2018-05-31,10.48800,10.48800,4.09260,0.25500,3.92760,3.92760,,3.92760,3.84230,3.84230,6.90500,6.65040,6.27500,6.27500,0.61000,0.61000,0.08300,,0.51400,100.00000,37.44890,63.40990,37.44890,36.63530,0.02900,2.66190,33.81040,2.65270,2.65270,1.06140,2.65270,23.05710,0.41070,0.41070
2018-02-28,10.12810,10.12810,4.11030,-0.00390,3.32060,3.32060,,3.32060,5.53220,5.53220,6.26280,6.01400,6.02400,6.02400,0.90000,0.90000,0.07770,,0.51810,100.00000,32.78640,59.37870,32.78640,54.62220,0.02810,3.32380,27.07720,3.85010,3.85010,1.53530,3.85010,22.96490,0.6178,0.6178
2017-11-30,9.52570,9.52570,3.77290,0.02160,3.01550,3.01550,,3.01550,4.26300,4.26300,6.02450,5.77440,6.04000,6.04000,0.71000,0.71000,0.05710,0.00720,0.54340,100.00000,31.65650,60.61910,31.65650,44.75240,0.02710,2.81330,31.99130,3.07030,3.07030,1.21140,3.04830,22.57660,-0.2253,-0.2253
2017-08-31,10.25370,10.25370,4.40800,0.00820,2.89110,2.89110,,2.89110,6.86990,6.86990,6.10890,5.85390,5.95500,5.95500,1.15000,1.15000,0.10550,0.06970,0.63280,100.00000,28.19530,57.09080,28.19530,66.99910,0.02880,2.54640,35.34380,5.14750,5.14750,1.92900,4.78870,22.36630,1.153,1.153
2017-05-31,8.70740,8.70740,2.64090,-0.03850,3.50440,3.50440,,3.50440,1.01410,1.01410,6.26420,6.02810,5.86200,5.86200,0.17000,0.17000,0.15100,0.16110,0.77540,100.00000,40.24660,69.22870,40.24660,11.64620,0.02410,2.22930,40.37210,0.79470,0.79470,0.28020,0.66670,21.68740,-6.65450,-6.65450
2017-02-28,8.35850,8.35850,2.98010,-0.04290,2.55420,1.09960,,1.09960,1.25450,1.25450,7.04750,5.33550,5.74000,5.74000,0.22000,0.22000,0.13400,,0.58490,100.00000,30.55820,63.83300,13.15560,15.00870,0.02620,2.35620,38.19770,0.98550,0.98550,0.39370,0.98550,21.96630,-1.6856,-1.6856
2016-11-30,8.44230,8.44230,2.64590,-0.00850,3.41890,3.41890,,3.41890,1.57380,1.57380,6.03480,5.78800,5.72800,5.72800,0.27000,0.27000,0.15500,,0.48400,100.00000,40.49700,68.55930,40.49700,18.64160,0.02760,1.97730,45.51710,1.23260,1.23260,0.51510,1.23260,22.21290,-0.8033,-0.8033
2016-08-31,8.44800,8.44800,3.47450,,2.60380,2.60380,,2.60380,5.27160,5.27160,5.23970,4.97350,5.74100,5.74100,0.92000,0.92000,0.15510,,0.48060,100.00000,30.82130,58.87180,30.82130,62.40080,0.02820,2.29640,39.19210,4.10040,4.10040,1.75810,4.10040,22.39390,-0.3343,-0.3343
2016-05-31,7.90840,7.90840,2.98860,-0.01320,2.53850,2.53850,,2.53850,3.28760,3.28760,5.16930,4.90660,5.73800,5.73800,0.57000,0.57000,0.18320,,0.48610,100.00000,32.09940,62.04300,32.09940,41.57090,0.02670,2.29760,39.17160,2.58600,2.58600,1.11110,2.58600,22.10940,3.99730,3.99730
2016-02-29,7.79530,7.79530,2.24280,-0.23710,3.09980,3.09980,,3.09980,-0.40330,-0.40330,5.55930,5.31530,5.58200,5.58200,-0.10000,-0.10000,0.06200,,0.49380,100.00000,39.76520,68.18660,39.76520,-5.17410,0.02640,2.22980,40.36200,-0.32230,-0.32230,-0.13670,-0.32230,22.06450,-7.6596,-7.6596
2015-11-30,6.93590,6.93590,2.65640,,2.15040,2.15040,,2.15040,3.42130,3.42130,4.50750,4.27950,5.63200,5.63200,0.61000,0.61000,0.20860,,0.48220,100.00000,31.00410,61.70090,31.00410,49.32760,0.02550,2.33240,38.58700,2.68820,2.68820,1.25900,2.68820,22.59020,1.3456,1.3456
2015-08-31,7.75830,7.75830,2.07630,0.12330,3.65740,3.65740,,3.65740,1.24270,1.24270,6.02960,5.80540,5.58300,5.58300,0.22000,0.22000,0.10910,0.01570,0.47300,100.00000,47.14200,74.82810,47.14200,16.01720,0.02890,2.78130,32.35890,0.99210,0.99210,0.46310,0.97650,22.42360,0.9726,0.9726
2015-05-31,7.56120,7.56120,3.82660,,1.77070,1.77070,,1.77070,7.38490,7.38490,3.95220,3.73460,5.42200,5.42200,1.36000,1.36000,0.06810,0.08720,0.48670,100.00000,23.41820,49.39130,23.41820,97.66890,0.02770,2.70670,33.25110,5.98010,5.98010,2.70760,5.45850,22.74660,-0.43110,-0.43110
2015-02-28,7.45100,7.45100,2.36010,,2.88850,2.88850,,2.88850,2.70480,2.70480,5.00040,4.79720,5.38500,5.38500,0.49000,0.49000,0.17150,0.07260,0.47230,100.00000,38.76620,64.38350,38.76620,36.30180,0.02830,3.01730,29.82770,2.20630,2.20630,1.02630,2.04600,22.69510,2.3049,2.3049
2014-11-30,7.30500,7.30500,2.80680,,2.62900,2.62900,,2.62900,3.38550,3.38550,4.71230,4.49820,5.38000,5.38000,0.63000,0.63000,0.11000,0.03850,0.43490,100.00000,35.98900,61.57680,35.98900,46.34480,0.02800,2.30370,39.06770,2.76780,2.76780,1.29710,2.66120,22.73530,-1.5905,-1.5905
2014-08-31,6.47530,6.47530,2.57230,,2.09350,2.09350,,2.09350,3.15720,3.15720,4.16320,3.90300,5.38000,5.38000,0.59000,0.59000,0.05740,0.06910,0.47740,100.00000,32.33050,60.27550,32.33050,48.75710,0.02620,1.95370,46.06690,2.63500,2.63500,1.27700,2.45280,22.27100,-1.2805,-1.2805
2014-05-31,6.14410,6.14410,2.29360,,2.06290,2.06290,,2.06290,1.75990,1.75990,4.10280,3.85050,5.38000,5.38000,0.33000,0.33000,0.13750,0.03870,0.45420,100.00000,33.57530,62.66950,33.57530,28.64350,0.02570,1.75220,51.36340,1.50830,1.50830,0.73560,1.44990,21.68800,-3.46670,-3.46670
2014-02-28,5.68710,5.68710,2.71100,-0.00010,1.23470,1.23470,,1.23470,3.47060,3.47070,3.21870,2.97590,4.92100,4.92100,0.68000,0.68000,0.09000,,0.42580,100.00000,21.71080,52.32830,21.71080,61.02840,0.02640,2.21130,40.70060,3.05970,3.05970,1.61300,3.05970,21.08330,-0.597,-0.597
2013-11-30,5.80120,5.80120,1.28280,-0.00920,2.89800,2.89800,,2.89800,1.26790,1.26790,4.75050,4.50930,4.85100,4.85100,0.26000,0.26000,0.08070,0.03470,0.47030,100.00000,49.95560,77.72950,49.95560,21.85560,0.02750,2.10870,42.68110,1.14010,1.14010,0.60160,1.10050,20.67030,-2.4409,-2.4409
2013-08-31,5.38770,5.38770,1.51220,0.00010,2.27200,2.27200,,2.27200,-0.04110,-0.04130,4.11950,3.87560,4.73000,4.73000,-0.01000,-0.01000,0.28410,,0.42950,100.00000,42.17040,71.93410,42.17040,-0.76650,0.02400,1.51300,59.48540,-0.03660,-0.03660,-0.01840,-0.03660,23.77280,-4.2275,-4.2275
2013-05-31,6.01780,6.01780,2.40830,-0.01200,2.46970,2.46970,,2.46970,3.79990,3.79990,3.77290,3.59750,4.73000,4.73000,0.80000,0.80000,0.40240,,0.42940,100.00000,41.04000,59.78210,41.04000,63.14390,0.02890,2.78480,32.31870,3.37800,3.37800,1.82480,3.37800,23.78150,1.26540,1.26540
2013-02-28,5.19050,5.19050,3.06520,0.00000,1.39350,1.39350,,1.39350,5.23670,5.23670,2.26510,2.12530,4.11000,4.11000,1.15000,1.15000,0.40900,0.18270,0.22360,100.00000,26.84740,40.94670,26.84740,100.88930,0.02980,1.10290,81.60620,4.81810,4.81810,3.00250,3.93770,22.97820,-9.6903,-9.6903
2012-11-30,4.03380,4.03380,1.01350,-0.00130,2.48920,2.48920,,2.48920,0.74560,0.74560,3.14900,3.01900,3.97000,3.97000,0.19000,0.19000,0.71660,0.12610,0.14430,100.00000,61.70720,74.84260,61.70720,18.48300,0.03120,2.11620,42.52970,0.72460,0.72460,0.57720,0.63320,21.75310,-0.5547,-0.5547
2012-08-31,4.16330,4.16330,2.19600,,1.31420,1.31420,,1.31420,4.87100,4.87100,2.07860,1.96730,3.87700,3.87700,1.26000,1.26000,1.51030,0.12340,0.14080,100.00000,31.56750,47.25280,31.56750,116.99980,0.03310,2.02810,44.37670,4.61960,4.61960,3.86910,4.04940,27.19680,1.018,1.018
2012-05-31,3.61920,3.61920,1.71760,-0.00310,1.27280,1.27280,,1.27280,3.19080,3.19080,1.86870,1.89850,3.87700,3.87700,0.82000,0.82000,1.72180,0.16590,0.19890,100.00000,35.16790,52.45640,35.16790,88.16270,0.02630,2.80390,32.09840,3.17270,3.17270,2.31490,2.64640,25.94040,0.27120,0.27120
2012-02-29,3.44670,3.44670,1.55740,-0.00650,1.57180,1.57180,,1.57180,3.07400,3.08040,2.04820,1.88280,3.43400,3.43400,0.78000,0.78000,3.52740,0.17040,0.20540,100.00000,45.60400,54.62550,45.60400,89.37290,0.02750,1.97080,45.66750,3.15670,3.15670,2.44960,2.61890,25.11740,-7.1281,-7.1281
2011-11-30,3.62900,3.62900,2.49590,-0.00220,0.82380,0.82380,,0.82380,6.21340,6.21340,1.29970,1.13100,3.31000,3.31000,1.88000,1.88000,1.83990,,,100.00000,22.69940,31.16500,22.69940,171.21350,0.03640,2.80060,32.13560,6.58900,6.58900,6.22750,6.58900,24.32290,2.2619,2.2619
2011-08-31,3.53790,3.53790,0.50590,0.00190,2.72400,2.72400,,2.72400,-1.72410,-1.72790,3.20940,3.03390,3.27700,3.27700,-0.53000,-0.53000,1.88770,,,100.00000,76.99460,85.75430,76.99460,-48.83930,0.03830,2.16640,41.54270,-1.91460,-1.91460,-1.86500,-1.91460,27.48020,-2.9147,-2.9147
2011-05-31,2.89800,2.89800,1.94820,0.00130,0.58120,0.58120,,0.58120,5.71180,5.70920,1.13240,0.95110,3.27700,3.27700,1.74000,1.74000,0.79160,,,100.00000,20.05630,32.82070,20.05630,197.00640,0.02620,2.19230,41.05310,6.22330,6.22330,5.16820,6.22330,28.00750,1.16820,1.16820
2011-02-28,3.15770,3.15770,1.90370,0.00000,0.83020,0.83020,,0.83020,4.29360,4.29360,1.44690,1.25400,2.43800,2.43800,0.92000,0.92000,2.04610,0.04970,0.05230,100.00000,26.29150,39.71140,26.29150,135.97180,0.03200,1.89530,47.48650,4.98840,4.98840,4.34710,4.74050,26.26530,8.081,8.081
2010-11-30,5.09160,5.09160,2.53790,,1.93490,1.93490,,1.93490,3.31010,3.31010,2.72260,2.55370,2.75300,2.75300,1.20000,1.20000,1.66330,0.16150,0.19260,100.00000,38.00140,50.15490,38.00140,65.01100,0.04920,2.52330,35.66690,4.04770,4.04770,3.19700,3.39400,24.95510,2.1871,2.1871
2010-08-31,3.11300,3.11300,2.63270,2.73960,2.48170,2.48170,,2.48170,6.69980,6.69980,3.26120,3.21990,2.04800,2.04800,3.27000,3.27000,3.00790,0.20070,0.25110,100.00000,79.72020,103.43160,79.72020,215.21740,0.03080,1.65820,54.27600,8.41180,8.41180,6.63390,6.72350,29.70820,-0.2994,-0.2994
2010-05-31,2.81070,2.81070,2.13250,0.15510,0.00220,0.00220,,0.00220,2.65470,2.65470,0.85320,0.83330,1.69400,1.69400,1.57000,1.57000,1.29890,0.36770,0.58160,100.00000,0.07830,29.64880,0.07830,94.45280,0.02910,1.08550,82.90930,4.56670,4.56670,2.75160,2.88750,34.31690,1.62950,1.62950
2010-02-28,3.63740,3.63740,1.64260,0.15510,1.22850,1.22850,,1.20100,-8.86570,-8.86570,2.18030,2.14990,1.06100,1.06100,-7.04000,-7.04000,1.57940,0.40000,0.66680,100.00000,33.77290,59.10530,33.77290,-243.73760,0.03750,1.04700,85.95630,-15.98050,-15.98050,-9.14600,-9.58760,32.74980,4.0893,4.0893
2009-11-30,3.53010,3.53010,1.70680,0.17190,0.86910,0.86910,,0.86910,9.12760,9.12760,2.01200,1.99530,0.90500,0.90500,10.08000,10.08000,1.57780,0.40520,0.68140,100.00000,24.61920,56.52050,24.61920,258.56100,0.03080,0.94820,94.91170,14.18560,14.18560,7.96920,8.43700,37.98340,4.0404,4.0404
2009-08-31,3.68540,3.68540,1.37190,0.17190,1.07980,1.07980,,1.07980,-16.08830,-16.08830,3.03320,2.48530,0.82900,0.82900,-19.40000,-19.40000,2.34090,0.46390,0.86540,100.00000,29.29860,67.43730,29.29860,-436.54540,0.03320,1.46550,61.41420,-28.08250,-28.08250,-14.49810,-15.05410,69.09820,7.6644,7.6644
2009-05-31,4.76440,4.76440,1.72940,0.17190,2.56400,2.56400,,2.56400,5.36380,5.36380,3.24250,3.20690,0.82910,0.82910,6.50000,6.50000,2.92210,0.44040,0.78710,100.00000,53.81570,67.30950,53.81570,112.58150,0.03510,1.55300,57.95420,7.30990,7.30990,3.94980,4.09040,88.50270,4.16380,4.16380
2009-02-28,5.47630,5.47630,1.80650,0.21320,3.42830,3.42830,,3.28800,-14.00810,-14.00810,3.95110,3.88310,0.82900,0.82900,-16.91000,-16.91000,2.90700,0.46450,0.86740,100.00000,62.60290,70.90640,62.60290,-255.79480,0.04190,1.77360,50.74400,-20.59600,-20.59600,-10.72080,-11.02930,82.03330,44.0442,44.0442
