Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,733.55350,546.04480,187.50870,25.28660,0.03540,25.25120,162.25750,-18.11690,144.14070,22.42540,121.71530,121.71530,121.70950,175.91600,162.25750,165.93800,,0.73350,0.00000,3.48890,0.00010,25.56170,22.11940,22.11940,19.64970,16.59180,0.24900,0.91750,1.40210,64.18930,5.61870,5.93100,4.13180,5.61870,13.05730,0.00000,
2021-12-31,615.97520,-4023.50400,4639.47900,26.51480,-1.31310,27.82800,4611.65100,3.89790,154.70660,101.46990,53.23670,53.23670,53.18370,4625.28700,4611.65100,154.27000,,0.52480,0.00000,3.23370,0.00010,29.00060,748.67480,748.67470,25.11570,8.63410,0.21790,-6.94690,1.70780,52.69910,2.58340,2.73470,1.88320,2.58340,12.42140,0,0
2021-09-30,706.11770,4956.49200,-4250.37500,25.37910,-1.01580,26.39500,-4276.76900,15.29070,199.36430,33.70790,165.65640,165.65640,165.65640,-4262.13800,-4276.76900,165.82200,,0.99900,0.00000,3.45080,0.00010,29.80640,-605.67370,-605.67370,28.23390,23.46020,0.25340,8.21840,1.40790,63.92410,8.62810,8.50910,5.94510,5.94510,16.79560,0,0
2021-06-30,762.93130,542.74170,220.18960,25.43330,-0.84100,26.27420,193.91540,-15.24480,178.67050,61.97680,116.69370,116.69370,116.67340,208.78220,193.91540,164.12600,,0.71100,0.00000,3.31740,0.00020,28.86100,25.41720,25.41720,23.41900,15.29280,0.29580,1.08900,1.44630,62.22930,6.13660,6.53540,4.52430,6.13660,11.46220,0,0
2021-03-31,657.05920,494.70200,162.35720,23.37510,-0.64620,24.02130,138.33590,11.01950,149.35540,19.26110,130.09430,130.09430,130.08590,153.13500,138.33590,165.97900,,0.78380,0.00000,2.95850,0.00020,24.70970,21.05380,21.05380,22.73090,19.79820,0.26760,1.06400,1.14200,78.81090,7.41160,7.92680,5.29770,7.41160,10.58010,0.00000,
2020-09-30,436.83590,348.00950,88.82640,20.31840,2.52070,17.79770,71.02870,-9.67590,61.35280,15.94340,45.40940,45.40940,45.44510,87.17440,71.02870,165.53800,,0.27450,0.00000,3.08720,0.00020,20.33410,16.25980,16.25980,14.04480,10.40330,0.20150,0.78280,0.89210,100.88550,2.89530,3.09370,2.09510,2.89530,9.45350,0,0
2020-06-30,325.84050,266.53330,59.30730,18.67970,2.48940,16.19030,43.11690,-2.96020,40.15680,16.02160,24.13520,24.13520,23.42430,43.11690,43.11690,1654.25900,,0.01420,0.00000,2.72310,0.00020,18.20130,13.23250,13.23250,12.32410,7.18890,0.15830,0.58230,0.68820,130.78000,1.68620,1.80920,1.17280,1.68620,8.62750,0,0
2019-12-31,461.96710,463.38290,-1.41580,29.58750,-10.85590,40.44330,-41.85920,0.52240,-41.37300,152.86050,-194.23360,-194.23360,-197.66430,-25.55970,-41.85920,155.02300,,-1.22780,0.00000,3.07560,0.00020,-0.33990,-9.06110,-9.06110,-8.95580,-42.78750,0.20180,1.08100,1.50010,59.99410,-11.45440,-12.30740,-8.48640,-11.45440,10.22110,0,0
2019-09-30,428.75310,360.30950,68.44360,22.31910,0.39040,21.92870,46.51490,0.23690,46.78800,6.66210,40.12590,40.12590,42.09990,59.62720,46.51490,166.15300,,0.25340,0.00000,3.07230,0.00020,15.99940,10.84890,10.84890,10.91260,9.81920,0.16690,0.72720,0.82550,109.02550,2.16430,2.30820,1.56220,2.16430,11.17540,0,0
2019-06-30,472.01840,409.52530,62.49310,18.99100,4.54430,14.44670,48.04640,-20.52710,27.51930,10.34340,17.17600,17.17600,19.73370,62.31920,48.04640,165.69000,,0.11910,0.00000,2.95080,0.00020,13.23960,10.17890,10.17890,5.83010,4.18070,0.18170,0.81600,0.81430,110.52770,0.92540,0.99410,0.66120,0.92470,11.19600,0,0
2019-03-31,414.16390,330.27370,83.89020,14.24850,-1.18110,15.42960,68.46060,-16.30130,52.15930,0.50020,51.65910,51.65910,50.76350,82.42480,68.46060,165.71500,,0.30630,0.00000,3.67140,0.00020,20.25530,16.52980,16.52980,12.59390,12.25690,0.17610,0.80100,0.73710,122.10650,2.91240,3.13910,2.19600,2.91240,10.69150,0.00000,
2018-09-30,520.50200,444.57060,75.93140,14.08860,0.01460,14.07400,61.85740,19.94640,81.80380,5.65110,76.15270,76.15270,73.43700,77.11630,61.85740,166.18500,,0.44190,0.00000,3.05540,0.00020,14.58810,11.88420,11.88420,15.71630,14.10890,0.19840,0.83530,0.80270,112.12010,4.07750,4.36880,2.90310,4.07750,11.25750,0,0
2018-06-30,469.05740,398.37300,70.68440,14.49550,2.20440,12.29120,58.39330,-11.00870,47.38450,14.15270,33.23180,33.23180,35.24500,58.39330,58.39330,165.86900,,0.21240,0.00000,3.39450,0.00020,15.06940,12.44910,12.44910,10.10210,7.51400,0.18710,0.84330,0.81550,110.36770,1.82610,1.96320,1.32530,1.82610,10.96930,0,0
2017-09-30,382.72570,329.12370,53.60200,12.74300,0.27460,12.46830,41.13370,8.14070,49.27940,1.49550,47.78380,47.78380,41.40870,61.95030,41.13370,165.95000,,0.24900,0.00000,3.63170,,14.00530,10.74760,10.74760,12.87590,10.81940,0.15740,0.75200,0.72980,123.32580,2.52550,2.72600,1.96480,2.52550,11.40460,0,0
2017-06-30,385.88690,320.64600,65.24080,18.84990,-0.77230,19.62220,45.61870,-11.90740,33.71130,0.66770,33.04360,33.04360,33.07950,45.61870,45.61870,166.31200,,0.19890,0.00000,3.74660,0.00020,16.90670,11.82180,11.82180,8.73610,8.57230,0.17070,0.80280,0.84060,107.06420,1.85230,2.00160,1.46180,1.85230,10.75270,0,0
2016-12-31,383.13890,331.52890,51.61000,16.27780,-13.14060,29.41840,22.19160,31.08870,53.28020,53.18990,0.09030,0.09030,-83.87050,47.44620,22.19160,162.17200,,-0.29620,0.00000,4.16870,0.00020,13.47030,5.79200,5.79200,13.90620,-21.89040,0.17170,0.86130,0.96070,93.68020,0.00510,0.00550,0.00400,0.00510,10.72950,0,0
2016-09-30,380.22650,309.77150,70.45500,18.07240,3.92170,14.15060,56.30430,23.19810,79.50250,-3.27950,82.78200,82.78200,83.30430,76.25870,56.30430,286.56450,,0.29070,0.00000,3.51930,0.00020,18.52980,14.80810,14.80810,20.90920,21.90910,0.17120,0.87010,1.04350,86.24760,4.65740,5.08740,3.72780,4.65740,10.71360,0,0
2016-06-30,372.82790,293.21560,79.61230,15.37470,7.47290,7.90180,71.71050,29.58720,101.29770,-1.22530,102.52300,102.52300,97.93720,87.53990,71.71050,161.74600,,0.60550,0.00000,4.01120,0.00020,21.35360,19.23420,19.23420,27.17010,26.26870,0.16590,0.73340,1.24970,72.01640,5.53620,6.04500,4.56180,5.53620,11.16240,0,0
2016-03-31,338.64100,286.25580,52.38520,18.74850,-0.19410,18.94260,33.44260,14.90900,48.35160,0.95070,47.40090,47.40090,57.25610,49.01910,33.44260,161.74000,,0.35400,0.00000,3.71860,0.00020,15.46930,9.87550,9.87550,14.27810,16.90760,0.15890,0.62830,1.19590,75.25830,2.75160,3.01360,2.22450,2.75160,10.38350,0.00000,
2015-12-31,-281.12630,-0.01160,-281.11470,4.49450,4.22990,0.26480,-281.37950,-26.97950,-308.35910,-51.95520,-256.40390,-256.40390,-152.41690,-253.22880,-281.37940,164.14000,,-1.02730,0.00000,3.03870,0.00020,99.99600,100.09010,100.09000,109.68700,54.21650,-0.13800,0.00000,-1.12560,-79.95670,-16.14970,-18.05430,-12.58210,-16.14970,9.56990,0,0
2015-09-30,387.18330,340.80930,46.37400,20.07270,5.70580,14.36690,32.00710,-6.64490,25.36230,46.21870,-20.85650,-20.85650,-17.83480,-3.93730,32.00710,1606.73000,,-0.01100,0.00000,3.63400,0.00020,11.97730,8.26670,8.26670,6.55050,-4.60630,0.17100,0.72660,1.48630,60.55290,-1.15720,-1.28090,-0.92090,-1.15720,10.86420,0,0
2015-06-30,979.40800,846.99500,132.41300,57.18780,0.80010,56.38770,76.02530,7.84020,83.86540,36.59600,47.26940,47.26940,63.98280,145.38360,76.02530,166.62200,,0.39000,0.00000,3.29050,0.00020,13.51970,7.76240,7.76240,8.56290,6.53280,0.16940,0.76210,1.60490,56.07780,1.04880,1.16790,0.81730,1.04880,27.16770,0,0
2015-03-31,461.40680,402.87940,58.52730,18.25830,0.22490,18.03340,40.49390,1.24810,41.74200,17.84060,23.90140,23.90140,29.52570,58.63050,40.49390,165.40900,,0.18000,0.00000,3.25740,0.00020,12.68450,8.77620,8.77620,9.04670,6.39900,0.19210,0.90580,1.76730,50.92390,1.27540,1.42690,0.99490,1.27540,11.29620,0.00000,
2014-12-31,451.00500,497.79000,-46.78500,22.28000,,22.28000,-69.06500,26.78000,-16.25000,17.03000,-33.28000,23.02900,23.02900,-42.06500,-69.06500,165.90300,165.90300,0.14000,0.14000,3.03620,0.00020,-4.60310,-15.31360,-15.31360,-3.60310,5.10620,0.16690,1.01370,1.61800,55.62580,1.10090,1.22920,0.85200,1.10090,,0.2133,0.0747
2014-09-30,535.67400,500.80000,34.87400,20.67000,,20.67000,14.20400,10.51000,24.70000,-2.15000,26.85000,35.11900,35.11900,33.14400,14.20400,164.97000,164.97000,0.21000,0.21000,2.93710,,6.50770,2.65160,2.65160,4.61100,6.55600,0.19620,0.94660,1.74370,51.61520,1.67450,1.88450,1.28650,1.67450,,0.3135,0.0955
2014-06-30,509.90500,463.06000,46.84500,21.67000,,21.67000,25.17500,-0.33000,24.84000,-2.58000,27.42000,30.45600,30.45600,44.74500,25.17500,163.74200,163.74200,0.19000,0.19000,3.04680,,9.18600,4.93720,4.93720,4.87150,5.97290,0.19140,0.87240,1.71440,52.49740,1.47830,1.67160,1.14340,1.47820,,-0.0192,-0.3299
2014-03-31,501.17700,457.92000,43.25700,20.70000,,20.70000,22.55700,-1.07000,17.90000,-0.11000,18.01000,24.89300,24.89300,41.21700,22.55700,165.90300,165.90300,0.15000,0.15000,3.28090,,7.91940,4.50080,4.50080,3.57160,4.96690,0.19540,0.99170,1.85480,48.52360,1.24040,1.40460,0.97040,1.24040,,0.11410,-0.06200
2013-12-31,419.76800,413.64000,6.12800,12.63000,,12.63000,-6.50200,-1.74000,7.89000,-19.47000,27.36000,11.45800,11.45800,10.61800,-6.50200,165.90300,165.90300,0.07000,0.07000,3.60530,0.00010,5.29340,-1.54900,-1.54900,1.87960,2.72960,0.15710,0.82200,1.64100,54.84460,0.54190,0.61470,0.42880,0.54190,,0.4828,-0.1562
2013-09-30,478.30900,445.14000,33.16900,22.20000,,22.20000,10.96900,5.05000,19.67000,-11.15000,30.82000,39.19800,39.19800,31.47900,10.96900,165.90300,165.90300,0.24000,0.24000,4.21310,0.00010,7.70210,2.29330,2.29330,4.11240,8.19510,0.18250,0.99390,1.64740,54.63120,1.88530,2.18590,1.49580,1.88530,,0.3641,0.0457
2013-06-30,492.42300,442.09000,50.33300,21.31000,,21.31000,29.02300,0.49000,33.51000,-6.81000,40.32000,43.88900,43.88900,50.95300,29.02300,165.90300,165.90300,0.26000,0.26000,4.33380,0.00010,11.03520,5.89390,5.89390,6.80510,8.91290,0.18400,0.95570,1.63760,54.95890,2.07190,2.40990,1.64030,2.07190,,0.2625,-0.0553
2013-03-31,509.64100,452.60000,57.04100,26.23000,,26.23000,30.81100,-17.43000,13.35000,-1.45000,14.80000,24.20500,24.20500,53.90100,30.81100,165.90300,165.90300,0.15000,0.15000,4.34610,0.00010,11.19020,6.04560,6.04560,2.61950,4.74940,0.19950,1.00820,1.75950,51.15070,1.20430,1.40820,0.94760,1.20430,,0.05250,-0.25520
2012-12-31,483.56800,466.74000,16.82800,19.41000,,19.41000,-2.58200,1.90000,8.22000,8.05000,0.17000,5.37300,5.37300,18.09800,-2.58200,165.90300,165.90300,0.03000,0.03000,4.58340,0.00010,5.32090,-0.53390,-0.53390,1.69990,1.11110,0.19440,0.98210,2.81950,31.92090,0.27350,0.31850,0.21600,0.27350,,0.6907,0.4097
2012-09-30,543.68700,463.10000,80.58700,19.87000,,19.87000,60.71700,-14.01000,46.69000,1.05000,45.64000,43.78900,43.78900,79.26700,60.71700,165.90300,165.90300,0.26000,0.26000,4.76630,0.00010,14.82100,11.16760,11.16760,8.58770,8.05410,0.22030,0.94270,2.50710,35.89820,2.24610,2.60400,1.77440,2.24610,,0.0462,-0.0497
2012-06-30,604.74600,511.34000,93.40600,21.34000,,21.34000,72.06600,7.51000,78.72000,-1.41000,80.13000,77.77000,77.77000,90.23600,72.06600,165.90300,165.90300,0.47000,0.47000,4.43080,0.00020,15.30230,11.91670,11.91670,13.01700,12.86000,0.24710,1.14980,2.36540,38.04800,4.06050,4.71650,3.17780,4.06050,,0.7968,0.5742
2012-03-31,625.49200,536.58000,88.91200,24.39000,,24.39000,64.52200,-10.49000,54.18000,-2.29000,56.47000,56.19800,56.19800,83.67200,64.52200,165.90300,165.90300,0.34000,0.34000,4.31860,0.00020,14.24000,10.31540,10.31540,8.66200,8.98460,0.26290,1.25450,2.31900,38.81060,3.03950,3.59240,2.36240,3.03950,,0.07050,0.05190
2011-12-31,577.49100,502.42000,75.07100,33.78000,,33.78000,41.29100,23.82000,71.70000,-17.40000,89.10000,81.66100,81.66100,63.83100,41.29100,66.93100,66.93100,1.22000,1.22000,4.14840,0.00020,14.13180,7.15010,7.15010,12.41580,14.14070,0.23050,1.10060,2.39360,37.59950,4.22650,4.57220,3.26000,4.22650,,2.1456,1.8811
2011-09-30,627.89400,555.30000,72.59400,19.68000,,19.68000,52.91400,42.95000,95.85000,38.25000,57.60000,56.02800,56.02800,75.25400,52.91400,76.64600,76.64600,0.73000,0.73000,3.48830,0.03020,11.56090,8.42720,8.42720,15.26530,8.92320,0.25500,1.26740,2.08350,43.19730,3.03580,3.30080,2.27560,3.03580,,1.6099,1.4337
2011-06-30,617.87900,545.90000,71.97900,14.60000,,14.60000,57.37900,-8.23000,45.50000,-0.98000,46.48000,41.49000,41.49000,77.25900,57.37900,88.95100,88.95100,0.47000,0.47000,3.39860,0.02960,11.06200,9.28640,9.28640,7.36390,6.71490,0.25780,1.23110,2.21130,40.70020,2.26730,2.47620,1.73100,2.26720,,-3.2219,-3.2062
2011-03-31,549.59400,471.05000,78.54400,23.39000,,23.39000,55.15400,-6.90000,42.90000,-0.92000,43.82000,40.42000,40.42000,74.22400,55.15400,61.91700,61.91700,0.65000,0.65000,3.44530,0.02800,13.32070,10.03540,10.03540,7.80580,7.35450,0.23940,0.83320,2.26620,39.71440,2.33480,2.55460,1.76080,2.33470,,4.05220,3.85580
2010-12-31,444.71000,398.69000,46.02000,42.88000,,42.88000,3.14000,10.23000,-76.13000,-3.44000,-72.69000,23.79900,23.79900,23.58000,3.14000,165.90300,165.90300,0.14000,0.14000,3.48990,0.02880,11.65480,0.70610,0.70610,-17.11900,5.35160,0.20450,0.74200,2.39750,37.53930,1.43410,1.56870,1.09450,1.43410,,0.3231,0.1739
2010-09-30,483.15900,430.96000,52.19900,43.09000,,43.09000,9.10900,-4.35000,4.98000,4.55000,0.43000,8.29800,8.29800,28.70900,9.10900,165.90300,165.90300,0.05000,0.05000,3.73120,0.03290,10.85360,1.88530,1.88530,1.03070,1.71740,0.22670,0.90860,1.90570,47.22610,0.56270,0.62240,0.38940,0.56270,,0.1881,0.1758
2010-06-30,507.37800,438.61000,68.76800,39.51000,,39.51000,29.25800,-4.78000,24.51000,-2.71000,27.22000,31.28000,31.28000,50.50800,29.25800,165.90300,165.90300,0.19000,0.19000,3.48860,0.03150,13.56390,5.76650,5.76650,4.83070,6.16500,0.23210,0.84270,1.96940,45.69910,2.09660,2.32090,1.43070,2.09660,,0.6385,0.6169
2010-03-31,514.95600,410.96000,103.99600,39.94000,,39.94000,64.05600,-1.10000,46.64000,1.60000,45.04000,46.51500,46.51500,84.21600,64.05600,74.03400,74.03400,0.63000,0.63000,3.10410,0.04260,17.02670,12.43910,12.43910,9.05710,9.03280,0.24050,0.84370,1.34850,66.74200,3.26680,3.64340,2.17250,3.26680,,-0.04620,-0.10360
2009-12-31,387.76300,400.44000,-12.67700,38.78000,,38.78000,-51.45700,-0.49000,-53.62000,-54.09000,0.47000,0.93700,0.93700,-33.20700,-51.45700,1.59700,1.59700,0.59000,0.59000,3.32060,0.00020,-3.70850,-13.27020,-13.27020,-13.82800,0.24160,0.17170,0.71490,1.39040,64.72820,0.06480,0.08330,0.04150,0.06480,,55.5061,42.862
2009-09-30,371.39700,322.45000,48.94700,40.80000,,40.80000,8.14700,1.43000,20.84000,0.55000,20.29000,19.69100,19.69100,28.98700,8.14700,171.13300,171.13300,0.12000,0.12000,3.22270,0.00020,16.21450,2.19360,2.19360,5.61120,5.30190,0.15950,0.50680,1.57250,57.23310,1.16900,1.43950,0.84590,1.16900,,-3.2634,-2.7694
2009-06-30,314.48800,244.22000,70.26800,40.73000,,40.73000,29.53800,-9.14000,17.99000,11.55000,6.44000,6.50000,6.50000,51.14800,29.53800,15.66500,15.66500,0.41000,0.41000,2.90690,0.00160,21.58430,9.39240,9.39240,5.72040,2.06690,0.13680,0.39720,1.22640,73.38500,0.39860,0.49450,0.28270,0.39860,,3.1482,2.7357
2009-03-31,355.64500,287.75000,67.89500,40.96000,,40.96000,26.93500,4.32000,31.24000,0.47000,30.77000,30.77700,30.77700,46.17500,26.93500,41.03600,41.03600,0.75000,0.75000,2.68580,0.00060,19.08930,7.57360,7.57360,8.78400,8.65390,0.16020,0.47400,1.24730,72.15790,1.99190,2.45910,1.38600,1.99190,,0.70180,0.54680
