Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,1.18130,0.65650,0.52480,1.15340,,1.15350,-0.62870,-0.23730,-0.86600,0.08740,-0.95340,-0.95340,,-0.95340,-0.62870,-0.62870,0.22510,0.22510,-4.00000,-4.00000,1.22390,0.34920,44.42380,-53.21860,-53.21860,-73.30710,-80.70540,0.03840,,7.63040,11.79490,-17.36860,-17.44010,-3.09960,-17.36860,24.38480,-5.39720,-5.39720
2019-12-31,0.88760,0.57300,0.31460,1.49820,,1.49820,-1.18350,0.30370,-0.87980,0.24870,-1.12860,-1.12860,,-1.12860,-1.18350,-1.18350,0.22490,0.22490,-5.00000,-5.00000,1.16100,0.28990,35.44800,-133.33390,-133.33380,-99.12130,-127.14420,0.02740,,0.15210,591.58120,-17.51050,-17.57160,-3.47880,-17.51050,28.63240,-4.3464,-4.5206
2019-09-30,1.12360,0.58030,0.54330,1.26800,,1.26790,-0.72470,-0.52070,-1.24530,-0.11750,-1.12790,-1.12790,,-1.12790,-0.72470,-0.72470,0.22510,0.22510,-5.00000,-5.00000,1.19080,0.23940,48.35470,-64.49410,-64.49410,-110.83630,-100.38310,0.03290,,0.19770,455.19420,-14.86300,-14.90670,-3.30020,-14.86300,33.71230,-47.9836,-47.9937
2019-06-30,0.62610,0.44100,0.18510,0.89220,,0.89230,-0.70720,-0.48690,-1.19410,-0.06660,-1.12750,-1.12750,,-1.12750,-0.70720,-0.70720,0.22500,0.22500,-5.00000,-5.00000,1.18130,,29.55760,-112.95450,-112.95450,-190.72870,-180.09370,0.01430,,0.10580,850.54880,-12.92600,-12.95920,-2.56980,-12.92600,38.75170,68.5809,68.5519
2019-03-31,0.53570,0.26730,0.26840,1.30540,,1.30540,-1.03700,0.33670,-0.70020,0.00860,-0.70880,-0.70880,,-0.70880,-1.03700,-1.03700,0.22450,0.22450,-3.00000,-3.00000,1.43370,,50.10670,-193.57350,-193.57350,-130.71300,-132.31130,0.01950,,0.08490,1059.63700,-7.25330,-7.26980,-2.58040,-7.25330,43.52410,27.50620,27.38490
2018-12-31,0.30360,0.40550,-0.10190,3.57960,-0.02640,3.60600,-3.70790,-0.28730,-3.99520,0.09430,-4.08950,-4.08950,,-4.08950,-3.70790,-3.70790,0.22440,0.22440,-18.00000,-18.00000,1.58490,0.23870,-33.55560,-1221.31900,-1221.32000,-1315.96400,-1347.02500,0.01240,,0.04690,1919.95500,-39.06130,-39.14470,-16.64480,-39.06130,46.63040,-19.8711,-19.0009
2018-09-30,0.36350,0.29950,0.06410,2.35730,-0.32620,2.68350,-2.61950,-1.00460,-3.62400,-0.74270,-2.88140,-2.88140,,-2.88140,-2.61950,-2.61950,0.22450,0.22450,-13.00000,-13.00000,1.61140,0.27380,17.61930,-720.55820,-720.55820,-996.88780,-792.59600,0.01100,20.15490,0.05280,1704.69500,-19.97260,-20.00350,-8.74860,-19.97260,64.25500,-57.7243,-57.6571
2018-06-30,3.85400,0.94020,2.91380,3.03310,,3.03320,-0.11940,-1.23900,-1.35840,-0.27400,-1.08440,-1.08440,,-1.08440,-0.11940,-0.11940,0.22430,0.22430,-5.00000,-5.00000,1.40220,0.41900,75.60410,-3.09690,-3.09690,-35.24550,-28.13670,0.07410,110.27690,0.44520,202.13750,-6.28330,-6.29140,-2.08500,-6.28330,76.86730,-38.6157,-41.1066
2018-03-31,3.97430,0.93360,3.04070,3.25250,,3.25250,-0.21180,1.07750,0.86570,0.44240,0.42330,0.42330,,0.42330,-0.21180,-0.21180,0.22410,0.22450,2.00000,2.00000,1.41170,0.38490,76.50920,-5.32890,-5.32890,21.78330,10.65070,0.07220,,4.44580,20.24380,2.30070,2.30350,0.76850,2.30070,82.06100,13.54190,12.51060
2017-12-31,2.37670,0.42500,1.95180,4.92360,,4.92360,-2.97190,0.60170,-2.37020,-0.16200,-2.20830,-2.20830,,-2.20830,-2.76810,-2.97190,0.22160,0.22160,-10.00000,-10.00000,1.41980,0.40230,82.12020,-125.04200,-125.04200,-99.72750,-92.91270,0.04500,,1.03710,86.78080,-12.32420,-12.33950,-4.18000,-12.32420,80.06350,12.8506,11.1981
2017-09-30,3.35500,0.29220,3.06280,3.12300,,3.12300,-0.06020,0.21190,0.15170,0.12470,0.02700,0.02700,,0.02700,0.13050,-0.06020,0.22380,0.22500,0.00000,0.00000,1.59750,0.32060,91.29160,-1.79300,-1.79300,4.52150,0.80580,0.06940,,0.89880,100.12820,0.13600,0.13620,0.05600,0.13600,88.80840,-6.1886,-6.707
2017-06-30,2.91910,0.26750,2.65160,2.54920,,2.54920,0.10230,0.21610,0.31840,0.07230,0.24610,0.24610,,0.24610,0.10230,0.10230,0.22380,0.22830,1.00000,1.00000,1.59410,0.32090,90.83590,3.50600,3.50600,10.90750,8.43140,0.06120,,1.16320,77.36990,1.26480,1.26610,0.51620,1.26480,86.95620,1.5021,0.2572
2017-03-31,4.27160,0.26270,4.00890,2.91090,,2.91090,1.09800,0.08340,1.18140,0.30790,0.87350,0.87350,,0.87350,1.09800,1.09800,0.21470,0.23020,4.00000,4.00000,1.56300,0.33650,93.85100,25.70510,25.70510,27.65760,20.45000,0.08930,,1.34590,66.86780,4.62620,4.63130,1.82680,4.62620,84.37860,-2.67910,-2.93930
2016-12-31,4.92920,0.30630,4.62290,2.50140,,2.50140,2.12150,-0.02300,2.09840,0.39240,1.70610,1.70610,,1.70610,2.12150,2.12150,0.21280,0.22620,8.00000,7.00000,1.48810,0.35780,93.78610,43.03900,43.03900,42.57170,34.61150,0.10220,,1.61160,55.84530,9.67560,9.68690,3.53700,9.67560,78.93590,-4.3455,-6.294
2016-09-30,5.74220,0.28530,5.45700,2.39720,,2.39710,3.05980,-0.01130,3.04850,0.59670,2.45170,2.45170,,2.45170,3.05980,3.05980,0.21260,0.22730,11.50000,11.00000,1.41860,0.20940,95.03240,53.28590,53.28590,53.08880,42.69680,0.11160,,2.76050,32.60290,14.58800,14.60580,4.76500,14.58800,75.57580,6.6909,6.3055
2016-06-30,4.68330,0.27540,4.40790,2.47370,,2.47370,1.93410,-0.43810,1.49600,0.37920,1.11680,1.11680,,1.11680,2.07250,1.93410,0.21260,0.22620,5.50000,5.00000,1.41300,,94.11920,41.29890,41.29890,31.94390,23.84750,0.10800,,6.35990,14.15120,7.88860,7.90000,2.57490,7.88860,63.66450,12.4414,10.3686
2016-03-31,3.78880,0.26210,3.52670,2.19960,,2.19950,1.32710,0.17010,1.49720,0.40120,1.09610,1.09610,,1.09610,1.43010,1.32710,0.21260,0.22300,5.00000,5.00000,1.56090,,93.08310,35.02780,35.02780,39.51730,28.92900,0.11460,,7.96920,11.29340,8.54570,8.55940,3.31640,8.54570,57.67500,5.65830,3.82090
2015-12-31,6.41900,0.22000,6.19900,1.56000,,1.56000,4.63900,-0.13530,4.53000,0.81030,3.71970,3.72100,0.00000,3.72100,4.72810,4.63900,0.24280,0.24280,15.50000,15.50000,1.54080,,96.89980,72.26980,72.26980,70.57180,57.96850,0.21580,,34.69000,2.59440,32.99670,33.06170,12.50790,32.99670,50.71000,18.0599,18.5968
2015-09-30,2.70640,0.21450,2.49190,0.99910,,0.99910,1.49280,-0.00520,1.48760,0.34350,1.14410,1.14410,,1.14410,1.57680,1.49280,0.19220,0.19220,6.00000,6.00000,,,92.07320,55.15790,55.15790,54.96570,42.27310,,,,,,,,,,6.44,5.0695
2015-06-30,0.93610,0.20010,0.73600,0.64950,,0.64950,0.08650,0.00050,0.08690,0.00970,0.07720,0.07720,,0.07720,0.16930,0.08650,0.18660,0.18660,0.50000,0.50000,,,78.62200,9.23530,9.23530,9.28380,8.24440,,,,,,,,,,-1.9812,-2.0792
2015-03-31,1.27490,0.17770,1.09720,0.47590,,0.47590,0.62120,0.00000,0.62130,0.12720,0.49410,0.49410,,0.49410,0.69540,0.62120,0.18660,0.18660,2.50000,2.50000,,,86.06210,48.72920,48.72920,48.73150,38.75620,,,,,,,,,,-0.23700,-1.40590
2014-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
