Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,,,4.41500,2.76700,-7.18200,0.02000,-7.16200,,-7.16200,-7.16200,-7.16200,-6.74700,-7.18200,100.85800,100.85800,-0.07000,-0.07000,15.02930,,,,,,,,,-5.32530,-5.32530,-4.88660,-5.32530,1.33280,-0.07870,-0.08070
2021-12-31,,,9.57400,3.42600,-13.00000,0.00700,-12.99300,,-12.98000,-12.98000,-12.98000,-12.60400,-13.00000,62.87000,62.87000,0.00000,0.00000,13.83740,,,,,,,,,-9.26630,-9.26630,-8.44190,-9.26630,1.38920,-0.0696,-0.0818
2021-09-30,,,3.15400,2.70000,-5.85400,-0.12100,-5.97500,,-5.97500,-5.97500,-5.97500,-5.44800,-5.85400,61.69400,61.69400,-0.10000,-0.10000,3.71890,,0.15670,,,,,,,-25.01260,-25.01260,-17.12080,-25.01260,0.38740,-0.0208,-0.0258
2021-06-30,,,53.52300,2.16600,-55.68900,-0.10200,-55.79100,0.01300,-55.80400,-55.80400,-55.80400,-55.28000,-55.68900,51.91300,51.91300,-1.07000,-1.07000,4.11460,,0.19430,,,,,,,-193.26060,-193.26060,-136.53360,-193.26060,0.46820,-0.1132,-0.1188
2021-03-31,,,4.70400,2.63500,-7.33900,-0.08300,-7.42200,,-7.42200,-7.42200,-7.42200,-6.92600,-7.33900,51.31300,51.31300,-0.14000,-0.14000,3.83840,,0.22330,,,,,,,-22.17440,-22.17440,-15.39900,-22.17440,0.65230,-0.10920,-0.10950
2020-12-31,,,4.67800,3.27200,-7.95000,-0.44100,-8.39100,,-8.39100,-8.39100,-8.39100,-6.88100,-7.95000,30.77600,30.77600,0.53000,0.53000,4.97100,0.04470,0.23370,,,,,,,-21.00640,-21.00640,-16.16420,-20.06840,0.77990,-0.4738,-0.4732
2020-09-30,,,3.67000,5.29100,-8.96100,-0.18900,-9.15000,,-9.15000,-9.15000,-9.15000,-8.52600,-8.96100,50.94000,50.94000,-0.18000,-0.18000,5.97870,0.07310,0.23670,,,,,,,-19.34990,-19.34990,-15.07660,-17.93520,0.92680,0.5631,0.5608
2020-06-30,,,2.98500,2.08500,-5.07000,-0.47100,-5.54100,0.01600,-5.55700,-5.55700,-5.55700,-4.63300,-5.07000,13.60300,13.60300,-0.41000,-0.41000,5.79620,0.09500,0.24500,,,,,,,-10.43570,-10.43570,-7.88800,-9.44430,1.04620,0.1295,0.1341
2020-03-31,,,3.57100,2.26000,-5.83100,-0.55500,-6.38600,0.01600,-6.40200,-6.40200,-6.40200,-5.36800,-5.83100,7.12200,7.12200,-0.90000,-0.90000,,,,,,,,,,,,,,,-1.08970,-1.09140
2019-12-31,,,,,-0.01020,,-0.01170,,,,-0.01170,,,5.00000,5.00000,,0.00000,,,,,,,,,,,,,,,-5.2274,-5.2836
2019-09-30,,,5.97900,2.40400,-8.38300,-0.14300,-8.52600,0.02600,-8.55200,-8.55200,-8.55200,-8.38300,-8.38300,6.75200,6.75200,-1.27000,-1.27000,0.00970,,-0.94640,,,,,,,9454.52900,9454.52900,,9454.52900,-0.01810,2.9371,2.9755
2019-06-30,,,5.38900,3.28400,-8.67300,-0.11000,-8.78300,0.02600,-8.80900,-8.80900,-8.80900,-8.67300,-8.67300,6.61500,6.61500,-1.33000,-1.33000,0.05600,,-0.87900,,,,,,,10736.01000,10736.01000,-181031.70000,10736.01000,-0.01640,-2.9397,-2.9781
2019-03-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.00000,
2018-12-31,,,,0.00930,-0.00930,-0.00090,-0.01010,,-0.01010,-0.01010,-0.01010,-0.00930,-0.00930,5.00000,5.00000,-0.00200,-0.00200,0.07050,,-1.00650,,,,,,,16.43120,16.43120,-216.75570,16.43120,-0.01230,-0.0021,-0.0021
2018-09-30,,,,0.00780,-0.00780,-0.00080,-0.00860,,-0.00860,-0.00860,-0.00860,-0.00780,-0.00780,5.00000,5.00000,-0.00170,-0.00170,0.04530,,-0.96210,,,,,,,16.58720,16.58720,-349.79560,16.58720,-0.01030,-0.0009,-0.0009
2018-06-30,,,,0.00790,-0.00790,-0.00060,-0.00850,,-0.00850,-0.00850,-0.00850,-0.00790,-0.00790,5.00000,5.00000,-0.00170,-0.00170,0.14390,,-1.15340,,,,,,,19.69510,19.69510,-117.18990,19.69510,-0.00860,-0.0016,-0.0016
2018-03-31,,,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,0.00070,,-0.99920,,,,,,,,,,,-0.00690,0.00000,
