Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,1.64200,0.08700,1.55500,75.44300,51.59900,127.04200,-125.48700,0.77500,-124.71200,-124.71200,-124.71200,-124.71200,-120.83000,-125.48700,58.67000,58.67000,-2.12000,-2.12000,21.13600,94.70160,-7642.32600,-7642.32400,-7595.12800,-7595.12800,0.00090,0.08870,1014.33600,-7.21280,-7.21280,-6.83250,-7.21280,29.33690,-1.674,-1.6804
2021-09-30,1.44000,0.13100,1.30900,83.49700,48.70600,132.20300,-130.89400,0.72300,-130.17100,-130.17100,-130.17100,-130.17100,-126.48600,-130.89400,58.82000,58.82000,-2.21000,-2.21000,24.08980,90.90280,-9089.86000,-9089.86000,-9039.65300,-9039.65300,0.00070,0.05950,1511.56200,-7.09130,-7.09130,-6.75450,-7.09130,31.20160,-1.1556,-1.1556
2021-06-30,1.64300,0.14800,1.49500,66.17000,43.34600,109.51600,-108.02100,0.77600,-107.24500,-107.24500,-107.24500,-107.24500,-103.76500,-108.02100,58.58300,58.58300,-1.83000,-1.83000,27.65860,90.99210,-6574.62000,-6574.62000,-6527.38900,-6527.38900,0.00080,0.03390,2653.32900,-5.55810,-5.55810,-5.32110,-5.55810,32.83160,-1.7476,-1.7476
2021-03-31,1.58300,0.18700,1.39600,58.05600,39.84700,97.90300,-96.50700,0.74300,-95.76400,-95.76400,-95.76400,-95.76400,-92.60000,-96.50700,58.37400,58.37400,-1.64000,-1.64000,33.08870,88.18700,-6096.46200,-6096.46200,-6049.52600,-6049.52600,0.00080,0.06390,1408.04800,-4.78040,-4.78040,-4.60250,-4.78040,34.29860,-1.86870,-1.86870
2020-12-31,1109.18600,0.13600,1109.05000,81.70600,53.49900,135.07500,973.97490,0.92000,974.89500,974.89500,974.89500,974.89500,975.04390,973.97500,51.98300,53.00300,18.76000,18.53000,31.58100,99.98780,87.80990,87.80990,87.89280,87.89280,0.51370,,,47.04330,47.04330,45.14980,47.04330,35.54120,19.2025,19.2026
2020-09-30,1.63900,0.14900,1.49000,74.07800,35.09900,108.64800,-107.15800,1.42300,-105.73500,-105.73500,-105.73500,-105.73500,-106.18400,-107.15800,51.98100,51.98100,-2.03000,-2.03000,11.71350,90.90910,-6538.01100,-6538.01100,-6451.18900,-6451.18900,0.00220,,,-16.07940,-16.07940,-14.31510,-16.07940,12.64020,-1.7458,-1.7457
2020-06-30,1.08900,0.11000,0.97900,73.32000,38.22400,139.94600,-138.96700,2.62000,-136.34700,-136.34700,-136.34700,-136.34700,-137.98300,-138.96700,51.92600,51.92600,-2.63000,-2.63000,12.21590,89.89900,-12760.97000,-12760.97000,-12520.39000,-12520.39000,0.00130,,,-18.42740,-18.42740,-16.48210,-18.42740,14.24690,-2.2905,-2.2919
2020-03-31,2.28600,0.17000,2.11600,63.61000,70.13000,133.74000,-131.62400,4.88400,-126.74000,-126.74000,-126.74000,-126.74000,-130.97300,-131.62400,51.90900,51.90900,-2.44000,-2.44000,12.76630,92.56340,-5757.83100,-5757.83100,-5544.18200,-5544.18200,0.00240,,,-14.92450,-14.92450,-13.41200,-14.92450,16.35670,-2.63330,-2.63860
2019-12-31,1.96000,0.21900,1.74100,91.25000,85.12900,176.37900,-174.63800,5.98500,-168.65300,-168.65300,-168.65300,-168.65300,-174.51000,-174.63800,50.83400,50.83400,-3.25000,-3.25000,9.23140,88.82650,-8910.10200,-8910.10400,-8604.74100,-8604.74100,0.00180,,,-17.85340,-17.85340,-15.55620,-17.85340,18.20950,-2.4327,-2.4419
2019-09-30,3.57000,0.13700,3.43300,102.10800,88.50200,190.61000,-187.17700,7.21900,-179.95800,-179.95800,-179.95800,-179.95800,-187.93500,-187.17700,51.70500,51.70500,-3.48000,-3.48000,12.67280,96.16250,-5243.05300,-5243.05300,-5040.84000,-5040.84000,0.00300,,,-16.64630,-16.64630,-14.95010,-16.64630,20.86370,-2.4414,-2.4783
2019-06-30,0.87300,0.04400,0.82900,89.05900,88.22700,177.28600,-176.45700,8.23600,-168.22100,-168.22100,-168.22100,-168.22100,-178.60300,-176.45700,51.25800,51.25800,-3.28000,-3.28000,16.00410,94.95990,-20212.71000,-20212.71000,-19269.30000,-19269.30000,0.00070,,,-13.98490,-13.98490,-12.78720,-13.98490,23.37090,-2.4346,-2.4757
2019-03-31,0.46500,,0.46500,86.39800,83.91900,,-169.85200,6.44600,-163.40600,-163.40600,-163.40600,-163.40600,-171.75900,-169.85200,48.49200,48.49200,-3.37000,-3.37000,20.05870,100.00000,-36527.31000,-36527.31000,-35141.08000,-35141.08000,0.00030,,,-12.38360,-12.38360,-11.48390,-12.38360,25.85600,-3.09190,-3.11790
2018-12-31,0.27300,,0.27300,88.80500,75.69500,,-164.22700,5.83900,-158.38800,-158.38800,-158.38800,-158.38800,-166.85500,-164.22700,46.12100,46.12100,-3.41000,-3.41000,10.98100,100.00000,-60155.83000,-60155.82000,-58017.02000,-58017.02000,0.00030,,,-18.35380,-18.35380,-16.62510,-18.35380,18.40490,-2.25,-2.2681
2018-09-30,,,,75.05200,53.69300,,-128.74500,5.82700,-122.91800,-122.91800,-122.91800,-122.91800,-131.20500,-128.74500,46.70700,46.70700,-2.63000,-2.63000,19.07190,,,,,,,,,-12.43470,-12.43470,-11.74000,-12.43470,21.10790,-1.7108,-1.7321
2018-06-30,90.00000,,90.00000,68.98000,43.16700,,-22.14700,5.16900,-16.97800,-16.97800,-16.97800,-16.97800,-24.70700,-22.14700,46.54200,46.54200,-0.36000,-0.36000,23.45140,100.00000,-24.60780,-24.60780,-18.86440,-18.86440,0.07970,4.89720,18.37800,-1.57530,-1.57530,-1.50320,-1.57530,23.12600,0.0815,0.0736
2018-03-31,,,,49.27000,28.84900,,-78.11900,3.52100,-74.59800,-74.59800,-74.59800,-74.59800,-79.22000,-78.11900,44.32500,44.32500,-1.68000,-1.68000,28.91550,,,,,,,,,-7.04240,-7.04240,-6.77760,-7.04240,22.80070,-1.77260,-1.78730
2017-12-31,,,,50.89100,19.55700,,-70.44800,1.02700,-69.42100,-69.42100,-69.42100,-69.42100,-70.54900,-70.44800,38.11400,38.11400,-1.72000,-1.72000,10.10710,,,,,,,,,-14.60040,-14.60040,-13.09990,-14.60040,11.32000,-1.4731,-1.494
2017-09-30,,,,58.28600,16.08700,,-74.37300,0.65400,-73.71900,-73.71900,-73.71900,-73.71900,-74.29900,-74.37300,37.47100,37.47100,-1.97000,-1.97000,4.98310,,,,,,,,,-36.84990,-36.84990,-29.36020,-36.84990,5.33120,-1.2211,-1.2273
2017-06-30,,,,55.90000,14.95400,,-70.85400,0.65200,-70.20200,-70.20200,-70.20200,-70.20200,-70.75200,-70.85400,37.36100,37.36100,-1.88000,-1.88000,9.01830,,,,,,,,,-26.96920,-26.96920,-23.92610,-26.96920,6.95570,-1.5776,-1.5796
2017-03-31,,,,45.20000,12.28000,,-57.48000,0.70200,-56.77800,-56.77800,-56.77800,-56.77800,-57.31700,-57.48000,37.26900,37.26900,-1.52000,-1.52000,10.94800,,,,,,,,,-17.82970,-17.82970,-16.16830,-17.82970,8.53580,-1.48140,-1.48800
2016-12-31,,,,42.00400,14.37500,,-56.37900,0.47800,-55.90100,-55.90100,-55.90100,-55.90100,-56.09800,-56.37900,33.49300,33.49300,-1.55000,-1.55000,11.44700,,,,,,,,,-15.16920,-15.16920,-13.81870,-15.16920,9.90050,-0.9687,-0.9838
2016-09-30,,,,29.07500,8.98900,,-38.06400,0.26800,-37.79600,-37.79600,-37.79600,-37.79600,-37.90700,-38.06400,32.97600,32.97600,-1.15000,-1.15000,19.46660,,,,,,,,,-9.13530,-9.13530,-8.66280,-9.13530,11.13240,-0.8872,-0.8884
2016-06-30,,,,26.09600,8.91000,,-35.00600,0.25900,-34.74700,-34.74700,-34.74700,-34.74700,-34.91800,-35.00600,32.06200,32.06200,-1.08000,-1.08000,14.94670,,,,,,,,,-13.50930,-13.50930,-12.60640,-13.50930,8.01950,-0.8205,-0.8358
2016-03-31,,,,23.58100,7.13300,,-30.71400,0.17100,-30.54300,-30.54300,-30.54300,-30.54300,-30.67300,-30.71400,31.64300,31.64300,-0.97000,-0.97000,18.94840,,,,,,,,,-10.62370,-10.62370,-10.06330,-10.62370,8.97370,-0.86700,-0.87780
2015-12-31,,,,20.37600,8.23600,,-28.61200,0.05000,-28.56200,-28.56200,-28.56200,-28.56200,-28.58000,-28.61200,27.77800,27.77800,-1.00000,-1.00000,12.31400,,,,,,,,,-16.44380,-16.44380,-15.11090,-16.44380,6.02610,-0.7154,-0.717
2015-09-30,,,,17.47800,6.60400,,-24.08200,0.04700,-24.03500,-24.03500,-24.03500,-24.03500,-24.05300,-24.08200,28.73800,28.73800,-0.84000,-0.84000,20.16140,,,,,,,,,-12.13250,-12.13250,-11.53260,-12.13250,6.88120,-0.6428,-0.6419
2015-06-30,,,,18.60300,6.45600,,-25.05900,0.03200,-25.02700,-25.02700,-25.02700,-25.02700,-25.02700,-25.05900,27.86000,27.86000,-0.90000,-0.90000,20.68250,,,,,,,,,-11.50930,-11.50930,-10.95400,-11.50930,7.59650,-0.617,-0.6191
2015-03-31,,,,12.90000,3.99700,,-16.89700,0.02600,-16.87100,-16.87100,-16.87100,-16.87100,-16.87500,-16.89700,25.65600,25.65600,-0.66000,-0.66000,12.80370,,,,,,,,,-15.83980,-15.83980,-14.60970,-15.83980,4.14520,-0.56930,-0.57360
2014-12-31,,,,8.94500,3.41700,,-12.36200,-0.00100,-12.36100,-12.36100,-12.36100,-12.36100,-12.34600,-12.36200,21.57400,21.57400,7.10000,7.10000,16.60720,,,,,,,,,-10.14150,-10.14150,-9.53300,-10.14150,4.75700,-0.3151,-0.3168
2014-09-30,,,,6.60100,2.86900,,-9.47000,0.00400,-9.46800,-9.46800,-9.46800,-9.85900,-9.45700,-9.47000,19.58200,19.58200,-0.50000,-0.50000,27.50300,,,,,,,,,-7.12310,-7.12310,-6.86270,-7.12310,5.19500,5.4631,5.4619
2014-06-30,,,,4.38100,1.80700,,-6.18800,-0.00400,-6.19200,-6.19200,-6.19200,-7.76900,-6.17700,-6.18800,1.70100,1.70100,-4.57000,-4.57000,13.11190,,,,,,,,,13.82390,13.82390,-11.98820,13.82390,-26.13300,-3.004,-3.0052
2014-03-31,,,,4.17300,1.61700,,-5.79000,,-5.79000,-5.79000,-5.79000,-6.11600,-5.77900,-5.79000,1.65300,1.65300,-3.70000,-3.70000,,,,,,,,,,,,,,,-3.39750,-3.39930
2013-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,8.2356,8.2376
2013-09-30,,,,3.40800,1.11100,,-4.51900,,-4.51900,-4.51900,-4.51900,-4.51900,-4.50800,-4.51900,1.51500,1.51500,-2.98000,-2.98000,,,,,,,,,,,,,,,-3.2452,-3.2451
2013-06-30,,,,3.85400,0.80100,,-4.65500,,-4.65500,-4.65500,-4.65500,-4.65500,-4.65500,-4.65500,1.46400,1.46400,-3.18000,-3.18000,,,,,,,,,,,,,,,-4.9904,-4.9925
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
