Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,29.06700,14.12600,-43.19300,-0.67000,-43.86300,,-43.86300,-43.86300,-43.86300,-42.72700,-43.19300,63.99310,63.99310,-0.69000,-0.69000,11.07580,-22.88410,-22.88410,-18.98090,-22.88410,2.98260,-0.72630,-0.72630
2021-12-31,41.60300,14.19300,-55.79600,-1.13800,-56.93400,,-57.94100,-57.94100,-57.94100,-55.70200,-55.79600,62.78210,62.78210,-0.92000,-0.92000,6.69290,-25.72120,-25.72120,-20.21710,-25.72120,3.54380,-0.4507,-0.4448
2021-09-30,33.06200,12.44200,-45.50400,-0.00600,-45.51000,,-45.51000,-45.51000,-45.51000,-45.46000,-45.50400,62.96240,62.96240,-0.72000,-0.72000,11.66060,-17.02560,-17.02560,-14.37780,-17.02560,4.23100,-0.5721,-0.5726
2021-06-30,25.67700,11.97800,-37.65500,0.06700,-37.58800,,-37.58800,-37.58800,-37.58800,-37.62200,-37.65500,62.34470,62.34470,-0.60000,-0.60000,15.26200,-12.42710,-12.42710,-11.47690,-12.42710,4.81700,-0.3664,-0.371
2021-03-31,20.39300,10.47000,-30.86300,-0.06000,-30.92300,,-30.92300,-30.92300,-30.92300,-30.84500,-30.86300,62.19370,62.19370,-0.50000,-0.50000,21.91380,-9.36010,-9.36010,-8.80290,-9.36010,5.29010,-0.30430,-0.30550
2020-12-31,16.75700,8.65900,-25.41600,0.21700,-25.19900,,-25.19900,-25.19900,-25.19900,-25.39800,-25.41600,26.89740,26.89740,6.63000,6.63000,29.38970,-7.13720,-7.13720,-6.79550,-7.13720,5.70090,-1.2794,-1.2881
2020-09-30,17.18200,6.71800,-23.90000,0.28600,-23.61400,,-23.61400,-23.61400,-23.61400,-23.88200,-23.90000,40.46570,40.46570,-0.58000,-0.58000,28.39590,-6.31550,-6.31550,-5.99780,-6.31550,6.06390,7.2683,7.2683
2020-06-30,8.88500,3.26800,-12.15300,0.52100,-11.63200,,-11.63200,-11.63200,-11.63200,-12.13400,-12.15300,2.62560,2.62560,-4.43000,-4.43000,,,,,,,-3.492,-3.492
2020-03-31,6.83900,3.00100,-9.84000,0.50100,-9.33900,,-9.33900,-9.33900,-9.33900,-9.82200,-9.84000,2.21600,2.21600,-4.21000,-4.21000,,,,,,,-4.75780,-4.75780
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,7.7127,7.8617
2019-09-30,5.65500,2.82300,-8.47800,1.20800,-7.27000,,-7.27000,-7.27000,-7.27000,-8.47800,-8.47800,1.46340,1.46340,-4.97000,-4.97000,,,,,,,-7.7127,-7.8617
